DATE,SWAT,PRESSURE,CONBPRES,CONIPOS,CONIDX,WELL,WELLMODEL,CONKPOS,CONJPOS,DEPTH,DRAWDOWN,SGAS
2018-01-01,0.055748213082551956,300.6733093261719,300.6733093261719,22,1,R_A2,STANDARD,1,30,1641.094970703125,0,0.0
2018-01-01,0.05881066620349884,300.7936096191406,300.7936096191406,22,2,R_A2,STANDARD,2,30,1642.8890380859375,0,0.0
2018-01-01,0.06129923462867737,300.9139099121094,300.9139099121094,22,3,R_A2,STANDARD,3,30,1644.68310546875,0,0.0
2018-01-01,0.06717785447835922,301.0342102050781,301.0342102050781,22,4,R_A2,STANDARD,4,30,1646.4771728515625,0,0.0
2018-01-01,0.13372820615768433,301.1545104980469,301.1545104980469,22,5,R_A2,STANDARD,5,30,1648.2713623046875,0,0.0
2018-01-01,0.30576056241989136,301.27484130859375,301.27484130859375,22,6,R_A2,STANDARD,6,30,1650.0654296875,0,0.0
2018-01-01,0.893852174282074,301.3951721191406,301.3951721191406,22,7,R_A2,STANDARD,7,30,1651.859619140625,0,0.0
2018-01-01,0.6481541991233826,301.5154724121094,301.5154724121094,22,8,R_A2,STANDARD,8,30,1653.6536865234375,0,0.0
2018-01-01,0.18723928928375244,301.63580322265625,301.63580322265625,22,9,R_A2,STANDARD,9,30,1655.44775390625,0,0.0
2018-01-01,0.9045571684837341,301.7561340332031,301.7561340332031,22,10,R_A2,STANDARD,10,30,1657.2418212890625,0,0.0
2018-01-01,0.07894028723239899,301.88323974609375,301.88323974609375,22,11,R_A2,STANDARD,11,30,1659.1368408203125,0,0.0
2018-01-01,0.079011470079422,302.01708984375,302.01708984375,22,12,R_A2,STANDARD,12,30,1661.132568359375,0,0.0
2018-01-01,0.45304223895072937,302.1509704589844,302.1509704589844,22,13,R_A2,STANDARD,13,30,1663.12841796875,0,0.0
2018-01-01,0.5042955279350281,302.28485107421875,302.28485107421875,22,14,R_A2,STANDARD,14,30,1665.1241455078125,0,0.0
2018-01-01,0.6907110214233398,302.4187316894531,302.4187316894531,22,15,R_A2,STANDARD,15,30,1667.1199951171875,0,0.0
2018-01-01,0.964935839176178,302.5526123046875,302.5526123046875,22,16,R_A2,STANDARD,16,30,1669.11572265625,0,0.0
2018-01-01,0.9508187174797058,302.6864929199219,302.6864929199219,22,17,R_A2,STANDARD,17,30,1671.111572265625,0,0.0
2018-01-01,0.983161985874176,302.8123779296875,302.8123779296875,22,18,R_A2,STANDARD,18,30,1672.9881591796875,0,0.0
2018-01-01,0.9968782663345337,302.89569091796875,302.89569091796875,22,19,R_A2,STANDARD,18,29,1674.229736328125,0,0.0
2018-01-01,1.0,303.02569580078125,303.02569580078125,22,20,R_A2,STANDARD,27,29,1676.1676025390625,0,0.0
2018-01-01,1.0,303.47802734375,303.47802734375,22,21,R_A2,STANDARD,28,29,1677.9368896484375,0,0.0
2018-01-01,1.0,303.64569091796875,303.64569091796875,22,22,R_A2,STANDARD,29,29,1679.7061767578125,0,0.0
2018-01-01,1.0,303.8133544921875,303.8133544921875,22,23,R_A2,STANDARD,30,29,1681.4754638671875,0,0.0
2018-01-01,1.0,303.98101806640625,303.98101806640625,22,24,R_A2,STANDARD,31,29,1683.2447509765625,0,0.0
2018-01-01,0.6481541991233826,298.53814697265625,298.53814697265625,28,1,R_A3,STANDARD,1,41,1609.243408203125,0,0.0
2018-01-01,0.19721345603466034,298.676513671875,298.676513671875,28,2,R_A3,STANDARD,2,41,1611.3077392578125,0,0.0
2018-01-01,0.15777362883090973,298.8148498535156,298.8148498535156,28,3,R_A3,STANDARD,3,41,1613.3720703125,0,0.0
2018-01-01,0.1718059778213501,298.9532165527344,298.9532165527344,28,4,R_A3,STANDARD,4,41,1615.4365234375,0,0.0
2018-01-01,0.6481541991233826,299.0915832519531,299.0915832519531,28,5,R_A3,STANDARD,5,41,1617.5008544921875,0,0.0
2018-01-01,0.3384052515029907,299.2299499511719,299.2299499511719,28,6,R_A3,STANDARD,6,41,1619.565185546875,0,0.0
2018-01-01,0.6481541991233826,298.54638671875,298.54638671875,29,7,R_A3,STANDARD,6,41,1609.3663330078125,0,0.0
2018-01-01,0.19685770571231842,298.68377685546875,298.68377685546875,29,8,R_A3,STANDARD,7,41,1611.4163818359375,0,0.0
2018-01-01,0.3490063548088074,298.8211669921875,298.8211669921875,29,9,R_A3,STANDARD,8,41,1613.46630859375,0,0.0
2018-01-01,0.8026683926582336,298.95855712890625,298.95855712890625,29,10,R_A3,STANDARD,9,41,1615.516357421875,0,0.0
2018-01-01,0.7972224354743958,299.095947265625,299.095947265625,29,11,R_A3,STANDARD,10,41,1617.5662841796875,0,0.0
2018-01-01,0.04908576235175133,299.24237060546875,299.24237060546875,29,12,R_A3,STANDARD,11,41,1619.750732421875,0,0.0
2018-01-01,0.054848283529281616,299.3978271484375,299.3978271484375,29,13,R_A3,STANDARD,12,41,1622.0697021484375,0,0.0
2018-01-01,0.37202560901641846,299.5532531738281,299.5532531738281,29,14,R_A3,STANDARD,13,41,1624.388671875,0,0.0
2018-01-01,0.4873570203781128,299.8641662597656,299.8641662597656,29,15,R_A3,STANDARD,15,41,1629.026611328125,0,0.0
2018-01-01,0.8076774477958679,299.992919921875,299.992919921875,29,16,R_A3,STANDARD,16,41,1630.9468994140625,0,0.0
2018-01-01,1.0,300.16583251953125,300.16583251953125,29,17,R_A3,STANDARD,27,41,1633.5262451171875,0,0.0
2018-01-01,0.04337825998663902,300.40966796875,300.40966796875,29,18,R_A3,STANDARD,28,41,1637.1630859375,0,0.0
2018-01-01,0.05151337385177612,300.6535339355469,300.6535339355469,29,19,R_A3,STANDARD,29,41,1640.8001708984375,0,0.0
2018-01-01,1.0,300.89739990234375,300.89739990234375,29,20,R_A3,STANDARD,30,41,1644.4371337890625,0,0.0
2018-01-01,0.06231296807527542,301.14129638671875,301.14129638671875,29,21,R_A3,STANDARD,31,41,1648.0740966796875,0,0.0
2018-01-01,0.053005583584308624,300.009033203125,300.009033203125,30,1,R_A4,STANDARD,1,52,1631.1873779296875,0,0.0
2018-01-01,0.04966719448566437,299.7571105957031,299.7571105957031,31,2,R_A4,STANDARD,1,52,1627.4293212890625,0,0.0
2018-01-01,0.050943583250045776,299.89520263671875,299.89520263671875,31,3,R_A4,STANDARD,2,52,1629.4896240234375,0,0.0
2018-01-01,0.05345940962433815,300.0333251953125,300.0333251953125,31,4,R_A4,STANDARD,3,52,1631.5498046875,0,0.0
2018-01-01,0.058497145771980286,300.17144775390625,300.17144775390625,31,5,R_A4,STANDARD,4,52,1633.610107421875,0,0.0
2018-01-01,0.05785714462399483,300.0901184082031,300.0901184082031,32,6,R_A4,STANDARD,4,52,1632.3968505859375,0,0.0
2018-01-01,0.058354947715997696,300.3236999511719,300.3236999511719,32,7,R_A4,STANDARD,4,51,1635.880615234375,0,0.0
2018-01-01,0.0618814118206501,300.4202575683594,300.4202575683594,33,8,R_A4,STANDARD,4,51,1637.321044921875,0,0.0
2018-01-01,0.05655122175812721,300.29644775390625,300.29644775390625,33,9,R_A4,STANDARD,3,51,1635.474609375,0,0.0
2018-01-01,0.14695020020008087,300.74395751953125,300.74395751953125,33,10,R_A4,STANDARD,4,50,1642.1485595703125,0,0.0
2018-01-01,0.08094248175621033,300.67578125,300.67578125,34,11,R_A4,STANDARD,4,50,1641.132080078125,0,0.0
2018-01-01,0.12245088070631027,300.5467224121094,300.5467224121094,34,12,R_A4,STANDARD,3,50,1639.20703125,0,0.0
2018-01-01,0.12450994551181793,300.66064453125,300.66064453125,35,13,R_A4,STANDARD,3,50,1640.9061279296875,0,0.0
2018-01-01,0.22938384115695953,300.53570556640625,300.53570556640625,35,14,R_A4,STANDARD,2,50,1639.0426025390625,0,0.0
2018-01-01,0.23677265644073486,300.72943115234375,300.72943115234375,35,15,R_A4,STANDARD,2,49,1641.93212890625,0,0.0
2018-01-01,0.12670636177062988,300.7579650878906,300.7579650878906,36,16,R_A4,STANDARD,30,49,1642.357421875,0,0.0
2018-01-01,0.04889002442359924,300.5735168457031,300.5735168457031,36,17,R_A4,STANDARD,30,48,1639.6068115234375,0,0.0
2018-01-01,0.2428145408630371,301.0526123046875,301.0526123046875,37,18,R_A4,STANDARD,30,48,1646.7513427734375,0,0.0
2018-01-01,0.3171052634716034,301.5025939941406,301.5025939941406,38,19,R_A4,STANDARD,30,48,1653.461669921875,0,0.0
2018-01-01,0.6481541991233826,301.7947998046875,301.7947998046875,38,20,R_A4,STANDARD,30,47,1657.8184814453125,0,0.0
2018-01-01,1.0,304.1498718261719,304.1498718261719,31,1,R_A5,STANDARD,1,20,1685.026611328125,0,0.0
2018-01-01,1.0,304.0601806640625,304.0601806640625,31,2,R_A5,STANDARD,2,20,1687.3070068359375,0,0.0
2018-01-01,1.0,304.27630615234375,304.27630615234375,31,3,R_A5,STANDARD,3,20,1689.5875244140625,0,0.0
2018-01-01,1.0,304.4924011230469,304.4924011230469,31,4,R_A5,STANDARD,4,20,1691.8680419921875,0,0.0
2018-01-01,1.0,304.7085266113281,304.7085266113281,31,5,R_A5,STANDARD,5,20,1694.1485595703125,0,0.0
2018-01-01,1.0,304.9246520996094,304.9246520996094,31,6,R_A5,STANDARD,6,20,1696.4290771484375,0,0.0
2018-01-01,1.0,305.446533203125,305.446533203125,31,7,R_A5,STANDARD,7,20,1698.70947265625,0,0.0
2018-01-01,1.0,305.66265869140625,305.66265869140625,31,8,R_A5,STANDARD,8,20,1700.989990234375,0,0.0
2018-01-01,1.0,305.8787841796875,305.8787841796875,31,9,R_A5,STANDARD,9,20,1703.2706298828125,0,0.0
2018-01-01,1.0,305.988037109375,305.988037109375,31,10,R_A5,STANDARD,11,20,1707.6488037109375,0,0.0
2018-01-01,1.0,306.1695251464844,306.1695251464844,31,11,R_A5,STANDARD,12,20,1709.5638427734375,0,0.0
2018-01-01,1.0,305.4322814941406,305.4322814941406,31,12,R_A5,STANDARD,12,21,1701.7845458984375,0,0.0
2018-01-01,1.0,305.6291198730469,305.6291198730469,31,13,R_A5,STANDARD,13,21,1703.735107421875,0,0.0
2018-01-01,1.0,305.81396484375,305.81396484375,31,14,R_A5,STANDARD,14,21,1705.6856689453125,0,0.0
2018-01-01,1.0,305.9988098144531,305.9988098144531,31,15,R_A5,STANDARD,15,21,1707.63623046875,0,0.0
2018-01-01,1.0,306.3287048339844,306.3287048339844,31,16,R_A5,STANDARD,16,21,1709.5867919921875,0,0.0
2018-01-01,1.0,306.5135498046875,306.5135498046875,31,17,R_A5,STANDARD,17,21,1711.537353515625,0,0.0
2018-01-01,1.0,306.6856994628906,306.6856994628906,31,18,R_A5,STANDARD,18,21,1713.35400390625,0,0.0
2018-01-01,1.0,306.7843933105469,306.7843933105469,31,19,R_A5,STANDARD,19,21,1714.3951416015625,0,0.0
2018-01-01,1.0,306.75689697265625,306.75689697265625,31,20,R_A5,STANDARD,27,21,1715.7628173828125,0,0.0
2018-01-01,1.0,306.978271484375,306.978271484375,31,21,R_A5,STANDARD,28,21,1718.098388671875,0,0.0
2018-01-01,1.0,307.5054016113281,307.5054016113281,31,22,R_A5,STANDARD,29,21,1720.43408203125,0,0.0
2018-01-01,1.0,307.7267761230469,307.7267761230469,31,23,R_A5,STANDARD,30,21,1722.7696533203125,0,0.0
2018-01-01,1.0,307.9481506347656,307.9481506347656,31,24,R_A5,STANDARD,31,21,1725.105224609375,0,0.0
2018-01-01,1.0,305.11419677734375,305.11419677734375,17,1,R_A6,STANDARD,1,42,1695.20263671875,0,0.0
2018-01-01,1.0,305.2609558105469,305.2609558105469,17,2,R_A6,STANDARD,2,42,1696.7510986328125,0,0.0
2018-01-01,1.0,305.4076843261719,305.4076843261719,17,3,R_A6,STANDARD,3,42,1698.299560546875,0,0.0
2018-01-01,1.0,305.554443359375,305.554443359375,17,4,R_A6,STANDARD,4,42,1699.84814453125,0,0.0
2018-01-01,1.0,305.7012023925781,305.7012023925781,17,5,R_A6,STANDARD,5,42,1701.3966064453125,0,0.0
2018-01-01,1.0,305.84796142578125,305.84796142578125,17,6,R_A6,STANDARD,6,42,1702.9451904296875,0,0.0
2018-01-01,1.0,305.6956481933594,305.6956481933594,17,7,R_A6,STANDARD,7,42,1704.49365234375,0,0.0
2018-01-01,1.0,305.8424072265625,305.8424072265625,17,8,R_A6,STANDARD,8,42,1706.042236328125,0,0.0
2018-01-01,1.0,306.2882080078125,306.2882080078125,17,9,R_A6,STANDARD,9,42,1707.5906982421875,0,0.0
2018-01-01,1.0,306.4349670410156,306.4349670410156,17,10,R_A6,STANDARD,10,42,1709.1392822265625,0,0.0
2018-01-01,1.0,306.3109130859375,306.3109130859375,17,11,R_A6,STANDARD,11,42,1711.055419921875,0,0.0
2018-01-01,1.0,306.52734375,306.52734375,17,12,R_A6,STANDARD,12,42,1713.3392333984375,0,0.0
2018-01-01,1.0,306.7557678222656,306.7557678222656,17,13,R_A6,STANDARD,13,42,1715.623046875,0,0.0
2018-01-01,1.0,306.9721984863281,306.9721984863281,17,14,R_A6,STANDARD,14,42,1717.9068603515625,0,0.0
2018-01-01,1.0,307.18865966796875,307.18865966796875,17,15,R_A6,STANDARD,15,42,1720.190673828125,0,0.0
2018-01-01,1.0,307.55010986328125,307.55010986328125,17,16,R_A6,STANDARD,16,42,1722.474365234375,0,0.0
2018-01-01,1.0,307.7665710449219,307.7665710449219,17,17,R_A6,STANDARD,17,42,1724.7581787109375,0,0.0
2018-01-01,1.0,307.921630859375,307.921630859375,17,18,R_A6,STANDARD,18,42,1726.394287109375,0,0.0
2018-01-01,1.0,307.8930969238281,307.8930969238281,17,19,R_A6,STANDARD,27,42,1727.7508544921875,0,0.0
2018-01-01,1.0,308.3623352050781,308.3623352050781,17,20,R_A6,STANDARD,28,42,1729.4755859375,0,0.0
2018-01-01,1.0,308.52581787109375,308.52581787109375,17,21,R_A6,STANDARD,29,42,1731.2001953125,0,0.0
2018-01-01,1.0,308.68927001953125,308.68927001953125,17,22,R_A6,STANDARD,30,42,1732.9249267578125,0,0.0
2018-01-01,1.0,308.5469665527344,308.5469665527344,17,23,R_A6,STANDARD,31,42,1734.649658203125,0,0.0
2018-03-01,0.0557842031121254,298.5877380371094,298.5877380371094,22,1,R_A2,STANDARD,1,30,1641.094970703125,0,0.0
2018-03-01,0.058862391859292984,298.7079162597656,298.7079162597656,22,2,R_A2,STANDARD,2,30,1642.8890380859375,0,0.0
2018-03-01,0.061543986201286316,298.8280944824219,298.8280944824219,22,3,R_A2,STANDARD,3,30,1644.68310546875,0,0.0
2018-03-01,0.06771677732467651,298.9483642578125,298.9483642578125,22,4,R_A2,STANDARD,4,30,1646.4771728515625,0,0.0
2018-03-01,0.1347665786743164,299.0688171386719,299.0688171386719,22,5,R_A2,STANDARD,5,30,1648.2713623046875,0,0.0
2018-03-01,0.3076692819595337,299.33642578125,299.33642578125,22,6,R_A2,STANDARD,6,30,1650.0654296875,0,0.0
2018-03-01,0.8872219920158386,299.5821228027344,299.5821228027344,22,7,R_A2,STANDARD,7,30,1651.859619140625,0,0.0
2018-03-01,0.6483225226402283,299.7507019042969,299.7507019042969,22,8,R_A2,STANDARD,8,30,1653.6536865234375,0,0.0
2018-03-01,0.18728317320346832,299.8709716796875,299.8709716796875,22,9,R_A2,STANDARD,9,30,1655.44775390625,0,0.0
2018-03-01,0.9045079946517944,300.10772705078125,300.10772705078125,22,10,R_A2,STANDARD,10,30,1657.2418212890625,0,0.0
