X_UTME,Y_UTMN,Region
460755.93796422554,5928613.355692316,1.0
460830.59493158525,5928484.080475555,1.0
460905.25138278055,5928354.8052929295,1.0
460979.9069401648,5928225.527219416,1.0
461054.5613587949,5928096.2586052725,1.0
461129.2165857832,5927967.001146783,1.0
461203.8735908786,5927837.742045392,1.0
461278.52882987866,5927708.464004186,1.0
461353.18352645496,5927579.17226686,1.0
461427.8387767249,5927449.8778567705,1.0
461502.49186949723,5927320.575953882,1.0
461577.14383280417,5927191.269600505,1.0
461651.7964615387,5927061.96100517,1.0
461726.4488530196,5926932.650519939,1.0
461801.10447644995,5926803.3412730675,1.0
456557.86257552996,5936189.637382619,1.0
456633.4639917846,5936060.113622128,1.0
456709.19182051276,5935930.511416265,1.0
456784.7828171109,5935800.868169603,1.0
456860.28826369037,5935671.204902475,1.0
456935.6095429215,5935541.597073054,1.0
457010.72726183373,5935412.039844394,1.0
457085.793650946,5935282.539563177,1.0
457161.36216972687,5935153.079366734,1.0
457237.44184458454,5935023.6574234525,1.0
457312.79937208415,5934894.41633157,1.0
457386.5431598767,5934765.394884342,1.0
457459.9768371625,5934636.419805544,1.0
457533.69066838664,5934507.373495035,1.0
457607.39134364366,5934378.3062656075,1.0
457681.6463062702,5934249.246057466,1.0
457755.6603927461,5934120.185059844,1.0
457829.6720747639,5933991.15577228,1.0
457904.0305141381,5933862.2103993995,1.0
457978.1849691976,5933733.25610753,1.0
458052.1925514864,5933604.334516669,1.0
458126.3662392473,5933475.68261878,1.0
458200.41159881704,5933347.2625681115,1.0
458273.98979901685,5933218.611068115,1.0
458347.3341917939,5933089.355701433,1.0
458420.96910804446,5932959.554353789,1.0
458495.00191760843,5932829.683783541,1.0
458569.15205366793,5932700.171930715,1.0
458643.5080298018,5932570.717651625,1.0
458717.9947981421,5932441.270976209,1.0
458792.3472440953,5932312.035544428,1.0
458866.08907769073,5932183.323847673,1.0
458940.065861921,5932054.414359035,1.0
459014.7928720432,5931924.889174346,1.0
459089.5337593873,5931795.3529780395,1.0
459164.9073872123,5931665.379085203,1.0
459240.45331755007,5931535.302998471,1.0
459315.5997635775,5931405.509023658,1.0
459390.44674183393,5931275.84963927,1.0
459464.96091191523,5931146.28272234,1.0
459539.54509450606,5931016.6165907215,1.0
459614.41266396106,5930886.869850545,1.0
459689.50751767406,5930757.176667358,1.0
459764.4703569849,5930627.524612342,1.0
459839.4262203013,5930498.022908055,1.0
459914.46654490026,5930368.721279133,1.0
459989.3037723787,5930239.358979584,1.0
460063.9830389733,5930109.816259764,1.0
460138.68319391314,5929980.360242014,1.0
460213.43603201665,5929851.056414067,1.0
460288.1559289304,5929721.723469121,1.0
460362.8589710224,5929592.354439535,1.0
460437.5913747874,5929463.172729249,1.0
460512.3439242059,5929334.1822575275,1.0
460587.0537237178,5929205.071418939,1.0
460661.74786666955,5929075.926707762,1.0
460736.4407635947,5928946.778730804,1.0
460811.10942334356,5928817.507180571,1.0
460885.76650535484,5928688.180994334,1.0
460960.4276846867,5928558.893304031,1.0
461035.0979155718,5928429.665166664,1.0
461109.76342753717,5928300.428844963,1.0
461184.4238103732,5928171.175587464,1.0
461259.0859174814,5928041.933606295,1.0
461333.74759519834,5927912.682951705,1.0
461408.406981082,5927783.417476461,1.0
461483.06353744457,5927654.135804314,1.0
461557.71945541736,5927524.847608117,1.0
461632.37335068855,5927395.551096593,1.0
461707.0250093455,5927266.248554384,1.0
461781.6758121292,5927136.941593124,1.0
461856.3255461364,5927007.63192052,1.0
461930.9768168187,5926878.322164657,1.0
456688.7556561526,5936265.136253733,1.0
456764.6863415169,5936135.631197831,1.0
456840.3335145038,5936005.969254996,1.0
456916.13956494775,5935876.287522807,1.0
456992.4724990953,5935746.665090553,1.0
457068.2148033713,5935617.041470057,1.0
457142.9598632775,5935487.487875189,1.0
457217.1580081841,5935358.052206074,1.0
457292.86454328825,5935228.643872669,1.0
457370.0978654537,5935099.294121541,1.0
457445.9646127687,5934970.114777885,1.0
457520.0630744469,5934841.079642882,1.0
457593.98352745106,5934712.102244182,1.0
457667.17354440753,5934583.051550605,1.0
457740.1860449306,5934453.981858364,1.0
457814.54217504046,5934325.048844293,1.0
457889.0052552203,5934196.191359192,1.0
457962.4962838385,5934067.126729483,1.0
458035.58043227374,5933937.91691695,1.0
458109.31526692526,5933808.918158349,1.0
458183.2300270289,5933679.991869451,1.0
458257.1538814521,5933551.205142561,1.0
458331.2349447891,5933422.89874734,1.0
458404.8729448794,5933294.638300626,1.0
458477.9128698203,5933165.65410267,1.0
458550.9307072581,5933036.015112776,1.0
458624.43548524065,5932906.073902965,1.0
458698.398092721,5932776.150968373,1.0
458772.8066635038,5932646.30143542,1.0
458847.41896880156,5932516.5708628055,1.0
458921.83384787885,5932387.20377578,1.0
458995.39339401596,5932258.552206323,1.0
459069.04848261335,5932129.820190485,1.0
459143.9648530907,5932000.15268453,1.0
459219.1463992547,5931870.312431214,1.0
459294.77714997844,5931740.220856495,1.0
459370.4296990474,5931610.13233677,1.0
459445.4954890198,5931480.410959318,1.0
459519.98254001816,5931350.899316399,1.0
459594.01748027786,5931221.447217725,1.0
459668.5007180552,5931091.72066236,1.0
459743.533384908,5930961.868397772,1.0
459818.76836524846,5930832.096156021,1.0
459893.70592421934,5930702.338876879,1.0
459968.77547028795,5930572.823875329,1.0
460044.0002346066,5930443.538837307,1.0
460118.8481532015,5930314.116723749,1.0
460193.49482576334,5930184.498989852,1.0
460268.16774944303,5930054.944426787,1.0
460342.9219556486,5929925.548358424,1.0
460417.6751368726,5929796.211831445,1.0
460492.466011321,5929667.025348762,1.0
460567.290340895,5929538.029886134,1.0
460642.0873133823,5929409.048813513,1.0
460716.7996931132,5929279.855597978,1.0
460791.49512231664,5929150.630083495,1.0
460866.1973920801,5929021.448337774,1.0
460940.8804403941,5928892.198021579,1.0
461015.55940716044,5928762.937292345,1.0
461090.2433062423,5928633.713737559,1.0
461164.9327214841,5928504.536252982,1.0
461239.61394922424,5928375.338409211,1.0
461314.28156422696,5928246.095346649,1.0
461388.9488659046,5928116.858567225,1.0
461463.61264828715,5927987.609436596,1.0
461538.27778080275,5927858.359414151,1.0
461612.9419005268,5927729.097077318,1.0
461687.60157712526,5927599.818834199,1.0
461762.2563319247,5927470.5274476735,1.0
461836.9050169071,5927341.226028203,1.0
461911.5482048137,5927211.916664396,1.0
461986.1923515615,5927082.6064482955,1.0
462060.84166134766,5926953.298377471,1.0
456819.71395194577,5936340.677732264,1.0
456895.9844563295,5936211.199955382,1.0
456971.5919912586,5936081.471521706,1.0
457047.3239097684,5935951.72235905,1.0
457124.5715545759,5935822.153348574,1.0
457201.36615139246,5935692.559424897,1.0
457276.17865998443,5935562.955538729,1.0
457349.85415767296,5935433.464637179,1.0
457424.97239330644,5935304.097125761,1.0
457502.818910153,5935174.890356515,1.0
457579.80669340276,5935045.854327612,1.0
457655.035982569,5934916.944260061,1.0
457729.4752428577,5934788.06562807,1.0
457801.9253669466,5934659.027337026,1.0
457874.06017696793,5934529.90230501,1.0
457948.23175686493,5934401.0824870635,1.0
458023.15164148086,5934272.503425692,1.0
458095.87473365513,5934143.387333756,1.0
458167.41160575405,5934013.765263983,1.0
458240.4058763895,5933884.529053258,1.0
458314.2473551323,5933755.6246237,1.0
458388.02793029643,5933626.765664826,1.0
458461.96898139914,5933498.3163061505,1.0
458535.72596908634,5933370.34746643,1.0
458608.75145801425,5933242.232531122,1.0
458681.24530569895,5933112.995040178,1.0
458753.94837728486,5932983.006920114,1.0
458827.49539747415,5932852.757001129,1.0
458901.7304027328,5932722.482990876,1.0
458976.1555956761,5932592.649818156,1.0
459050.59863649,5932463.092152065,1.0
459124.4915746223,5932334.086301782,1.0
459198.350142495,5932205.148859732,1.0
459273.24975695775,5932075.485804612,1.0
459348.8144807137,5931945.404035391,1.0
459424.57427249796,5931815.243523472,1.0
459500.0165246363,5931685.293507695,1.0
459574.9092145692,5931555.643461476,1.0
459649.07420058036,5931426.226399211,1.0
459722.99656059744,5931296.746444267,1.0
459797.69451006287,5931166.890374606,1.0
459872.8409312014,5931036.932540254,1.0
459947.94659270754,5930907.04882079,1.0
460022.87992826244,5930777.200840303,1.0
460098.1260308179,5930647.648535879,1.0
460173.47518798447,5930518.333220505,1.0
460248.35816444445,5930388.871313805,1.0
460323.01178954216,5930259.232749663,1.0
460397.65704991727,5930129.6062112115,1.0
460472.35965879215,5930000.071191952,1.0
460547.192224622,5929870.823204195,1.0
460622.14234031574,5929741.889664179,1.0
460697.03414538526,5929612.964374379,1.0
460771.8051671047,5929483.835208351,1.0
460846.4932859682,5929354.531153795,1.0
460921.19040793343,5929225.260778883,1.0
460995.90423989744,5929096.05150767,1.0
461070.6097526761,5928966.835164228,1.0
461145.3115102062,5928837.631310811,1.0
461220.03398829454,5928708.505451271,1.0
461294.7584134854,5928579.399807689,1.0
461369.45623449533,5928450.228213803,1.0
461444.1338624701,5928321.002436016,1.0
461518.811963318,5928191.785014844,1.0
461593.47821824584,5928062.539927158,1.0
461668.14625981665,5927933.296696398,1.0
461742.8162059033,5927804.050774015,1.0
461817.4817595532,5927674.785786877,1.0
461892.1334193161,5927545.497201097,1.0
461966.7762651657,5927416.194320109,1.0
462041.42060082103,5927286.891106062,1.0
462116.0580734375,5927157.580337768,1.0
462190.70148843207,5927028.271602513,1.0
456950.56790495117,5936416.184693934,1.0
457026.7948644443,5936286.631526995,1.0
457102.95222395984,5936156.951642195,1.0
457179.56170842535,5936027.30124319,1.0
457257.18089906196,5935897.732079089,1.0
457334.4635908121,5935768.119423767,1.0
457409.29225494625,5935638.44589752,1.0
457482.68465859746,5935508.87096769,1.0
457557.74412869656,5935379.521900381,1.0
457635.7174448113,5935250.441946945,1.0
457714.0408662812,5935121.589256569,1.0
457790.5669216251,5934992.861098712,1.0
457864.9326748499,5934864.090073995,1.0
457937.81945496605,5934735.238890117,1.0
458009.6073045186,5934606.161012084,1.0
458082.67268477834,5934477.342161911,1.0
458157.6479213276,5934349.024465973,1.0
458229.4669241786,5934219.776944941,1.0
458298.82458946947,5934089.378368055,1.0
458370.48446830176,5933959.557603973,1.0
458444.858824057,5933831.0097024245,1.0
458519.3171285443,5933702.668506711,1.0
458592.9057436463,5933573.896300362,1.0
458666.5689707419,5933445.9164270675,1.0
458739.8241072241,5933318.664279034,1.0
458811.92866556934,5933189.958102455,1.0
458883.84625077416,5933060.086285381,1.0
458956.77903109964,5932929.603890633,1.0
459030.7873899481,5932798.832343556,1.0
459104.8731573553,5932668.93516767,1.0
459178.78831907717,5932539.622672163,1.0
459252.84401869966,5932410.371013157,1.0
459327.5721918726,5932280.726555032,1.0
459403.045743332,5932150.633327723,1.0
459478.9879941138,5932020.304605726,1.0
459554.5090418214,5931890.289510722,1.0
459629.5222859271,5931760.60127046,1.0
459704.0161340942,5931631.1199315,1.0
459777.83837206225,5931501.830814385,1.0
459852.0763909235,5931372.15917336,1.0
459927.0603801115,5931242.144379633,1.0
460002.2591189672,5931112.084977467,1.0
460077.08568315423,5930982.075298082,1.0
460152.07085742074,5930852.162021425,1.0
460227.63495682034,5930722.593915073,1.0
460302.95537934924,5930593.151538903,1.0
460377.7816654909,5930463.581882369,1.0
460452.4896187533,5930333.957240298,1.0
460527.12051098945,5930204.268477177,1.0
460601.825879361,5930074.698354257,1.0
460676.75275081914,5929945.5366768455,1.0
460751.7512441877,5929816.612543548,1.0
460826.6299421873,5929687.57282498,1.0
460901.3681451669,5929558.3027305305,1.0
460976.0679692616,5929428.980287138,1.0
461050.83641943656,5929299.833514559,1.0
461125.62104536063,5929170.755366915,1.0
461200.3498103736,5929041.566734732,1.0
461275.0722275006,5928912.383241593,1.0
461349.8259317201,5928783.305691062,1.0
461424.584385539,5928654.263590277,1.0
461499.2999769387,5928525.1180406455,1.0
461573.9766723251,5928395.879153403,1.0
461648.6668668958,5928266.685701058,1.0
461723.3526612804,5928137.484089306,1.0
461798.02671749896,5928008.254681633,1.0
461872.69136388955,5927879.002466649,1.0
461947.35113370576,5927749.736523384,1.0
462022.000992591,5927620.453520291,1.0
462096.6443099801,5927491.159057229,1.0
462171.2878773366,5927361.860971565,1.0
462245.9209991877,5927232.552077591,1.0
462320.5582506211,5927103.242939037,1.0
457081.51365855435,5936491.736102449,1.0
457157.8466414097,5936362.135202724,1.0
457234.20013511303,5936232.423146681,1.0
457311.63285349635,5936102.827933615,1.0
457390.2013193276,5935973.334955068,1.0
457467.699314525,5935843.683665719,1.0
457542.83990443416,5935713.953707174,1.0
457616.7727100787,5935584.342816561,1.0
457690.93347255525,5935454.922737647,1.0
457768.2207119665,5935325.879443261,1.0
457846.7516745008,5935197.13265684,1.0
457922.6870217373,5935068.409219173,1.0
457997.491767272,5934939.751167729,1.0
458073.25017849525,5934811.425247873,1.0
458147.18589053827,5934682.894361765,1.0
458218.8157468348,5934553.989662809,1.0
458291.5215287577,5934425.324778104,1.0
458361.9282382402,5934295.755602514,1.0
458429.77261019906,5934164.778309904,1.0
458500.57375997934,5934034.559209653,1.0
458575.42080876365,5933906.32149977,1.0
458650.8124295833,5933778.753078513,1.0
458724.5293672908,5933650.214839282,1.0
458797.6865745622,5933521.783536184,1.0
458870.8492995111,5933394.513921303,1.0
458942.83395812276,5933266.708810175,1.0
459014.22904820327,5933137.159845054,1.0
459086.66989039024,5933006.043479246,1.0
459160.3450453179,5932874.921464045,1.0
459233.900091149,5932745.20670183,1.0
459307.2318289476,5932616.210810552,1.0
459381.2973597854,5932486.806206311,1.0
459456.48212297034,5932356.730662188,1.0
459532.100131227,5932226.497324463,1.0
459608.2134653426,5932096.011258994,1.0
459684.0361241558,5931965.744476305,1.0
459758.97159678093,5931836.078890117,1.0
459833.22444161325,5931706.708839045,1.0
459906.8709366789,5931577.487114457,1.0
459981.21806949045,5931447.71443269,1.0
460056.344670541,5931317.532247755,1.0
460131.49694049684,5931187.34875429,1.0
460206.3444714671,5931057.219933029,1.0
460281.66322725784,5930927.272269079,1.0
460357.3409242011,5930797.625202372,1.0
460432.34119515104,5930667.935191524,1.0
460507.0972114971,5930538.247791246,1.0
460581.98502384056,5930408.714448301,1.0
460656.65808438003,5930279.0309263235,1.0
460731.3712559098,5930149.457160923,1.0
460806.3082825253,5930020.242540419,1.0
460881.2252363016,5929891.093480892,1.0
460956.0478003944,5929761.868645521,1.0
461030.8639775371,5929632.686656812,1.0
461105.6792493372,5929503.547633333,1.0
461180.53088470985,5929374.540831275,1.0
461255.382322374,5929245.570575677,1.0
461330.12315768865,5929116.382414697,1.0
461404.8646295816,5928987.220434214,1.0
461479.640174754,5928858.163061712,1.0
461554.4125132549,5928729.122320265,1.0
461629.1388378085,5928599.983318968,1.0
461703.8326645044,5928470.775711339,1.0
461778.52980601555,5928341.591827565,1.0
461853.2208109804,5928212.399973736,1.0
461927.9079036637,5928083.202491696,1.0
462002.56596489844,5927953.946702696,1.0
462077.20894539135,5927824.6661878545,1.0
462151.85810496216,5927695.394002034,1.0
462226.5076223495,5927566.117270712,1.0
462301.1456327853,5927436.8231109055,1.0
462375.7757660669,5927307.518048394,1.0
462450.4152265341,5927178.21441563,1.0
457212.74768074,5936567.415393792,1.0
457289.4541487464,5936437.81770914,1.0
457365.74584121216,5936307.967024186,1.0
457443.0611855792,5936178.240193097,1.0
457522.1276176403,5936048.757465116,1.0
457599.47717914067,5935919.04566456,1.0
457676.1148591355,5935789.355402594,1.0
457752.61208394624,5935659.87329155,1.0
457826.0626563825,5935530.395676521,1.0
457901.42637753056,5935401.268211122,1.0
457979.8476989629,5935272.597731286,1.0
458055.7376029109,5935143.926582977,1.0
458131.70213919505,5935015.52336704,1.0
458209.9412890975,5934887.729733168,1.0
458284.3451306745,5934759.501410352,1.0
458354.09511989774,5934630.37216291,1.0
458424.09778879327,5934501.154925198,1.0
458494.1129729721,5934371.623544183,1.0
458563.14693059423,5934241.286418858,1.0
458633.51341330784,5934111.035995813,1.0
458706.83722098044,5933982.109536397,1.0
458782.13157249015,5933854.675799619,1.0
458856.53163217066,5933726.962631887,1.0
458929.24539994606,5933598.152741249,1.0
459001.8041678389,5933470.137456367,1.0
459073.7744113897,5933342.579247579,1.0
459144.88536293904,5933213.461468778,1.0
459216.80080965353,5933082.483134267,1.0
459289.7764923484,5932951.528964599,1.0
459362.8023249799,5932821.971957658,1.0
459435.5508241,5932693.244097176,1.0
459508.9118436795,5932564.287730634,1.0
459583.58196574537,5932434.468510662,1.0
459658.95884746057,5932304.281485297,1.0
459735.1679209808,5932173.5969336415,1.0
459811.57550533797,5932042.810004594,1.0
459887.32731061755,5931912.474826659,1.0
459962.30437638634,5931782.586545953,1.0
460036.3841112746,5931653.097269968,1.0
460110.8825924789,5931523.2171800975,1.0
460186.1806166972,5931392.8795688255,1.0
460261.27652248077,5931262.623461715,1.0
460336.45660478156,5931132.479439951,1.0
460411.9919803347,5931002.510629799,1.0
460487.2606448595,5930872.736343198,1.0
460561.94397021923,5930742.867361122,1.0
460636.56256361987,5930613.046172548,1.0
460711.49121239426,5930483.501509496,1.0
460786.2582851192,5930353.875798943,1.0
460861.0103389417,5930224.3218698,1.0
460935.9585292615,5930095.073711313,1.0
461010.7920509621,5929965.748147735,1.0
461085.5948189721,5929836.446287861,1.0
461160.53840361314,5929707.4425788475,1.0
461235.4741137865,5929578.495349894,1.0
461310.337131023,5929449.471902371,1.0
461385.162362898,5929320.412462462,1.0
461459.94940447336,5929191.299029788,1.0
461534.72682977334,5929062.191343651,1.0
461609.49495353125,5928933.089083539,1.0
461684.260567699,5928804.006075196,1.0
461759.002395394,5928674.885836183,1.0
461833.7212728846,5928545.72824977,1.0
461908.41693610017,5928416.530631595,1.0
461983.09545723454,5928287.307204602,1.0
462057.78149951407,5928158.114882193,1.0
462132.44499494566,5928028.882201314,1.0
462207.09333980427,5927899.622735055,1.0
462281.7355685774,5927770.354377046,1.0
462356.38516115694,5927641.085690676,1.0
462431.0258546376,5927511.802428453,1.0
462505.6494934458,5927382.497018788,1.0
462580.28765554476,5927253.195632409,1.0
457344.0036648202,5936643.101608002,1.0
457420.9168588654,5936513.446246692,1.0
457497.1683291303,5936383.439902485,1.0
457574.2136837848,5936253.5529145375,1.0
457652.82670600025,5936123.943736751,1.0
457729.8875309933,5935994.164175819,1.0
457807.9904751537,5935864.555499371,1.0
457887.0257725222,5935735.225310057,1.0
457963.0133292655,5935605.908542856,1.0
458038.29731770325,5935476.8145423345,1.0
458114.3783715679,5935348.0334887095,1.0
458190.5264337474,5935219.491422582,1.0
458268.40831641166,5935091.476295536,1.0
458346.4877819625,5934963.835519029,1.0
458420.86261622154,5934835.898606379,1.0
458490.79153270257,5934707.064886686,1.0
458557.6508828209,5934577.1533048935,1.0
458626.35647782235,5934447.439231268,1.0
458697.65545533365,5934318.321960873,1.0
458768.42188560695,5934188.593224239,1.0
458839.6869932482,5934058.809122658,1.0
458913.15910907334,5933930.294070423,1.0
458987.2981822342,5933802.514588644,1.0
459060.2747160494,5933674.011836929,1.0
459132.48890783463,5933545.319727475,1.0
459204.3299194262,5933416.591689827,1.0
459275.66100714565,5933287.320072821,1.0
459347.3192367122,5933157.661070953,1.0
459419.6639182876,5933027.699184353,1.0
459492.3497764326,5932898.27265941,1.0
459564.7323618513,5932769.751594463,1.0
459637.1395574395,5932641.544846424,1.0
459711.0670960658,5932512.267802797,1.0
459786.94798622053,5932381.577489435,1.0
459863.14018629276,5932250.8201413555,1.0
459938.7104832394,5932120.639373538,1.0
460014.8520009718,5931989.91263913,1.0
460090.9494362808,5931859.068345099,1.0
460166.0303516726,5931728.866801564,1.0
