X_UTME,Y_UTMN,Region
456388.8888203173,5935576.767050848,1.0
456463.20205273916,5935447.857810127,1.0
456686.84531465766,5935060.462834856,1.0
456761.45175997016,5934931.235600969,1.0
457059.6338571209,5934414.349487592,1.0
457134.26292628195,5934285.000316835,1.0
457208.9734682463,5934155.546566542,1.0
457283.85277850536,5934025.93242246,1.0
457358.8323442414,5933896.229370041,1.0
457433.77875621937,5933766.5248791855,1.0
457508.7310740776,5933636.812244657,1.0
457583.76198679477,5933507.088905011,1.0
457658.76618420484,5933377.421713601,1.0
457733.6937760144,5933247.770074565,1.0
457808.6161842949,5933118.070991913,1.0
457883.5622794542,5932988.397410137,1.0
457958.51311581454,5932858.743105057,1.0
458033.44809981453,5932729.107046709,1.0
458108.3156330439,5932599.581706455,1.0
458183.1738937162,5932470.057291588,1.0
458257.9656563525,5932340.613469823,1.0
458332.69974339614,5932211.247449254,1.0
458407.4439273953,5932081.856381065,1.0
458482.15201018995,5931952.51373695,1.0
458556.7544433599,5931823.320818596,1.0
458631.2570294015,5931694.268354486,1.0
458705.7929151096,5931565.178333494,1.0
458780.29623704986,5931436.131021254,1.0
458854.7630265724,5931307.131514521,1.0
458929.26164324384,5931178.088108881,1.0
459003.8023756154,5931048.99978075,1.0
459078.30404517055,5930919.947123991,1.0
459152.7633906036,5930790.925281147,1.0
459227.27993069263,5930661.848486366,1.0
459301.8170520732,5930532.749942295,1.0
459376.3522318445,5930403.616065922,1.0
459450.9051360616,5930274.430716936,1.0
459525.4821448361,5930145.246817813,1.0
459600.071528077,5930016.068672693,1.0
459674.6808327951,5929886.83092205,1.0
459749.31001217605,5929757.555443078,1.0
459823.9572112416,5929628.2478024,1.0
459898.63197304984,5929498.870095481,1.0
459973.3274077855,5929369.447000898,1.0
460048.02356232726,5929240.029407335,1.0
460122.7115308011,5929110.636917266,1.0
460197.3905797368,5928981.270054213,1.0
460272.05382361915,5928851.951234172,1.0
460346.7154024002,5928722.638393128,1.0
460421.3942213845,5928593.27390248,1.0
460496.0781620134,5928463.893743264,1.0
460570.7529492779,5928334.542552118,1.0
460645.4235354587,5928205.202284579,1.0
460720.0923860708,5928075.864063857,1.0
460794.7570108348,5927946.537930624,1.0
460869.41942716314,5927817.218452687,1.0
460944.08139248827,5927687.900330743,1.0
461018.7433409201,5927558.580578251,1.0
461093.40491041075,5927429.260842829,1.0
461168.06583700306,5927299.94405978,1.0
461242.7256981763,5927170.62841588,1.0
461317.38414058636,5927041.31397874,1.0
461392.0419802918,5926912.001188663,1.0
461466.6997282349,5926782.689524706,1.0
461541.35764345847,5926653.3783027,1.0
456517.6661640673,5935651.510825262,1.0
456591.7848433294,5935522.582818809,1.0
456666.2702905902,5935393.504244522,1.0
456740.9340670199,5935264.297840552,1.0
456815.3623910543,5935135.131582817,1.0
456889.99228887813,5935005.854494217,1.0
457039.03117115895,5934747.348936398,1.0
457113.1867810276,5934618.154649984,1.0
457187.56100373983,5934488.812170522,1.0
457262.08100360446,5934359.394686662,1.0
457336.83123691875,5934229.870809484,1.0
457411.7414012403,5934100.231460635,1.0
457486.8811383032,5933970.522775743,1.0
457562.1062942166,5933840.803643725,1.0
457637.3339411622,5933711.118486458,1.0
457712.7316550385,5933581.464614277,1.0
457788.0262775377,5933451.9089000905,1.0
457863.1425399714,5933322.358993864,1.0
457938.15147081733,5933192.728223855,1.0
458013.18629221024,5933063.135804208,1.0
458088.25512546615,5932933.52759903,1.0
458163.414778045,5932803.752606706,1.0
458238.4934685237,5932674.159329413,1.0
458313.50383570016,5932544.678756302,1.0
458388.41429208743,5932415.2576247305,1.0
458463.2168189974,5932285.936146864,1.0
458538.0866808968,5932156.504536478,1.0
458612.76729747845,5932027.264274147,1.0
458687.34794088133,5931898.14010347,1.0
458761.87081140873,5931769.080523502,1.0
458836.29506008566,5931640.09987025,1.0
458910.8014359829,5931511.049220076,1.0
458985.2409505835,5931382.058125104,1.0
459059.70874676405,5931253.046984352,1.0
459134.3361272336,5931123.929536151,1.0
459208.7641675873,5930994.928084981,1.0
459283.15676419815,5930865.958977832,1.0
459357.66368924285,5930736.899099084,1.0
459432.1253198304,5930607.827570466,1.0
459506.6331535395,5930478.722321747,1.0
459581.1652766192,5930349.578762931,1.0
459655.719225609,5930220.4359918935,1.0
459730.28512767237,5930091.27870885,1.0
459804.859948542,5929962.028522637,1.0
459879.4519645646,5929832.725460445,1.0
459954.066164366,5929703.423090331,1.0
460028.70406646247,5929574.050162252,1.0
460103.3599688717,5929444.605108724,1.0
460178.0250411502,5929315.1707054265,1.0
460252.691970239,5929185.7646749485,1.0
460327.3579116261,5929056.382015459,1.0
460402.0140399723,5928927.067385719,1.0
460476.6688769862,5928797.776370215,1.0
460551.33867043373,5928668.394370185,1.0
460626.01371837285,5928538.970098389,1.0
460700.6812885591,5928409.592406732,1.0
460775.346125221,5928280.239743927,1.0
460850.0107647595,5928150.885595158,1.0
460924.6728712067,5928021.550638227,1.0
460999.33421389747,5927892.23207965,1.0
461073.9967218971,5927762.9189174455,1.0
461148.65880918305,5927633.599602465,1.0
461223.3203787846,5927504.276265789,1.0
461297.98237709724,5927374.959155281,1.0
461372.6425416344,5927245.642218346,1.0
461447.2999869613,5927116.32509339,1.0
461521.95710876584,5926987.010093613,1.0
461596.6144140435,5926857.697211316,1.0
461671.2725928072,5926728.385234678,1.0
456498.4676070062,5935984.134515331,1.0
456572.5213179437,5935855.123590038,1.0
456720.21926519956,5935597.203341202,1.0
456794.3185083636,5935468.168368058,1.0
456868.78318811365,5935339.012501197,1.0
456943.286729717,5935209.841355383,1.0
457018.0527359393,5935080.52373944,1.0
457093.13435437134,5934951.063199685,1.0
457167.6227368163,5934821.732234308,1.0
457241.34077078465,5934692.502781197,1.0
457314.9986517234,5934563.182365116,1.0
457389.2349326298,5934433.677488216,1.0
457463.8156997603,5934304.04718358,1.0
457538.76550791814,5934174.346086629,1.0
457614.12499188277,5934044.597151218,1.0
457689.71239266335,5933914.840970501,1.0
457765.63419619214,5933785.2209614115,1.0
457841.554122582,5933655.699199989,1.0
457917.1746132394,5933526.302353063,1.0
457992.6009418164,5933396.9792217435,1.0
458067.76516641804,5933267.624513262,1.0
458142.8388809926,5933138.179787211,1.0
458217.9318601624,5933008.5242114505,1.0
458293.29430838424,5932878.508868283,1.0
458368.72867926746,5932748.610825437,1.0
458443.96778101556,5932619.124745803,1.0
458519.0878008475,5932489.699580953,1.0
458594.09385510616,5932360.318584736,1.0
458669.0984827904,5932230.882727943,1.0
458743.44745963864,5932102.004079754,1.0
458817.7486298382,5931973.1515545435,1.0
458892.2675883641,5931844.074244675,1.0
458966.4381680947,5931715.286523439,1.0
459041.0406000078,5931586.159141616,1.0
459115.6504289007,5931457.031161109,1.0
459190.206634967,5931327.979191636,1.0
459264.9530692062,5931198.832364745,1.0
459339.3328041996,5931069.881396988,1.0
459413.62644616613,5930940.957657202,1.0
459488.01311284624,5930811.9330564365,1.0
459562.433185464,5930682.893627372,1.0
459636.9209943512,5930553.803458588,1.0
459711.4237899963,5930424.712350801,1.0
459786.03060989146,5930295.697684027,1.0
459860.5858691544,5930166.576957545,1.0
459935.0721779306,5930037.226178912,1.0
460009.6143447121,5929907.871669003,1.0
460084.20964726654,5929778.578099151,1.0
460158.8111393162,5929649.2096499745,1.0
460233.4169933983,5929519.716411399,1.0
460308.04597812175,5929390.283730367,1.0
460382.69885838975,5929260.959822158,1.0
460457.3508899363,5929131.611095527,1.0
460532.0033424258,5929002.287306512,1.0
460606.6531186272,5928872.945116425,1.0
460681.3041561095,5928743.51485187,1.0
460755.9584619235,5928614.05195533,1.0
460830.6150310134,5928484.638085251,1.0
460905.2730055663,5928355.267526805,1.0
460979.93148981174,5928225.905743608,1.0
461054.5903477734,5928096.562488405,1.0
461129.25109118596,5927967.243742066,1.0
461203.91438174824,5927837.934579038,1.0
461278.5763976773,5927708.61611716,1.0
461353.2385987828,5927579.293623213,1.0
461427.9019218932,5927449.977013204,1.0
461502.56180151226,5927320.657502088,1.0
461577.21855235024,5927191.337840456,1.0
461651.87572393776,5927062.021274172,1.0
461726.53191275755,5926932.706436829,1.0
461801.18982364715,5926803.393286211,1.0
456627.2801070062,5936058.713067577,1.0
456701.2154097406,5935929.713555858,1.0
456848.5089111328,5935671.7423706055,1.0
456921.9930419922,5935542.764282227,1.0
456995.80810546875,5935413.687744141,1.0
457070.00927734375,5935284.497558594,1.0
457144.87367224076,5935155.158589786,1.0
457220.6988617179,5935025.655289866,1.0
457296.0469021173,5934896.163848143,1.0
457369.7846802403,5934766.759307473,1.0
457443.0599316148,5934637.312612259,1.0
457516.85265193786,5934507.6902928315,1.0
457590.7808495829,5934377.950646359,1.0
457665.6473131666,5934248.148288881,1.0
457741.3084306205,5934118.365586668,1.0
457817.4310915456,5933988.689167273,1.0
457893.83705780696,5933859.160074239,1.0
457969.8698171261,5933729.6454665465,1.0
458045.60510320583,5933600.196576868,1.0
458121.46476658556,5933471.054836671,1.0
458197.15374794084,5933342.125413073,1.0
458272.44656325714,5933212.911514798,1.0
458347.6097302461,5933083.244923102,1.0
458423.0587100395,5932953.241474287,1.0
458498.7405385035,5932823.232571292,1.0
458574.2596223015,5932693.657457657,1.0
458649.73674318613,5932564.102419442,1.0
458725.16799271037,5932434.490304113,1.0
458800.19140192866,5932305.182417565,1.0
458874.07968568243,5932176.736772931,1.0
458947.9647613625,5932048.226059241,1.0
459022.4368313465,5931919.188185253,1.0
459096.66518152814,5931790.328186853,1.0
459171.5006770466,5931661.053658102,1.0
459246.4684848276,5931531.7236426985,1.0
459321.15603682585,5931402.636478868,1.0
459395.6944784935,5931273.648063869,1.0
459469.8515690222,5931144.816335086,1.0
459543.95037809596,5931015.938279847,1.0
459618.29962202726,5930886.958767732,1.0
459692.8661553751,5930757.959712606,1.0
459767.25138865574,5930628.864697642,1.0
459841.72491074284,5930499.821822238,1.0
459916.41208421654,5930370.911956887,1.0
459990.9059924163,5930241.782110052,1.0
460065.2745309562,5930112.326158446,1.0
460139.734067302,5929982.900582686,1.0
460214.30699777254,5929853.603398953,1.0
460288.8763768084,5929724.208833031,1.0
460363.45132426696,5929594.72159497,1.0
460438.0867161336,5929465.4044287065,1.0
460512.7555038566,5929336.219695768,1.0
460587.39062673965,5929206.875294506,1.0
460662.02038547245,5929077.4872875735,1.0
460736.6606034093,5928948.103826054,1.0
460811.28971968516,5928818.62990115,1.0
460885.9148049808,5928689.1185847595,1.0
460960.5509747303,5928559.665521458,1.0
461035.204202826,5928430.304265673,1.0
461109.8590293952,5928300.955289419,1.0
461184.5119564481,5928171.599163893,1.0
461259.1712274081,5928042.273618972,1.0
461333.83401899284,5927912.957226052,1.0
461408.4964960477,5927783.637198875,1.0
461483.158901328,5927654.314141835,1.0
461557.8231049664,5927524.996126629,1.0
461632.48491732124,5927395.676263311,1.0
461707.14182017266,5927266.354639864,1.0
461781.79812588956,5927137.035179466,1.0
461856.45387232077,5927007.718478477,1.0
461931.11017637333,5926878.403281598,1.0
456902.66904465493,5935875.185280939,1.0
456976.5642896905,5935746.236000005,1.0
457050.15842862934,5935617.23174934,1.0
457123.317700183,5935488.14856255,1.0
457196.4024213313,5935358.991851343,1.0
457271.0505101923,5935229.6633254215,1.0
457347.60877979477,5935100.152292383,1.0
457423.3407832917,5934970.604454927,1.0
457497.36003761075,5934841.052803326,1.0
457571.0382940027,5934711.427822206,1.0
457644.3710066977,5934581.62962394,1.0
