DEPTH,CONKPOS,DRAWDOWN,CONIPOS,SGAS,WELL,WELLMODEL,SWAT,CONBPRES,CONIDX,CONJPOS,DATE,PRESSURE
1640.6182861328125,1,0,22,0.0,R_A2,STANDARD,0.053001053631305695,300.7325744628906,1,30,2018-01-01,300.7325744628906
1642.4461669921875,2,0,22,0.0,R_A2,STANDARD,0.05655203387141228,300.85516357421875,2,30,2018-01-01,300.85516357421875
1644.274169921875,3,0,22,0.0,R_A2,STANDARD,0.05852648988366127,300.97772216796875,3,30,2018-01-01,300.97772216796875
1646.10205078125,4,0,22,0.0,R_A2,STANDARD,0.06416300684213638,301.10028076171875,4,30,2018-01-01,301.10028076171875
1647.929931640625,5,0,22,0.0,R_A2,STANDARD,0.06627092510461807,301.2228698730469,5,30,2018-01-01,301.2228698730469
1649.7578125,6,0,22,0.0,R_A2,STANDARD,0.19761615991592407,301.345458984375,6,30,2018-01-01,301.345458984375
1651.585693359375,7,0,22,0.0,R_A2,STANDARD,0.8898599743843079,301.4680480957031,7,30,2018-01-01,301.4680480957031
1653.41357421875,8,0,22,0.0,R_A2,STANDARD,0.8496640920639038,301.59063720703125,8,30,2018-01-01,301.59063720703125
1655.241455078125,9,0,22,0.0,R_A2,STANDARD,0.8859589695930481,301.7132263183594,9,30,2018-01-01,301.7132263183594
1657.0693359375,10,0,22,0.0,R_A2,STANDARD,0.6481541991233826,301.8358154296875,10,30,2018-01-01,301.8358154296875
1658.970703125,11,0,22,0.0,R_A2,STANDARD,0.07027450203895569,301.9633483886719,11,30,2018-01-01,301.9633483886719
1660.9456787109375,12,0,22,0.0,R_A2,STANDARD,0.0712941512465477,302.0958251953125,12,30,2018-01-01,302.0958251953125
1662.920654296875,13,0,22,0.0,R_A2,STANDARD,0.4208982288837433,302.2283020019531,13,30,2018-01-01,302.2283020019531
1664.8956298828125,14,0,22,0.0,R_A2,STANDARD,0.46694162487983704,302.36077880859375,14,30,2018-01-01,302.36077880859375
1666.87060546875,15,0,22,0.0,R_A2,STANDARD,0.6840863823890686,302.4932556152344,15,30,2018-01-01,302.4932556152344
1668.845458984375,16,0,22,0.0,R_A2,STANDARD,0.9280115365982056,302.6257629394531,16,30,2018-01-01,302.6257629394531
1670.8204345703125,17,0,22,0.0,R_A2,STANDARD,0.9295022487640381,302.75823974609375,17,30,2018-01-01,302.75823974609375
1672.7886962890625,18,0,22,0.0,R_A2,STANDARD,0.9566640853881836,302.8902893066406,18,30,2018-01-01,302.8902893066406
1674.14990234375,19,0,22,0.0,R_A2,STANDARD,0.938709020614624,302.98162841796875,19,30,2018-01-01,302.98162841796875
1675.4200439453125,26,0,22,0.0,R_A2,STANDARD,1.0,303.06683349609375,20,30,2018-01-01,303.06683349609375
1677.198974609375,27,0,22,0.0,R_A2,STANDARD,0.814689576625824,303.1861877441406,21,30,2018-01-01,303.1861877441406
1677.3016357421875,27,0,22,0.0,R_A2,STANDARD,1.0,303.1930847167969,22,29,2018-01-01,303.1930847167969
1679.0897216796875,28,0,22,0.0,R_A2,STANDARD,1.0,303.31304931640625,23,29,2018-01-01,303.31304931640625
1680.8778076171875,29,0,22,0.0,R_A2,STANDARD,1.0,303.7567138671875,24,29,2018-01-01,303.7567138671875
