WELL,I,J,K1,K2,OP/SH,SATN,TRAN,WBDIA,KH,SKIN,DFACT,DIR,PEQVR,DATE
R_A2,22,30,1,1,OPEN,0,20.7384857,0.2413,2094.00919,0.0,,Z,26.9748583,2018-01-01
R_A2,22,30,2,2,OPEN,0,18.9318208,0.2413,1910.06683,0.0,,Z,26.8591074,2018-01-01
R_A2,22,30,3,3,OPEN,0,13.6537987,0.2413,1374.92891,0.0,,Z,26.583514,2018-01-01
R_A2,22,30,4,4,OPEN,0,9.52910598,0.2413,961.541919,0.0,,Z,26.8791369,2018-01-01
R_A2,22,30,5,5,OPEN,0,8.26220447,0.2413,832.820707,0.0,,Z,26.7255799,2018-01-01
R_A2,22,30,6,6,OPEN,0,5.00365944,0.2413,488.719845,0.0,,Z,22.6038531,2018-01-01
R_A2,22,30,7,7,OPEN,0,0.01212099,0.2413,1.17574757,0.0,,Z,21.8050124,2018-01-01
R_A2,22,30,8,8,OPEN,0,0.01536245,0.2413,1.49118631,0.0,,Z,21.8822922,2018-01-01
R_A2,22,30,9,9,OPEN,0,0.01034143,0.2413,0.9854328,0.0,,Z,19.8949279,2018-01-01
R_A2,22,30,10,10,OPEN,0,0.01321239,0.2413,1.05118314,0.0,,Z,8.56541399,2018-01-01
R_A2,22,30,11,11,OPEN,0,24.7622138,0.2413,2479.31088,0.0,,Z,25.777601,2018-01-01
R_A2,22,30,12,12,OPEN,0,11.5440067,0.2413,901.100798,0.0,,Z,7.90292245,2018-01-01
R_A2,22,30,13,13,OPEN,0,0.0568942,0.2413,4.59846039,0.0,,Z,9.16574114,2018-01-01
R_A2,22,30,14,14,OPEN,0,0.20180537,0.2413,20.167442,0.0,,Z,25.5169954,2018-01-01
R_A2,22,30,15,15,OPEN,0,0.12568891,0.2413,12.5578931,0.0,,Z,25.4861067,2018-01-01
R_A2,22,30,16,16,OPEN,0,0.03578307,0.2413,3.54840349,0.0,,Z,24.4846879,2018-01-01
R_A2,22,30,17,17,OPEN,0,0.02956569,0.2413,2.94084463,0.0,,Z,24.8865276,2018-01-01
R_A2,22,30,18,18,OPEN,0,0.0447717,0.2413,4.44704102,0.0,,Z,24.6991078,2018-01-01
R_A2,22,30,19,19,OPEN,0,0.00849876,0.2413,0.84337797,0.0,,Z,24.5780969,2018-01-01
R_A2,22,29,25,25,OPEN,0,0.00445252,0.2413,0.35937448,0.0,,Z,9.11085156,2018-01-01
R_A2,22,29,26,26,OPEN,0,1.28868704,0.2413,103.335939,0.0,,Z,8.85784287,2018-01-01
R_A2,22,29,27,27,OPEN,0,0.31786074,0.2413,27.4830941,0.0,,Z,12.3979999,2018-01-01
R_A2,22,29,28,28,OPEN,0,1.60048617,0.2413,127.772591,0.0,,Z,8.69171428,2018-01-01
R_A2,22,29,29,29,OPEN,0,1.22073558,0.2413,95.2032834,0.0,,Z,7.87357831,2018-01-01
R_A3,28,41,1,1,OPEN,0,0.49206866,0.2413,43.3524971,0.0,,Z,13.5365437,2018-01-01
R_A3,28,41,2,2,OPEN,0,1.24571269,0.2413,122.455635,0.0,,Z,23.37881,2018-01-01
R_A3,28,41,3,3,OPEN,0,1.76478323,0.2413,173.461244,0.0,,Z,23.364697,2018-01-01
R_A3,28,41,4,4,OPEN,0,1.36714593,0.2413,133.380371,0.0,,Z,22.4694616,2018-01-01
R_A3,28,41,5,5,OPEN,0,0.33085775,0.2413,28.1084159,0.0,,Z,11.4366379,2018-01-01
R_A3,28,41,6,6,OPEN,0,0.39652803,0.2413,37.3908253,0.0,,Z,18.8628525,2018-01-01
R_A3,28,41,7,7,OPEN,0,0.51762873,0.2413,51.0098111,0.0,,Z,23.6858104,2018-01-01
R_A3,28,41,8,8,OPEN,0,0.01456411,0.2413,1.29203763,0.0,,Z,13.9871918,2018-01-01
R_A3,29,41,8,8,OPEN,0,1.34610346,0.2413,130.967101,0.0,,Z,22.1495016,2018-01-01
