ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,295354498.01,44907448.33,31398670.56,19747591.21
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,243535829.83,41335312.24,31826168.7,20016457.96
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,137935064.6,24021682.05,18974414.15,11933593.6
LowerReek,2,0.0,0.0,0.0,0.0
