Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:44:38
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       295354498.01         44907448.33         31398670.56         19747591.21
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  295354498.01         44907448.33         31398670.56         19747591.21
MidReek    1                       243535829.83         41335312.24         31826168.70         20016457.96
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  243535829.83         41335312.24         31826168.70         20016457.96
LowerReek  1                       137935064.60         24021682.05         18974414.15         11933593.60
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  137935064.60         24021682.05         18974414.15         11933593.60
Totals     1                       676825392.45        110264442.63         82199253.41         51697642.77
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  676825392.45        110264442.63         82199253.41         51697642.77
