ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,269505342.48,42880226.37,31920713.96,20075920.39
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,235826423.28,41329441.51,32557727.91,20476558.09
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,150104266.49,28093372.72,21912927.64,13781715.26
LowerReek,2,0.0,0.0,0.0,0.0
