Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:54:50
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       285811730.98         47553075.77         36196080.88         22764830.36
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  285811730.98         47553075.77         36196080.88         22764830.36
MidReek    1                       213521673.90         43205320.58         34459684.92         21672757.44
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  213521673.90         43205320.58         34459684.92         21672757.44
LowerReek  1                       117649519.36         25123634.44         20259195.48         12741632.16
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  117649519.36         25123634.44         20259195.48         12741632.16
Totals     1                       616982924.24        115882030.78         90914961.28         57179219.96
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  616982924.24        115882030.78         90914961.28         57179219.96
