ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,285832418.27,47558964.37,36397063.88,22891234.76
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,213513096.7,43204348.58,34653744.64,21794807.58
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,117603301.01,25141305.03,20461462.22,12868843.94
LowerReek,2,0.0,0.0,0.0,0.0
