ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,329872741.83,50014362.82,37351812.13,23491705.35
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,260480916.06,47008199.62,37362679.66,23498540.28
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,133479268.72,25722020.5,20933384.28,13165650.28
LowerReek,2,0.0,0.0,0.0,0.0
