REAL,DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS,SENSNAME,SENSCASE,RMS_SEED,FWL,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,INTERPOLATE_WO,INTERPOLATE_GO,COHIBA_MODEL_MODE
7,2000-05-01,9339626496.0,1779320.5,1695579.625,174012688.0,170972256.0,50758832.0,9670.2197265625,9213.5673828125,945721.125,945721.125,929042.0,0.0,316823328.0,1.6157174110412598,25817.001953125,0.3312799334526062,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2000-06-01,9285869568.0,1734032.125,1638625.75,227769568.0,221769648.0,50466672.0,9424.087890625,8903.451171875,1237878.125,1237878.125,1205049.0,0.0,316978304.0,2.184631824493408,50901.0,0.4161533117294312,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2000-07-01,9237632000.0,1607887.625,1509394.625,276006560.0,267051488.0,50204516.0,8738.51953125,8201.7001953125,1500035.625,1500035.625,1451100.0,0.0,317273312.0,2.9903693199157715,75951.0,0.4982888400554657,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2000-08-01,9190843392.0,1509286.875,1398302.75,322795008.0,310398880.0,49950228.0,8202.6455078125,7597.41943359375,1754320.625,1754320.625,1686620.0,0.0,317583296.0,4.585222244262695,105138.0,0.5831621885299683,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2000-09-01,9146011648.0,1446175.75,1325874.25,367627104.0,351500960.0,49706576.0,7859.65087890625,7203.8388671875,1997973.375,1997973.375,1909939.0,0.0,317893312.0,7.895592212677003,136780.015625,0.6680355668067932,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2000-10-01,9104061440.0,1398332.125,1270949.375,409577760.0,389629472.0,49478584.0,7599.63134765625,6905.7666015625,2225966.0,2225966.0,2117112.0,0.0,318193312.0,14.465387344360352,169202.0,0.7501711249351501,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2000-11-01,9061894144.0,1360194.375,1227013.0,451744672.0,427666848.0,49249416.0,7392.36083984375,6666.935546875,2455134.0,2455134.0,2323787.0,0.0,318503296.0,27.702726364135746,204244.0,0.8350445032119751,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2000-12-01,9021984768.0,1330267.125,1191768.75,491653856.0,463419936.0,49032520.0,7229.712890625,6475.7666015625,2672031.75,2672031.75,2518060.0,0.0,318803264.0,51.74033737182617,239515.0,0.9171800017356871,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-01-01,8981481472.0,1306522.25,1163525.625,532157888.0,499489216.0,48812388.0,7100.66455078125,6321.87109375,2892162.5,2892162.5,2714038.0,0.0,319113216.0,97.28399658203124,277189.0,1.0020533800125122,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-02-01,8919025664.0,2014550.875,1873729.0,594613312.0,557574848.0,48472956.0,10948.6455078125,10180.322265625,3231594.0,3231594.0,3029628.0,0.0,319423136.0,175.8752899169922,314403.0,1.0869268178939822,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-03-01,8876253184.0,1527482.875,1401034.0,637385536.0,596803776.0,48240500.0,8301.537109375,7610.60693359375,3464052.0,3464052.0,3242725.0,0.0,319703040.0,277.873291015625,344655.0,1.1635866165161133,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-04-01,8827703296.0,1564720.5,1301814.625,685935552.0,637160000.0,47976640.0,8503.916015625,7072.09716796875,3727910.75,3727910.75,3461960.0,0.0,320162400.0,879.18701171875,414866.03125,1.2484599351882937,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-05-01,8778500096.0,1632885.375,1283700.25,735137856.0,675671040.0,47709236.0,8874.376953125,6973.00048828125,3995314.25,3995314.25,3671150.0,0.0,320609472.0,3808.3818359375,508601.0,1.3305954933166504,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-06-01,8727298048.0,1638332.125,1268368.5,786339648.0,714990464.0,47430960.0,8903.9794921875,6890.2255859375,4273585.0,4273585.0,3884747.0,0.0,321064832.0,13456.2001953125,619142.0,1.4154688119888306,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-07-01,8678523904.0,1611392.875,1244567.125,835113216.0,752327488.0,47165884.0,8757.5703125,6761.6005859375,4538658.5,4538658.5,4087595.0,0.0,321496768.0,31539.173828125,734308.0,1.4976043701171875,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-08-01,8629471232.0,1566247.125,1216663.5,884166016.0,790044032.0,46899296.0,8512.212890625,6611.193359375,4805250.0,4805250.0,4292542.0,0.0,321933312.0,59999.22265625,858961.0,1.5824778079986572,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-09-01,8581455872.0,1533557.0,1204614.875,932181120.0,827387072.0,46638340.0,8334.548828125,6543.677734375,5066201.5,5066201.5,4495396.0,0.0,322359424.0,98866.0,988430.0,1.6673511266708374,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-10-01,8536017408.0,1501693.875,1190271.0,977619648.0,863095232.0,46391392.0,8161.3798828125,6465.900390625,5313150.0,5313150.0,4689373.0,0.0,322762752.0,145565.625,1117730.0,1.7494866847991943,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-11-01,8490182656.0,1466326.25,1170988.625,1023454016.0,899395904.0,46142288.0,7969.1640625,6361.3232421875,5562250.0,5562250.0,4886574.0,0.0,323170944.0,202366.53125,1255454.0,1.8343600034713743,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2001-12-01,8446602240.0,1442127.25,1160353.625,1067033920.0,934206464.0,45905440.0,7837.64794921875,6303.49951171875,5799097.5,5799097.5,5075679.0,0.0,323558336.0,264967.0625,1392488.0,1.9164955615997317,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-01-01,8402143744.0,1424429.125,1155516.25,1111492480.0,970027520.0,45663816.0,7741.46240234375,6277.677734375,6040720.0,6040720.0,5270287.0,0.0,323951616.0,336676.25,1537496.0,2.0013689994812007,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-02-01,8358241792.0,1406733.25,1151288.125,1155394048.0,1005717440.0,45425220.0,7645.28955078125,6253.58056640625,6279315.5,6279315.5,5464148.0,0.0,324338400.0,414902.09375,1685432.125,2.086242198944092,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-03-01,8319115264.0,1389055.0,1146238.0,1194520448.0,1037812096.0,45212576.0,7549.2119140625,6226.14306640625,6491959.0,6491959.0,5638480.0,0.0,324682240.0,491071.78125,1821296.125,2.1629021167755127,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-04-01,8276376576.0,1369347.375,1141515.25,1237259136.0,1073199040.0,44980300.0,7442.10498046875,6201.193359375,6724234.5,6724234.5,5830717.0,0.0,325056864.0,581450.625,1974069.125,2.2477755546569824,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-05-01,8235735552.0,1346006.375,1132282.75,1277900032.0,1107167488.0,44759424.0,7315.25244140625,6150.76611328125,6945109.0,6945109.0,6015240.0,0.0,325413408.0,674893.0,2124148.0,2.32991099357605,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-06-01,8194383872.0,1325068.0,1124983.75,1319251456.0,1142041984.0,44534688.0,7201.45654296875,6111.38720703125,7169845.0,7169845.0,6204693.0,0.0,325775744.0,777553.25,2281780.0,2.4147844314575195,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-07-01,8154869248.0,1308854.75,1110101.25,1358766208.0,1175345024.0,44319932.0,7113.34130859375,6030.50048828125,7384598.5,7384598.5,6385608.0,0.0,326120736.0,882577.625,2439522.0,2.496919870376587,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-08-01,8114610688.0,1290526.625,1084009.5,1399024256.0,1208949376.0,44101140.0,7013.73193359375,5889.28955078125,7603392.5,7603392.5,6568176.0,0.0,326471680.0,996638.5625,2610034.0,2.5817933082580566,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-09-01,8075089408.0,1267523.75,1054247.5,1438545280.0,1241631104.0,43886348.0,6888.7158203125,5727.16064453125,7818181.0,7818181.0,6745718.0,0.0,326817440.0,1115872.5,2787297.0,2.6666667461395264,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-10-01,8037702656.0,1239896.5,1020194.9375,1475931648.0,1272236928.0,43683160.0,6738.56787109375,5542.36669921875,8021367.5,8021367.5,6911989.0,0.0,327147488.0,1235835.875,2964779.0,2.7488021850585938,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-11-01,8000086016.0,1207705.0,985624.5625,1513547648.0,1302791296.0,43478720.0,6563.61376953125,5354.00048828125,8225802.0,8225802.0,7077963.0,0.0,327484064.0,1364267.0,3153119.0,2.8336756229400635,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2002-12-01,7964176896.0,1192008.375,967026.125,1549456000.0,1331801984.0,43283564.0,6478.30615234375,5253.33349609375,8420957.0,8420957.0,7235563.0,0.0,327805760.0,1492573.125,3339928.0,2.9158110618591313,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2003-01-01,7928310272.0,1152797.75,929821.5,1585322368.0,1360626560.0,43088636.0,6265.205078125,5050.837890625,8615883.0,8615883.0,7392139.0,0.0,328123840.0,1624469.625,3531553.0,3.0006844997406006,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,2003-02-01,7927155712.0,0.0,0.0,1586477056.0,1361556352.0,43082360.0,0.0,0.0,8622158.0,8622158.0,7397190.0,0.0,328119584.0,1628743.875,3537734.5,3.003422260284424,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-01-01,7013591552.0,0.0,0.0,0.0,0.0,38117344.0,0.0,0.0,0.0,0.0,0.0,0.0,337374528.0,0.0,0.0,0.0,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-02-01,7013590528.0,0.0,0.0,0.0,0.0,38117340.0,0.0,0.0,0.0,0.0,0.0,0.0,337374528.0,0.0,0.0,0.08487337082624435,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-03-01,6952019968.0,2122355.25,2123621.5,61570444.0,61585024.0,37782716.0,11534.5390625,11540.0,334621.96875,334621.96875,334660.0,0.0,337514432.0,82.31002807617188,0.0,0.1642710417509079,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-04-01,6893063168.0,1898465.875,1887736.75,120526960.0,120104864.0,37462300.0,10317.7490234375,10257.2578125,655037.8125,655037.8125,652635.0,0.0,337668640.0,879.935791015625,4548.0009765625,0.24914442002773285,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-05-01,6839945216.0,1766895.875,1695579.625,173644736.0,170972256.0,37173616.0,9602.6953125,9213.5673828125,943721.375,943721.375,929042.0,0.0,337816448.0,3088.53955078125,25817.001953125,0.3312799334526062,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-06-01,6786629632.0,1717110.625,1638625.75,226960464.0,221769648.0,36883856.0,9332.123046875,8903.451171875,1233480.75,1233480.75,1205049.0,0.0,337967712.0,6796.75732421875,50901.0,0.4161533117294312,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-07-01,6738949120.0,1586112.125,1509394.625,274640736.0,267051488.0,36624724.0,8620.1748046875,8201.7001953125,1492612.625,1492612.625,1451100.0,0.0,338258016.0,11486.359375,75951.0,0.4982888400554657,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-08-01,6693232640.0,1453901.875,1398302.75,320356608.0,310398880.0,36376264.0,7901.64111328125,7597.41943359375,1741068.5,1741068.5,1686620.0,0.0,338558976.0,20545.796875,105138.0,0.5831621885299683,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-09-01,6651158528.0,1332421.5,1325874.25,362430368.0,351500960.0,36147604.0,7241.42138671875,7203.8388671875,1969730.125,1969730.125,1909939.0,0.0,338845632.0,43896.359375,136780.015625,0.6680355668067932,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-10-01,6613005312.0,1258598.25,1270949.375,400583520.0,389629472.0,35940248.0,6840.2080078125,6905.7666015625,2177084.25,2177084.25,2117112.0,0.0,339113440.0,76065.9765625,169202.0,0.7501711249351501,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-11-01,6575300608.0,1208130.125,1227013.0,438288288.0,427666848.0,35735332.0,6565.9248046875,6666.935546875,2382001.5,2382001.5,2323787.0,0.0,339385632.0,113884.0390625,204244.0,0.8350445032119751,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2000-12-01,6539966464.0,1172320.0,1191768.75,473622528.0,463419936.0,35543300.0,6371.30419921875,6475.7666015625,2574035.5,2574035.5,2518060.0,0.0,339646848.0,152677.21875,239515.0,0.9171800017356871,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-01-01,6504355328.0,1144175.125,1163525.625,509234016.0,499489216.0,35349756.0,6218.3427734375,6321.87109375,2767576.25,2767576.25,2714038.0,0.0,339915328.0,194190.96875,277189.0,1.0020533800125122,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-02-01,6446962176.0,1841660.75,1873729.0,566626688.0,557574848.0,35037840.0,10009.0263671875,10180.322265625,3079492.75,3079492.75,3029628.0,0.0,340182304.0,237209.484375,314403.0,1.0869268178939822,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-03-01,6408428032.0,1367773.5,1401034.0,605161216.0,596803776.0,34828412.0,7433.5517578125,7610.60693359375,3288919.5,3288919.5,3242725.0,0.0,340426240.0,273278.40625,344655.0,1.1635866165161133,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-04-01,6366226432.0,1345567.25,1301814.625,647362112.0,637160000.0,34599060.0,7312.86572265625,7072.09716796875,3518272.25,3518272.25,3461960.0,0.0,340831744.0,327740.40625,414866.03125,1.2484599351882937,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-05-01,6324813824.0,1360037.875,1283700.25,688775104.0,675671040.0,34373988.0,7391.5107421875,6973.00048828125,3743342.75,3743342.75,3671150.0,0.0,341212768.0,396733.1875,508601.0,1.3305954933166504,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-06-01,6282624512.0,1341378.75,1268368.5,730964160.0,714990464.0,34144700.0,7290.10205078125,6890.2255859375,3972631.25,3972631.25,3884747.0,0.0,341591680.0,482818.53125,619142.0,1.4154688119888306,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-07-01,6242767360.0,1313938.5,1244567.125,770821440.0,752327488.0,33928084.0,7140.97021484375,6761.6005859375,4189247.0,4189247.0,4087595.0,0.0,341947968.0,576517.3125,734308.0,1.4976043701171875,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-08-01,6202578432.0,1284066.625,1216663.5,811010432.0,790044032.0,33709664.0,6978.623046875,6611.193359375,4407665.5,4407665.5,4292542.0,0.0,342309344.0,680141.8125,858961.0,1.5824778079986572,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-09-01,6162978816.0,1266454.125,1204614.875,850609408.0,827387072.0,33494452.0,6882.90283203125,6543.677734375,4622877.5,4622877.5,4495396.0,0.0,342664128.0,790372.5,988430.0,1.6673511266708374,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-10-01,6125318656.0,1245456.375,1190271.0,888269632.0,863095232.0,33289778.0,6768.78466796875,6465.900390625,4827552.5,4827552.5,4689373.0,0.0,343001472.0,903023.75,1117730.0,1.7494866847991943,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-11-01,6087213056.0,1219356.625,1170988.625,926375040.0,899395904.0,33082682.0,6626.93798828125,6361.3232421875,5034647.0,5034647.0,4886574.0,0.0,343344160.0,1025353.8125,1255454.0,1.8343600034713743,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2001-12-01,6050898944.0,1201190.25,1160353.625,962689216.0,934206464.0,32885320.0,6528.2080078125,6303.49951171875,5232006.5,5232006.5,5075679.0,0.0,343669952.0,1149553.75,1392488.0,1.9164955615997317,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-01-01,6013839360.0,1186173.125,1155516.25,999747648.0,970027520.0,32683910.0,6446.5927734375,6277.677734375,5433411.0,5433411.0,5270287.0,0.0,344000512.0,1283998.625,1537496.0,2.0013689994812007,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-02-01,5977283584.0,1170570.375,1151288.125,1036303040.0,1005717440.0,32485238.0,6361.7958984375,6253.58056640625,5632082.0,5632082.0,5464148.0,0.0,344324992.0,1424502.125,1685432.125,2.086242198944092,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-03-01,5944733184.0,1155343.5,1146238.0,1068853376.0,1037812096.0,32308334.0,6279.04052734375,6226.14306640625,5808986.0,5808986.0,5638480.0,0.0,344613088.0,1556421.25,1821296.125,2.1629021167755127,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-04-01,5909197312.0,1138524.375,1141515.25,1104389248.0,1073199040.0,32115204.0,6187.6328125,6201.193359375,6002115.0,6002115.0,5830717.0,0.0,344926656.0,1707863.25,1974069.125,2.2477755546569824,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-05-01,5875445760.0,1117779.125,1132282.75,1138140672.0,1107167488.0,31931772.0,6074.88623046875,6150.76611328125,6185547.0,6185547.0,6015240.0,0.0,345224800.0,1859711.875,2124148.0,2.32991099357605,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-06-01,5841155072.0,1098431.75,1124983.75,1172431488.0,1142041984.0,31745408.0,5969.73779296875,6111.38720703125,6371910.5,6371910.5,6204693.0,0.0,345527296.0,2022228.625,2281780.0,2.4147844314575195,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-07-01,5808438272.0,1082851.25,1110101.25,1205148032.0,1175345024.0,31567600.0,5885.0615234375,6030.50048828125,6549717.5,6549717.5,6385608.0,0.0,345814624.0,2184881.75,2439522.0,2.496919870376587,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-08-01,5775208448.0,1063535.0,1084009.5,1238377728.0,1208949376.0,31387002.0,5780.08154296875,5889.28955078125,6730314.0,6730314.0,6568176.0,0.0,346105984.0,2358517.25,2610034.0,2.5817933082580566,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-09-01,5742801408.0,1036160.5,1054247.5,1270784000.0,1241631104.0,31210878.0,5631.30712890625,5727.16064453125,6906434.5,6906434.5,6745718.0,0.0,346391456.0,2538055.0,2787297.0,2.6666667461395264,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-10-01,5712486912.0,1001515.625,1020194.9375,1301098368.0,1272236928.0,31046124.0,5443.02001953125,5542.36669921875,7071186.5,7071186.5,6911989.0,0.0,346661568.0,2717955.0,2964779.0,2.7488021850585938,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-11-01,5682419712.0,961318.0625,985624.5625,1331165568.0,1302791296.0,30882716.0,5224.5546875,5354.00048828125,7234595.5,7234595.5,7077963.0,0.0,346934144.0,2910359.75,3153119.0,2.8336756229400635,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2002-12-01,5654094848.0,936396.375,967026.125,1359490176.0,1331801984.0,30728776.0,5089.11083984375,5253.33349609375,7388533.5,7388533.5,7235563.0,0.0,347191584.0,3102933.75,3339928.0,2.9158110618591313,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2003-01-01,5626081792.0,896641.125,929821.5,1387502976.0,1360626560.0,30576530.0,4873.0498046875,5050.837890625,7540777.0,7540777.0,7392139.0,0.0,347443136.0,3301378.25,3531553.0,3.0006844997406006,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,2003-02-01,5625182720.0,0.0,0.0,1388401792.0,1361556352.0,30571646.0,0.0,0.0,7545662.0,7545662.0,7397190.0,0.0,347436704.0,3307820.0,3537734.5,3.003422260284424,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
29,2000-01-01,7048006656.0,0.0,0.0,0.0,0.0,38304384.0,0.0,0.0,0.0,0.0,0.0,0.0,311767872.0,0.0,0.0,0.0,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-02-01,7048005632.0,0.0,0.0,0.0,0.0,38304376.0,0.0,0.0,0.0,0.0,0.0,0.0,311767872.0,0.0,0.0,0.08487337082624435,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-03-01,6986425344.0,2123453.5,2123621.5,61580164.0,61585024.0,37969700.0,11540.5087890625,11540.0,334674.8125,334674.8125,334660.0,0.0,311907872.0,0.43706461787223816,0.0,0.1642710417509079,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-04-01,6927374848.0,1904793.75,1887736.75,120630432.0,120104864.0,37648776.0,10352.1396484375,10257.2578125,655600.1875,655600.1875,652635.0,0.0,312062848.0,5.523235321044922,4548.0009765625,0.24914442002773285,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-05-01,6874001408.0,1778902.125,1695579.625,174003856.0,170972256.0,37358700.0,9667.9462890625,9213.5673828125,945673.125,945673.125,929042.0,0.0,312212832.0,41.6085090637207,25817.001953125,0.3312799334526062,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-06-01,6820270592.0,1732623.0,1638625.75,227734448.0,221769648.0,37066684.0,9416.4287109375,8903.451171875,1237687.125,1237687.125,1205049.0,0.0,312367648.0,220.39007568359372,50901.0,0.4161533117294312,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-07-01,6772123136.0,1602903.625,1509394.625,275882144.0,267051488.0,36805012.0,8711.4326171875,8201.7001953125,1499359.5,1499359.5,1451100.0,0.0,312661920.0,924.1344604492188,75951.0,0.4982888400554657,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-08-01,6725654016.0,1493125.875,1398302.75,322351232.0,310398880.0,36552464.0,8114.81494140625,7597.41943359375,1751908.875,1751908.875,1686620.0,0.0,312969280.0,3564.568359375,105138.0,0.5831621885299683,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-09-01,6681750528.0,1402672.5,1325874.25,366254816.0,351500960.0,36313660.0,7641.89306640625,7203.8388671875,1990712.25,1990712.25,1909939.0,0.0,313271680.0,11175.203125,136780.015625,0.6680355668067932,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-10-01,6641539584.0,1330812.125,1270949.375,406464704.0,389629472.0,36093968.0,7285.23046875,6905.7666015625,2210406.5,2210406.5,2117112.0,0.0,313558112.0,24737.814453125,169202.0,0.7501711249351501,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-11-01,6601695744.0,1279237.125,1227013.0,446307328.0,427666848.0,35875296.0,7032.8720703125,6666.935546875,2429079.5,2429079.5,2323787.0,0.0,313850528.0,42308.5234375,204244.0,0.8350445032119751,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2000-12-01,6564376576.0,1238915.375,1191768.75,483625376.0,463419936.0,35669648.0,6838.39404296875,6475.7666015625,2634736.25,2634736.25,2518060.0,0.0,314131360.0,61473.9453125,239515.0,0.9171800017356871,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2001-01-01,6526870016.0,1205023.25,1163525.625,521131712.0,499489216.0,35462120.0,6678.6748046875,6321.87109375,2842267.25,2842267.25,2714038.0,0.0,314419552.0,83294.484375,277189.0,1.0020533800125122,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2001-02-01,6467360768.0,1914199.75,1873729.0,580640832.0,557574848.0,35136888.0,10455.1142578125,10180.322265625,3167495.75,3167495.75,3029628.0,0.0,314706272.0,106578.796875,314403.0,1.0869268178939822,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,2001-03-01,6427311616.0,1419093.125,1401034.0,620689984.0,596803776.0,34918652.0,7723.9501953125,7610.60693359375,3385731.75,3385731.75,3242725.0,0.0,314963648.0,129215.7890625,344655.0,1.1635866165161133,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
