REAL,Sg,Sw,krg,krog,krow,krw,pcog,pcow,satnum,tag,type,SENSNAME,SENSCASE,RMS_SEED,FWL,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,INTERPOLATE_WO,INTERPOLATE_GO,COHIBA_MODEL_MODE
12,,0.86,,,1.29e-05,0.8859601999999999,,0.0145976,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.87,,,2e-06,0.9345821,,0.0143142,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.88,,,0.0,1.0,,0.0140398,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.89,,,0.0,1.0,,0.0138138,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.9,,,0.0,1.0,,0.0135878,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.91,,,0.0,1.0,,0.013361700000000002,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.92,,,0.0,1.0,,0.0131357,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.93,,,0.0,1.0,,0.0129097,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.94,,,0.0,1.0,,0.0126837,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.95,,,0.0,1.0,,0.012457700000000002,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.96,,,0.0,1.0,,0.0122317,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.97,,,0.0,1.0,,0.0120057,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.98,,,0.0,1.0,,0.0117796,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,0.99,,,0.0,1.0,,0.0115536,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,,1.0,,,0.0,1.0,,0.011327600000000002,2,eclipse/include/props/swof.inc,SWOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.0,,0.0,1.0,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.01,,0.0,1.0,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.02,,1e-06,0.9951968,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.03,,8e-06,0.9860609,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.04,,2.7600000000000007e-05,0.9738598,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.05,,6.74e-05,0.9590883,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.06,,0.0001356,0.9420793,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.07,,0.0002418,0.9231006,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.08,,0.0003964,0.9023878,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.09,,0.000611,0.8801573,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.1,,0.0008984,0.8566118,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.11,,0.0012725999999999998,0.8319435,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.12,,0.0017489,0.8063348000000001,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.13,,0.0023441,0.7799586,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.14,,0.0030762,0.7529786,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.15,,0.0039648,0.7255493000000001,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.16,,0.0050312,0.6978156,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.17,,0.0062982,0.669913,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.18,,0.0077902,0.6419676999999999,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.19,,0.0095333,0.6140963,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.2,,0.011555500000000002,0.5864063,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.21,,0.0138865,0.5589957,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.22,,0.0165576,0.5319537,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.23,,0.0196023,0.5053605999999999,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.24,,0.0230554,0.4792878,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.25,,0.026953700000000004,0.4537984000000001,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.26,,0.0313356,0.4289473,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.27,,0.036241,0.4047814,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.28,,0.0417111,0.3813404,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.29,,0.0477885,0.3586565,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.3,,0.0545168,0.3367553,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.31,,0.0619403,0.3156561,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.32,,0.070104,0.29537220000000003,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.33,,0.0790525,0.2759118,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.34,,0.0888307,0.2572778,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.35,,0.0994822,0.239469,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.36,,0.1110497,0.2224799,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.37,,0.1235738,0.20630170000000006,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.38,,0.1370928,0.1909225,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.39,,0.15164149999999998,0.1763276,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.4,,0.16725120000000002,0.1625002,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.41,,0.1839483,0.14942149999999998,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.42,,0.2017538,0.1370713,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.43,,0.2206827,0.1254281,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.44,,0.2407429,0.1144694,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.45,,0.2619348,0.1041723,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.46,,0.2842505,0.0945133,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.47,,0.3076732,0.0854687,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.48,,0.3321769,0.07701469999999999,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.49,,0.3577261,0.0691279,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.5,,0.3842757,0.0617849,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.51,,0.4117711,0.054963,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.52,,0.4401485,0.0486398,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.53,,0.4693359,0.0427934,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.54,,0.4992536,0.037403,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.55,,0.5298156999999999,0.0324481,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.56,,0.5609316999999999,0.0279094,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.57,,0.5925085999999999,0.0237681,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.58,,0.6244528,0.0200066,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.59,,0.6566736,0.016608099999999997,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.6,,0.6890864999999999,0.0135572,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.61,,0.7216176,0.0108391,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.62,,0.7542095999999999,0.008440799999999998,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.63,,0.7868308,0.0063505,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.64,,0.8194885000000001,0.004558100000000001,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.65,,0.8522545,0.0030559000000000003,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.66,,0.8853161,0.0018396,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.67,,0.9191071,0.0009099,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.68,,0.9547718,0.0002787,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.69,,1.0,0.0,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.7,,1.0,0.0,,,0.0,,1,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.0,,0.0,1.0,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.01,,0.0,1.0,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.02,,4.5e-06,0.9903073,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.03,,2.52e-05,0.9790608,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.04,,6.97e-05,0.9667438,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.05,,0.000145,0.9534774,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.06,,0.00025760000000000003,0.939324,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.07,,0.0004143,0.9243261,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.08,,0.0006217000000000001,0.9085182,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.09,,0.0008868,0.8919323,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.1,,0.0012168,0.8746,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.11,,0.0016190000000000002,0.8565546,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.12,,0.002101,0.8378315999999999,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.13,,0.002671,0.8184688,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.14,,0.0033372,0.798507,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.15,,0.0041081,0.77799,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.16,,0.0049928,0.7569640000000001,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.17,,0.0060007,0.7354781,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.18,,0.0071413,0.7135835,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.19,,0.008424899999999999,0.6913336999999999,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.2,,0.009862,0.6687838,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.21,,0.0114634,0.6459906,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.22,,0.0132405,0.6230117,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.23,,0.0152051,0.5999058,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.24,,0.0173694,0.5767318,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.25,,0.0197458,0.5535486999999999,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.26,,0.0223477,0.5304153,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.27,,0.0251883,0.5073896999999999,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.28,,0.0282816,0.4845289,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.29,,0.0316419,0.4618887,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.3,,0.035284,0.4395231,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.31,,0.039223,0.417484,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.32,,0.0434744,0.3958212,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.33,,0.0480541,0.3745816,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.34,,0.05297819999999999,0.3538091,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.35,,0.0582633,0.3335447,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.36,,0.0639261,0.31382540000000003,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.37,,0.0699835,0.2946851,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.38,,0.0764527,0.2761535,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.39,,0.083351,0.2582564,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.4,,0.0906955,0.2410158,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.41,,0.0985037,0.2244492,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.42,,0.1067925,0.2085705,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.43,,0.115579,0.1933893,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.44,,0.1248799,0.1789116,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.45,,0.1347115,0.1651393,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.46,,0.1450895,0.152071,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.47,,0.1560291,0.1397019,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.48,,0.1675448,0.1280241,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.49,,0.1796501,0.1170266,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.5,,0.1923574,0.1066962,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.51,,0.20567800000000006,0.097017,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.52,,0.219622,0.0879713,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.53,,0.2341978,0.0795396,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.54,,0.249412,0.07170089999999997,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,0.55,,0.2652697,0.0644329,,,0.0,,2,eclipse/include/props/sgof.inc,SGOF,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
