REAL,CONBPRES,CONIDX,CONIPOS,CONJPOS,CONKPOS,DATE,DEPTH,Drawdown,PRESSURE,SGAS,SWAT,WELL,WELLMODEL,SENSNAME,SENSCASE,RMS_SEED,FWL,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,INTERPOLATE_WO,INTERPOLATE_GO,COHIBA_MODEL_MODE
17,306.5132751464844,5,20,13,10,2000-02-01,1663.383056640625,0,306.5132751464844,0.0,0.12480244040489195,OP_2,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,306.51641845703125,1,28,47,8,2000-02-01,1655.905517578125,0,306.51641845703125,0.0,0.16278252005577087,OP_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,306.708740234375,2,28,47,9,2000-02-01,1658.922119140625,0,306.708740234375,0.0,0.12933023273944855,OP_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,306.9013366699219,3,28,47,10,2000-02-01,1661.938720703125,0,306.9013366699219,0.0,0.10770782828330994,OP_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,307.0909729003906,4,28,47,11,2000-02-01,1664.9091796875,0,307.0909729003906,0.0,0.06563197821378708,OP_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,307.2776794433594,5,28,47,12,2000-02-01,1667.83349609375,0,307.2776794433594,0.0,0.0553632527589798,OP_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,307.46441650390625,6,28,47,13,2000-02-01,1670.758056640625,0,307.46441650390625,0.0,0.05721016228199005,OP_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,307.6511535644531,7,28,47,14,2000-02-01,1673.682373046875,0,307.6511535644531,0.0,0.0938829705119133,OP_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,309.4930725097656,1,14,38,2,2000-02-01,1702.4749755859375,0,309.4930725097656,5.452920603943311e-08,1.000000238418579,WI_1,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,309.7355041503906,2,14,38,3,2000-02-01,1705.0369873046875,0,309.7355041503906,5.441621553359255e-08,1.000000238418579,WI_1,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,309.97613525390625,3,14,38,4,2000-02-01,1707.598876953125,0,309.97613525390625,2.341819538287382e-08,1.0000001192092896,WI_1,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,310.2156677246094,4,14,38,5,2000-02-01,1710.1607666015625,0,310.2156677246094,3.5120841346270026e-08,1.0000001192092896,WI_1,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,277.9451904296875,1,28,20,7,2000-06-01,1692.2568359375,0,277.9451904296875,0.0,0.4392416477203369,WI_2,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,278.3994140625,2,28,20,8,2000-06-01,1695.3433837890625,0,278.3994140625,0.0,0.375506192445755,WI_2,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,278.73556518554693,3,28,20,9,2000-06-01,1698.429931640625,0,278.73556518554693,0.0,0.7503938674926758,WI_2,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,276.12002563476557,1,18,29,2,2001-01-01,1651.4876708984375,0,276.12002563476557,0.0,0.03728484362363815,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,276.26687622070307,2,18,29,3,2001-01-01,1653.8076171875,0,276.26687622070307,0.0,0.04405783861875534,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,276.41378784179693,3,18,29,4,2001-01-01,1656.1278076171875,0,276.41378784179693,0.0,0.0570133812725544,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,276.56076049804693,4,18,29,5,2001-01-01,1658.4482421875,0,276.56076049804693,0.0,0.07551124691963196,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,276.72219848632807,5,18,29,6,2001-01-01,1660.920166015625,0,276.72219848632807,0.0,0.5657409429550171,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,277.39813232421875,6,18,29,10,2001-01-01,1671.4146728515625,0,277.39813232421875,0.0,0.5001865029335022,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,277.56210327148443,7,18,29,11,2001-01-01,1674.0118408203125,0,277.56210327148443,0.0,0.06505445390939713,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,277.72515869140625,8,18,29,12,2001-01-01,1676.5826416015625,0,277.72515869140625,0.0,0.0900355726480484,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,277.88824462890625,9,18,29,13,2001-01-01,1679.1534423828125,0,277.88824462890625,0.0,0.07539283484220505,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,278.05093383789057,10,18,29,14,2001-01-01,1681.72412109375,0,278.05093383789057,0.0,0.14907920360565186,OP_4,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,272.0748291015625,1,24,37,1,2001-01-01,1613.484375,0,272.0748291015625,0.0,0.034052733331918716,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,272.28884887695307,2,24,37,2,2001-01-01,1616.8458251953125,0,272.28884887695307,0.0,0.05928004533052445,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,272.50393676757807,3,24,37,3,2001-01-01,1620.20751953125,0,272.50393676757807,0.0,0.07104560732841493,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,272.71826171875,4,24,37,4,2001-01-01,1623.569091796875,0,272.71826171875,0.0,0.0439993217587471,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,272.93212890625,5,24,37,5,2001-01-01,1626.9306640625,0,272.93212890625,0.0,0.039761342108249664,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,273.40447998046875,6,25,37,11,2001-01-01,1633.5638427734375,0,273.40447998046875,0.0,0.049980465322732925,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,273.60714721679693,7,25,37,12,2001-01-01,1636.7567138671875,0,273.60714721679693,0.0,0.047598998993635185,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,273.80947875976557,8,25,37,13,2001-01-01,1639.9495849609375,0,273.80947875976557,0.0,0.052018195390701294,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,274.01171875,9,25,37,14,2001-01-01,1643.142578125,0,274.01171875,0.0,0.047167278826236725,OP_5,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,270.05679321289057,1,17,10,6,2001-03-01,1705.75537109375,0,270.05679321289057,0.0,0.7916620373725891,WI_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,271.51083374023443,2,16,10,6,2001-03-01,1719.2579345703125,0,271.51083374023443,2.262545928388704e-09,1.0,WI_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,271.7335205078125,3,16,10,7,2001-03-01,1721.563232421875,0,271.7335205078125,2.13260831216644e-09,1.0,WI_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,271.95620727539057,4,16,10,8,2001-03-01,1723.8685302734375,0,271.95620727539057,5.351971754663509e-09,1.0,WI_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,272.17892456054693,5,16,10,9,2001-03-01,1726.1739501953125,0,272.17892456054693,5.985314466272485e-09,1.0,WI_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,272.458984375,6,16,10,10,2001-03-01,1728.479248046875,0,272.458984375,4.909555872956162e-09,1.0,WI_3,MULTISEG,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
35,303.47735595703125,1,27,30,5,2000-02-01,1608.9073486328125,0,303.47735595703125,0.0,0.03283189609646797,OP_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,303.64501953125,2,27,30,6,2000-02-01,1611.5357666015625,0,303.64501953125,0.0,0.027595939114689827,OP_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,303.8412170410156,3,27,30,7,2000-02-01,1614.611572265625,0,303.8412170410156,0.0,0.029744377359747887,OP_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,304.0374450683594,4,27,30,8,2000-02-01,1617.6875,0,304.0374450683594,0.0,0.02782442420721054,OP_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,304.233642578125,5,27,30,9,2000-02-01,1620.7633056640625,0,304.233642578125,0.0,0.030248727649450306,OP_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,304.4299011230469,6,27,30,10,2000-02-01,1623.839111328125,0,304.4299011230469,0.0,0.034138988703489304,OP_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,304.6290283203125,7,27,30,11,2000-02-01,1626.9605712890625,0,304.6290283203125,0.0,0.14541946351528168,OP_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,305.8919372558594,1,20,13,6,2000-02-01,1652.380615234375,0,305.8919372558594,0.0,0.11970064043998717,OP_2,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,306.07110595703125,2,20,13,7,2000-02-01,1655.22021484375,0,306.07110595703125,0.0,0.05052701756358147,OP_2,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,306.25225830078125,3,20,13,8,2000-02-01,1658.06005859375,0,306.25225830078125,0.0,0.04617025703191757,OP_2,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,306.4334716796875,4,20,13,9,2000-02-01,1660.9000244140625,0,306.4334716796875,0.0,0.0529395155608654,OP_2,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,306.61260986328125,5,20,13,10,2000-02-01,1663.73974609375,0,306.61260986328125,0.0,0.25072550773620605,OP_2,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,306.5811462402344,1,28,47,9,2000-02-01,1657.661865234375,0,306.5811462402344,0.0,0.1003194972872734,OP_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,306.78302001953125,2,28,47,10,2000-02-01,1660.823974609375,0,306.78302001953125,0.0,0.10144595056772232,OP_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,306.96484375,3,28,47,11,2000-02-01,1663.672119140625,0,306.96484375,0.0,0.06089277192950249,OP_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,307.12664794921875,4,28,47,12,2000-02-01,1666.2061767578125,0,307.12664794921875,0.0,0.06126553937792777,OP_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,307.2884521484375,5,28,47,13,2000-02-01,1668.7403564453125,0,307.2884521484375,0.0,0.04911085218191147,OP_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,307.45025634765625,6,28,47,14,2000-02-01,1671.2745361328125,0,307.45025634765625,0.0,0.054595284163951874,OP_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,309.61578369140625,1,14,38,2,2000-02-01,1704.4566650390625,0,309.61578369140625,5.967250160665571e-08,1.000001072883606,WI_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,309.8618469238281,2,14,38,3,2000-02-01,1707.1226806640625,0,309.8618469238281,5.847149964210986e-08,1.0000009536743164,WI_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,310.1079406738281,3,14,38,4,2000-02-01,1709.78857421875,0,310.1079406738281,9.700202951989921e-08,1.0000004768371582,WI_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,310.35400390625,4,14,38,5,2000-02-01,1712.454833984375,0,310.35400390625,1.2863675635799154e-07,1.0000005960464478,WI_1,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,276.9176025390625,1,28,20,7,2000-06-01,1690.5927734375,0,276.9176025390625,0.0,0.6294175982475281,WI_2,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,277.138916015625,2,28,20,8,2000-06-01,1693.86279296875,0,277.138916015625,0.0,0.4081260859966278,WI_2,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,277.3534545898437,3,28,20,9,2000-06-01,1697.132568359375,0,277.3534545898437,0.0,0.6065995097160339,WI_2,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,275.92831420898443,1,18,29,2,2001-01-01,1653.2135009765625,0,275.92831420898443,0.0,0.03792992606759072,OP_4,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,276.0938720703125,2,18,29,3,2001-01-01,1655.828857421875,0,276.0938720703125,0.0,0.04747914895415306,OP_4,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,276.25936889648443,3,18,29,4,2001-01-01,1658.4442138671875,0,276.25936889648443,0.0,0.0725068673491478,OP_4,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,276.42416381835943,4,18,29,5,2001-01-01,1661.06005859375,0,276.42416381835943,0.0,0.14316532015800476,OP_4,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,277.50146484375,5,18,29,10,2001-01-01,1675.1978759765625,0,277.50146484375,0.0,0.1257438212633133,OP_4,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,277.6739501953125,6,18,29,11,2001-01-01,1677.9322509765625,0,277.6739501953125,0.0,0.07070261985063553,OP_4,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,277.83956909179693,7,18,29,12,2001-01-01,1680.5491943359375,0,277.83956909179693,0.0,0.080949567258358,OP_4,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,278.00506591796875,8,18,29,13,2001-01-01,1683.166259765625,0,278.00506591796875,0.0,0.1097853034734726,OP_4,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,272.71258544921875,1,24,37,1,2001-01-01,1613.97802734375,0,272.71258544921875,0.0,0.034975815564394,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,272.83544921875,2,24,37,2,2001-01-01,1615.919921875,0,272.83544921875,0.0,0.036161329597234726,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,272.9583740234375,3,24,37,3,2001-01-01,1617.86181640625,0,272.9583740234375,0.0,0.04434647411108017,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,273.08132934570307,4,24,37,4,2001-01-01,1619.8035888671875,0,273.08132934570307,0.0,0.04695077612996101,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,273.20425415039057,5,24,37,5,2001-01-01,1621.7454833984375,0,273.20425415039057,0.0,0.05046888440847397,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,273.91064453125,6,25,37,11,2001-01-01,1633.3111572265625,0,273.91064453125,0.0,0.03989634662866592,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,274.1239013671875,7,25,37,12,2001-01-01,1636.6810302734375,0,274.1239013671875,0.0,0.03819307684898377,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,274.3370361328125,8,25,37,13,2001-01-01,1640.05078125,0,274.3370361328125,0.0,0.03692927211523056,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,274.5501708984375,9,25,37,14,2001-01-01,1643.420654296875,0,274.5501708984375,0.0,0.04286101832985878,OP_5,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,271.62020874023443,1,16,10,6,2001-03-01,1721.0057373046875,0,271.62020874023443,7.259705614437452e-10,1.0,WI_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,271.8807373046875,2,16,10,7,2001-03-01,1723.11279296875,0,271.8807373046875,4.2673664601977634e-10,1.0,WI_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,272.0370483398437,3,16,10,8,2001-03-01,1725.2193603515625,0,272.0370483398437,5.576220596381631e-10,1.0,WI_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,272.25027465820307,4,16,10,9,2001-03-01,1727.325927734375,0,272.25027465820307,1.0362477542713577e-09,1.0,WI_3,MULTISEG,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
22,303.5990905761719,1,27,30,5,2000-02-01,1610.447998046875,0,303.5990905761719,0.0,0.03293200209736824,OP_1,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,303.77850341796875,2,27,30,6,2000-02-01,1613.2606201171875,0,303.77850341796875,0.0,0.03194495663046837,OP_1,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,303.962158203125,3,27,30,7,2000-02-01,1616.1395263671875,0,303.962158203125,0.0,0.03116605803370476,OP_1,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,304.14581298828125,4,27,30,8,2000-02-01,1619.0185546875,0,304.14581298828125,0.0,0.03047410026192665,OP_1,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,304.3294982910156,5,27,30,9,2000-02-01,1621.8974609375,0,304.3294982910156,0.0,0.03170322999358177,OP_1,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,304.51318359375,6,27,30,10,2000-02-01,1624.776611328125,0,304.51318359375,0.0,0.03208772838115692,OP_1,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,305.830810546875,1,20,13,6,2000-02-01,1652.7034912109375,0,305.830810546875,0.0,0.09334582090377808,OP_2,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,306.0010986328125,2,20,13,7,2000-02-01,1655.37353515625,0,306.0010986328125,0.0,0.053372271358966834,OP_2,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,306.17144775390625,3,20,13,8,2000-02-01,1658.043212890625,0,306.17144775390625,0.0,0.04898451268672943,OP_2,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,306.3418884277344,4,20,13,9,2000-02-01,1660.7130126953125,0,306.3418884277344,0.0,0.050873838365077965,OP_2,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,306.513427734375,5,20,13,10,2000-02-01,1663.383056640625,0,306.513427734375,0.0,0.12480311840772627,OP_2,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,306.5164489746094,1,28,47,8,2000-02-01,1655.905517578125,0,306.5164489746094,0.0,0.16278252005577087,OP_3,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,306.70880126953125,2,28,47,9,2000-02-01,1658.922119140625,0,306.70880126953125,0.0,0.12933023273944855,OP_3,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,306.9013671875,3,28,47,10,2000-02-01,1661.938720703125,0,306.9013671875,0.0,0.10770782828330994,OP_3,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,307.09100341796875,4,28,47,11,2000-02-01,1664.9091796875,0,307.09100341796875,0.0,0.06563197821378708,OP_3,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,307.2777404785156,5,28,47,12,2000-02-01,1667.83349609375,0,307.2777404785156,0.0,0.0553632527589798,OP_3,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,307.4644470214844,6,28,47,13,2000-02-01,1670.758056640625,0,307.4644470214844,0.0,0.05721016228199005,OP_3,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,307.6512145996094,7,28,47,14,2000-02-01,1673.682373046875,0,307.6512145996094,0.0,0.0938829705119133,OP_3,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,309.4929504394531,1,14,38,2,2000-02-01,1702.4749755859375,0,309.4929504394531,4.846270940106479e-08,1.000000238418579,WI_1,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,309.73541259765625,2,14,38,3,2000-02-01,1705.0369873046875,0,309.73541259765625,4.836629230453582e-08,1.000000238418579,WI_1,MULTISEG,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
