CONJPOS,PRESSURE,CONIPOS,SWAT,CONIDX,CONBPRES,WELL,WELLMODEL,SGAS,DRAWDOWN,DATE,CONKPOS,DEPTH
30,300.6517333984375,22,0.05135401338338852,1,300.6517333984375,R_A2,STANDARD,0.0,0,2018-01-01,1,1638.8109130859375
30,300.769287109375,22,0.053976353257894516,2,300.769287109375,R_A2,STANDARD,0.0,0,2018-01-01,2,1640.563720703125
30,300.8868103027344,22,0.056020040065050125,3,300.8868103027344,R_A2,STANDARD,0.0,0,2018-01-01,3,1642.3165283203125
30,301.0043640136719,22,0.06106792017817497,4,301.0043640136719,R_A2,STANDARD,0.0,0,2018-01-01,4,1644.0693359375
30,301.12188720703125,22,0.16990022361278534,5,301.12188720703125,R_A2,STANDARD,0.0,0,2018-01-01,5,1645.8221435546875
30,301.23944091796875,22,0.6481541991233826,6,301.23944091796875,R_A2,STANDARD,0.0,0,2018-01-01,6,1647.574951171875
30,301.35699462890625,22,0.8629996180534363,7,301.35699462890625,R_A2,STANDARD,0.0,0,2018-01-01,7,1649.3277587890625
30,301.47454833984375,22,0.854218602180481,8,301.47454833984375,R_A2,STANDARD,0.0,0,2018-01-01,8,1651.08056640625
30,301.59210205078125,22,0.8684903383255005,9,301.59210205078125,R_A2,STANDARD,0.0,0,2018-01-01,9,1652.8333740234375
30,301.70965576171875,22,0.8689609169960022,10,301.70965576171875,R_A2,STANDARD,0.0,0,2018-01-01,10,1654.586181640625
30,301.8385925292969,22,0.06609607487916946,11,301.8385925292969,R_A2,STANDARD,0.0,0,2018-01-01,11,1656.508544921875
30,302.1192321777344,22,0.41363510489463806,12,302.1192321777344,R_A2,STANDARD,0.0,0,2018-01-01,13,1660.69287109375
30,302.25958251953125,22,0.4619731903076172,13,302.25958251953125,R_A2,STANDARD,0.0,0,2018-01-01,14,1662.784912109375
30,302.3999328613281,22,0.8861802816390991,14,302.3999328613281,R_A2,STANDARD,0.0,0,2018-01-01,15,1664.8770751953125
30,302.5402526855469,22,0.890826940536499,15,302.5402526855469,R_A2,STANDARD,0.0,0,2018-01-01,16,1666.96923828125
30,302.68060302734375,22,0.8669617176055908,16,302.68060302734375,R_A2,STANDARD,0.0,0,2018-01-01,17,1669.0614013671875
30,302.7896423339844,22,0.9150744676589966,17,302.7896423339844,R_A2,STANDARD,0.0,0,2018-01-01,18,1670.686767578125
30,302.8857421875,22,1.0,18,302.8857421875,R_A2,STANDARD,0.0,0,2018-01-01,26,1672.118896484375
29,303.30072021484375,22,0.6527712345123291,19,303.30072021484375,R_A2,STANDARD,0.0,0,2018-01-01,26,1678.3040771484375
29,303.4193420410156,22,0.7113085985183716,20,303.4193420410156,R_A2,STANDARD,0.0,0,2018-01-01,27,1680.072265625
29,303.8479309082031,22,1.0,21,303.8479309082031,R_A2,STANDARD,0.0,0,2018-01-01,28,1681.84033203125
29,304.0155029296875,22,1.0,22,304.0155029296875,R_A2,STANDARD,0.0,0,2018-01-01,29,1683.6085205078125
29,303.87725830078125,22,1.0,23,303.87725830078125,R_A2,STANDARD,0.0,0,2018-01-01,30,1685.3765869140625
41,298.6397399902344,28,0.6481541991233826,1,298.6397399902344,R_A3,STANDARD,0.0,0,2018-01-01,1,1608.796875
41,298.7727966308594,28,0.19405734539031982,2,298.7727966308594,R_A3,STANDARD,0.0,0,2018-01-01,2,1610.781982421875
41,298.20751953125,29,0.2232988178730011,3,298.20751953125,R_A3,STANDARD,0.0,0,2018-01-01,2,1602.34716796875
41,298.35003662109375,29,0.12910303473472595,4,298.35003662109375,R_A3,STANDARD,0.0,0,2018-01-01,3,1604.473876953125
41,298.4925537109375,29,0.6481541991233826,5,298.4925537109375,R_A3,STANDARD,0.0,0,2018-01-01,4,1606.6005859375
41,298.63507080078125,29,0.8086758852005005,6,298.63507080078125,R_A3,STANDARD,0.0,0,2018-01-01,5,1608.7271728515625
41,298.7776184082031,29,0.6481541991233826,7,298.7776184082031,R_A3,STANDARD,0.0,0,2018-01-01,6,1610.8538818359375
41,298.9201354980469,29,0.1938645839691162,8,298.9201354980469,R_A3,STANDARD,0.0,0,2018-01-01,7,1612.98046875
41,299.06268310546875,29,0.3104848265647888,9,299.06268310546875,R_A3,STANDARD,0.0,0,2018-01-01,8,1615.107177734375
41,299.2052307128906,29,0.7978395223617554,10,299.2052307128906,R_A3,STANDARD,0.0,0,2018-01-01,9,1617.23388671875
41,299.3477783203125,29,0.7922703623771667,11,299.3477783203125,R_A3,STANDARD,0.0,0,2018-01-01,10,1619.3604736328125
41,299.4941101074219,29,0.04788640886545181,12,299.4941101074219,R_A3,STANDARD,0.0,0,2018-01-01,11,1621.543701171875
41,299.6442565917969,29,0.0534219965338707,13,299.6442565917969,R_A3,STANDARD,0.0,0,2018-01-01,12,1623.7835693359375
41,299.7944030761719,29,0.36938390135765076,14,299.7944030761719,R_A3,STANDARD,0.0,0,2018-01-01,13,1626.0234375
41,299.944580078125,29,0.23961417376995087,15,299.944580078125,R_A3,STANDARD,0.0,0,2018-01-01,14,1628.2633056640625
41,300.0947265625,29,0.4957802891731262,16,300.0947265625,R_A3,STANDARD,0.0,0,2018-01-01,15,1630.503173828125
41,300.2275085449219,29,0.8006104230880737,17,300.2275085449219,R_A3,STANDARD,0.0,0,2018-01-01,16,1632.483642578125
41,300.4078063964844,29,0.6481541991233826,18,300.4078063964844,R_A3,STANDARD,0.0,0,2018-01-01,26,1635.172607421875
41,300.6458740234375,29,0.0418529212474823,19,300.6458740234375,R_A3,STANDARD,0.0,0,2018-01-01,27,1638.72314453125
41,300.8839111328125,29,0.049552734941244125,20,300.8839111328125,R_A3,STANDARD,0.0,0,2018-01-01,28,1642.2734375
41,301.12200927734375,29,1.0,21,301.12200927734375,R_A3,STANDARD,0.0,0,2018-01-01,29,1645.8238525390625
41,301.360107421875,29,0.09563031792640686,22,301.360107421875,R_A3,STANDARD,0.0,0,2018-01-01,30,1649.374267578125
52,300.12139892578125,30,0.05051000416278839,1,300.12139892578125,R_A4,STANDARD,0.0,0,2018-01-01,1,1630.9007568359375
52,299.7979736328125,31,0.04683176800608635,2,299.7979736328125,R_A4,STANDARD,0.0,0,2018-01-01,1,1626.07666015625
52,299.93487548828125,31,0.04805139824748039,3,299.93487548828125,R_A4,STANDARD,0.0,0,2018-01-01,2,1628.11865234375
52,300.07177734375,31,0.04950888827443123,4,300.07177734375,R_A4,STANDARD,0.0,0,2018-01-01,3,1630.160888671875
52,300.20867919921875,31,0.05300509184598923,5,300.20867919921875,R_A4,STANDARD,0.0,0,2018-01-01,4,1632.202880859375
52,300.3456115722656,31,0.055951423943042755,6,300.3456115722656,R_A4,STANDARD,0.0,0,2018-01-01,5,1634.2449951171875
52,300.3157043457031,32,0.05613274872303009,7,300.3157043457031,R_A4,STANDARD,0.0,0,2018-01-01,5,1633.7991943359375
51,300.4626770019531,32,0.09374688565731049,8,300.4626770019531,R_A4,STANDARD,0.0,0,2018-01-01,5,1635.9912109375
51,300.3416442871094,32,0.052792273461818695,9,300.3416442871094,R_A4,STANDARD,0.0,0,2018-01-01,4,1634.18603515625
51,300.5224914550781,33,0.05610477179288864,10,300.5224914550781,R_A4,STANDARD,0.0,0,2018-01-01,4,1636.883056640625
50,300.80279541015625,33,0.05979284271597862,11,300.80279541015625,R_A4,STANDARD,0.0,0,2018-01-01,4,1641.0635986328125
50,300.7858581542969,34,0.06140506640076637,12,300.7858581542969,R_A4,STANDARD,0.0,0,2018-01-01,4,1640.8111572265625
50,300.66015625,34,0.13812881708145142,13,300.66015625,R_A4,STANDARD,0.0,0,2018-01-01,3,1638.9361572265625
50,300.8367614746094,35,0.13946735858917236,14,300.8367614746094,R_A4,STANDARD,0.0,0,2018-01-01,3,1641.5699462890625
50,300.7185363769531,35,0.22158445417881012,15,300.7185363769531,R_A4,STANDARD,0.0,0,2018-01-01,2,1639.806884765625
49,300.9928283691406,35,0.22969701886177063,16,300.9928283691406,R_A4,STANDARD,0.0,0,2018-01-01,2,1643.8975830078125
49,300.875244140625,35,0.22843454778194427,17,300.875244140625,R_A4,STANDARD,0.0,0,2018-01-01,1,1642.14404296875
49,300.8367919921875,36,0.2239442765712738,18,300.8367919921875,R_A4,STANDARD,0.0,0,2018-01-01,28,1641.5703125
48,300.8332214355469,36,0.29939335584640503,19,300.8332214355469,R_A4,STANDARD,0.0,0,2018-01-01,28,1641.5172119140625
48,301.34173583984375,37,0.8408446311950684,20,301.34173583984375,R_A4,STANDARD,0.0,0,2018-01-01,28,1649.100341796875
48,301.6233825683594,38,0.1899322122335434,21,301.6233825683594,R_A4,STANDARD,0.0,0,2018-01-01,28,1653.2998046875
47,302.13262939453125,38,0.35910654067993164,22,302.13262939453125,R_A4,STANDARD,0.0,0,2018-01-01,28,1660.8924560546875
20,303.7794494628906,31,1.0,1,303.7794494628906,R_A5,STANDARD,0.0,0,2018-01-01,1,1684.3443603515625
20,303.97125244140625,31,1.0,2,303.97125244140625,R_A5,STANDARD,0.0,0,2018-01-01,2,1686.3685302734375
20,304.1630554199219,31,1.0,3,304.1630554199219,R_A5,STANDARD,0.0,0,2018-01-01,3,1688.392578125
20,304.3548583984375,31,1.0,4,304.3548583984375,R_A5,STANDARD,0.0,0,2018-01-01,4,1690.4166259765625
20,304.54669189453125,31,1.0,5,304.54669189453125,R_A5,STANDARD,0.0,0,2018-01-01,5,1692.4407958984375
20,304.7384948730469,31,1.0,6,304.7384948730469,R_A5,STANDARD,0.0,0,2018-01-01,6,1694.46484375
20,305.2361145019531,31,1.0,7,305.2361145019531,R_A5,STANDARD,0.0,0,2018-01-01,7,1696.489013671875
20,305.42791748046875,31,1.0,8,305.42791748046875,R_A5,STANDARD,0.0,0,2018-01-01,8,1698.51318359375
20,305.6197509765625,31,1.0,9,305.6197509765625,R_A5,STANDARD,0.0,0,2018-01-01,9,1700.5372314453125
21,305.4358825683594,31,1.0,10,305.4358825683594,R_A5,STANDARD,0.0,0,2018-01-01,9,1698.59716796875
21,305.5342712402344,31,1.0,11,305.5342712402344,R_A5,STANDARD,0.0,0,2018-01-01,11,1702.8607177734375
21,305.7273254394531,31,1.0,12,305.7273254394531,R_A5,STANDARD,0.0,0,2018-01-01,12,1704.897705078125
21,305.9323425292969,31,1.0,13,305.9323425292969,R_A5,STANDARD,0.0,0,2018-01-01,13,1706.9346923828125
21,306.1253967285156,31,1.0,14,306.1253967285156,R_A5,STANDARD,0.0,0,2018-01-01,14,1708.9718017578125
21,306.46343994140625,31,1.0,15,306.46343994140625,R_A5,STANDARD,0.0,0,2018-01-01,15,1711.0087890625
21,306.656494140625,31,1.0,16,306.656494140625,R_A5,STANDARD,0.0,0,2018-01-01,16,1713.0457763671875
21,306.8310546875,31,1.0,17,306.8310546875,R_A5,STANDARD,0.0,0,2018-01-01,17,1714.887451171875
21,306.9331359863281,31,1.0,18,306.9331359863281,R_A5,STANDARD,0.0,0,2018-01-01,18,1715.964599609375
21,307.2135925292969,31,1.0,19,307.2135925292969,R_A5,STANDARD,0.0,0,2018-01-01,26,1717.3548583984375
21,307.4146728515625,31,1.0,20,307.4146728515625,R_A5,STANDARD,0.0,0,2018-01-01,27,1719.4765625
21,307.6157531738281,31,1.0,21,307.6157531738281,R_A5,STANDARD,0.0,0,2018-01-01,28,1721.5982666015625
21,307.81683349609375,31,1.0,22,307.81683349609375,R_A5,STANDARD,0.0,0,2018-01-01,29,1723.719970703125
21,308.0179443359375,31,1.0,23,308.0179443359375,R_A5,STANDARD,0.0,0,2018-01-01,30,1725.8416748046875
42,305.0405578613281,17,1.0,1,305.0405578613281,R_A6,STANDARD,0.0,0,2018-01-01,1,1694.425537109375
42,305.1864013671875,17,1.0,2,305.1864013671875,R_A6,STANDARD,0.0,0,2018-01-01,2,1695.96435546875
42,305.3322448730469,17,1.0,3,305.3322448730469,R_A6,STANDARD,0.0,0,2018-01-01,3,1697.5032958984375
42,305.47808837890625,17,1.0,4,305.47808837890625,R_A6,STANDARD,0.0,0,2018-01-01,4,1699.042236328125
42,305.6239318847656,17,1.0,5,305.6239318847656,R_A6,STANDARD,0.0,0,2018-01-01,5,1700.5811767578125
42,305.470703125,17,1.0,6,305.470703125,R_A6,STANDARD,0.0,0,2018-01-01,6,1702.1201171875
42,305.6165466308594,17,1.0,7,305.6165466308594,R_A6,STANDARD,0.0,0,2018-01-01,7,1703.658935546875
42,305.76239013671875,17,1.0,8,305.76239013671875,R_A6,STANDARD,0.0,0,2018-01-01,8,1705.197998046875
42,306.207275390625,17,1.0,9,306.207275390625,R_A6,STANDARD,0.0,0,2018-01-01,9,1706.7369384765625
42,306.3531494140625,17,1.0,10,306.3531494140625,R_A6,STANDARD,0.0,0,2018-01-01,10,1708.27587890625
42,306.230224609375,17,1.0,11,306.230224609375,R_A6,STANDARD,0.0,0,2018-01-01,11,1710.2041015625
42,306.44989013671875,17,1.0,12,306.44989013671875,R_A6,STANDARD,0.0,0,2018-01-01,12,1712.5220947265625
42,306.6815490722656,17,1.0,13,306.6815490722656,R_A6,STANDARD,0.0,0,2018-01-01,13,1714.8399658203125
42,306.9012145996094,17,1.0,14,306.9012145996094,R_A6,STANDARD,0.0,0,2018-01-01,14,1717.1578369140625
42,307.1208801269531,17,1.0,15,307.1208801269531,R_A6,STANDARD,0.0,0,2018-01-01,15,1719.4757080078125
42,307.485595703125,17,1.0,16,307.485595703125,R_A6,STANDARD,0.0,0,2018-01-01,16,1721.793701171875
42,307.70526123046875,17,1.0,17,307.70526123046875,R_A6,STANDARD,0.0,0,2018-01-01,17,1724.111572265625
42,307.8460693359375,17,1.0,18,307.8460693359375,R_A6,STANDARD,0.0,0,2018-01-01,18,1725.59716796875
42,307.8012390136719,17,1.0,19,307.8012390136719,R_A6,STANDARD,0.0,0,2018-01-01,26,1726.7818603515625
42,308.2696838378906,17,1.0,20,308.2696838378906,R_A6,STANDARD,0.0,0,2018-01-01,27,1728.497802734375
42,308.43231201171875,17,1.0,21,308.43231201171875,R_A6,STANDARD,0.0,0,2018-01-01,28,1730.2138671875
42,308.594970703125,17,1.0,22,308.594970703125,R_A6,STANDARD,0.0,0,2018-01-01,29,1731.9298095703125
42,308.4518127441406,17,1.0,23,308.4518127441406,R_A6,STANDARD,0.0,0,2018-01-01,30,1733.6458740234375
30,298.25323486328125,22,0.05137939751148224,1,298.25323486328125,R_A2,STANDARD,0.0,0,2018-03-01,1,1638.8109130859375
30,298.37066650390625,22,0.05400251969695091,2,298.37066650390625,R_A2,STANDARD,0.0,0,2018-03-01,2,1640.563720703125
30,298.4880676269531,22,0.056048788130283356,3,298.4880676269531,R_A2,STANDARD,0.0,0,2018-03-01,3,1642.3165283203125
30,298.60546875,22,0.06113864481449127,4,298.60546875,R_A2,STANDARD,0.0,0,2018-03-01,4,1644.0693359375
30,298.7229309082031,22,0.16995474696159363,5,298.7229309082031,R_A2,STANDARD,0.0,0,2018-03-01,5,1645.8221435546875
30,298.8182067871094,22,0.6489599347114563,6,298.8182067871094,R_A2,STANDARD,0.0,0,2018-03-01,6,1647.574951171875
30,298.95501708984375,22,0.8628989458084106,7,298.95501708984375,R_A2,STANDARD,0.0,0,2018-03-01,7,1649.3277587890625
30,299.0782775878906,22,0.8541117310523987,8,299.0782775878906,R_A2,STANDARD,0.0,0,2018-03-01,8,1651.08056640625
30,299.40020751953125,22,0.8683618307113647,9,299.40020751953125,R_A2,STANDARD,0.0,0,2018-03-01,9,1652.8333740234375
30,299.663818359375,22,0.8688790202140808,10,299.663818359375,R_A2,STANDARD,0.0,0,2018-03-01,10,1654.586181640625
30,299.5521545410156,22,0.06622320413589478,11,299.5521545410156,R_A2,STANDARD,0.0,0,2018-03-01,11,1656.508544921875
30,300.3758544921875,22,0.4136664569377899,12,300.3758544921875,R_A2,STANDARD,0.0,0,2018-03-01,13,1660.69287109375
30,300.516357421875,22,0.46198374032974243,13,300.516357421875,R_A2,STANDARD,0.0,0,2018-03-01,14,1662.784912109375
30,300.65679931640625,22,0.8861087560653687,14,300.65679931640625,R_A2,STANDARD,0.0,0,2018-03-01,15,1664.8770751953125
30,300.79693603515625,22,0.890768826007843,15,300.79693603515625,R_A2,STANDARD,0.0,0,2018-03-01,16,1666.96923828125
30,300.9371337890625,22,0.8668909072875977,16,300.9371337890625,R_A2,STANDARD,0.0,0,2018-03-01,17,1669.0614013671875
30,301.0460510253906,22,0.9150292277336121,17,301.0460510253906,R_A2,STANDARD,0.0,0,2018-03-01,18,1670.686767578125
30,302.2145690917969,22,0.9999993443489075,18,302.2145690917969,R_A2,STANDARD,-6.398619945002793e-08,0,2018-03-01,26,1672.118896484375
29,303.2877502441406,22,0.652772068977356,19,303.2877502441406,R_A2,STANDARD,0.0,0,2018-03-01,26,1678.3040771484375
29,301.629150390625,22,0.7114606499671936,20,301.629150390625,R_A2,STANDARD,0.0,0,2018-03-01,27,1680.072265625
29,302.5520935058594,22,1.0,21,302.5520935058594,R_A2,STANDARD,-9.550337951025334e-12,0,2018-03-01,28,1681.84033203125
29,302.83740234375,22,1.0,22,302.83740234375,R_A2,STANDARD,-1.8138926775532194e-12,0,2018-03-01,29,1683.6085205078125
29,302.34698486328125,22,0.9984182715415955,23,302.34698486328125,R_A2,STANDARD,0.0,0,2018-03-01,30,1685.3765869140625
20,279.6206970214844,31,1.0,1,279.6206970214844,R_A5,STANDARD,-8.875719603729237e-10,0,2018-04-28,1,1684.3443603515625
20,279.8124694824219,31,1.0,2,279.8124694824219,R_A5,STANDARD,-1.175724073654294e-09,0,2018-04-28,2,1686.3685302734375
20,280.0043640136719,31,0.9999999403953552,3,280.0043640136719,R_A5,STANDARD,-1.5795321717249067e-09,0,2018-04-28,3,1688.392578125
20,280.1962585449219,31,0.9999999403953552,4,280.1962585449219,R_A5,STANDARD,-1.8503426568727832e-09,0,2018-04-28,4,1690.4166259765625
20,280.38800048828125,31,0.9999999403953552,5,280.38800048828125,R_A5,STANDARD,-1.6528801660697923e-09,0,2018-04-28,5,1692.4407958984375
20,280.5797119140625,31,0.9999999403953552,6,280.5797119140625,R_A5,STANDARD,-1.4614626175912804e-09,0,2018-04-28,6,1694.46484375
20,281.1066589355469,31,1.0,7,281.1066589355469,R_A5,STANDARD,-9.598265758581359e-12,0,2018-04-28,7,1696.489013671875
