Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:57:02
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       262008821.56         44246171.21         34754377.56         21858098.72
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  262008821.56         44246171.21         34754377.56         21858098.72
MidReek    1                       209075111.64         41140611.02         33813026.65         21266054.14
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  209075111.64         41140611.02         33813026.65         21266054.14
LowerReek  1                       137629104.32         28437032.77         23231670.56         14611113.32
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  137629104.32         28437032.77         23231670.56         14611113.32
Totals     1                       608713037.53        113823815.00         91799074.77         57735266.18
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  608713037.53        113823815.00         91799074.77         57735266.18
