Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:21:53
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       280640069.75         49653432.91         39162726.10         24630644.93
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  280640069.75         49653432.91         39162726.10         24630644.93
MidReek    1                       197657592.89         38758542.68         31733932.06         19958447.51
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  197657592.89         38758542.68         31733932.06         19958447.51
LowerReek  1                       126820790.68         26676373.25         22234226.71         13983790.14
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  126820790.68         26676373.25         22234226.71         13983790.14
Totals     1                       605118453.32        115088348.85         93130884.87         58572882.58
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  605118453.32        115088348.85         93130884.87         58572882.58
