SWAT,DEPTH,CONKPOS,SGAS,CONIPOS,CONIDX,CONJPOS,PRESSURE,WELLMODEL,DATE,WELL,DRAWDOWN,CONBPRES
0.056692592799663544,1641.094970703125,1,0.0,22,1,30,300.6733093261719,STANDARD,2018-01-01,R_A2,0,300.6733093261719
0.05867929756641388,1642.8890380859375,2,0.0,22,2,30,300.7936096191406,STANDARD,2018-01-01,R_A2,0,300.7936096191406
0.061895012855529785,1644.68310546875,3,0.0,22,3,30,300.9139099121094,STANDARD,2018-01-01,R_A2,0,300.9139099121094
0.06773295253515244,1646.4771728515625,4,0.0,22,4,30,301.0342102050781,STANDARD,2018-01-01,R_A2,0,301.0342102050781
0.07102545350790024,1648.2713623046875,5,0.0,22,5,30,301.1545104980469,STANDARD,2018-01-01,R_A2,0,301.1545104980469
0.32000941038131714,1650.0654296875,6,0.0,22,6,30,301.27484130859375,STANDARD,2018-01-01,R_A2,0,301.27484130859375
0.8964528441429138,1651.859619140625,7,0.0,22,7,30,301.3951721191406,STANDARD,2018-01-01,R_A2,0,301.3951721191406
0.721605658531189,1653.6536865234375,8,0.0,22,8,30,301.5154724121094,STANDARD,2018-01-01,R_A2,0,301.5154724121094
0.8981422781944275,1655.44775390625,9,0.0,22,9,30,301.63580322265625,STANDARD,2018-01-01,R_A2,0,301.63580322265625
0.9288972020149231,1657.2418212890625,10,0.0,22,10,30,301.7561340332031,STANDARD,2018-01-01,R_A2,0,301.7561340332031
0.0764261856675148,1659.1368408203125,11,0.0,22,11,30,301.88323974609375,STANDARD,2018-01-01,R_A2,0,301.88323974609375
0.07991793006658554,1661.132568359375,12,0.0,22,12,30,302.01708984375,STANDARD,2018-01-01,R_A2,0,302.01708984375
0.44190388917922974,1663.12841796875,13,0.0,22,13,30,302.1509704589844,STANDARD,2018-01-01,R_A2,0,302.1509704589844
0.5030866861343384,1665.1241455078125,14,0.0,22,14,30,302.28485107421875,STANDARD,2018-01-01,R_A2,0,302.28485107421875
0.6875477433204651,1667.1199951171875,15,0.0,22,15,30,302.4187316894531,STANDARD,2018-01-01,R_A2,0,302.4187316894531
0.9696621894836426,1669.11572265625,16,0.0,22,16,30,302.5526123046875,STANDARD,2018-01-01,R_A2,0,302.5526123046875
0.9681722521781921,1671.111572265625,17,0.0,22,17,30,302.6864929199219,STANDARD,2018-01-01,R_A2,0,302.6864929199219
0.988319993019104,1672.9881591796875,18,0.0,22,18,30,302.8123779296875,STANDARD,2018-01-01,R_A2,0,302.8123779296875
0.9956573843955994,1674.229736328125,18,0.0,22,19,29,302.89569091796875,STANDARD,2018-01-01,R_A2,0,302.89569091796875
1.0,1676.1676025390625,27,0.0,22,20,29,303.02569580078125,STANDARD,2018-01-01,R_A2,0,303.02569580078125
1.0,1677.9368896484375,28,0.0,22,21,29,303.47802734375,STANDARD,2018-01-01,R_A2,0,303.47802734375
1.0,1679.7061767578125,29,0.0,22,22,29,303.64569091796875,STANDARD,2018-01-01,R_A2,0,303.64569091796875
1.0,1681.4754638671875,30,0.0,22,23,29,303.8133544921875,STANDARD,2018-01-01,R_A2,0,303.8133544921875
1.0,1683.2447509765625,31,0.0,22,24,29,303.98101806640625,STANDARD,2018-01-01,R_A2,0,303.98101806640625
0.6481541991233826,1609.243408203125,1,0.0,28,1,41,298.53814697265625,STANDARD,2018-01-01,R_A3,0,298.53814697265625
0.19344687461853027,1611.3077392578125,2,0.0,28,2,41,298.676513671875,STANDARD,2018-01-01,R_A3,0,298.676513671875
0.19432701170444489,1613.3720703125,3,0.0,28,3,41,298.8148498535156,STANDARD,2018-01-01,R_A3,0,298.8148498535156
0.24996744096279144,1615.4365234375,4,0.0,28,4,41,298.9532165527344,STANDARD,2018-01-01,R_A3,0,298.9532165527344
0.6481541991233826,1617.5008544921875,5,0.0,28,5,41,299.0915832519531,STANDARD,2018-01-01,R_A3,0,299.0915832519531
0.1498473584651947,1619.565185546875,6,0.0,28,6,41,299.2299499511719,STANDARD,2018-01-01,R_A3,0,299.2299499511719
0.2754424512386322,1609.3663330078125,6,0.0,29,7,41,298.54638671875,STANDARD,2018-01-01,R_A3,0,298.54638671875
0.19882161915302277,1611.4163818359375,7,0.0,29,8,41,298.68377685546875,STANDARD,2018-01-01,R_A3,0,298.68377685546875
0.1460786610841751,1613.46630859375,8,0.0,29,9,41,298.8211669921875,STANDARD,2018-01-01,R_A3,0,298.8211669921875
0.6481541991233826,1615.516357421875,9,0.0,29,10,41,298.95855712890625,STANDARD,2018-01-01,R_A3,0,298.95855712890625
0.8030344843864441,1617.5662841796875,10,0.0,29,11,41,299.095947265625,STANDARD,2018-01-01,R_A3,0,299.095947265625
0.04831019043922424,1619.750732421875,11,0.0,29,12,41,299.24237060546875,STANDARD,2018-01-01,R_A3,0,299.24237060546875
0.053891588002443314,1622.0697021484375,12,0.0,29,13,41,299.3978271484375,STANDARD,2018-01-01,R_A3,0,299.3978271484375
0.37262097001075745,1624.388671875,13,0.0,29,14,41,299.5532531738281,STANDARD,2018-01-01,R_A3,0,299.5532531738281
0.3456023037433624,1626.707763671875,14,0.0,29,15,41,299.7087097167969,STANDARD,2018-01-01,R_A3,0,299.7087097167969
0.49332767724990845,1629.026611328125,15,0.0,29,16,41,299.8641662597656,STANDARD,2018-01-01,R_A3,0,299.8641662597656
0.8019264936447144,1630.9468994140625,16,0.0,29,17,41,299.992919921875,STANDARD,2018-01-01,R_A3,0,299.992919921875
0.6481541991233826,1633.5262451171875,27,0.0,29,18,41,300.16583251953125,STANDARD,2018-01-01,R_A3,0,300.16583251953125
0.04582946002483368,1637.1630859375,28,0.0,29,19,41,300.40966796875,STANDARD,2018-01-01,R_A3,0,300.40966796875
0.05228268727660179,1640.8001708984375,29,0.0,29,20,41,300.6535339355469,STANDARD,2018-01-01,R_A3,0,300.6535339355469
0.6481541991233826,1644.4371337890625,30,0.0,29,21,41,300.89739990234375,STANDARD,2018-01-01,R_A3,0,300.89739990234375
0.06127921864390373,1648.0740966796875,31,0.0,29,22,41,301.14129638671875,STANDARD,2018-01-01,R_A3,0,301.14129638671875
0.05178655683994293,1631.1873779296875,1,0.0,30,1,52,300.009033203125,STANDARD,2018-01-01,R_A4,0,300.009033203125
0.050683874636888504,1627.4293212890625,1,0.0,31,2,52,299.7571105957031,STANDARD,2018-01-01,R_A4,0,299.7571105957031
