ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,848995,582586,406267,57202327,0,0,0,0,0
Valysar,CentralSouth,60358268,11902517,8938198,6233053,877613906,0,0,0,0,0
Valysar,CentralNorth,33496707,5782850,3965184,2765122,389329121,0,0,0,0,0
Valysar,NorthHorst,5485093,695373,396981,243846,47769369,23160152,2671494,1845477,429180752,65665
Valysar,CentralRamp,13747335,1856105,1148415,800847,112759316,0,0,0,0,0
Valysar,CentralHorst,83965845,13537662,9813223,6843252,963529927,0,0,0,0,0
Valysar,EastLowland,288978,15869,960,669,94218,0,0,0,0,0
Therys,WestLowland,2193689,377104,170796,119105,16769971,0,0,0,0,0
Therys,CentralSouth,8219316,1857685,1134379,791059,111381148,0,0,0,0,0
Therys,CentralNorth,17576284,3512384,2028817,1414795,199203198,0,0,0,0,0
Therys,NorthHorst,9885524,1295011,519219,318931,62478487,14271983,2510494,1662771,386690847,59164
Therys,CentralRamp,6771661,1667571,1262304,880268,123941718,0,0,0,0,0
Therys,CentralHorst,27416911,7192228,5567371,3882407,546642865,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,41224,13142,9164,1290326,0,0,0,0,0
Volon,CentralSouth,26486060,4856270,3331009,2322879,327061399,0,0,0,0,0
Volon,CentralNorth,4038314,607763,347685,242458,34138079,0,0,0,0,0
Volon,NorthHorst,6724537,1313212,1031573,633644,124130916,1187555,206189,168477,39180762,5995
Volon,CentralRamp,11700895,2111404,1548346,1079739,152027243,0,0,0,0,0
Volon,CentralHorst,77883766,14270612,11017563,7683099,1081780336,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
