Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:52:36
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       275512979.37         46978350.66         36150942.72         22736441.58
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  275512979.37         46978350.66         36150942.72         22736441.58
MidReek    1                       202222859.04         39996276.40         32629448.40         20521665.31
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  202222859.04         39996276.40         32629448.40         20521665.31
LowerReek  1                       131988537.66         27533344.15         22621380.95         14227283.39
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  131988537.66         27533344.15         22621380.95         14227283.39
Totals     1                       609724376.06        114507971.20         91401772.07         57485390.28
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  609724376.06        114507971.20         91401772.07         57485390.28
