FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,22090574.0,0,22090574.0,46545468.0,0.0,4064665696.0,4064665696.0,83208656.0,35240219.0,47968437.0,0.0,35240219.0
2,0.0,0,0.0,67441808.0,0.0,0.0,0.0,69514212.0,0.0,69514212.0,0.0,0.0
3,19018835.0,0,19018835.0,45569149.0,0.0,3499465628.0,3499465628.0,77294185.0,30333725.0,46960460.0,0.0,30333725.0
4,0.0,0,0.0,60466190.0,0.0,0.0,0.0,62319926.0,0.0,62319926.0,0.0,0.0
5,12696454.0,0,12696454.0,37384506.0,0.0,2336147595.0,2336147595.0,58773993.0,20249267.0,38524726.0,0.0,20249267.0
6,0.0,0,0.0,41294661.0,0.0,0.0,0.0,42558947.0,0.0,42558947.0,0.0,0.0
