CONIPOS,CONKPOS,WELL,DEPTH,WELLMODEL,CONJPOS,DRAWDOWN,DATE,PRESSURE,SWAT,SGAS,CONBPRES,CONIDX
30,1,R_A4,1632.710693359375,STANDARD,52,0,2018-01-01,300.2247619628906,0.04938117414712906,0.0,300.2247619628906,1
31,1,R_A4,1626.64306640625,STANDARD,52,0,2018-01-01,299.8179931640625,0.046884890645742416,0.0,299.8179931640625,2
31,2,R_A4,1628.692138671875,STANDARD,52,0,2018-01-01,299.9553527832031,0.0498674139380455,0.0,299.9553527832031,3
31,3,R_A4,1630.741455078125,STANDARD,52,0,2018-01-01,300.0927429199219,0.051169998943805695,0.0,300.0927429199219,4
31,4,R_A4,1632.79052734375,STANDARD,52,0,2018-01-01,300.2301330566406,0.05300356075167656,0.0,300.2301330566406,5
32,4,R_A4,1630.9970703125,STANDARD,52,0,2018-01-01,300.1098937988281,0.05258314311504364,0.0,300.1098937988281,6
32,5,R_A4,1632.8568115234375,STANDARD,52,0,2018-01-01,300.23455810546875,0.09532412141561508,0.0,300.23455810546875,7
32,5,R_A4,1636.78564453125,STANDARD,51,0,2018-01-01,300.49798583984375,0.09991532564163208,0.0,300.49798583984375,8
32,4,R_A4,1634.963623046875,STANDARD,51,0,2018-01-01,300.3758239746094,0.05606907233595848,0.0,300.3758239746094,9
33,4,R_A4,1636.7381591796875,STANDARD,51,0,2018-01-01,300.49481201171875,0.05609894171357155,0.0,300.49481201171875,10
33,4,R_A4,1642.7271728515625,STANDARD,50,0,2018-01-01,300.8963928222656,0.06159668043255806,0.0,300.8963928222656,11
34,4,R_A4,1641.123291015625,STANDARD,50,0,2018-01-01,300.7888488769531,0.06124313548207283,0.0,300.7888488769531,12
34,3,R_A4,1639.277587890625,STANDARD,50,0,2018-01-01,300.6650695800781,0.13798882067203522,0.0,300.6650695800781,13
35,4,R_A4,1642.657470703125,STANDARD,50,0,2018-01-01,300.8916931152344,0.06232020631432533,0.0,300.8916931152344,14
35,3,R_A4,1640.869873046875,STANDARD,50,0,2018-01-01,300.7718505859375,0.17784354090690613,0.0,300.7718505859375,15
35,2,R_A4,1639.082275390625,STANDARD,50,0,2018-01-01,300.6519775390625,0.22172802686691284,0.0,300.6519775390625,16
35,2,R_A4,1643.08740234375,STANDARD,49,0,2018-01-01,300.9205322265625,0.22881971299648285,0.0,300.9205322265625,17
35,1,R_A4,1641.30126953125,STANDARD,49,0,2018-01-01,300.8007507324219,0.23134127259254456,0.0,300.8007507324219,18
36,27,R_A4,1644.1796875,STANDARD,49,0,2018-01-01,300.9937744140625,0.6481541991233826,0.0,300.9937744140625,19
36,27,R_A4,1643.7860107421875,STANDARD,48,0,2018-01-01,300.9673767089844,0.11735062301158905,0.0,300.9673767089844,20
37,27,R_A4,1650.554443359375,STANDARD,48,0,2018-01-01,301.4212951660156,0.6481541991233826,0.0,301.4212951660156,21
37,26,R_A4,1644.947509765625,STANDARD,48,0,2018-01-01,301.0452575683594,0.6481541991233826,0.0,301.0452575683594,22
38,26,R_A4,1651.2691650390625,STANDARD,48,0,2018-01-01,301.4692077636719,0.6481541991233826,0.0,301.4692077636719,23
38,26,R_A4,1660.0330810546875,STANDARD,47,0,2018-01-01,302.0570068359375,0.20487377047538757,0.0,302.0570068359375,24
31,1,R_A5,1686.1383056640625,STANDARD,20,0,2018-01-01,303.9494323730469,1.0,0.0,303.9494323730469,1
31,2,R_A5,1688.374755859375,STANDARD,20,0,2018-01-01,304.161376953125,1.0,0.0,304.161376953125,2
31,3,R_A5,1690.611328125,STANDARD,20,0,2018-01-01,304.3733215332031,1.0,0.0,304.3733215332031,3
31,4,R_A5,1692.8477783203125,STANDARD,20,0,2018-01-01,304.58526611328125,1.0,0.0,304.58526611328125,4
31,5,R_A5,1695.0843505859375,STANDARD,20,0,2018-01-01,304.7972106933594,1.0,0.0,304.7972106933594,5
31,6,R_A5,1697.32080078125,STANDARD,20,0,2018-01-01,305.0091552734375,1.0,0.0,305.0091552734375,6
31,7,R_A5,1699.557373046875,STANDARD,20,0,2018-01-01,305.5268859863281,1.0,0.0,305.5268859863281,7
31,11,R_A5,1699.7889404296875,STANDARD,21,0,2018-01-01,305.2431640625,1.0,0.0,305.2431640625,8
31,12,R_A5,1701.76513671875,STANDARD,21,0,2018-01-01,305.4304504394531,1.0,0.0,305.4304504394531,9
31,13,R_A5,1703.7413330078125,STANDARD,21,0,2018-01-01,305.62969970703125,1.0,0.0,305.62969970703125,10
31,14,R_A5,1705.717529296875,STANDARD,21,0,2018-01-01,305.8169860839844,1.0,0.0,305.8169860839844,11
31,15,R_A5,1707.6937255859375,STANDARD,21,0,2018-01-01,306.0042724609375,1.0,0.0,306.0042724609375,12
31,16,R_A5,1709.669921875,STANDARD,21,0,2018-01-01,306.3365783691406,1.0,0.0,306.3365783691406,13
31,17,R_A5,1711.6461181640625,STANDARD,21,0,2018-01-01,306.52386474609375,1.0,0.0,306.52386474609375,14
31,18,R_A5,1713.1607666015625,STANDARD,21,0,2018-01-01,306.66741943359375,1.0,0.0,306.66741943359375,15
31,19,R_A5,1713.934814453125,STANDARD,21,0,2018-01-01,306.7407531738281,1.0,0.0,306.7407531738281,16
31,20,R_A5,1714.2977294921875,STANDARD,21,0,2018-01-01,306.775146484375,1.0,0.0,306.775146484375,17
31,24,R_A5,1715.5367431640625,STANDARD,21,0,2018-01-01,306.7354736328125,1.0,0.0,306.7354736328125,18
31,25,R_A5,1717.7840576171875,STANDARD,21,0,2018-01-01,306.948486328125,1.0,0.0,306.948486328125,19
31,26,R_A5,1720.0313720703125,STANDARD,21,0,2018-01-01,307.4672546386719,1.0,0.0,307.4672546386719,20
31,27,R_A5,1722.2786865234375,STANDARD,21,0,2018-01-01,307.68023681640625,1.0,0.0,307.68023681640625,21
31,28,R_A5,1724.5260009765625,STANDARD,21,0,2018-01-01,307.89324951171875,1.0,0.0,307.89324951171875,22
17,1,R_A6,1694.68505859375,STANDARD,42,0,2018-01-01,305.0651550292969,1.0,0.0,305.0651550292969,1
17,2,R_A6,1696.22314453125,STANDARD,42,0,2018-01-01,305.2109069824219,1.0,0.0,305.2109069824219,2
17,3,R_A6,1697.76123046875,STANDARD,42,0,2018-01-01,305.356689453125,1.0,0.0,305.356689453125,3
17,4,R_A6,1699.29931640625,STANDARD,42,0,2018-01-01,305.50244140625,1.0,0.0,305.50244140625,4
17,5,R_A6,1700.83740234375,STANDARD,42,0,2018-01-01,305.648193359375,1.0,0.0,305.648193359375,5
17,6,R_A6,1702.3756103515625,STANDARD,42,0,2018-01-01,305.7939758300781,1.0,0.0,305.7939758300781,6
17,7,R_A6,1703.9136962890625,STANDARD,42,0,2018-01-01,305.64068603515625,1.0,0.0,305.64068603515625,7
17,8,R_A6,1705.4517822265625,STANDARD,42,0,2018-01-01,305.78643798828125,1.0,0.0,305.78643798828125,8
17,9,R_A6,1706.9898681640625,STANDARD,42,0,2018-01-01,306.23126220703125,1.0,0.0,306.23126220703125,9
17,10,R_A6,1708.5279541015625,STANDARD,42,0,2018-01-01,306.0712585449219,1.0,0.0,306.0712585449219,10
17,11,R_A6,1710.4346923828125,STANDARD,42,0,2018-01-01,306.2520751953125,1.0,0.0,306.2520751953125,11
17,12,R_A6,1712.7099609375,STANDARD,42,0,2018-01-01,306.46771240234375,1.0,0.0,306.46771240234375,12
17,13,R_A6,1714.985107421875,STANDARD,42,0,2018-01-01,306.6952819824219,1.0,0.0,306.6952819824219,13
17,14,R_A6,1717.26025390625,STANDARD,42,0,2018-01-01,306.9109191894531,1.0,0.0,306.9109191894531,14
17,15,R_A6,1719.535400390625,STANDARD,42,0,2018-01-01,307.1265563964844,1.0,0.0,307.1265563964844,15
17,16,R_A6,1721.8106689453125,STANDARD,42,0,2018-01-01,307.4871826171875,1.0,0.0,307.4871826171875,16
17,17,R_A6,1724.0858154296875,STANDARD,42,0,2018-01-01,307.70281982421875,1.0,0.0,307.70281982421875,17
17,18,R_A6,1725.6949462890625,STANDARD,42,0,2018-01-01,307.8553466796875,1.0,0.0,307.8553466796875,18
17,24,R_A6,1727.024169921875,STANDARD,42,0,2018-01-01,307.82421875,1.0,0.0,307.82421875,19
17,25,R_A6,1728.739501953125,STANDARD,42,0,2018-01-01,308.2925720214844,1.0,0.0,308.2925720214844,20
17,26,R_A6,1730.4547119140625,STANDARD,42,0,2018-01-01,308.4551696777344,1.0,0.0,308.4551696777344,21
17,27,R_A6,1732.169921875,STANDARD,42,0,2018-01-01,308.61773681640625,1.0,0.0,308.61773681640625,22
17,28,R_A6,1733.88525390625,STANDARD,42,0,2018-01-01,308.4745178222656,1.0,0.0,308.4745178222656,23
22,1,R_A2,1641.962646484375,STANDARD,30,0,2018-03-01,298.3902893066406,0.05472462624311447,0.0,298.3902893066406,1
22,2,R_A2,1643.698486328125,STANDARD,30,0,2018-03-01,298.5066223144531,0.05639856308698654,0.0,298.5066223144531,2
22,3,R_A2,1645.4342041015625,STANDARD,30,0,2018-03-01,298.6229553222656,0.06033289432525635,0.0,298.6229553222656,3
22,4,R_A2,1647.1700439453125,STANDARD,30,0,2018-03-01,298.73931884765625,0.06391172856092453,0.0,298.73931884765625,4
22,5,R_A2,1648.9058837890625,STANDARD,30,0,2018-03-01,298.8556823730469,0.066367007791996,0.0,298.8556823730469,5
22,6,R_A2,1650.6416015625,STANDARD,30,0,2018-03-01,299.00665283203125,0.29894229769706726,0.0,299.00665283203125,6
22,7,R_A2,1652.37744140625,STANDARD,30,0,2018-03-01,299.128662109375,0.8713569641113281,0.0,299.128662109375,7
22,8,R_A2,1654.11328125,STANDARD,30,0,2018-03-01,299.25262451171875,0.8850486874580383,0.0,299.25262451171875,8
22,9,R_A2,1655.8489990234375,STANDARD,30,0,2018-03-01,299.66607666015625,0.8835791349411011,0.0,299.66607666015625,9
22,10,R_A2,1657.5848388671875,STANDARD,30,0,2018-03-01,299.9305725097656,0.8774840831756592,0.0,299.9305725097656,10
22,11,R_A2,1659.4560546875,STANDARD,30,0,2018-03-01,299.8334045410156,0.06991168856620789,0.0,299.8334045410156,11
22,13,R_A2,1663.4696044921875,STANDARD,30,0,2018-03-01,300.6050109863281,0.4376165270805359,0.0,300.6050109863281,12
22,14,R_A2,1665.476318359375,STANDARD,30,0,2018-03-01,300.7395324707031,0.46898338198661804,0.0,300.7395324707031,13
22,15,R_A2,1667.483154296875,STANDARD,30,0,2018-03-01,300.8730773925781,0.9029818773269653,0.0,300.8730773925781,14
22,16,R_A2,1669.4898681640625,STANDARD,30,0,2018-03-01,301.0056457519531,0.9301515221595764,0.0,301.0056457519531,15
22,17,R_A2,1671.4967041015625,STANDARD,30,0,2018-03-01,301.13916015625,0.8756997585296631,0.0,301.13916015625,16
22,17,R_A2,1675.46875,STANDARD,29,0,2018-03-01,301.1495361328125,0.9564074277877808,0.0,301.1495361328125,17
22,18,R_A2,1677.2623291015625,STANDARD,29,0,2018-03-01,301.2695617675781,0.991308331489563,0.0,301.2695617675781,18
22,24,R_A2,1678.8753662109375,STANDARD,29,0,2018-03-01,302.92724609375,1.0,-1.521671661034097e-16,302.92724609375,19
22,25,R_A2,1680.590576171875,STANDARD,29,0,2018-03-01,302.8203430175781,0.825803279876709,0.0,302.8203430175781,20
22,26,R_A2,1682.3056640625,STANDARD,29,0,2018-03-01,302.3573303222656,0.9999998807907104,-9.716381477176128e-09,302.3573303222656,21
22,27,R_A2,1684.0208740234375,STANDARD,29,0,2018-03-01,302.6300354003906,1.0,-7.135556425413956e-16,302.6300354003906,22
22,28,R_A2,1685.736083984375,STANDARD,29,0,2018-03-01,302.7564697265625,1.0,-1.7336257212771655e-13,302.7564697265625,23
31,1,R_A5,1686.1383056640625,STANDARD,20,0,2018-04-28,281.53125,1.0,-3.227181716303207e-11,281.53125,1
31,2,R_A5,1688.374755859375,STANDARD,20,0,2018-04-28,281.743408203125,1.0,-6.416390335717281e-11,281.743408203125,2
31,3,R_A5,1690.611328125,STANDARD,20,0,2018-04-28,281.9552917480469,1.0,-6.319951506572608e-11,281.9552917480469,3
31,4,R_A5,1692.8477783203125,STANDARD,20,0,2018-04-28,282.1676330566406,1.0,-6.732990553981466e-11,282.1676330566406,4
31,5,R_A5,1695.0843505859375,STANDARD,20,0,2018-04-28,282.380126953125,1.0,-6.496265331223938e-11,282.380126953125,5
31,6,R_A5,1697.32080078125,STANDARD,20,0,2018-04-28,282.59222412109375,1.0,-5.3511521602711554e-11,282.59222412109375,6
31,7,R_A5,1699.557373046875,STANDARD,20,0,2018-04-28,283.1478271484375,1.0,-2.77917418895976e-13,283.1478271484375,7
31,11,R_A5,1699.7889404296875,STANDARD,21,0,2018-04-28,278.5616760253906,1.0,-7.085503017645323e-11,278.5616760253906,8
31,12,R_A5,1701.76513671875,STANDARD,21,0,2018-04-28,278.7488098144531,1.0,-6.757707587956574e-11,278.7488098144531,9
31,13,R_A5,1703.7413330078125,STANDARD,21,0,2018-04-28,278.94805908203125,1.0,-3.3298982061308324e-12,278.94805908203125,10
31,14,R_A5,1705.717529296875,STANDARD,21,0,2018-04-28,279.1353454589844,1.0,-4.719110172080043e-11,279.1353454589844,11
31,15,R_A5,1707.6937255859375,STANDARD,21,0,2018-04-28,279.37677001953125,1.0,-4.726895264095532e-11,279.37677001953125,12
31,16,R_A5,1709.669921875,STANDARD,21,0,2018-04-28,279.75006103515625,1.0,-5.2586849805247304e-12,279.75006103515625,13
31,17,R_A5,1711.6461181640625,STANDARD,21,0,2018-04-28,279.95513916015625,1.0,-5.706599689320191e-12,279.95513916015625,14
31,18,R_A5,1713.1607666015625,STANDARD,21,0,2018-04-28,280.1050109863281,1.0,-8.584838569192232e-12,280.1050109863281,15
31,19,R_A5,1713.934814453125,STANDARD,21,0,2018-04-28,280.178955078125,1.0,0.0,280.178955078125,16
31,20,R_A5,1714.2977294921875,STANDARD,21,0,2018-04-28,280.2136535644531,1.0,0.0,280.2136535644531,17
31,24,R_A5,1715.5367431640625,STANDARD,21,0,2018-04-28,286.233154296875,1.0,-1.261047689882222e-12,286.233154296875,18
31,25,R_A5,1717.7840576171875,STANDARD,21,0,2018-04-28,286.4856872558594,1.0,-1.3077066556357875e-12,286.4856872558594,19
31,26,R_A5,1720.0313720703125,STANDARD,21,0,2018-04-28,297.4537048339844,1.0,-4.487946995564644e-18,297.4537048339844,20
31,27,R_A5,1722.2786865234375,STANDARD,21,0,2018-04-28,304.6261291503906,1.0,-4.1146619693635716e-20,304.6261291503906,21
31,28,R_A5,1724.5260009765625,STANDARD,21,0,2018-04-28,306.991943359375,1.0,-7.968528108755952e-22,306.991943359375,22
28,1,R_A3,1610.68359375,STANDARD,41,0,2018-07-03,281.1357727050781,0.2891785204410553,0.0,281.1357727050781,1
29,1,R_A3,1599.1884765625,STANDARD,41,0,2018-07-03,280.2762451171875,0.23795683681964874,0.0,280.2762451171875,2
29,2,R_A3,1601.3514404296875,STANDARD,41,0,2018-07-03,280.4485168457031,0.18621854484081268,0.0,280.4485168457031,3
29,3,R_A3,1603.514404296875,STANDARD,41,0,2018-07-03,280.59295654296875,0.18641510605812073,0.0,280.59295654296875,4
29,4,R_A3,1605.6773681640625,STANDARD,41,0,2018-07-03,280.7373046875,0.20078441500663757,0.0,280.7373046875,5
29,5,R_A3,1607.84033203125,STANDARD,41,0,2018-07-03,280.9353332519531,0.8058494329452515,0.0,280.9353332519531,6
29,6,R_A3,1610.0032958984375,STANDARD,41,0,2018-07-03,281.04669189453125,0.6522363424301147,0.0,281.04669189453125,7
29,7,R_A3,1612.166259765625,STANDARD,41,0,2018-07-03,281.24041748046875,0.1959613710641861,0.0,281.24041748046875,8
29,8,R_A3,1614.3292236328125,STANDARD,41,0,2018-07-03,281.38519287109375,0.24317297339439392,0.0,281.38519287109375,9
29,9,R_A3,1616.4921875,STANDARD,41,0,2018-07-03,281.66851806640625,0.7977134585380554,0.0,281.66851806640625,10
29,10,R_A3,1618.6551513671875,STANDARD,41,0,2018-07-03,287.09747314453125,0.7868889570236206,0.0,287.09747314453125,11
29,11,R_A3,1620.8680419921875,STANDARD,41,0,2018-07-03,291.3552551269531,0.04666485637426376,0.0,291.3552551269531,12
29,12,R_A3,1623.1309814453125,STANDARD,41,0,2018-07-03,291.5066223144531,0.05420822277665138,0.0,291.5066223144531,13
29,13,R_A3,1625.3939208984375,STANDARD,41,0,2018-07-03,291.658935546875,0.3608960807323456,0.0,291.658935546875,14
29,14,R_A3,1627.6568603515625,STANDARD,41,0,2018-07-03,291.8705139160156,0.15333282947540283,0.0,291.8705139160156,15
29,15,R_A3,1629.9197998046875,STANDARD,41,0,2018-07-03,292.11773681640625,0.4396052658557892,0.0,292.11773681640625,16
29,16,R_A3,1631.8564453125,STANDARD,41,0,2018-07-03,292.2764892578125,0.8053542375564575,0.0,292.2764892578125,17
29,24,R_A3,1634.53125,STANDARD,41,0,2018-07-03,287.0,0.38315778970718384,0.0,287.0,18
29,25,R_A3,1638.08251953125,STANDARD,41,0,2018-07-03,287.2308349609375,0.04372115433216095,0.0,287.2308349609375,19
29,26,R_A3,1641.6336669921875,STANDARD,41,0,2018-07-03,287.468017578125,0.04736398532986641,0.0,287.468017578125,20
29,27,R_A3,1645.184814453125,STANDARD,41,0,2018-07-03,287.70501708984375,0.1313028186559677,0.0,287.70501708984375,21
29,28,R_A3,1648.7359619140625,STANDARD,41,0,2018-07-03,287.94134521484375,0.061761606484651566,0.0,287.94134521484375,22
30,1,R_A4,1632.710693359375,STANDARD,52,0,2018-09-12,279.6468811035156,0.04956137016415596,0.0,279.6468811035156,1
31,1,R_A4,1626.64306640625,STANDARD,52,0,2018-09-12,279.5310974121094,0.04693174362182617,0.0,279.5310974121094,2
31,2,R_A4,1628.692138671875,STANDARD,52,0,2018-09-12,279.667724609375,0.049903638660907745,0.0,279.667724609375,3
31,3,R_A4,1630.741455078125,STANDARD,52,0,2018-09-12,279.8042297363281,0.05119529366493225,0.0,279.8042297363281,4
31,4,R_A4,1632.79052734375,STANDARD,52,0,2018-09-12,279.9407653808594,0.05301227420568466,0.0,279.9407653808594,5
32,4,R_A4,1630.9970703125,STANDARD,52,0,2018-09-12,280.054443359375,0.052677370607852936,0.0,280.054443359375,6
32,5,R_A4,1632.8568115234375,STANDARD,52,0,2018-09-12,280.1784362792969,0.09544001519680023,0.0,280.1784362792969,7
32,5,R_A4,1636.78564453125,STANDARD,51,0,2018-09-12,280.1549987792969,0.1002185270190239,0.0,280.1549987792969,8
32,4,R_A4,1634.963623046875,STANDARD,51,0,2018-09-12,280.03399658203125,0.056221090257167816,0.0,280.03399658203125,9
33,4,R_A4,1636.7381591796875,STANDARD,51,0,2018-09-12,280.5080261230469,0.05629361793398857,0.0,280.5080261230469,10
33,4,R_A4,1642.7271728515625,STANDARD,50,0,2018-09-12,280.76470947265625,0.06186757981777191,0.0,280.76470947265625,11
34,4,R_A4,1641.123291015625,STANDARD,50,0,2018-09-12,280.9755859375,0.06130678206682205,0.0,280.9755859375,12
34,3,R_A4,1639.277587890625,STANDARD,50,0,2018-09-12,280.8524475097656,0.1379818618297577,0.0,280.8524475097656,13
35,4,R_A4,1642.657470703125,STANDARD,50,0,2018-09-12,281.32940673828125,0.062303803861141205,0.0,281.32940673828125,14
35,3,R_A4,1640.869873046875,STANDARD,50,0,2018-09-12,281.2099304199219,0.17785139381885529,0.0,281.2099304199219,15
35,2,R_A4,1639.082275390625,STANDARD,50,0,2018-09-12,281.0907287597656,0.22170892357826233,0.0,281.0907287597656,16
35,2,R_A4,1643.08740234375,STANDARD,49,0,2018-09-12,281.160400390625,0.2284628450870514,0.0,281.160400390625,17
35,1,R_A4,1641.30126953125,STANDARD,49,0,2018-09-12,281.04083251953125,0.2310294210910797,0.0,281.04083251953125,18
36,27,R_A4,1644.1796875,STANDARD,49,0,2018-09-12,280.28729248046875,0.6630202531814575,0.0,280.28729248046875,19
36,27,R_A4,1643.7860107421875,STANDARD,48,0,2018-09-12,280.0079345703125,0.12092675268650055,0.0,280.0079345703125,20
37,27,R_A4,1650.554443359375,STANDARD,48,0,2018-09-12,280.6788330078125,0.6564438343048096,0.0,280.6788330078125,21
37,26,R_A4,1644.947509765625,STANDARD,48,0,2018-09-12,280.4762268066406,0.6724230051040649,0.0,280.4762268066406,22
38,26,R_A4,1651.2691650390625,STANDARD,48,0,2018-09-12,281.1792907714844,0.6503418684005737,0.0,281.1792907714844,23
38,26,R_A4,1660.0330810546875,STANDARD,47,0,2018-09-12,281.707275390625,0.2010696679353714,0.0,281.707275390625,24
17,1,R_A6,1694.68505859375,STANDARD,42,0,2018-11-07,277.4331970214844,1.0,8.907486293702194e-13,277.4331970214844,1
17,2,R_A6,1696.22314453125,STANDARD,42,0,2018-11-07,277.5785217285156,1.0,5.306711558898669e-13,277.5785217285156,2
17,3,R_A6,1697.76123046875,STANDARD,42,0,2018-11-07,277.72247314453125,1.0,3.829520793356689e-13,277.72247314453125,3
17,4,R_A6,1699.29931640625,STANDARD,42,0,2018-11-07,277.8638610839844,1.0,2.879306764801831e-13,277.8638610839844,4
17,5,R_A6,1700.83740234375,STANDARD,42,0,2018-11-07,278.00347900390625,1.0,4.578043673320042e-13,278.00347900390625,5
17,6,R_A6,1702.3756103515625,STANDARD,42,0,2018-11-07,278.1448669433594,1.0,1.9761138905782794e-11,278.1448669433594,6
17,7,R_A6,1703.9136962890625,STANDARD,42,0,2018-11-07,277.9889831542969,1.0,4.025861588541346e-11,277.9889831542969,7
17,8,R_A6,1705.4517822265625,STANDARD,42,0,2018-11-07,278.13787841796875,1.0,3.5396973546708566e-11,278.13787841796875,8
17,9,R_A6,1706.9898681640625,STANDARD,42,0,2018-11-07,278.6051330566406,1.0,3.138196300045415e-12,278.6051330566406,9
17,10,R_A6,1708.5279541015625,STANDARD,42,0,2018-11-07,278.50238037109375,1.0,1.8435844517661337e-10,278.50238037109375,10
