DATE,BLOCK,BPR
2000-01-01,1095,309.3653564453125
2000-01-01,"15,28,1",309.3653564453125
2000-01-01,"15,28,10",310.6466979980469
2000-01-01,"15,28,13",311.0799560546875
2000-01-01,24135,310.6466979980469
2000-01-01,31815,311.0799560546875
2000-02-01,1095,309.33245849609375
2000-02-01,"15,28,1",309.33245849609375
2000-02-01,"15,28,10",310.6235046386719
2000-02-01,"15,28,13",311.0763854980469
2000-02-01,24135,310.6235046386719
2000-02-01,31815,311.0763854980469
2000-03-01,1095,303.1125183105469
2000-03-01,"15,28,1",303.1125183105469
2000-03-01,"15,28,10",304.4018859863281
2000-03-01,"15,28,13",305.0318603515625
2000-03-01,24135,304.4018859863281
2000-03-01,31815,305.0318603515625
2000-04-01,1095,295.9988098144531
2000-04-01,"15,28,1",295.9988098144531
2000-04-01,"15,28,10",297.3291931152344
2000-04-01,"15,28,13",298.030029296875
2000-04-01,24135,297.3291931152344
2000-04-01,31815,298.030029296875
2000-05-01,1095,290.12249755859375
2000-05-01,"15,28,1",290.12249755859375
2000-05-01,"15,28,10",291.49090576171875
2000-05-01,"15,28,13",292.2351379394531
2000-05-01,24135,291.49090576171875
2000-05-01,31815,292.2351379394531
2000-06-01,1095,284.4866027832031
2000-06-01,"15,28,1",284.4866027832031
2000-06-01,"15,28,10",285.8798828125
2000-06-01,"15,28,13",286.648193359375
2000-06-01,24135,285.8798828125
2000-06-01,31815,286.648193359375
2000-07-01,1095,282.1962585449219
2000-07-01,"15,28,1",282.1962585449219
2000-07-01,"15,28,10",283.6163635253906
2000-07-01,"15,28,13",284.3601379394531
2000-07-01,24135,283.6163635253906
2000-07-01,31815,284.3601379394531
2000-08-01,1095,280.553955078125
2000-08-01,"15,28,1",280.553955078125
2000-08-01,"15,28,10",282.00555419921875
2000-08-01,"15,28,13",282.7628173828125
2000-08-01,24135,282.00555419921875
2000-08-01,31815,282.7628173828125
2000-09-01,1095,279.1640930175781
2000-09-01,"15,28,1",279.1640930175781
2000-09-01,"15,28,10",280.63861083984375
2000-09-01,"15,28,13",281.4025573730469
2000-09-01,24135,280.63861083984375
2000-09-01,31815,281.4025573730469
2000-10-01,1095,278.0498352050781
2000-10-01,"15,28,1",278.0498352050781
2000-10-01,"15,28,10",279.5421447753906
2000-10-01,"15,28,13",280.30853271484375
2000-10-01,24135,279.5421447753906
2000-10-01,31815,280.30853271484375
2000-11-01,1095,277.11474609375
2000-11-01,"15,28,1",277.11474609375
2000-11-01,"15,28,10",278.6214599609375
