SWAT,CONBPRES,WELLMODEL,CONKPOS,CONJPOS,WELL,DEPTH,CONIPOS,CONIDX,PRESSURE,DRAWDOWN,DATE,SGAS
0.06131616234779358,301.0419616699219,STANDARD,3,50,R_A4,1644.9765625,33,12,301.0419616699219,0,2018-01-01,0.0
0.05904189497232437,300.7186584472656,STANDARD,3,50,R_A4,1640.155029296875,34,13,300.7186584472656,0,2018-01-01,0.0
0.05730476230382919,300.42266845703125,STANDARD,3,50,R_A4,1635.74072265625,35,14,300.42266845703125,0,2018-01-01,0.0
0.05518288165330887,300.9075927734375,STANDARD,29,49,R_A4,1642.972900390625,35,15,300.9075927734375,0,2018-01-01,0.0
0.044355377554893494,300.5207214355469,STANDARD,28,49,R_A4,1637.2030029296875,35,16,300.5207214355469,0,2018-01-01,0.0
0.18675629794597626,300.8175964355469,STANDARD,28,49,R_A4,1641.6304931640625,36,17,300.8175964355469,0,2018-01-01,0.0
0.13800112903118134,300.9922180175781,STANDARD,28,48,R_A4,1644.234619140625,36,18,300.9922180175781,0,2018-01-01,0.0
0.6481541991233826,301.3324279785156,STANDARD,28,48,R_A4,1649.3076171875,37,19,301.3324279785156,0,2018-01-01,0.0
0.2980649173259735,301.5769348144531,STANDARD,28,48,R_A4,1652.9537353515625,38,20,301.5769348144531,0,2018-01-01,0.0
0.054864052683115005,301.2005920410156,STANDARD,27,48,R_A4,1647.341796875,38,21,301.2005920410156,0,2018-01-01,0.0
0.06321349740028381,301.7495422363281,STANDARD,27,47,R_A4,1655.52734375,38,22,301.7495422363281,0,2018-01-01,0.0
1.0,303.8381652832031,STANDARD,1,20,R_A5,1684.964111328125,31,1,303.8381652832031,0,2018-01-01,0.0
1.0,304.061279296875,STANDARD,2,20,R_A5,1687.318359375,31,2,304.061279296875,0,2018-01-01,0.0
1.0,304.28436279296875,STANDARD,3,20,R_A5,1689.672607421875,31,3,304.28436279296875,0,2018-01-01,0.0
1.0,304.5074768066406,STANDARD,4,20,R_A5,1692.02685546875,31,4,304.5074768066406,0,2018-01-01,0.0
1.0,304.7305603027344,STANDARD,5,20,R_A5,1694.381103515625,31,5,304.7305603027344,0,2018-01-01,0.0
1.0,304.95367431640625,STANDARD,6,20,R_A5,1696.7353515625,31,6,304.95367431640625,0,2018-01-01,0.0
1.0,305.4825744628906,STANDARD,7,20,R_A5,1699.089599609375,31,7,305.4825744628906,0,2018-01-01,0.0
1.0,305.85284423828125,STANDARD,10,20,R_A5,1706.15234375,31,8,305.85284423828125,0,2018-01-01,0.0
1.0,305.4658203125,STANDARD,11,21,R_A5,1702.13818359375,31,9,305.4658203125,0,2018-01-01,0.0
1.0,305.640869140625,STANDARD,12,21,R_A5,1703.9853515625,31,10,305.640869140625,0,2018-01-01,0.0
1.0,305.827880859375,STANDARD,13,21,R_A5,1705.83251953125,31,11,305.827880859375,0,2018-01-01,0.0
1.0,306.0029296875,STANDARD,14,21,R_A5,1707.6795654296875,31,12,306.0029296875,0,2018-01-01,0.0
1.0,306.177978515625,STANDARD,15,21,R_A5,1709.526611328125,31,13,306.177978515625,0,2018-01-01,0.0
1.0,306.498046875,STANDARD,16,21,R_A5,1711.373779296875,31,14,306.498046875,0,2018-01-01,0.0
1.0,306.673095703125,STANDARD,17,21,R_A5,1713.2208251953125,31,15,306.673095703125,0,2018-01-01,0.0
1.0,306.8293151855469,STANDARD,18,21,R_A5,1714.869140625,31,16,306.8293151855469,0,2018-01-01,0.0
1.0,307.16082763671875,STANDARD,25,21,R_A5,1716.7982177734375,31,17,307.16082763671875,0,2018-01-01,0.0
1.0,307.06317138671875,STANDARD,26,21,R_A5,1718.994140625,31,18,307.06317138671875,0,2018-01-01,0.0
1.0,307.27130126953125,STANDARD,27,21,R_A5,1721.190185546875,31,19,307.27130126953125,0,2018-01-01,0.0
1.0,307.7851867675781,STANDARD,28,21,R_A5,1723.3861083984375,31,20,307.7851867675781,0,2018-01-01,0.0
1.0,307.9933166503906,STANDARD,29,21,R_A5,1725.58203125,31,21,307.9933166503906,0,2018-01-01,0.0
1.0,305.10333251953125,STANDARD,1,42,R_A6,1695.0880126953125,17,1,305.10333251953125,0,2018-01-01,0.0
1.0,305.24896240234375,STANDARD,2,42,R_A6,1696.62451171875,17,2,305.24896240234375,0,2018-01-01,0.0
1.0,305.3945617675781,STANDARD,3,42,R_A6,1698.1610107421875,17,3,305.3945617675781,0,2018-01-01,0.0
1.0,305.5401611328125,STANDARD,4,42,R_A6,1699.697509765625,17,4,305.5401611328125,0,2018-01-01,0.0
1.0,305.685791015625,STANDARD,5,42,R_A6,1701.23388671875,17,5,305.685791015625,0,2018-01-01,0.0
1.0,305.8313903808594,STANDARD,6,42,R_A6,1702.7705078125,17,6,305.8313903808594,0,2018-01-01,0.0
1.0,305.6779479980469,STANDARD,7,42,R_A6,1704.306884765625,17,7,305.6779479980469,0,2018-01-01,0.0
1.0,305.8235778808594,STANDARD,8,42,R_A6,1705.843505859375,17,8,305.8235778808594,0,2018-01-01,0.0
1.0,306.2682189941406,STANDARD,9,42,R_A6,1707.3798828125,17,9,306.2682189941406,0,2018-01-01,0.0
1.0,306.1080627441406,STANDARD,10,42,R_A6,1708.91650390625,17,10,306.1080627441406,0,2018-01-01,0.0
1.0,306.2877502441406,STANDARD,11,42,R_A6,1710.8111572265625,17,11,306.2877502441406,0,2018-01-01,0.0
1.0,306.5012512207031,STANDARD,12,42,R_A6,1713.0638427734375,17,12,306.5012512207031,0,2018-01-01,0.0
1.0,306.7267150878906,STANDARD,13,42,R_A6,1715.3165283203125,17,13,306.7267150878906,0,2018-01-01,0.0
1.0,306.9402160644531,STANDARD,14,42,R_A6,1717.5692138671875,17,14,306.9402160644531,0,2018-01-01,0.0
1.0,307.1537170410156,STANDARD,15,42,R_A6,1719.822021484375,17,15,307.1537170410156,0,2018-01-01,0.0
1.0,307.51220703125,STANDARD,16,42,R_A6,1722.07470703125,17,16,307.51220703125,0,2018-01-01,0.0
1.0,307.7257385253906,STANDARD,17,42,R_A6,1724.327392578125,17,17,307.7257385253906,0,2018-01-01,0.0
1.0,307.8828430175781,STANDARD,18,42,R_A6,1725.985107421875,17,18,307.8828430175781,0,2018-01-01,0.0
1.0,307.8570556640625,STANDARD,25,42,R_A6,1727.37060546875,17,19,307.8570556640625,0,2018-01-01,0.0
1.0,308.3247375488281,STANDARD,26,42,R_A6,1729.078857421875,17,20,308.3247375488281,0,2018-01-01,0.0
1.0,308.4866638183594,STANDARD,27,42,R_A6,1730.7872314453125,17,21,308.4866638183594,0,2018-01-01,0.0
1.0,308.6485900878906,STANDARD,28,42,R_A6,1732.49560546875,17,22,308.6485900878906,0,2018-01-01,0.0
1.0,308.50469970703125,STANDARD,29,42,R_A6,1734.203857421875,17,23,308.50469970703125,0,2018-01-01,0.0
0.05276048928499222,298.233642578125,STANDARD,1,30,R_A2,1640.612060546875,22,1,298.233642578125,0,2018-03-01,0.0
0.05550823733210564,298.3484191894531,STANDARD,2,30,R_A2,1642.32470703125,22,2,298.3484191894531,0,2018-03-01,0.0
0.058209970593452454,298.46319580078125,STANDARD,3,30,R_A2,1644.0372314453125,22,3,298.46319580078125,0,2018-03-01,0.0
0.06420711427927017,298.5779724121094,STANDARD,4,30,R_A2,1645.7498779296875,22,4,298.5779724121094,0,2018-03-01,0.0
0.06671331822872162,298.6927490234375,STANDARD,5,30,R_A2,1647.46240234375,22,5,298.6927490234375,0,2018-03-01,0.0
0.3177923560142517,298.8174743652344,STANDARD,6,30,R_A2,1649.175048828125,22,6,298.8174743652344,0,2018-03-01,0.0
0.8773783445358276,298.94354248046875,STANDARD,7,30,R_A2,1650.8876953125,22,7,298.94354248046875,0,2018-03-01,0.0
0.8548044562339783,299.0667419433594,STANDARD,8,30,R_A2,1652.600341796875,22,8,299.0667419433594,0,2018-03-01,0.0
0.8773148059844971,299.1900634765625,STANDARD,9,30,R_A2,1654.31298828125,22,9,299.1900634765625,0,2018-03-01,0.0
0.8882315158843994,299.5304260253906,STANDARD,10,30,R_A2,1656.0255126953125,22,10,299.5304260253906,0,2018-03-01,0.0
0.06821584701538086,299.63397216796875,STANDARD,11,30,R_A2,1657.85205078125,22,11,299.63397216796875,0,2018-03-01,0.0
0.16342693567276,299.7760314941406,STANDARD,12,30,R_A2,1659.79248046875,22,12,299.7760314941406,0,2018-03-01,0.0
0.43055522441864014,299.9266662597656,STANDARD,13,30,R_A2,1661.73291015625,22,13,299.9266662597656,0,2018-03-01,0.0
0.4667438566684723,300.05718994140625,STANDARD,14,30,R_A2,1663.67333984375,22,14,300.05718994140625,0,2018-03-01,0.0
0.5132583975791931,300.4853820800781,STANDARD,15,30,R_A2,1665.61376953125,22,15,300.4853820800781,0,2018-03-01,0.0
0.9299779534339905,300.3432312011719,STANDARD,15,29,R_A2,1669.8026123046875,22,16,300.3432312011719,0,2018-03-01,0.0
0.954395055770874,300.48870849609375,STANDARD,16,29,R_A2,1671.95361328125,22,17,300.48870849609375,0,2018-03-01,0.0
0.9258124232292175,300.6338195800781,STANDARD,17,29,R_A2,1674.1044921875,22,18,300.6338195800781,0,2018-03-01,0.0
0.9906190037727356,300.7642822265625,STANDARD,18,29,R_A2,1676.04736328125,22,19,300.7642822265625,0,2018-03-01,0.0
0.6679525971412659,302.9669494628906,STANDARD,25,29,R_A2,1677.90625,22,20,302.9669494628906,0,2018-03-01,0.0
1.0,303.23651123046875,STANDARD,26,29,R_A2,1679.6514892578125,22,21,303.23651123046875,0,2018-03-01,3.1032017640221163e-15
1.0,303.7477111816406,STANDARD,27,29,R_A2,1681.396728515625,22,22,303.7477111816406,0,2018-03-01,1.8238425916842902e-16
1.0,303.93975830078125,STANDARD,28,29,R_A2,1683.1419677734375,22,23,303.93975830078125,0,2018-03-01,1.2303986529745553e-17
1.0,304.1083679199219,STANDARD,29,29,R_A2,1684.88720703125,22,24,304.1083679199219,0,2018-03-01,-2.1139237482864288e-18
1.0,278.6511535644531,STANDARD,1,20,R_A5,1684.964111328125,31,1,278.6511535644531,0,2018-04-28,-7.235423727477606e-16
1.0,278.8746643066406,STANDARD,2,20,R_A5,1687.318359375,31,2,278.8746643066406,0,2018-04-28,-1.8641574395239502e-11
1.0,279.0982360839844,STANDARD,3,20,R_A5,1689.672607421875,31,3,279.0982360839844,0,2018-04-28,-2.6302867869865132e-11
1.0,279.3213806152344,STANDARD,4,20,R_A5,1692.02685546875,31,4,279.3213806152344,0,2018-04-28,-3.050077204691526e-11
1.0,279.5444030761719,STANDARD,5,20,R_A5,1694.381103515625,31,5,279.5444030761719,0,2018-04-28,-2.7362053595103575e-11
1.0,279.7673645019531,STANDARD,6,20,R_A5,1696.7353515625,31,6,279.7673645019531,0,2018-04-28,-2.1317652504349027e-11
1.0,280.3211975097656,STANDARD,7,20,R_A5,1699.089599609375,31,7,280.3211975097656,0,2018-04-28,-1.3187555214511093e-11
1.0,285.4804382324219,STANDARD,10,20,R_A5,1706.15234375,31,8,285.4804382324219,0,2018-04-28,-1.093993602305221e-12
0.9999997615814209,281.9215087890625,STANDARD,11,21,R_A5,1702.13818359375,31,9,281.9215087890625,0,2018-04-28,-1.1617165895927428e-08
0.9999998807907104,282.0965270996094,STANDARD,12,21,R_A5,1703.9853515625,31,10,282.0965270996094,0,2018-04-28,-7.535921220380715e-09
1.0,282.2830505371094,STANDARD,13,21,R_A5,1705.83251953125,31,11,282.2830505371094,0,2018-04-28,-4.759169724977141e-10
1.0,282.4579162597656,STANDARD,14,21,R_A5,1707.6795654296875,31,12,282.4579162597656,0,2018-04-28,-9.115077026500273e-10
1.0,282.6346435546875,STANDARD,15,21,R_A5,1709.526611328125,31,13,282.6346435546875,0,2018-04-28,-2.3511984026391985e-10
1.0,282.9615478515625,STANDARD,16,21,R_A5,1711.373779296875,31,14,282.9615478515625,0,2018-04-28,-2.311130870014111e-10
1.0,283.1412658691406,STANDARD,17,21,R_A5,1713.2208251953125,31,15,283.1412658691406,0,2018-04-28,-2.2442742109163305e-11
1.0,283.2998352050781,STANDARD,18,21,R_A5,1714.869140625,31,16,283.2998352050781,0,2018-04-28,-7.389441142313657e-11
1.0,288.753662109375,STANDARD,25,21,R_A5,1716.7982177734375,31,17,288.753662109375,0,2018-04-28,-3.792599508100139e-14
1.0,285.6045837402344,STANDARD,26,21,R_A5,1718.994140625,31,18,285.6045837402344,0,2018-04-28,-1.7234235150098698e-09
1.0,285.78204345703125,STANDARD,27,21,R_A5,1721.190185546875,31,19,285.78204345703125,0,2018-04-28,-1.5720370560856622e-09
1.0,285.55499267578125,STANDARD,28,21,R_A5,1723.3861083984375,31,20,285.55499267578125,0,2018-04-28,-1.7622358650451475e-12
1.0,294.5643310546875,STANDARD,29,21,R_A5,1725.58203125,31,21,294.5643310546875,0,2018-04-28,-2.5891193232995644e-17
0.6496967077255249,274.6267395019531,STANDARD,1,41,R_A3,1609.58251953125,28,1,274.6267395019531,0,2018-07-03,0.0
0.1933748424053192,274.784423828125,STANDARD,2,41,R_A3,1611.621337890625,28,2,274.784423828125,0,2018-07-03,0.0
0.1880287081003189,274.922119140625,STANDARD,3,41,R_A3,1613.66015625,28,3,274.922119140625,0,2018-07-03,0.0
0.2857002019882202,275.0677185058594,STANDARD,4,41,R_A3,1615.698974609375,28,4,275.0677185058594,0,2018-07-03,0.0
0.3786642849445343,274.3323059082031,STANDARD,4,41,R_A3,1606.8385009765625,29,5,274.3323059082031,0,2018-07-03,0.0
0.7983055710792542,274.7510070800781,STANDARD,5,41,R_A3,1608.760986328125,29,6,274.7510070800781,0,2018-07-03,0.0
0.23642054200172424,274.8791198730469,STANDARD,6,41,R_A3,1610.68359375,29,7,274.8791198730469,0,2018-07-03,0.0
0.1963871568441391,275.009033203125,STANDARD,7,41,R_A3,1612.60595703125,29,8,275.009033203125,0,2018-07-03,0.0
0.19759449362754822,275.13787841796875,STANDARD,8,41,R_A3,1614.528564453125,29,9,275.13787841796875,0,2018-07-03,0.0
0.7910983562469482,275.3844299316406,STANDARD,9,41,R_A3,1616.450927734375,29,10,275.3844299316406,0,2018-07-03,0.0
0.7888966202735901,277.4375305175781,STANDARD,10,41,R_A3,1618.37353515625,29,11,277.4375305175781,0,2018-07-03,0.0
0.046768203377723694,281.13055419921875,STANDARD,11,41,R_A3,1620.449462890625,29,12,281.13055419921875,0,2018-07-03,0.0
0.05366925150156021,281.2793273925781,STANDARD,12,41,R_A3,1622.6787109375,29,13,281.2793273925781,0,2018-07-03,0.0
0.3727116584777832,281.4284973144531,STANDARD,13,41,R_A3,1624.9080810546875,29,14,281.4284973144531,0,2018-07-03,0.0
0.4995461404323578,282.0634460449219,STANDARD,15,41,R_A3,1629.3668212890625,29,15,282.0634460449219,0,2018-07-03,0.0
0.7982975840568542,282.2127380371094,STANDARD,16,41,R_A3,1631.245361328125,29,16,282.2127380371094,0,2018-07-03,0.0
0.6569734811782837,279.7053527832031,STANDARD,25,41,R_A3,1633.782958984375,29,17,279.7053527832031,0,2018-07-03,0.0
0.15602092444896698,280.0097961425781,STANDARD,26,41,R_A3,1637.3255615234375,29,18,280.0097961425781,0,2018-07-03,0.0
0.04702535644173622,280.30047607421875,STANDARD,27,41,R_A3,1640.8681640625,29,19,280.30047607421875,0,2018-07-03,0.0
0.32139119505882263,280.5523376464844,STANDARD,28,41,R_A3,1644.41064453125,29,20,280.5523376464844,0,2018-07-03,0.0
0.09171652793884277,280.79315185546875,STANDARD,29,41,R_A3,1647.9532470703125,29,21,280.79315185546875,0,2018-07-03,0.0
0.04919392615556717,276.1596984863281,STANDARD,1,52,R_A4,1630.48291015625,30,1,276.1596984863281,0,2018-09-12,0.0
0.047517962753772736,276.22119140625,STANDARD,1,52,R_A4,1627.7559814453125,31,2,276.22119140625,0,2018-09-12,0.0
0.13040238618850708,276.3609924316406,STANDARD,2,52,R_A4,1629.852294921875,31,3,276.3609924316406,0,2018-09-12,0.0
0.05120110511779785,276.50067138671875,STANDARD,3,52,R_A4,1631.9486083984375,31,4,276.50067138671875,0,2018-09-12,0.0
0.05405625328421593,276.64031982421875,STANDARD,4,52,R_A4,1634.044921875,31,5,276.64031982421875,0,2018-09-12,0.0
0.05357478931546211,276.7241516113281,STANDARD,4,52,R_A4,1632.316162109375,32,6,276.7241516113281,0,2018-09-12,0.0
0.05617489293217659,276.8843078613281,STANDARD,5,52,R_A4,1634.219482421875,32,7,276.8843078613281,0,2018-09-12,0.0
0.21168653666973114,277.035888671875,STANDARD,5,51,R_A4,1638.804443359375,32,8,277.035888671875,0,2018-09-12,0.0
0.057327304035425186,276.83575439453125,STANDARD,4,51,R_A4,1637.000244140625,32,9,276.83575439453125,0,2018-09-12,0.0
0.057321783155202866,277.0413513183594,STANDARD,4,51,R_A4,1637.1807861328125,33,10,277.0413513183594,0,2018-09-12,0.0
0.05623465031385422,276.9200439453125,STANDARD,3,51,R_A4,1635.36181640625,33,11,276.9200439453125,0,2018-09-12,0.0
0.061509955674409866,277.3856201171875,STANDARD,3,50,R_A4,1644.9765625,33,12,277.3856201171875,0,2018-09-12,0.0
0.059183087199926376,277.2724914550781,STANDARD,3,50,R_A4,1640.155029296875,34,13,277.2724914550781,0,2018-09-12,0.0
0.05742577090859413,277.2291564941406,STANDARD,3,50,R_A4,1635.74072265625,35,14,277.2291564941406,0,2018-09-12,0.0
0.05555154010653496,277.27685546875,STANDARD,29,49,R_A4,1642.972900390625,35,15,277.27685546875,0,2018-09-12,0.0
0.045403722673654556,276.89239501953125,STANDARD,28,49,R_A4,1637.2030029296875,35,16,276.89239501953125,0,2018-09-12,0.0
0.18615056574344635,277.2911376953125,STANDARD,28,49,R_A4,1641.6304931640625,36,17,277.2911376953125,0,2018-09-12,0.0
0.13854816555976868,277.343505859375,STANDARD,28,48,R_A4,1644.234619140625,36,18,277.343505859375,0,2018-09-12,0.0
0.6590868234634399,277.8594055175781,STANDARD,28,48,R_A4,1649.3076171875,37,19,277.8594055175781,0,2018-09-12,0.0
0.2880209982395172,278.44573974609375,STANDARD,28,48,R_A4,1652.9537353515625,38,20,278.44573974609375,0,2018-09-12,0.0
0.0602143220603466,277.95294189453125,STANDARD,27,48,R_A4,1647.341796875,38,21,277.95294189453125,0,2018-09-12,0.0
0.06351127475500107,278.28924560546875,STANDARD,27,47,R_A4,1655.52734375,38,22,278.28924560546875,0,2018-09-12,0.0
1.0,273.0681457519531,STANDARD,1,42,R_A6,1695.0880126953125,17,1,273.0681457519531,0,2018-11-07,8.731835241838903e-13
1.0,273.212890625,STANDARD,2,42,R_A6,1696.62451171875,17,2,273.212890625,0,2018-11-07,4.746747699763132e-13
1.0,273.3554992675781,STANDARD,3,42,R_A6,1698.1610107421875,17,3,273.3554992675781,0,2018-11-07,4.594825496646859e-13
1.0,273.4950256347656,STANDARD,4,42,R_A6,1699.697509765625,17,4,273.4950256347656,0,2018-11-07,3.982375139290756e-13
1.0,273.6329650878906,STANDARD,5,42,R_A6,1701.23388671875,17,5,273.6329650878906,0,2018-11-07,5.845862531030088e-13
1.0,273.77337646484375,STANDARD,6,42,R_A6,1702.7705078125,17,6,273.77337646484375,0,2018-11-07,3.088235916992588e-11
1.0,273.6223449707031,STANDARD,7,42,R_A6,1704.306884765625,17,7,273.6223449707031,0,2018-11-07,5.4722126135997584e-11
1.0,273.7680358886719,STANDARD,8,42,R_A6,1705.843505859375,17,8,273.7680358886719,0,2018-11-07,5.415505197059467e-11
1.0,274.2378234863281,STANDARD,9,42,R_A6,1707.3798828125,17,9,274.2378234863281,0,2018-11-07,4.27976664524321e-12
1.0,274.1729431152344,STANDARD,10,42,R_A6,1708.91650390625,17,10,274.1729431152344,0,2018-11-07,4.746007475908698e-10
1.0,277.0115051269531,STANDARD,11,42,R_A6,1710.8111572265625,17,11,277.0115051269531,0,2018-11-07,1.5603758563020875e-10
1.0,277.2655029296875,STANDARD,12,42,R_A6,1713.0638427734375,17,12,277.2655029296875,0,2018-11-07,1.171568952962332e-10
1.0,277.6142272949219,STANDARD,13,42,R_A6,1715.3165283203125,17,13,277.6142272949219,0,2018-11-07,4.107169899320029e-12
1.0,277.82830810546875,STANDARD,14,42,R_A6,1717.5692138671875,17,14,277.82830810546875,0,2018-11-07,3.4500703075673878e-12
1.0,278.0452575683594,STANDARD,15,42,R_A6,1719.822021484375,17,15,278.0452575683594,0,2018-11-07,1.9667188884409104e-12
1.0,278.4110412597656,STANDARD,16,42,R_A6,1722.07470703125,17,16,278.4110412597656,0,2018-11-07,4.810981257472036e-13
