CONIPOS,PRESSURE,CONBPRES,WELLMODEL,CONKPOS,DEPTH,DRAWDOWN,SWAT,WELL,SGAS,DATE,CONJPOS,CONIDX
33,276.9403076171875,276.9403076171875,STANDARD,3,1635.474609375,0,0.059609442949295044,R_A4,0.0,2018-09-12,51,9
33,277.3072204589844,277.3072204589844,STANDARD,4,1642.1485595703125,0,0.6529463529586792,R_A4,0.0,2018-09-12,50,10
34,277.31689453125,277.31689453125,STANDARD,4,1641.132080078125,0,0.09990818798542023,R_A4,0.0,2018-09-12,50,11
34,277.18896484375,277.18896484375,STANDARD,3,1639.20703125,0,0.15537996590137482,R_A4,0.0,2018-09-12,50,12
35,277.33929443359375,277.33929443359375,STANDARD,3,1640.9061279296875,0,0.22987203299999237,R_A4,0.0,2018-09-12,50,13
35,277.2186584472656,277.2186584472656,STANDARD,2,1639.0426025390625,0,0.2293122261762619,R_A4,0.0,2018-09-12,50,14
35,277.33563232421875,277.33563232421875,STANDARD,2,1641.93212890625,0,0.24161462485790253,R_A4,0.0,2018-09-12,49,15
36,278.97564697265625,278.97564697265625,STANDARD,30,1642.357421875,0,0.052035801112651825,R_A4,0.0,2018-09-12,49,16
36,278.7759704589844,278.7759704589844,STANDARD,30,1639.6068115234375,0,0.19402623176574707,R_A4,0.0,2018-09-12,48,17
37,279.33050537109375,279.33050537109375,STANDARD,30,1646.7513427734375,0,0.09867137670516968,R_A4,0.0,2018-09-12,48,18
38,279.8475341796875,279.8475341796875,STANDARD,30,1653.461669921875,0,0.11062373965978622,R_A4,0.0,2018-09-12,48,19
38,280.12164306640625,280.12164306640625,STANDARD,30,1657.8184814453125,0,0.12104741483926773,R_A4,0.0,2018-09-12,47,20
17,275.55047607421875,275.55047607421875,STANDARD,1,1695.20263671875,0,1.0,R_A6,-1.2009337946498693e-15,2018-11-07,42,1
17,275.6960754394531,275.6960754394531,STANDARD,2,1696.7510986328125,0,1.0,R_A6,-7.632677944575136e-16,2018-11-07,42,2
17,275.8390808105469,275.8390808105469,STANDARD,3,1698.299560546875,0,1.0,R_A6,-5.387141720635967e-16,2018-11-07,42,3
