DRAWDOWN,CONJPOS,CONBPRES,DEPTH,PRESSURE,DATE,CONIDX,WELLMODEL,SWAT,SGAS,CONIPOS,CONKPOS,WELL
0,20,304.27630615234375,1689.5875244140625,304.27630615234375,2018-01-01,3,STANDARD,1.0,0.0,31,3,R_A5
0,20,304.4924011230469,1691.8680419921875,304.4924011230469,2018-01-01,4,STANDARD,1.0,0.0,31,4,R_A5
0,20,304.7085266113281,1694.1485595703125,304.7085266113281,2018-01-01,5,STANDARD,1.0,0.0,31,5,R_A5
0,20,304.9246520996094,1696.4290771484375,304.9246520996094,2018-01-01,6,STANDARD,1.0,0.0,31,6,R_A5
0,20,305.446533203125,1698.70947265625,305.446533203125,2018-01-01,7,STANDARD,1.0,0.0,31,7,R_A5
0,20,305.988037109375,1707.6488037109375,305.988037109375,2018-01-01,8,STANDARD,1.0,0.0,31,11,R_A5
0,20,306.1695251464844,1709.5638427734375,306.1695251464844,2018-01-01,9,STANDARD,1.0,0.0,31,12,R_A5
0,21,305.4322814941406,1701.7845458984375,305.4322814941406,2018-01-01,10,STANDARD,1.0,0.0,31,12,R_A5
0,21,305.6291198730469,1703.735107421875,305.6291198730469,2018-01-01,11,STANDARD,1.0,0.0,31,13,R_A5
0,21,305.81396484375,1705.6856689453125,305.81396484375,2018-01-01,12,STANDARD,1.0,0.0,31,14,R_A5
0,21,305.9988098144531,1707.63623046875,305.9988098144531,2018-01-01,13,STANDARD,1.0,0.0,31,15,R_A5
0,21,306.3287048339844,1709.5867919921875,306.3287048339844,2018-01-01,14,STANDARD,1.0,0.0,31,16,R_A5
0,21,306.5135498046875,1711.537353515625,306.5135498046875,2018-01-01,15,STANDARD,1.0,0.0,31,17,R_A5
0,21,306.6856994628906,1713.35400390625,306.6856994628906,2018-01-01,16,STANDARD,1.0,0.0,31,18,R_A5
0,21,306.7843933105469,1714.3951416015625,306.7843933105469,2018-01-01,17,STANDARD,1.0,0.0,31,19,R_A5
0,21,306.75689697265625,1715.7628173828125,306.75689697265625,2018-01-01,18,STANDARD,1.0,0.0,31,27,R_A5
0,21,306.978271484375,1718.098388671875,306.978271484375,2018-01-01,19,STANDARD,1.0,0.0,31,28,R_A5
0,21,307.5054016113281,1720.43408203125,307.5054016113281,2018-01-01,20,STANDARD,1.0,0.0,31,29,R_A5
0,21,307.7267761230469,1722.7696533203125,307.7267761230469,2018-01-01,21,STANDARD,1.0,0.0,31,30,R_A5
0,21,307.9481506347656,1725.105224609375,307.9481506347656,2018-01-01,22,STANDARD,1.0,0.0,31,31,R_A5
0,42,305.11419677734375,1695.20263671875,305.11419677734375,2018-01-01,1,STANDARD,1.0,0.0,17,1,R_A6
0,42,305.2609558105469,1696.7510986328125,305.2609558105469,2018-01-01,2,STANDARD,1.0,0.0,17,2,R_A6
0,42,305.4076843261719,1698.299560546875,305.4076843261719,2018-01-01,3,STANDARD,1.0,0.0,17,3,R_A6
0,42,305.554443359375,1699.84814453125,305.554443359375,2018-01-01,4,STANDARD,1.0,0.0,17,4,R_A6
0,42,305.7012023925781,1701.3966064453125,305.7012023925781,2018-01-01,5,STANDARD,1.0,0.0,17,5,R_A6
0,42,305.84796142578125,1702.9451904296875,305.84796142578125,2018-01-01,6,STANDARD,1.0,0.0,17,6,R_A6
0,42,305.6956481933594,1704.49365234375,305.6956481933594,2018-01-01,7,STANDARD,1.0,0.0,17,7,R_A6
0,42,305.8424072265625,1706.042236328125,305.8424072265625,2018-01-01,8,STANDARD,1.0,0.0,17,8,R_A6
0,42,306.2882080078125,1707.5906982421875,306.2882080078125,2018-01-01,9,STANDARD,1.0,0.0,17,9,R_A6
0,42,306.1291809082031,1709.1392822265625,306.1291809082031,2018-01-01,10,STANDARD,1.0,0.0,17,10,R_A6
0,42,306.3109130859375,1711.055419921875,306.3109130859375,2018-01-01,11,STANDARD,1.0,0.0,17,11,R_A6
0,42,306.52734375,1713.3392333984375,306.52734375,2018-01-01,12,STANDARD,1.0,0.0,17,12,R_A6
0,42,306.7557678222656,1715.623046875,306.7557678222656,2018-01-01,13,STANDARD,1.0,0.0,17,13,R_A6
0,42,306.9721984863281,1717.9068603515625,306.9721984863281,2018-01-01,14,STANDARD,1.0,0.0,17,14,R_A6
0,42,307.18865966796875,1720.190673828125,307.18865966796875,2018-01-01,15,STANDARD,1.0,0.0,17,15,R_A6
0,42,307.55010986328125,1722.474365234375,307.55010986328125,2018-01-01,16,STANDARD,1.0,0.0,17,16,R_A6
0,42,307.7665710449219,1724.7581787109375,307.7665710449219,2018-01-01,17,STANDARD,1.0,0.0,17,17,R_A6
0,42,307.921630859375,1726.394287109375,307.921630859375,2018-01-01,18,STANDARD,1.0,0.0,17,18,R_A6
0,42,307.8930969238281,1727.7508544921875,307.8930969238281,2018-01-01,19,STANDARD,1.0,0.0,17,27,R_A6
0,42,308.3623352050781,1729.4755859375,308.3623352050781,2018-01-01,20,STANDARD,1.0,0.0,17,28,R_A6
0,42,308.52581787109375,1731.2001953125,308.52581787109375,2018-01-01,21,STANDARD,1.0,0.0,17,29,R_A6
0,42,308.68927001953125,1732.9249267578125,308.68927001953125,2018-01-01,22,STANDARD,1.0,0.0,17,30,R_A6
0,42,308.5469665527344,1734.649658203125,308.5469665527344,2018-01-01,23,STANDARD,1.0,0.0,17,31,R_A6
0,30,298.7564392089844,1641.094970703125,298.7564392089844,2018-03-01,1,STANDARD,0.05664485692977905,0.0,22,1,R_A2
0,30,298.8766784667969,1642.8890380859375,298.8766784667969,2018-03-01,2,STANDARD,0.05794447287917137,0.0,22,2,R_A2
0,30,298.9969177246094,1644.68310546875,298.9969177246094,2018-03-01,3,STANDARD,0.060745805501937866,0.0,22,3,R_A2
0,30,299.1171569824219,1646.4771728515625,299.1171569824219,2018-03-01,4,STANDARD,0.06545546650886536,0.0,22,4,R_A2
0,30,299.2374267578125,1648.2713623046875,299.2374267578125,2018-03-01,5,STANDARD,0.06933928281068802,0.0,22,5,R_A2
0,30,299.3798522949219,1650.0654296875,299.3798522949219,2018-03-01,6,STANDARD,0.3079948425292969,0.0,22,6,R_A2
0,30,299.50872802734375,1651.859619140625,299.50872802734375,2018-03-01,7,STANDARD,0.8966209888458252,0.0,22,7,R_A2
0,30,299.6385498046875,1653.6536865234375,299.6385498046875,2018-03-01,8,STANDARD,0.8800559043884277,0.0,22,8,R_A2
0,30,299.7666320800781,1655.44775390625,299.7666320800781,2018-03-01,9,STANDARD,0.9073983430862427,0.0,22,9,R_A2
0,30,300.0660705566406,1657.2418212890625,300.0660705566406,2018-03-01,10,STANDARD,0.9076195359230042,0.0,22,10,R_A2
0,30,300.2732238769531,1659.1368408203125,300.2732238769531,2018-03-01,11,STANDARD,0.07680387049913406,0.0,22,11,R_A2
0,30,300.4071350097656,1661.132568359375,300.4071350097656,2018-03-01,12,STANDARD,0.0830678641796112,0.0,22,12,R_A2
0,30,300.8143005371094,1663.12841796875,300.8143005371094,2018-03-01,13,STANDARD,0.4748819172382355,0.0,22,13,R_A2
0,30,300.9559326171875,1665.1241455078125,300.9559326171875,2018-03-01,14,STANDARD,0.5128363370895386,0.0,22,14,R_A2
0,30,301.08905029296875,1667.1199951171875,301.08905029296875,2018-03-01,15,STANDARD,0.6796201467514038,0.0,22,15,R_A2
0,30,301.22198486328125,1669.11572265625,301.22198486328125,2018-03-01,16,STANDARD,0.9705080986022949,0.0,22,16,R_A2
0,30,301.35546875,1671.111572265625,301.35546875,2018-03-01,17,STANDARD,0.9568945169448853,0.0,22,17,R_A2
0,30,301.4811706542969,1672.9881591796875,301.4811706542969,2018-03-01,18,STANDARD,0.9819087982177734,0.0,22,18,R_A2
0,29,301.5037841796875,1674.229736328125,301.5037841796875,2018-03-01,19,STANDARD,0.994646430015564,0.0,22,18,R_A2
0,29,302.9949645996094,1676.1676025390625,302.9949645996094,2018-03-01,20,STANDARD,1.0,-6.648657402786052e-17,22,27,R_A2
0,29,303.4455871582031,1677.9368896484375,303.4455871582031,2018-03-01,21,STANDARD,1.0,-2.2215858545035744e-19,22,28,R_A2
0,29,303.6125183105469,1679.7061767578125,303.6125183105469,2018-03-01,22,STANDARD,1.0,-5.89001709986626e-20,22,29,R_A2
0,29,303.77923583984375,1681.4754638671875,303.77923583984375,2018-03-01,23,STANDARD,1.0,-2.0858856342433314e-18,22,30,R_A2
0,29,303.1646423339844,1683.2447509765625,303.1646423339844,2018-03-01,24,STANDARD,1.0,-5.253978506327816e-15,22,31,R_A2
0,20,273.3926696777344,1685.026611328125,273.3926696777344,2018-04-28,1,STANDARD,1.0,7.34043516650905e-17,31,1,R_A5
0,20,273.6084899902344,1687.3070068359375,273.6084899902344,2018-04-28,2,STANDARD,1.0,8.804041428607109e-18,31,2,R_A5
0,20,273.8243713378906,1689.5875244140625,273.8243713378906,2018-04-28,3,STANDARD,1.0,7.691156569857981e-16,31,3,R_A5
0,20,274.0402526855469,1691.8680419921875,274.0402526855469,2018-04-28,4,STANDARD,1.0,9.809876079725421e-16,31,4,R_A5
0,20,274.2561340332031,1694.1485595703125,274.2561340332031,2018-04-28,5,STANDARD,1.0,9.24143226882306e-16,31,5,R_A5
0,20,274.47198486328125,1696.4290771484375,274.47198486328125,2018-04-28,6,STANDARD,1.0,7.166820411497112e-16,31,6,R_A5
0,20,275.010498046875,1698.70947265625,275.010498046875,2018-04-28,7,STANDARD,1.0,1.6510531644003333e-16,31,7,R_A5
0,20,275.4860534667969,1707.6488037109375,275.4860534667969,2018-04-28,8,STANDARD,1.0,1.3780563333249535e-13,31,11,R_A5
0,20,275.72662353515625,1709.5638427734375,275.72662353515625,2018-04-28,9,STANDARD,1.0,1.2595516806195722e-13,31,12,R_A5
0,21,274.1610107421875,1701.7845458984375,274.1610107421875,2018-04-28,10,STANDARD,1.0,2.4607914447458135e-13,31,12,R_A5
0,21,274.36248779296875,1703.735107421875,274.36248779296875,2018-04-28,11,STANDARD,1.0,2.5578816137666188e-14,31,13,R_A5
0,21,274.5519104003906,1705.6856689453125,274.5519104003906,2018-04-28,12,STANDARD,1.0,3.9610292991562254e-14,31,14,R_A5
0,21,274.75653076171875,1707.63623046875,274.75653076171875,2018-04-28,13,STANDARD,1.0,2.936177505557386e-13,31,15,R_A5
0,21,275.1192626953125,1709.5867919921875,275.1192626953125,2018-04-28,14,STANDARD,1.0,3.6393319456130835e-13,31,16,R_A5
0,21,275.33935546875,1711.537353515625,275.33935546875,2018-04-28,15,STANDARD,1.0,8.79432364062592e-14,31,17,R_A5
0,21,275.54296875,1713.35400390625,275.54296875,2018-04-28,16,STANDARD,1.0,1.7544929539151793e-13,31,18,R_A5
0,21,275.6512451171875,1714.3951416015625,275.6512451171875,2018-04-28,17,STANDARD,1.0,0.0,31,19,R_A5
0,21,275.6297607421875,1715.7628173828125,275.6297607421875,2018-04-28,18,STANDARD,1.0,7.066467907785451e-14,31,27,R_A5
0,21,275.88116455078125,1718.098388671875,275.88116455078125,2018-04-28,19,STANDARD,1.0,6.811948737289047e-14,31,28,R_A5
0,21,290.9922790527344,1720.43408203125,290.9922790527344,2018-04-28,20,STANDARD,1.0,2.0791081298943781e-19,31,29,R_A5
0,21,301.94482421875,1722.7696533203125,301.94482421875,2018-04-28,21,STANDARD,1.0,3.583384218318649e-20,31,30,R_A5
0,21,305.71148681640625,1725.105224609375,305.71148681640625,2018-04-28,22,STANDARD,1.0,6.6429423994939025e-22,31,31,R_A5
0,41,281.5018310546875,1609.243408203125,281.5018310546875,2018-07-03,1,STANDARD,0.6496626138687134,0.0,28,1,R_A3
0,41,281.6656494140625,1611.3077392578125,281.6656494140625,2018-07-03,2,STANDARD,0.20031757652759552,0.0,28,2,R_A3
0,41,281.8036193847656,1613.3720703125,281.8036193847656,2018-07-03,3,STANDARD,0.19446273148059845,0.0,28,3,R_A3
0,41,282.0018310546875,1615.4365234375,282.0018310546875,2018-07-03,4,STANDARD,0.3740170896053314,0.0,28,4,R_A3
0,41,282.1466369628906,1617.5008544921875,282.1466369628906,2018-07-03,5,STANDARD,0.6494724750518799,0.0,28,5,R_A3
0,41,282.3043212890625,1619.565185546875,282.3043212890625,2018-07-03,6,STANDARD,0.11107123643159866,0.0,28,6,R_A3
0,41,281.5683898925781,1609.3663330078125,281.5683898925781,2018-07-03,7,STANDARD,0.28436312079429626,0.0,29,6,R_A3
0,41,281.70465087890625,1611.4163818359375,281.70465087890625,2018-07-03,8,STANDARD,0.19692087173461914,0.0,29,7,R_A3
0,41,281.8414306640625,1613.46630859375,281.8414306640625,2018-07-03,9,STANDARD,0.1982298046350479,0.0,29,8,R_A3
0,41,281.9989929199219,1615.516357421875,281.9989929199219,2018-07-03,10,STANDARD,0.6868822574615479,0.0,29,9,R_A3
0,41,282.3781433105469,1617.5662841796875,282.3781433105469,2018-07-03,11,STANDARD,0.649595320224762,0.0,29,10,R_A3
0,41,282.75115966796875,1619.750732421875,282.75115966796875,2018-07-03,12,STANDARD,0.051233477890491486,0.0,29,11,R_A3
0,41,282.9059753417969,1622.0697021484375,282.9059753417969,2018-07-03,13,STANDARD,0.05446617305278778,0.0,29,12,R_A3
0,41,283.0617980957031,1624.388671875,283.0617980957031,2018-07-03,14,STANDARD,0.37376129627227783,0.0,29,13,R_A3
0,41,284.9685363769531,1626.707763671875,284.9685363769531,2018-07-03,15,STANDARD,0.3506071865558624,0.0,29,14,R_A3
0,41,283.7423400878906,1629.026611328125,283.7423400878906,2018-07-03,16,STANDARD,0.49397483468055725,0.0,29,15,R_A3
0,41,283.8689880371094,1630.9468994140625,283.8689880371094,2018-07-03,17,STANDARD,0.8099578022956848,0.0,29,16,R_A3
0,41,289.0515441894531,1633.5262451171875,289.0515441894531,2018-07-03,18,STANDARD,0.716621994972229,0.0,29,27,R_A3
0,41,284.05645751953125,1637.1630859375,284.05645751953125,2018-07-03,19,STANDARD,0.04358607158064842,0.0,29,28,R_A3
0,41,284.29949951171875,1640.8001708984375,284.29949951171875,2018-07-03,20,STANDARD,0.12039007991552353,0.0,29,29,R_A3
0,41,284.5491943359375,1644.4371337890625,284.5491943359375,2018-07-03,21,STANDARD,0.6497358679771423,0.0,29,30,R_A3
0,41,284.8033142089844,1648.0740966796875,284.8033142089844,2018-07-03,22,STANDARD,0.06511383503675461,0.0,29,31,R_A3
0,52,276.7624206542969,1631.1873779296875,276.7624206542969,2018-09-12,1,STANDARD,0.05104762688279152,0.0,30,1,R_A4
0,52,276.8032531738281,1627.4293212890625,276.8032531738281,2018-09-12,2,STANDARD,0.049749769270420074,0.0,31,1,R_A4
0,52,276.9405822753906,1629.4896240234375,276.9405822753906,2018-09-12,3,STANDARD,0.05174168944358826,0.0,31,2,R_A4
0,52,277.0780029296875,1631.5498046875,277.0780029296875,2018-09-12,4,STANDARD,0.05466685816645622,0.0,31,3,R_A4
0,52,277.21539306640625,1633.610107421875,277.21539306640625,2018-09-12,5,STANDARD,0.056502748280763626,0.0,31,4,R_A4
0,52,277.3896789550781,1632.3968505859375,277.3896789550781,2018-09-12,6,STANDARD,0.057274818420410156,0.0,32,4,R_A4
0,51,277.2120666503906,1635.880615234375,277.2120666503906,2018-09-12,7,STANDARD,0.11127401888370514,0.0,32,4,R_A4
0,51,277.38421630859375,1637.321044921875,277.38421630859375,2018-09-12,8,STANDARD,0.15425682067871094,0.0,33,4,R_A4
0,51,277.2709045410156,1635.474609375,277.2709045410156,2018-09-12,9,STANDARD,0.18772438168525696,0.0,33,3,R_A4
0,50,276.4257507324219,1642.1485595703125,276.4257507324219,2018-09-12,10,STANDARD,0.06898833811283112,0.0,33,4,R_A4
0,50,276.5295715332031,1641.132080078125,276.5295715332031,2018-09-12,11,STANDARD,0.06317958235740662,0.0,34,4,R_A4
0,50,276.43115234375,1639.20703125,276.43115234375,2018-09-12,12,STANDARD,0.657848060131073,0.0,34,3,R_A4
0,50,276.8077697753906,1640.9061279296875,276.8077697753906,2018-09-12,13,STANDARD,0.27105820178985596,0.0,35,3,R_A4
0,50,276.8438720703125,1639.0426025390625,276.8438720703125,2018-09-12,14,STANDARD,0.23975154757499695,0.0,35,2,R_A4
0,49,276.4281005859375,1641.93212890625,276.4281005859375,2018-09-12,15,STANDARD,0.23835206031799316,0.0,35,2,R_A4
0,49,279.3089904785156,1642.357421875,279.3089904785156,2018-09-12,16,STANDARD,0.22242476046085358,0.0,36,30,R_A4
0,48,278.97796630859375,1639.6068115234375,278.97796630859375,2018-09-12,17,STANDARD,0.1935233175754547,0.0,36,30,R_A4
0,48,279.65576171875,1646.7513427734375,279.65576171875,2018-09-12,18,STANDARD,0.6814432740211487,0.0,37,30,R_A4
0,48,280.5215148925781,1653.461669921875,280.5215148925781,2018-09-12,19,STANDARD,0.7056516408920288,0.0,38,30,R_A4
0,47,280.5631408691406,1657.8184814453125,280.5631408691406,2018-09-12,20,STANDARD,0.6884294748306274,0.0,38,30,R_A4
0,42,272.922119140625,1695.20263671875,272.922119140625,2018-11-07,1,STANDARD,1.0,-2.7766358742094155e-17,17,1,R_A6
0,42,273.06707763671875,1696.7510986328125,273.06707763671875,2018-11-07,2,STANDARD,1.0,-1.44185902204955e-17,17,2,R_A6
0,42,273.20892333984375,1698.299560546875,273.20892333984375,2018-11-07,3,STANDARD,1.0,-1.904033450732121e-17,17,3,R_A6
0,42,273.3465881347656,1699.84814453125,273.3465881347656,2018-11-07,4,STANDARD,1.0,-6.8722053621522845e-18,17,4,R_A6
0,42,273.48187255859375,1701.3966064453125,273.48187255859375,2018-11-07,5,STANDARD,1.0,-1.9246338875793866e-17,17,5,R_A6
0,42,273.6206970214844,1702.9451904296875,273.6206970214844,2018-11-07,6,STANDARD,1.0,-7.107985502980828e-16,17,6,R_A6
0,42,273.4664611816406,1704.49365234375,273.4664611816406,2018-11-07,7,STANDARD,1.0,-1.4615324805977194e-15,17,7,R_A6
0,42,273.61248779296875,1706.042236328125,273.61248779296875,2018-11-07,8,STANDARD,1.0,-7.911707008664056e-16,17,8,R_A6
0,42,274.0591735839844,1707.5906982421875,274.0591735839844,2018-11-07,9,STANDARD,1.0,-4.719281454191022e-17,17,9,R_A6
0,42,274.516357421875,1709.1392822265625,274.516357421875,2018-11-07,10,STANDARD,1.0,0.0,17,10,R_A6
0,42,275.12933349609375,1711.055419921875,275.12933349609375,2018-11-07,11,STANDARD,1.0,-9.110978209987363e-17,17,11,R_A6
0,42,275.3443298339844,1713.3392333984375,275.3443298339844,2018-11-07,12,STANDARD,1.0,-3.770475843962892e-17,17,12,R_A6
0,42,275.5578308105469,1715.623046875,275.5578308105469,2018-11-07,13,STANDARD,1.0,-5.533821754367504e-18,17,13,R_A6
0,42,275.7738037109375,1717.9068603515625,275.7738037109375,2018-11-07,14,STANDARD,1.0,-3.918755330670474e-18,17,14,R_A6
0,42,275.9883728027344,1720.190673828125,275.9883728027344,2018-11-07,15,STANDARD,1.0,-2.240777065100264e-18,17,15,R_A6
