DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2000-01-01,8917232640.0,0.0,0.0,0.0,0.0,48463220.0,0.0,0.0,0.0,0.0,0.0,0.0,339163616.0,0.0,0.0,0.0
2000-02-01,8917229568.0,0.0,0.0,0.0,0.0,48463192.0,0.0,0.0,0.0,0.0,0.0,0.0,339163648.0,0.0,0.0,0.08487337082624435
2000-03-01,8855649280.0,2123454.25,2123621.5,61580160.0,61585024.0,48128520.0,11540.5126953125,11540.0,334674.78125,334674.78125,334660.0,0.0,339303616.0,0.4399194121360779,0.0,0.1642710417509079
2000-04-01,8796598272.0,1904815.375,1887736.75,120630928.0,120104864.0,47807592.0,10352.2568359375,10257.2578125,655602.875,655602.875,652635.0,0.0,339458624.0,4.170893669128418,4548.0009765625,0.24914442002773285
2000-05-01,8743225344.0,1778677.75,1695579.625,174003680.0,170972256.0,47517520.0,9666.7265625,9213.5673828125,945672.1875,945672.1875,929042.0,0.0,339608544.0,66.95238494873047,25817.001953125,0.3312799334526062
2000-06-01,8689533952.0,1729844.0,1638625.75,227695344.0,221769648.0,47225716.0,9401.326171875,8903.451171875,1237474.625,1237474.625,1205049.0,0.0,339763008.0,607.7161254882812,50901.0,0.41615331172943115
2000-07-01,8641574912.0,1592710.625,1509394.625,275654560.0,267051488.0,46965068.0,8656.0361328125,8201.7001953125,1498122.625,1498122.625,1451100.0,0.0,340055680.0,2948.651611328125,75951.0,0.4982888400554657
2000-08-01,8595597312.0,1474614.75,1398302.75,321631936.0,310398880.0,46715192.0,8014.2109375,7597.41943359375,1747999.625,1747999.625,1686620.0,0.0,340358816.0,9806.5390625,105138.0,0.5831621885299683
2000-09-01,8552070144.0,1398877.875,1325874.25,365159072.0,351500960.0,46478632.0,7602.59765625,7203.8388671875,1984560.25,1984560.25,1909939.0,0.0,340657760.0,20850.18359375,136780.015625,0.6680355668067932
2000-10-01,8511661568.0,1343197.25,1270949.375,405567392.0,389629472.0,46259020.0,7299.98486328125,6905.7666015625,2204170.75,2204170.75,2117112.0,0.0,340944704.0,33910.82421875,169202.0,0.7501711249351501
2000-11-01,8471292928.0,1299331.75,1227013.0,445936352.0,427666848.0,46039624.0,7061.5859375,6666.935546875,2423567.25,2423567.25,2323787.0,0.0,341239456.0,49146.234375,204244.0,0.8350445032119751
