DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2000-01-01,10071902208.0,0.0,0.0,0.0,0.0,54738596.0,0.0,0.0,0.0,0.0,0.0,0.0,324064032.0,0.0,0.0,0.0
2000-02-01,10071895040.0,0.0,0.0,0.0,0.0,54738548.0,0.0,0.0,0.0,0.0,0.0,0.0,324064096.0,0.0,0.0,0.08487337082624435
2000-03-01,10010315776.0,2123387.5,2123621.5,61579792.0,61585024.0,54403876.0,11540.1494140625,11540.0,334672.78125,334672.78125,334660.0,0.0,324204064.0,3.550034523010254,0.0,0.1642710417509079
2000-04-01,9951290368.0,1902222.625,1887736.75,120604296.0,120104864.0,54083088.0,10338.1669921875,10257.2578125,655458.125,655458.125,652635.0,0.0,324358848.0,231.1716766357422,4548.0009765625,0.24914442002773285
2000-05-01,9898108928.0,1767052.125,1695579.625,173786160.0,170972256.0,53794056.0,9603.5439453125,9213.5673828125,944490.0,944490.0,929042.0,0.0,324507168.0,1918.9031982421875,25817.001953125,0.3312799334526062
2000-06-01,9844905984.0,1710465.25,1638625.75,226988672.0,221769648.0,53504912.0,9296.0068359375,8903.451171875,1233634.125,1233634.125,1205049.0,0.0,324657472.0,6612.267578125,50901.0,0.41615331172943115
2000-07-01,9797442560.0,1578380.25,1509394.625,274452352.0,267051488.0,53246956.0,8578.1533203125,8201.7001953125,1491588.875,1491588.875,1451100.0,0.0,324945888.0,13162.65625,75951.0,0.4982888400554657
2000-08-01,9751707648.0,1471777.875,1398302.75,320187328.0,310398880.0,52998396.0,7998.79248046875,7597.41943359375,1740148.5,1740148.5,1686620.0,0.0,325246976.0,22087.498046875,105138.0,0.5831621885299683
2000-09-01,9708138496.0,1402524.125,1325874.25,363756096.0,351500960.0,52761608.0,7622.41357421875,7203.8388671875,1976935.25,1976935.25,1909939.0,0.0,325546272.0,32793.890625,136780.015625,0.6680355668067932
2000-10-01,9667561472.0,1350200.875,1270949.375,404333632.0,389629472.0,52541080.0,7338.04833984375,6905.7666015625,2197465.25,2197465.25,2117112.0,0.0,325834624.0,44436.66796875,169202.0,0.7501711249351501
2000-11-01,9626940416.0,1308138.875,1227013.0,444954432.0,427666848.0,52320312.0,7109.45068359375,6666.935546875,2418230.5,2418230.5,2323787.0,0.0,326131520.0,57554.9296875,204244.0,0.8350445032119751
2000-12-01,9588640768.0,1274626.25,1191768.75,483254208.0,463419936.0,52112164.0,6927.31689453125,6475.7666015625,2626381.75,2626381.75,2518060.0,0.0,326417856.0,71222.6015625,239515.0,0.9171800017356873
2001-01-01,9549915136.0,1247130.5,1163525.625,521979584.0,499489216.0,51901700.0,6777.8828125,6321.87109375,2836845.75,2836845.75,2714038.0,0.0,326712704.0,86348.84375,277189.0,1.0020533800125122
2001-02-01,9489294336.0,1952770.5,1873729.0,582600128.0,557574848.0,51572240.0,10612.8828125,10180.322265625,3166305.0,3166305.0,3029628.0,0.0,327007072.0,101994.0,314403.0,1.086926817893982
2001-03-01,9448079360.0,1470304.5,1401034.0,623815296.0,596803776.0,51348244.0,7990.78515625,7610.60693359375,3390300.75,3390300.75,3242725.0,0.0,327273760.0,115313.734375,344655.0,1.1635866165161133
2001-04-01,9403723776.0,1417732.25,1301814.625,668170624.0,637160000.0,51107184.0,7705.06640625,7072.09716796875,3631362.25,3631362.25,3461960.0,0.0,327697536.0,151524.390625,414866.03125,1.2484599351882935
2001-05-01,9360694272.0,1415527.375,1283700.25,711200320.0,675671040.0,50873324.0,7693.08349609375,6973.00048828125,3865219.25,3865219.25,3671150.0,0.0,328092192.0,206843.296875,508601.0,1.3305954933166504
2001-06-01,9317146624.0,1384724.625,1268368.5,754747968.0,714990464.0,50636652.0,7525.67724609375,6890.2255859375,4101891.0,4101891.0,3884747.0,0.0,328482592.0,281445.4375,619142.0,1.4154688119888306
2001-07-01,9276314624.0,1346682.375,1244567.125,795579584.0,752327488.0,50414740.0,7318.92578125,6761.6005859375,4323802.0,4323802.0,4087595.0,0.0,328847136.0,366915.4375,734308.0,1.4976043701171875
2001-08-01,9235433472.0,1308349.25,1216663.5,836460864.0,790044032.0,50192560.0,7110.59375,6611.193359375,4545983.0,4545983.0,4292542.0,0.0,329214336.0,464704.28125,858961.0,1.5824778079986572
2001-09-01,9195211776.0,1290208.125,1204614.875,876682752.0,827387072.0,49973964.0,7012.0009765625,6543.677734375,4764580.0,4764580.0,4495396.0,0.0,329574368.0,569683.375,988430.0,1.6673511266708374
2001-10-01,9156869120.0,1272824.125,1190271.0,915024896.0,863095232.0,49765584.0,6917.5224609375,6465.900390625,4972961.5,4972961.5,4689373.0,0.0,329917472.0,676579.0625,1117730.0,1.7494866847991943
2001-11-01,9117918208.0,1252125.375,1170988.625,953976256.0,899395904.0,49553892.0,6805.02880859375,6361.3232421875,5184653.5,5184653.5,4886574.0,0.0,330267296.0,791761.3125,1255454.0,1.8343600034713745
2001-12-01,9080584192.0,1240905.75,1160353.625,991309952.0,934206464.0,49350988.0,6744.05322265625,6303.49951171875,5387554.0,5387554.0,5075679.0,0.0,330601696.0,907337.9375,1392488.0,1.9164955615997314
2002-01-01,9042183168.0,1235480.25,1155516.25,1029711424.0,970027520.0,49142284.0,6714.56640625,6277.677734375,5596258.0,5596258.0,5270287.0,0.0,330943616.0,1030414.9375,1537496.0,2.001368999481201
2002-02-01,9003958272.0,1229934.125,1151288.125,1067936256.0,1005717440.0,48934544.0,6684.4248046875,6253.58056640625,5804001.5,5804001.5,5464148.0,0.0,331282272.0,1156779.625,1685432.125,2.086242198944092
2002-03-01,8969626624.0,1223348.375,1146238.0,1102267648.0,1037812096.0,48747960.0,6648.63232421875,6226.14306640625,5990585.0,5990585.0,5638480.0,0.0,331585440.0,1273609.25,1821296.125,2.1629021167755127
2002-04-01,8931832832.0,1215890.875,1141515.25,1140061184.0,1073199040.0,48542556.0,6608.1025390625,6201.193359375,6195985.0,6195985.0,5830717.0,0.0,331918144.0,1405918.125,1974069.125,2.2477755546569824
2002-05-01,8895625216.0,1203702.125,1132282.75,1176268800.0,1107167488.0,48345776.0,6541.859375,6150.76611328125,6392765.5,6392765.5,6015240.0,0.0,332237088.0,1536949.125,2124148.0,2.32991099357605
2002-06-01,8858518528.0,1193513.875,1124983.75,1213375488.0,1142041984.0,48144108.0,6486.48876953125,6111.38720703125,6594432.0,6594432.0,6204693.0,0.0,332563456.0,1675597.25,2281780.0,2.4147844314575195
2002-07-01,8822796288.0,1187299.625,1110101.25,1249097856.0,1175345024.0,47949964.0,6452.71533203125,6030.50048828125,6788575.5,6788575.5,6385608.0,0.0,332876288.0,1812772.75,2439522.0,2.496919870376587
