CONBPRES,DRAWDOWN,SWAT,CONIPOS,WELLMODEL,DATE,PRESSURE,CONKPOS,CONIDX,CONJPOS,SGAS,DEPTH,WELL
279.43487548828125,0,0.08653084188699722,36,STANDARD,2018-09-12,279.43487548828125,27,17,48,0.0,1639.8594970703125,R_A4
280.0249328613281,0,0.21363790333271027,37,STANDARD,2018-09-12,280.0249328613281,27,18,48,0.0,1645.1328125,R_A4
280.5392761230469,0,0.6513597369194031,38,STANDARD,2018-09-12,280.5392761230469,27,19,48,0.0,1649.9837646484375,R_A4
280.9197692871094,0,0.6500918865203857,38,STANDARD,2018-09-12,280.9197692871094,27,20,47,0.0,1658.3648681640625,R_A4
277.20263671875,0,1.0,17,STANDARD,2018-11-07,277.20263671875,1,1,42,1.1504284504193496e-11,1694.53466796875,R_A6
277.3569641113281,0,1.0,17,STANDARD,2018-11-07,277.3569641113281,2,2,42,4.146482636413484e-12,1696.0784912109375,R_A6
277.5132751464844,0,1.0,17,STANDARD,2018-11-07,277.5132751464844,3,3,42,3.05429327662754e-11,1697.6221923828125,R_A6
277.6802978515625,0,1.0,17,STANDARD,2018-11-07,277.6802978515625,4,4,42,2.540703107969944e-12,1699.166015625,R_A6
277.8460693359375,0,1.0,17,STANDARD,2018-11-07,277.8460693359375,5,5,42,3.778509623242332e-12,1700.709716796875,R_A6
278.0021667480469,0,1.0,17,STANDARD,2018-11-07,278.0021667480469,6,6,42,1.7461648793570816e-10,1702.2535400390625,R_A6
277.8544921875,0,1.0,17,STANDARD,2018-11-07,277.8544921875,7,7,42,3.1871058570054345e-10,1703.79736328125,R_A6
278.009765625,0,1.0,17,STANDARD,2018-11-07,278.009765625,8,8,42,2.1269701278026076e-10,1705.341064453125,R_A6
278.48895263671875,0,1.0,17,STANDARD,2018-11-07,278.48895263671875,9,9,42,3.062613704307715e-11,1706.884765625,R_A6
278.35137939453125,0,1.0,17,STANDARD,2018-11-07,278.35137939453125,10,10,42,2.4029944700743044e-09,1708.4287109375,R_A6
278.5412292480469,0,1.0000001192092896,17,STANDARD,2018-11-07,278.5412292480469,11,11,42,2.6334072700251454e-09,1710.3721923828125,R_A6
278.8082275390625,0,1.0,17,STANDARD,2018-11-07,278.8082275390625,12,12,42,8.451596089642521e-10,1712.7152099609375,R_A6
279.0779724121094,0,1.0,17,STANDARD,2018-11-07,279.0779724121094,13,13,42,4.3882904254832766e-11,1715.058349609375,R_A6
279.30029296875,0,1.0,17,STANDARD,2018-11-07,279.30029296875,14,14,42,3.6760254562562267e-11,1717.4014892578125,R_A6
279.52410888671875,0,1.0,17,STANDARD,2018-11-07,279.52410888671875,15,15,42,2.6450033135949624e-11,1719.74462890625,R_A6
279.89569091796875,0,1.0,17,STANDARD,2018-11-07,279.89569091796875,16,16,42,7.968758465592973e-12,1722.087890625,R_A6
280.1219482421875,0,1.0,17,STANDARD,2018-11-07,280.1219482421875,17,17,42,1.226133257425932e-11,1724.430908203125,R_A6
280.25897216796875,0,1.0,17,STANDARD,2018-11-07,280.25897216796875,18,18,42,1.2849348321464227e-11,1725.86181640625,R_A6
280.2205810546875,0,1.0,17,STANDARD,2018-11-07,280.2205810546875,24,19,42,1.848392994219239e-09,1726.98046875,R_A6
280.6969299316406,0,1.0,17,STANDARD,2018-11-07,280.6969299316406,25,20,42,9.212888230081262e-10,1728.6988525390625,R_A6
281.0762634277344,0,1.0,17,STANDARD,2018-11-07,281.0762634277344,26,21,42,3.9105071719842954e-15,1730.417236328125,R_A6
281.0641174316406,0,1.0,17,STANDARD,2018-11-07,281.0641174316406,27,22,42,-2.5995991383837014e-13,1732.1357421875,R_A6
280.9210510253906,0,1.0,17,STANDARD,2018-11-07,280.9210510253906,28,23,42,-1.3518326215378185e-11,1733.8541259765625,R_A6
