ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,23997643,4367506,2562464,1786934,251600344
Valysar,CentralSouth,67776374,10564509,7251043,5056515,711957343
Valysar,CentralNorth,39351954,7069880,5287892,3687512,519201716
Valysar,NorthHorst,3131801,414160,181840,111695,21881076
Valysar,CentralRamp,13540885,2104679,1433997,999998,140799690
Valysar,CentralHorst,86929700,14640830,10781591,7518544,1058610975
Valysar,EastLowland,293587,47071,15208,10605,1493211
Therys,WestLowland,4603417,890673,421992,294276,41434056
Therys,CentralSouth,18900256,3918898,2542980,1773347,249687295
Therys,CentralNorth,24234227,4617621,2840271,1980663,278877352
Therys,NorthHorst,4370567,638108,242651,149049,29198608
Therys,CentralRamp,6467235,1480827,1184413,825951,116293872
Therys,CentralHorst,30235684,7306970,5829640,4065300,572394293
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,727945,129573,82309,57399,8081712
Volon,CentralSouth,36299614,6647917,4556570,3177525,447395464
Volon,CentralNorth,11024122,1651446,984643,686641,96679011
Volon,NorthHorst,2402391,422536,276707,169968,33296662
Volon,CentralRamp,12863119,2340767,1747399,1218549,171571678
Volon,CentralHorst,84341602,14729460,11171334,7790330,1096878542
Volon,EastLowland,0,0,0,0,0
