PRESSURE,WELL,SGAS,CONBPRES,DRAWDOWN,WELLMODEL,CONIDX,CONIPOS,DATE,SWAT,DEPTH,CONKPOS,CONJPOS
300.64337158203125,R_A2,0.0,300.64337158203125,0,STANDARD,1,22,2018-01-01,0.05443055182695389,1639.54345703125,1,30
300.75860595703125,R_A2,0.0,300.75860595703125,0,STANDARD,2,22,2018-01-01,0.05611913651227951,1641.261962890625,2,30
300.87384033203125,R_A2,0.0,300.87384033203125,0,STANDARD,3,22,2018-01-01,0.058159612119197845,1642.98046875,3,30
300.98907470703125,R_A2,0.0,300.98907470703125,0,STANDARD,4,22,2018-01-01,0.06303040683269501,1644.6988525390625,4,30
301.10430908203125,R_A2,0.0,301.10430908203125,0,STANDARD,5,22,2018-01-01,0.06512707471847534,1646.4173583984375,5,30
301.21954345703125,R_A2,0.0,301.21954345703125,0,STANDARD,6,22,2018-01-01,0.30372154712677,1648.1358642578125,6,30
301.33477783203125,R_A2,0.0,301.33477783203125,0,STANDARD,7,22,2018-01-01,0.8771124482154846,1649.8543701171875,7,30
301.4500427246094,R_A2,0.0,301.4500427246094,0,STANDARD,8,22,2018-01-01,0.8611566424369812,1651.57275390625,8,30
301.5652770996094,R_A2,0.0,301.5652770996094,0,STANDARD,9,22,2018-01-01,0.8788820505142212,1653.291259765625,9,30
301.6805419921875,R_A2,0.0,301.6805419921875,0,STANDARD,10,22,2018-01-01,0.8842468857765198,1655.009765625,10,30
301.8075866699219,R_A2,0.0,301.8075866699219,0,STANDARD,11,22,2018-01-01,0.06699300557374954,1656.904052734375,11,30
301.94647216796875,R_A2,0.0,301.94647216796875,0,STANDARD,12,22,2018-01-01,0.0683053508400917,1658.974365234375,12,30
302.0853271484375,R_A2,0.0,302.0853271484375,0,STANDARD,13,22,2018-01-01,0.4373808205127716,1661.044677734375,13,30
302.2242126464844,R_A2,0.0,302.2242126464844,0,STANDARD,14,22,2018-01-01,0.4813390076160431,1663.114990234375,14,30
302.3630676269531,R_A2,0.0,302.3630676269531,0,STANDARD,15,22,2018-01-01,0.8981879353523254,1665.185302734375,15,30
302.73834228515625,R_A2,0.0,302.73834228515625,0,STANDARD,16,22,2018-01-01,0.9516690969467163,1670.7791748046875,15,29
302.8850402832031,R_A2,0.0,302.8850402832031,0,STANDARD,17,22,2018-01-01,0.9621918797492981,1672.966064453125,16,29
303.0317687988281,R_A2,0.0,303.0317687988281,0,STANDARD,18,22,2018-01-01,0.9728957414627075,1675.1529541015625,17,29
303.1299743652344,R_A2,0.0,303.1299743652344,0,STANDARD,19,22,2018-01-01,0.9906511306762695,1676.616943359375,18,29
303.2130126953125,R_A2,0.0,303.2130126953125,0,STANDARD,20,22,2018-01-01,1.0,1677.8544921875,24,29
303.3293762207031,R_A2,0.0,303.3293762207031,0,STANDARD,21,22,2018-01-01,1.0,1679.588623046875,25,29
303.79888916015625,R_A2,0.0,303.79888916015625,0,STANDARD,22,22,2018-01-01,1.0,1681.32275390625,26,29
303.9632263183594,R_A2,0.0,303.9632263183594,0,STANDARD,23,22,2018-01-01,1.0,1683.056884765625,27,29
304.1275634765625,R_A2,0.0,304.1275634765625,0,STANDARD,24,22,2018-01-01,1.0,1684.791015625,28,29
298.6560974121094,R_A3,0.0,298.6560974121094,0,STANDARD,1,28,2018-01-01,0.3260411024093628,1609.898193359375,1,41
298.7872009277344,R_A3,0.0,298.7872009277344,0,STANDARD,2,28,2018-01-01,0.1551377773284912,1611.854248046875,2,41
298.1619873046875,R_A3,0.0,298.1619873046875,0,STANDARD,3,29,2018-01-01,0.16646455228328705,1602.525146484375,2,41
298.29962158203125,R_A3,0.0,298.29962158203125,0,STANDARD,4,29,2018-01-01,0.11823459714651108,1604.5791015625,3,41
298.4372863769531,R_A3,0.0,298.4372863769531,0,STANDARD,5,29,2018-01-01,0.09384884685277939,1606.633056640625,4,41
298.5749206542969,R_A3,0.0,298.5749206542969,0,STANDARD,6,29,2018-01-01,0.6481541991233826,1608.68701171875,5,41
298.71258544921875,R_A3,0.0,298.71258544921875,0,STANDARD,7,29,2018-01-01,0.2068357765674591,1610.740966796875,6,41
298.8502197265625,R_A3,0.0,298.8502197265625,0,STANDARD,8,29,2018-01-01,0.1955386996269226,1612.794921875,7,41
298.9878845214844,R_A3,0.0,298.9878845214844,0,STANDARD,9,29,2018-01-01,0.1985234171152115,1614.848876953125,8,41
299.12554931640625,R_A3,0.0,299.12554931640625,0,STANDARD,10,29,2018-01-01,0.7991322875022888,1616.90283203125,9,41
299.2632141113281,R_A3,0.0,299.2632141113281,0,STANDARD,11,29,2018-01-01,0.7961429357528687,1618.956787109375,10,41
299.4110412597656,R_A3,0.0,299.4110412597656,0,STANDARD,12,29,2018-01-01,0.048611946403980255,1621.1617431640625,11,41
299.5689697265625,R_A3,0.0,299.5689697265625,0,STANDARD,13,29,2018-01-01,0.05377217009663582,1623.517822265625,12,41
299.7268981933594,R_A3,0.0,299.7268981933594,0,STANDARD,14,29,2018-01-01,0.38040754199028015,1625.8739013671875,13,41
300.0428161621094,R_A3,0.0,300.0428161621094,0,STANDARD,15,29,2018-01-01,0.7934685945510864,1630.586181640625,15,41
300.1533203125,R_A3,0.0,300.1533203125,0,STANDARD,16,29,2018-01-01,0.8020248413085938,1632.234619140625,16,41
300.30242919921875,R_A3,0.0,300.30242919921875,0,STANDARD,17,29,2018-01-01,1.0,1634.458740234375,24,41
300.53759765625,R_A3,0.0,300.53759765625,0,STANDARD,18,29,2018-01-01,0.0447106808423996,1637.966064453125,25,41
300.77276611328125,R_A3,0.0,300.77276611328125,0,STANDARD,19,29,2018-01-01,0.07832846790552139,1641.473388671875,26,41
301.0079650878906,R_A3,0.0,301.0079650878906,0,STANDARD,20,29,2018-01-01,0.6593946814537048,1644.9808349609375,27,41
301.2431640625,R_A3,0.0,301.2431640625,0,STANDARD,21,29,2018-01-01,0.060931675136089325,1648.4881591796875,28,41
300.06658935546875,R_A4,0.0,300.06658935546875,0,STANDARD,1,30,2018-01-01,0.05082368478178978,1630.9410400390625,1,52
299.7362365722656,R_A4,0.0,299.7362365722656,0,STANDARD,2,31,2018-01-01,0.04946697875857353,1626.0133056640625,1,52
299.8748474121094,R_A4,0.0,299.8748474121094,0,STANDARD,3,31,2018-01-01,0.050235264003276825,1628.0809326171875,2,52
300.01348876953125,R_A4,0.0,300.01348876953125,0,STANDARD,4,31,2018-01-01,0.0512266680598259,1630.148681640625,3,52
300.152099609375,R_A4,0.0,300.152099609375,0,STANDARD,5,31,2018-01-01,0.052734266966581345,1632.21630859375,4,52
300.2907409667969,R_A4,0.0,300.2907409667969,0,STANDARD,6,31,2018-01-01,0.05430295318365097,1634.2840576171875,5,52
300.2129821777344,R_A4,0.0,300.2129821777344,0,STANDARD,7,32,2018-01-01,0.05564916506409645,1633.124267578125,5,52
300.3385925292969,R_A4,0.0,300.3385925292969,0,STANDARD,8,32,2018-01-01,0.0980779305100441,1634.9981689453125,6,52
300.4276428222656,R_A4,0.0,300.4276428222656,0,STANDARD,9,32,2018-01-01,0.10064352303743362,1636.3260498046875,6,51
300.3048400878906,R_A4,0.0,300.3048400878906,0,STANDARD,10,32,2018-01-01,0.05787491425871849,1634.49462890625,5,51
300.479248046875,R_A4,0.0,300.479248046875,0,STANDARD,11,33,2018-01-01,0.058617908507585526,1637.095947265625,5,51
300.3575439453125,R_A4,0.0,300.3575439453125,0,STANDARD,12,33,2018-01-01,0.05915079638361931,1635.28076171875,4,51
300.6932067871094,R_A4,0.0,300.6932067871094,0,STANDARD,13,33,2018-01-01,0.060293056070804596,1640.2869873046875,4,50
300.69329833984375,R_A4,0.0,300.69329833984375,0,STANDARD,14,34,2018-01-01,0.0614779070019722,1640.287841796875,4,50
300.5709533691406,R_A4,0.0,300.5709533691406,0,STANDARD,15,34,2018-01-01,0.14005117118358612,1638.463623046875,3,50
300.8069763183594,R_A4,0.0,300.8069763183594,0,STANDARD,16,35,2018-01-01,0.13860724866390228,1641.9835205078125,3,50
300.69061279296875,R_A4,0.0,300.69061279296875,0,STANDARD,17,35,2018-01-01,0.2281801402568817,1640.2481689453125,2,50
300.5742492675781,R_A4,0.0,300.5742492675781,0,STANDARD,18,35,2018-01-01,0.22719979286193848,1638.5128173828125,1,50
300.8526306152344,R_A4,0.0,300.8526306152344,0,STANDARD,19,35,2018-01-01,0.22727838158607483,1642.664306640625,1,49
300.8446960449219,R_A4,0.0,300.8446960449219,0,STANDARD,20,36,2018-01-01,0.20638972520828247,1642.546142578125,26,49
300.8555908203125,R_A4,0.0,300.8555908203125,0,STANDARD,21,36,2018-01-01,0.6481541991233826,1642.708251953125,26,48
301.1336669921875,R_A4,0.0,301.1336669921875,0,STANDARD,22,37,2018-01-01,1.0,1646.8553466796875,26,48
301.3740539550781,R_A4,0.0,301.3740539550781,0,STANDARD,23,38,2018-01-01,0.6504306197166443,1650.43994140625,26,48
301.8555603027344,R_A4,0.0,301.8555603027344,0,STANDARD,24,38,2018-01-01,0.6481541991233826,1657.619140625,26,47
303.96087646484375,R_A5,0.0,303.96087646484375,0,STANDARD,1,31,2018-01-01,1.0,1686.2589111328125,1,20
304.1837158203125,R_A5,0.0,304.1837158203125,0,STANDARD,2,31,2018-01-01,1.0,1688.610595703125,2,20
304.4065856933594,R_A5,0.0,304.4065856933594,0,STANDARD,3,31,2018-01-01,1.0,1690.96240234375,3,20
304.6294250488281,R_A5,0.0,304.6294250488281,0,STANDARD,4,31,2018-01-01,1.0,1693.31396484375,4,20
304.852294921875,R_A5,0.0,304.852294921875,0,STANDARD,5,31,2018-01-01,1.0,1695.665771484375,5,20
305.0751647949219,R_A5,0.0,305.0751647949219,0,STANDARD,6,31,2018-01-01,1.0,1698.0174560546875,6,20
305.60382080078125,R_A5,0.0,305.60382080078125,0,STANDARD,7,31,2018-01-01,1.0,1700.3692626953125,7,20
306.1735534667969,R_A5,0.0,306.1735534667969,0,STANDARD,8,31,2018-01-01,1.0,1709.6060791015625,11,20
305.20220947265625,R_A5,0.0,305.20220947265625,0,STANDARD,9,31,2018-01-01,1.0,1699.3565673828125,11,21
305.3927001953125,R_A5,0.0,305.3927001953125,0,STANDARD,10,31,2018-01-01,1.0,1701.36669921875,12,21
305.59515380859375,R_A5,0.0,305.59515380859375,0,STANDARD,11,31,2018-01-01,1.0,1703.376708984375,13,21
