DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2000-01-01,10867573760.0,0.0,0.0,0.0,0.0,59062904.0,0.0,0.0,0.0,0.0,0.0,0.0,325248128.0,0.0,0.0,0.0
2000-02-01,10867571712.0,0.0,0.0,0.0,0.0,59062888.0,0.0,0.0,0.0,0.0,0.0,0.0,325248128.0,0.0,0.0,0.08487337082624435
2000-03-01,10805991424.0,2123453.75,2123621.5,61580136.0,61585024.0,58728212.0,11540.509765625,11540.0,334674.65625,334674.65625,334660.0,0.0,325388128.0,0.6547321081161499,0.0,0.1642710417509079
2000-04-01,10746939392.0,1904872.25,1887736.75,120631600.0,120104864.0,58407276.0,10352.56640625,10257.2578125,655606.5,655606.5,652635.0,0.0,325543136.0,1.4006149768829346,4548.0009765625,0.24914442002773285
2000-05-01,10693557248.0,1779348.625,1695579.625,174013616.0,170972256.0,58117156.0,9670.373046875,9213.5673828125,945726.125,945726.125,929042.0,0.0,325693120.0,3.333177328109741,25817.001953125,0.3312799334526062
2000-06-01,10639799296.0,1734069.875,1638625.75,227771632.0,221769648.0,57824992.0,9424.29296875,8903.451171875,1237889.25,1237889.25,1205049.0,0.0,325848128.0,7.746827602386475,50901.0,0.41615331172943115
2000-07-01,10591561728.0,1607902.875,1509394.625,276009536.0,267051488.0,57562828.0,8738.6025390625,8201.7001953125,1500051.75,1500051.75,1451100.0,0.0,326143104.0,16.049640655517578,75951.0,0.4982888400554657
2000-08-01,10544773120.0,1509252.75,1398302.75,322797792.0,310398880.0,57308544.0,8202.4599609375,7597.41943359375,1754335.75,1754335.75,1686620.0,0.0,326453088.0,35.632102966308594,105138.0,0.5831621885299683
2000-09-01,10499943424.0,1446023.5,1325874.25,367627104.0,351500960.0,57064904.0,7858.8232421875,7203.8388671875,1997973.5,1997973.5,1909939.0,0.0,326763040.0,80.2680435180664,136780.015625,0.6680355668067932
2000-10-01,10458001408.0,1397907.5,1270949.375,409569344.0,389629472.0,56836960.0,7597.3232421875,6905.7666015625,2225920.25,2225920.25,2117112.0,0.0,327062944.0,177.50074768066406,169202.0,0.7501711249351501
2000-11-01,10415857664.0,1359099.0,1227013.0,451712992.0,427666848.0,56607916.0,7386.40771484375,6666.935546875,2454961.75,2454961.75,2323787.0,0.0,327372704.0,409.2688903808594,204244.0,0.8350445032119751
2000-12-01,10376000512.0,1327900.5,1191768.75,491569696.0,463419936.0,56391304.0,7216.8505859375,6475.7666015625,2671574.5,2671574.5,2518060.0,0.0,327672224.0,899.4848022460938,239515.0,0.9171800017356873
