Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:23:30
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       255922339.88         36249269.14         25357305.92         15947990.88
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  255922339.88         36249269.14         25357305.92         15947990.88
MidReek    1                       208252780.03         38639320.42         30941672.52         19460171.08
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  208252780.03         38639320.42         30941672.52         19460171.08
LowerReek  1                       127522382.62         25839034.19         20491202.82         12887548.73
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  127522382.62         25839034.19         20491202.82         12887548.73
Totals     1                       591697502.53        100727623.75         76790181.26         48295710.69
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  591697502.53        100727623.75         76790181.26         48295710.69
