ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,24070470,4025152,2189393,1526773,214969688
Valysar,CentralSouth,79326593,14593101,10921306,7615974,1072329154
Valysar,CentralNorth,39381605,7456918,5421668,3780801,532336753
Valysar,NorthHorst,5091550,816410,460792,283042,55447895
Valysar,CentralRamp,13559330,2131271,1426743,994939,140087474
Valysar,CentralHorst,88045532,15616796,11759681,8200615,1154646560
Valysar,EastLowland,19018608,2488528,1011172,705141,99283831
Therys,WestLowland,4276819,772725,376756,262731,36992496
Therys,CentralSouth,20827570,4955859,3214618,2241714,315633344
Therys,CentralNorth,19768481,3575087,2061993,1437931,202460707
Therys,NorthHorst,11526398,1578473,606620,372617,72995597
Therys,CentralRamp,6483278,1547250,1168487,814844,114730099
Therys,CentralHorst,25935622,6116272,4738932,3304694,465300993
Therys,EastLowland,576538,189573,127019,88577,12471650
Volon,WestLowland,719492,119344,55496,38700,5448932
Volon,CentralSouth,40743827,7202044,4918175,3429690,482900346
Volon,CentralNorth,5502232,716192,319377,222718,31358678
Volon,NorthHorst,6920511,1275563,926856,569322,111530165
Volon,CentralRamp,12860680,2367272,1847845,1288595,181434188
Volon,CentralHorst,88585251,15251788,11832376,8251308,1161784211
Volon,EastLowland,2480067,365623,150666,105067,14793427
