WELL,DATE,CONJPOS,WELLMODEL,DRAWDOWN,CONBPRES,DEPTH,CONKPOS,SWAT,CONIDX,PRESSURE,CONIPOS,SGAS
R_A4,2018-09-12,50,STANDARD,0,279.6545104980469,1641.2020263671875,4,0.14462316036224365,16,279.6545104980469,35,0.0
R_A4,2018-09-12,50,STANDARD,0,279.538818359375,1639.4635009765625,3,0.22296153008937836,17,279.538818359375,35,0.0
R_A4,2018-09-12,50,STANDARD,0,279.4230651855469,1637.724853515625,2,0.22446052730083466,18,279.4230651855469,35,0.0
R_A4,2018-09-12,49,STANDARD,0,279.6319274902344,1642.9239501953125,2,0.22999921441078186,19,279.6319274902344,35,0.0
R_A4,2018-09-12,49,STANDARD,0,279.5133972167969,1641.1573486328125,1,0.22917427122592926,20,279.5133972167969,35,0.0
R_A4,2018-09-12,49,STANDARD,0,278.0577697753906,1645.197021484375,27,0.14250022172927856,21,278.0577697753906,36,0.0
R_A4,2018-09-12,48,STANDARD,0,277.6353454589844,1645.687255859375,27,0.25193074345588684,22,277.6353454589844,36,0.0
R_A4,2018-09-12,48,STANDARD,0,278.2086181640625,1648.718017578125,27,0.32638049125671387,23,278.2086181640625,37,0.0
R_A4,2018-09-12,48,STANDARD,0,278.9268798828125,1650.3782958984375,27,0.681192934513092,24,278.9268798828125,38,0.0
R_A4,2018-09-12,47,STANDARD,0,282.3497314453125,1658.013427734375,27,1.0,25,282.3497314453125,38,7.871633900258246e-12
R_A6,2018-11-07,42,STANDARD,0,278.0290222167969,1694.4609375,1,1.0,1,278.0290222167969,17,-5.508337926410367e-13
R_A6,2018-11-07,42,STANDARD,0,278.176025390625,1695.9984130859375,2,1.0,2,278.176025390625,17,-3.1107690208476146e-13
R_A6,2018-11-07,42,STANDARD,0,278.3241271972656,1697.5357666015625,3,1.0,3,278.3241271972656,17,-2.492832058397648e-13
R_A6,2018-11-07,42,STANDARD,0,278.4729309082031,1699.0732421875,4,1.0,4,278.4729309082031,17,-3.928659426857134e-13
