Well,MD,x,y,TVD,Block,Deactivated,IsochoreThicknessTrend,IsochoreThickness,DistanceToTop,TopUncertainty(SD),Top-t-value,ConstraintNeededForTop,ConstraintLostForTop,DistanceToBase,BaseUncertainty(SD),Base-t-value,ConstraintNeededForBase,ConstraintLostForBase,ZoneReportedInWell,ZoneCalculated,ZoneMatch
OP_4,1854.50,461288.72,5933415.00,1690.00,-,-,-999.00,-999.00,9.02,1.43,6.33, N,N,-999.00,-999.00,-999.00,-999.00,-999.00,4,4,Y
OP_5,0.00,461809.59,5932990.36,0.00,-,D,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1657.42,4.34,382.10, N,N,0,0,Y
OP_5,71.82,461831.48,5932988.22,68.36,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1589.34,4.34,366.10, N,N,0,0,Y
OP_5,151.85,461856.36,5932985.79,144.39,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1513.73,4.34,348.66, N,N,0,0,Y
OP_5,229.17,461881.41,5932983.34,217.50,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1441.05,4.34,331.91, N,N,0,0,Y
OP_5,302.02,461906.41,5932980.90,285.88,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1373.11,4.34,316.25, N,N,0,0,Y
OP_5,369.80,461931.32,5932978.46,348.87,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1310.71,4.34,301.86, N,N,0,0,Y
OP_5,433.06,461956.41,5932976.01,406.89,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1253.43,4.34,288.65, N,N,0,0,Y
OP_5,491.37,461981.43,5932973.56,459.49,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1201.57,4.34,276.69, N,N,0,0,Y
OP_5,545.37,462006.51,5932971.11,507.25,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1154.53,4.34,265.84, N,N,0,0,Y
OP_5,595.21,462031.52,5932968.67,550.29,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1112.13,4.34,256.06, N,N,0,0,Y
OP_5,641.54,462056.55,5932966.22,589.20,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1073.81,4.34,247.23, N,N,0,0,Y
OP_5,684.53,462081.45,5932963.79,624.15,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1039.41,4.31,241.06, N,N,0,0,Y
OP_5,725.25,462106.62,5932961.33,656.05,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1008.04,4.25,237.08, N,N,0,0,Y
OP_5,763.37,462131.66,5932958.88,684.68,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,979.98,4.23,231.92, N,N,0,0,Y
OP_5,799.48,462156.73,5932956.43,710.55,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,954.68,4.19,227.59, N,N,0,0,Y
OP_5,833.94,462181.89,5932953.97,733.97,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,931.83,4.16,224.07, N,N,0,0,Y
OP_5,866.77,462206.88,5932951.53,755.12,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,910.96,4.12,221.20, N,N,0,0,Y
OP_5,898.67,462231.90,5932949.08,774.76,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,888.88,4.07,218.28, N,N,0,0,Y
OP_5,930.16,462257.11,5932946.62,793.45,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,864.41,4.02,215.07, N,N,0,0,Y
OP_5,961.21,462282.31,5932944.16,811.43,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,840.62,3.96,212.22, N,N,0,0,Y
OP_5,991.80,462307.31,5932941.71,828.88,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,818.17,3.90,209.90, N,N,0,0,Y
OP_5,1022.40,462332.36,5932939.26,846.28,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,796.66,3.83,208.07, N,N,0,0,Y
OP_5,1052.98,462357.30,5932936.83,863.81,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,776.03,3.75,206.73, N,N,0,0,Y
OP_5,1084.00,462382.36,5932934.38,881.93,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,754.22,3.67,205.43, N,N,0,0,Y
OP_5,1115.38,462407.32,5932931.94,900.79,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,731.86,3.58,204.35, N,N,0,0,Y
OP_5,1147.29,462432.22,5932929.50,920.60,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,708.84,3.48,203.44, N,N,0,0,Y
OP_5,1180.05,462457.21,5932927.06,941.65,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,685.38,3.38,202.88, N,N,0,0,Y
OP_5,1213.68,462482.18,5932924.62,964.03,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,660.66,3.26,202.46, N,N,0,0,Y
OP_5,1248.66,462507.35,5932922.16,988.20,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,634.16,3.14,202.16, N,N,0,0,Y
OP_5,1284.60,462532.23,5932919.73,1014.01,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,606.05,3.00,202.07, N,N,0,0,Y
OP_5,1322.46,462557.29,5932917.28,1042.28,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,575.52,2.85,202.06, N,N,0,0,Y
OP_5,1362.36,462582.27,5932914.84,1073.29,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,542.28,2.68,202.27, N,N,0,0,Y
OP_5,1404.92,462607.17,5932912.41,1107.72,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,505.75,2.50,202.59, N,N,0,0,Y
OP_5,1451.31,462632.10,5932909.97,1146.75,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,464.83,2.29,203.10, N,N,0,0,Y
OP_5,1503.34,462657.17,5932907.52,1192.27,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,417.69,2.05,204.12, N,N,0,0,Y
OP_5,1563.18,462682.08,5932905.08,1246.60,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,361.77,1.77,204.61, N,N,0,0,Y
OP_5,1637.13,462707.04,5932902.64,1316.15,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,290.64,1.41,205.75, N,N,0,0,Y
OP_5,1742.38,462731.93,5932900.21,1418.32,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,187.30,0.90,207.06, N,N,0,0,Y
OP_5,1975.00,462749.44,5932898.50,1649.90,-,-,-999.00,-999.00,5.02,0.52,9.64, N,N,-999.00,-999.00,-999.00,-999.00,-999.00,4,4,Y
OP_6,0.00,461809.59,5932990.36,0.00,-,D,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1657.42,4.34,382.10, N,N,0,0,Y
OP_6,233.43,461828.23,5932991.32,231.50,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1426.01,4.34,328.49, N,N,0,0,Y
OP_6,355.05,461852.74,5932992.81,349.96,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1307.76,4.34,301.23, N,N,0,0,Y
OP_6,445.52,461877.41,5932994.32,436.50,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1221.43,4.34,281.34, N,N,0,0,Y
OP_6,520.98,461902.22,5932996.00,507.26,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1150.87,4.34,265.09, N,N,0,0,Y
OP_6,587.79,461927.11,5932997.48,568.90,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1089.59,4.34,250.96, N,N,0,0,Y
OP_6,648.10,461952.04,5932999.00,623.45,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1035.62,4.34,238.52, N,N,0,0,Y
OP_6,703.41,461976.91,5933000.57,672.48,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,987.22,4.34,227.36, N,N,0,0,Y
OP_6,755.22,462001.89,5933002.13,717.50,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,942.83,4.34,217.12, N,N,0,0,Y
OP_6,804.38,462026.99,5933003.52,759.55,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,901.41,4.34,207.57, N,N,0,0,Y
OP_6,850.19,462051.78,5933005.17,797.67,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,863.83,4.34,198.91, N,N,0,0,Y
OP_6,894.34,462076.70,5933006.57,833.90,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,828.18,4.34,190.69, N,N,0,0,Y
OP_6,936.65,462101.70,5933008.24,867.62,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,795.04,4.33,183.41, N,N,0,0,Y
OP_6,977.31,462126.60,5933009.71,899.52,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,763.71,4.31,177.10, N,N,0,0,Y
OP_6,1016.96,462151.71,5933011.13,929.99,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,733.79,4.27,171.85, N,N,0,0,Y
OP_6,1055.27,462176.82,5933012.84,958.46,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,705.86,4.20,167.87, N,N,0,0,Y
OP_6,1092.43,462201.87,5933014.36,985.64,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,679.17,4.14,163.98, N,N,0,0,Y
OP_6,1128.58,462226.90,5933015.85,1011.48,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,651.41,4.10,158.87, N,N,0,0,Y
OP_6,1163.74,462251.84,5933017.32,1036.00,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,620.77,4.05,153.15, N,N,0,0,Y
OP_6,1198.39,462276.99,5933018.80,1059.56,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,590.54,4.00,147.59, N,N,0,0,Y
OP_6,1232.05,462301.95,5933020.27,1081.86,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,561.66,3.94,142.38, N,N,0,0,Y
OP_6,1265.20,462327.04,5933021.74,1103.25,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,535.24,3.88,137.81, N,N,0,0,Y
OP_6,1297.52,462352.02,5933023.57,1123.18,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,512.74,3.82,134.24, N,N,0,0,Y
OP_6,1329.67,462377.29,5933025.11,1142.76,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,490.89,3.75,130.94, N,N,0,0,Y
OP_6,1360.83,462402.17,5933026.63,1161.18,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,470.24,3.67,127.98, N,N,0,0,Y
OP_6,1391.98,462427.45,5933028.18,1179.06,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,449.84,3.59,125.18, N,N,0,0,Y
OP_6,1422.64,462452.69,5933029.72,1196.11,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,429.87,3.51,122.56, N,N,0,0,Y
OP_6,1452.79,462477.86,5933031.26,1212.36,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,410.63,3.42,120.17, N,N,0,0,Y
OP_6,1482.45,462502.95,5933032.80,1227.81,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,392.21,3.32,118.09, N,N,0,0,Y
OP_6,1511.60,462527.91,5933034.33,1242.49,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,374.61,3.22,116.24, N,N,0,0,Y
OP_6,1540.76,462553.16,5933035.88,1256.66,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,357.63,3.12,114.66, N,N,0,0,Y
OP_6,1569.41,462578.25,5933037.42,1270.09,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,341.43,3.02,113.24, N,N,0,0,Y
OP_6,1598.07,462603.60,5933038.97,1283.01,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,325.70,2.91,111.94, N,N,0,0,Y
OP_6,1626.07,462628.66,5933040.23,1295.45,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,310.90,2.81,110.76, N,N,0,0,Y
OP_6,1653.72,462653.61,5933041.80,1306.91,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,297.55,2.71,109.63, N,N,0,0,Y
OP_6,1681.38,462678.78,5933043.39,1317.90,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,284.65,2.63,108.20, N,N,0,0,Y
OP_6,1708.53,462703.67,5933045.09,1328.22,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,272.61,2.57,106.08, N,N,0,0,Y
OP_6,1735.59,462728.68,5933046.63,1338.28,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,260.90,2.53,103.25, N,N,0,0,Y
OP_6,1762.59,462753.64,5933048.15,1348.46,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,249.63,2.51,99.35, N,N,0,0,Y
OP_6,1789.59,462778.60,5933049.68,1358.64,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,238.40,2.52,94.51, N,N,0,0,Y
OP_6,1816.59,462803.56,5933051.21,1368.82,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,227.11,2.55,88.97, N,N,0,0,Y
OP_6,1843.59,462828.52,5933052.74,1379.01,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,216.19,2.60,83.28, N,N,0,0,Y
OP_6,1870.59,462853.48,5933054.27,1389.19,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,205.45,2.64,77.69, N,N,0,0,Y
OP_6,1897.59,462878.44,5933055.79,1399.37,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,194.62,2.69,72.26, N,N,0,0,Y
OP_6,1924.59,462903.40,5933057.32,1409.55,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,183.54,2.74,67.02, N,N,0,0,Y
OP_6,1951.59,462928.36,5933058.85,1419.73,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,170.21,2.77,61.36, N,N,0,0,Y
OP_6,1978.59,462953.32,5933060.38,1429.91,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,150.55,2.80,53.75, N,N,0,0,Y
OP_6,2005.59,462978.28,5933061.91,1440.10,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,131.16,2.81,46.63, N,N,0,0,Y
OP_6,2032.59,463003.24,5933063.43,1450.28,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,113.00,2.81,40.16, N,N,0,0,Y
OP_6,2059.59,463028.20,5933064.96,1460.46,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,96.33,2.80,34.43, N,N,0,0,Y
OP_6,2086.59,463053.16,5933066.49,1470.64,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,88.59,2.77,32.03, N,N,0,0,Y
OP_6,2113.59,463078.12,5933068.02,1480.82,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,79.40,2.72,29.24, N,N,0,0,Y
OP_6,2140.59,463103.08,5933069.55,1491.00,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,70.99,2.65,26.82, N,N,0,0,Y
OP_6,2167.59,463128.04,5933071.08,1501.19,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,62.23,2.56,24.33, N,N,0,0,Y
OP_6,2194.59,463153.00,5933072.60,1511.37,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,53.75,2.44,21.99, N,N,0,0,Y
OP_6,2221.59,463177.96,5933074.13,1521.55,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,45.28,2.31,19.62, N,N,0,0,Y
OP_6,2248.59,463202.92,5933075.66,1531.73,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,37.00,2.14,17.32, N,N,0,0,Y
OP_6,2275.59,463227.88,5933077.19,1541.91,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,28.78,1.93,14.89, N,N,0,0,Y
OP_6,2302.59,463252.84,5933078.71,1552.09,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,20.66,1.67,12.37, N,N,0,0,Y
OP_6,2329.59,463277.80,5933080.24,1562.28,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,12.53,1.34,9.32, N,N,0,0,Y
OP_6,2356.59,463302.76,5933081.77,1572.46,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4.36,0.82,5.33, N,N,0,0,Y
OP_6,2384.59,463328.65,5933083.36,1583.02,-,-,16.25,15.65,4.18,0.89,4.68, N,N,11.47,1.81,6.34, N,N,1,1,Y
OP_6,2411.59,463353.77,5933084.45,1592.82,-,-,16.11,15.56,12.08,1.29,9.38, N,N,3.48,1.09,3.19, N,N,1,1,Y
OP_6,2445.09,463385.71,5933083.35,1602.80,-,-,15.84,15.81,4.04,1.38,2.94, N,N,11.77,4.35,2.70, N,N,2,2,Y
OP_6,2471.09,463410.86,5933080.55,1608.72,-,-,16.18,16.15,7.99,1.96,4.07, N,N,8.16,4.58,1.78,CY,N,2,2,Y
OP_6,2496.59,463435.60,5933076.11,1612.98,-,-,16.31,16.28,10.60,2.38,4.46, N,N,5.68,4.79,1.19,CY,N,2,2,Y
OP_6,2522.10,463460.26,5933070.15,1615.56,-,-,16.28,16.26,11.80,2.67,4.41, N,N,4.46,4.95,0.90,CY,N,2,2,Y
OP_6,2547.61,463484.73,5933063.11,1616.91,-,-,16.12,16.10,11.82,2.89,4.09, N,N,4.28,5.07,0.84, Y,N,2,2,Y
OP_6,2573.12,463508.45,5933055.19,1617.22,-,-,15.83,15.82,10.75,3.04,3.54, N,N,5.07,5.16,0.98,CY,N,2,2,Y
OP_6,2598.62,463532.74,5933047.45,1617.91,-,-,15.52,15.51,9.81,3.13,3.13, N,N,5.70,5.22,1.09,CY,N,2,2,Y
OP_6,2624.12,463557.03,5933039.71,1618.60,-,-,15.20,15.19,8.78,3.18,2.76, N,N,6.41,5.24,1.22,CY,N,2,2,Y
OP_6,2649.62,463581.31,5933031.97,1619.28,-,-,14.89,14.88,7.94,3.17,2.50, N,N,6.94,5.24,1.32,CY,N,2,2,Y
OP_6,2675.12,463605.60,5933024.23,1619.97,-,-,14.67,14.67,7.39,3.12,2.37,CY,N,7.28,5.20,1.40,CY,N,2,2,Y
OP_6,2700.62,463629.89,5933016.49,1620.66,-,-,14.53,14.52,6.68,3.01,2.22,CY,N,7.84,5.14,1.53,CY,N,2,2,Y
OP_6,2726.12,463654.17,5933008.74,1621.35,-,-,14.49,14.49,5.62,2.84,1.98,CY,N,8.87,5.05,1.76,CY,N,2,2,Y
OP_6,2751.62,463678.46,5933001.00,1622.03,-,-,14.55,14.55,4.50,2.61,1.72,CY,N,10.05,4.92,2.04,CY,N,2,2,Y
OP_6,2777.12,463702.75,5932993.26,1622.72,-,-,14.69,14.69,3.30,2.28,1.45,CY,N,11.39,4.76,2.39,CY,N,2,2,Y
OP_6,2802.62,463727.03,5932985.52,1623.41,-,-,14.86,14.86,2.05,1.84,1.12, Y,N,12.81,4.57,2.80, N,N,2,2,Y
OP_6,2865.62,463787.04,5932966.40,1625.10,-,-,16.35,19.98,19.34,2.94,6.57, N,N,0.64,1.55,0.41, Y,N,1,1,Y
OP_6,2891.12,463811.32,5932958.66,1625.79,-,-,16.41,19.95,18.55,3.09,6.01, N,N,1.40,2.16,0.64,CY,N,1,1,Y
OP_6,2916.62,463835.61,5932950.91,1626.48,-,-,16.49,19.91,17.90,3.21,5.57, N,N,2.02,2.63,0.77, Y,N,1,1,Y
OP_6,2942.12,463859.90,5932943.17,1627.17,-,-,16.56,19.88,17.30,3.33,5.20, N,N,2.58,3.01,0.86,CY,N,1,1,Y
OP_6,2967.62,463884.18,5932935.43,1627.85,-,-,16.63,19.84,16.63,3.43,4.85, N,N,3.21,3.33,0.96,CY,N,1,1,Y
OP_6,2993.12,463908.47,5932927.69,1628.54,-,-,16.69,19.79,15.97,3.52,4.53, N,N,3.82,3.61,1.06,CY,N,1,1,Y
OP_6,3018.62,463932.76,5932919.95,1629.23,-,-,16.75,19.73,15.45,3.61,4.28, N,N,4.28,3.86,1.11,CY,N,1,1,Y
OP_6,3044.12,463957.05,5932912.21,1629.92,-,-,16.80,19.67,15.05,3.69,4.08, N,N,4.62,4.09,1.13, Y,N,1,1,Y
OP_6,3069.62,463981.33,5932904.47,1630.60,-,-,16.85,19.61,14.60,3.77,3.87, N,N,5.01,4.29,1.17,CY,N,1,1,Y
OP_6,3095.12,464005.62,5932896.73,1631.29,-,-,16.91,19.54,14.12,3.84,3.68, N,N,5.42,4.48,1.21,CY,N,1,1,Y
OP_6,3120.62,464029.91,5932888.99,1631.98,-,-,16.96,19.48,13.88,3.90,3.56, N,N,5.60,4.64,1.21,CY,N,1,1,Y
OP_6,3146.12,464054.19,5932881.25,1632.66,-,-,17.00,19.40,14.14,3.96,3.57, N,N,5.26,4.80,1.10,CY,N,1,1,Y
OP_6,3171.62,464078.48,5932873.50,1633.35,-,-,17.03,19.31,14.42,4.01,3.59, N,N,4.90,4.94,0.99,CY,N,1,1,Y
OP_6,3197.12,464102.77,5932865.76,1634.04,-,-,17.07,19.23,14.74,4.06,3.63, N,N,4.49,5.07,0.89,CY,N,1,1,Y
OP_6,3222.62,464127.05,5932858.02,1634.73,-,-,17.11,19.15,15.23,4.11,3.70, N,N,3.92,5.19,0.76,CY,N,1,1,Y
OP_6,3248.12,464151.34,5932850.28,1635.41,-,-,17.17,19.09,16.44,4.15,3.96, N,N,2.64,5.29,0.50,CY,N,1,1,Y
OP_6,3273.62,464175.63,5932842.54,1636.10,-,-,17.24,19.04,17.51,4.19,4.18, N,N,1.53,5.39,0.28,CY,N,1,1,Y
OP_6,3299.12,464199.91,5932834.80,1636.79,-,-,17.32,19.00,18.50,4.23,4.38, N,N,0.50,5.49,0.09,CY,N,1,1,Y
OP_6,3324.62,464224.20,5932827.06,1637.47,-,-,17.38,18.94,19.54,4.26,4.59, N,N,-0.60,5.57,-0.11,CY,N,1,2,N
OP_6,3350.12,464248.49,5932819.32,1638.16,-,-,17.43,18.86,20.72,4.29,4.83, N,N,-1.86,5.65,-0.33,CY,N,1,2,N
OP_6,3375.62,464272.78,5932811.58,1638.85,-,-,17.45,18.77,21.97,4.31,5.09, N,N,-3.21,5.72,-0.56,CY,N,1,2,N
OP_6,3401.12,464297.06,5932803.84,1639.54,-,-,17.48,18.67,23.23,4.32,5.37, N,N,-4.56,5.78,-0.79, Y,N,1,2,N
OP_6,3426.62,464321.35,5932796.09,1640.22,-,-,17.50,18.57,24.38,4.32,5.64, N,N,-5.81,5.83,-1.00,CY,N,1,2,N
OP_6,3452.12,464345.64,5932788.35,1640.91,-,-,17.52,18.48,25.26,4.32,5.84, N,N,-6.79,5.88,-1.15,CY,N,1,2,N
OP_6,3477.62,464369.92,5932780.61,1641.60,-,-,17.54,18.38,26.04,4.32,6.02, N,N,-7.66,5.97,-1.28,CY,N,1,2,N
OP_6,3503.12,464394.21,5932772.87,1642.29,-,-,17.56,18.29,26.78,4.32,6.19, N,N,-8.49,6.02,-1.41,CY,N,1,2,N
OP_6,3540.62,464429.93,5932761.49,1643.30,-,-,17.58,18.17,27.67,4.32,6.40, N,N,-9.50,6.02,-1.58, Y,N,1,2,N
