SGAS,DATE,PRESSURE,DEPTH,WELL,CONBPRES,CONIDX,CONJPOS,DRAWDOWN,CONIPOS,CONKPOS,SWAT,WELLMODEL
0.0,2018-01-01,300.6733093261719,1641.094970703125,R_A2,300.6733093261719,1,30,0,22,1,0.05659883841872215,STANDARD
0.0,2018-01-01,300.7936096191406,1642.8890380859375,R_A2,300.7936096191406,2,30,0,22,2,0.057897210121154785,STANDARD
0.0,2018-01-01,300.9139099121094,1644.68310546875,R_A2,300.9139099121094,3,30,0,22,3,0.06060889735817909,STANDARD
0.0,2018-01-01,301.0342102050781,1646.4771728515625,R_A2,301.0342102050781,4,30,0,22,4,0.06530755013227463,STANDARD
0.0,2018-01-01,301.1545104980469,1648.2713623046875,R_A2,301.1545104980469,5,30,0,22,5,0.06916967034339905,STANDARD
0.0,2018-01-01,301.27484130859375,1650.0654296875,R_A2,301.27484130859375,6,30,0,22,6,0.3080350458621979,STANDARD
0.0,2018-01-01,301.3951721191406,1651.859619140625,R_A2,301.3951721191406,7,30,0,22,7,0.8966805338859558,STANDARD
0.0,2018-01-01,301.5154724121094,1653.6536865234375,R_A2,301.5154724121094,8,30,0,22,8,0.8801488876342773,STANDARD
0.0,2018-01-01,301.63580322265625,1655.44775390625,R_A2,301.63580322265625,9,30,0,22,9,0.9076734781265259,STANDARD
0.0,2018-01-01,301.7561340332031,1657.2418212890625,R_A2,301.7561340332031,10,30,0,22,10,0.9077416062355042,STANDARD
0.0,2018-01-01,301.88323974609375,1659.1368408203125,R_A2,301.88323974609375,11,30,0,22,11,0.07622610777616501,STANDARD
0.0,2018-01-01,302.01708984375,1661.132568359375,R_A2,302.01708984375,12,30,0,22,12,0.08180969953536987,STANDARD
0.0,2018-01-01,302.1509704589844,1663.12841796875,R_A2,302.1509704589844,13,30,0,22,13,0.4750072658061981,STANDARD
0.0,2018-01-01,302.28485107421875,1665.1241455078125,R_A2,302.28485107421875,14,30,0,22,14,0.512985348701477,STANDARD
0.0,2018-01-01,302.4187316894531,1667.1199951171875,R_A2,302.4187316894531,15,30,0,22,15,0.679781973361969,STANDARD
0.0,2018-01-01,302.5526123046875,1669.11572265625,R_A2,302.5526123046875,16,30,0,22,16,0.9705216884613037,STANDARD
0.0,2018-01-01,302.6864929199219,1671.111572265625,R_A2,302.6864929199219,17,30,0,22,17,0.9569120407104492,STANDARD
0.0,2018-01-01,302.8123779296875,1672.9881591796875,R_A2,302.8123779296875,18,30,0,22,18,0.9819161295890808,STANDARD
0.0,2018-01-01,302.89569091796875,1674.229736328125,R_A2,302.89569091796875,19,29,0,22,18,0.9946486949920654,STANDARD
0.0,2018-01-01,303.02569580078125,1676.1676025390625,R_A2,303.02569580078125,20,29,0,22,27,1.0,STANDARD
0.0,2018-01-01,303.47802734375,1677.9368896484375,R_A2,303.47802734375,21,29,0,22,28,1.0,STANDARD
0.0,2018-01-01,303.64569091796875,1679.7061767578125,R_A2,303.64569091796875,22,29,0,22,29,1.0,STANDARD
0.0,2018-01-01,303.8133544921875,1681.4754638671875,R_A2,303.8133544921875,23,29,0,22,30,1.0,STANDARD
0.0,2018-01-01,303.98101806640625,1683.2447509765625,R_A2,303.98101806640625,24,29,0,22,31,1.0,STANDARD
0.0,2018-01-01,298.53814697265625,1609.243408203125,R_A3,298.53814697265625,1,41,0,28,1,0.6481541991233826,STANDARD
0.0,2018-01-01,298.676513671875,1611.3077392578125,R_A3,298.676513671875,2,41,0,28,2,0.1989089697599411,STANDARD
0.0,2018-01-01,298.8148498535156,1613.3720703125,R_A3,298.8148498535156,3,41,0,28,3,0.19339895248413086,STANDARD
0.0,2018-01-01,298.9532165527344,1615.4365234375,R_A3,298.9532165527344,4,41,0,28,4,0.3768196403980255,STANDARD
0.0,2018-01-01,299.0915832519531,1617.5008544921875,R_A3,299.0915832519531,5,41,0,28,5,0.6481541991233826,STANDARD
0.0,2018-01-01,299.2299499511719,1619.565185546875,R_A3,299.2299499511719,6,41,0,28,6,0.11064504086971283,STANDARD
0.0,2018-01-01,298.54638671875,1609.3663330078125,R_A3,298.54638671875,7,41,0,29,6,0.2853010296821594,STANDARD
0.0,2018-01-01,298.68377685546875,1611.4163818359375,R_A3,298.68377685546875,8,41,0,29,7,0.1971457451581955,STANDARD
0.0,2018-01-01,298.8211669921875,1613.46630859375,R_A3,298.8211669921875,9,41,0,29,8,0.19843679666519165,STANDARD
0.0,2018-01-01,298.95855712890625,1615.516357421875,R_A3,298.95855712890625,10,41,0,29,9,0.6858067512512207,STANDARD
0.0,2018-01-01,299.095947265625,1617.5662841796875,R_A3,299.095947265625,11,41,0,29,10,0.6481541991233826,STANDARD
0.0,2018-01-01,299.24237060546875,1619.750732421875,R_A3,299.24237060546875,12,41,0,29,11,0.0510573647916317,STANDARD
0.0,2018-01-01,299.3978271484375,1622.0697021484375,R_A3,299.3978271484375,13,41,0,29,12,0.054299186915159225,STANDARD
0.0,2018-01-01,299.5532531738281,1624.388671875,R_A3,299.5532531738281,14,41,0,29,13,0.37318161129951477,STANDARD
0.0,2018-01-01,299.7087097167969,1626.707763671875,R_A3,299.7087097167969,15,41,0,29,14,0.35039278864860535,STANDARD
0.0,2018-01-01,299.8641662597656,1629.026611328125,R_A3,299.8641662597656,16,41,0,29,15,0.4955688714981079,STANDARD
0.0,2018-01-01,299.992919921875,1630.9468994140625,R_A3,299.992919921875,17,41,0,29,16,0.8111844658851624,STANDARD
0.0,2018-01-01,300.16583251953125,1633.5262451171875,R_A3,300.16583251953125,18,41,0,29,27,0.7162989377975464,STANDARD
0.0,2018-01-01,300.40966796875,1637.1630859375,R_A3,300.40966796875,19,41,0,29,28,0.043079812079668045,STANDARD
0.0,2018-01-01,300.6535339355469,1640.8001708984375,R_A3,300.6535339355469,20,41,0,29,29,0.11963227391242981,STANDARD
0.0,2018-01-01,300.89739990234375,1644.4371337890625,R_A3,300.89739990234375,21,41,0,29,30,0.6481541991233826,STANDARD
0.0,2018-01-01,301.14129638671875,1648.0740966796875,R_A3,301.14129638671875,22,41,0,29,31,0.06493213027715683,STANDARD
0.0,2018-01-01,300.009033203125,1631.1873779296875,R_A4,300.009033203125,1,52,0,30,1,0.05092088505625725,STANDARD
0.0,2018-01-01,299.7571105957031,1627.4293212890625,R_A4,299.7571105957031,2,52,0,31,1,0.04962099716067314,STANDARD
0.0,2018-01-01,299.89520263671875,1629.4896240234375,R_A4,299.89520263671875,3,52,0,31,2,0.051607757806777954,STANDARD
0.0,2018-01-01,300.0333251953125,1631.5498046875,R_A4,300.0333251953125,4,52,0,31,3,0.054534994065761566,STANDARD
0.0,2018-01-01,300.17144775390625,1633.610107421875,R_A4,300.17144775390625,5,52,0,31,4,0.056367576122283936,STANDARD
0.0,2018-01-01,300.0901184082031,1632.3968505859375,R_A4,300.0901184082031,6,52,0,32,4,0.05706184357404709,STANDARD
0.0,2018-01-01,300.3236999511719,1635.880615234375,R_A4,300.3236999511719,7,51,0,32,4,0.11242767423391342,STANDARD
0.0,2018-01-01,300.4202575683594,1637.321044921875,R_A4,300.4202575683594,8,51,0,33,4,0.1584090143442154,STANDARD
0.0,2018-01-01,300.29644775390625,1635.474609375,R_A4,300.29644775390625,9,51,0,33,3,0.19343797862529755,STANDARD
0.0,2018-01-01,300.74395751953125,1642.1485595703125,R_A4,300.74395751953125,10,50,0,33,4,0.06403730064630508,STANDARD
0.0,2018-01-01,300.67578125,1641.132080078125,R_A4,300.67578125,11,50,0,34,4,0.062113311141729355,STANDARD
0.0,2018-01-01,300.5467224121094,1639.20703125,R_A4,300.5467224121094,12,50,0,34,3,0.6481541991233826,STANDARD
0.0,2018-01-01,300.66064453125,1640.9061279296875,R_A4,300.66064453125,13,50,0,35,3,0.2713562548160553,STANDARD
0.0,2018-01-01,300.53570556640625,1639.0426025390625,R_A4,300.53570556640625,14,50,0,35,2,0.23927634954452515,STANDARD
0.0,2018-01-01,300.72943115234375,1641.93212890625,R_A4,300.72943115234375,15,49,0,35,2,0.24014364182949066,STANDARD
0.0,2018-01-01,300.7579650878906,1642.357421875,R_A4,300.7579650878906,16,49,0,36,30,0.24251782894134521,STANDARD
0.0,2018-01-01,300.5735168457031,1639.6068115234375,R_A4,300.5735168457031,17,48,0,36,30,0.21051277220249176,STANDARD
0.0,2018-01-01,301.0526123046875,1646.7513427734375,R_A4,301.0526123046875,18,48,0,37,30,0.6481541991233826,STANDARD
0.0,2018-01-01,301.5025939941406,1653.461669921875,R_A4,301.5025939941406,19,48,0,38,30,0.6481541991233826,STANDARD
0.0,2018-01-01,301.7947998046875,1657.8184814453125,R_A4,301.7947998046875,20,47,0,38,30,0.6481541991233826,STANDARD
0.0,2018-01-01,303.8440856933594,1685.026611328125,R_A5,303.8440856933594,1,20,0,31,1,1.0,STANDARD
0.0,2018-01-01,304.0601806640625,1687.3070068359375,R_A5,304.0601806640625,2,20,0,31,2,1.0,STANDARD
0.0,2018-01-01,304.27630615234375,1689.5875244140625,R_A5,304.27630615234375,3,20,0,31,3,1.0,STANDARD
0.0,2018-01-01,304.4924011230469,1691.8680419921875,R_A5,304.4924011230469,4,20,0,31,4,1.0,STANDARD
0.0,2018-01-01,304.7085266113281,1694.1485595703125,R_A5,304.7085266113281,5,20,0,31,5,1.0,STANDARD
0.0,2018-01-01,304.9246520996094,1696.4290771484375,R_A5,304.9246520996094,6,20,0,31,6,1.0,STANDARD
0.0,2018-01-01,305.446533203125,1698.70947265625,R_A5,305.446533203125,7,20,0,31,7,1.0,STANDARD
0.0,2018-01-01,305.988037109375,1707.6488037109375,R_A5,305.988037109375,8,20,0,31,11,1.0,STANDARD
0.0,2018-01-01,306.1695251464844,1709.5638427734375,R_A5,306.1695251464844,9,20,0,31,12,1.0,STANDARD
0.0,2018-01-01,305.4322814941406,1701.7845458984375,R_A5,305.4322814941406,10,21,0,31,12,1.0,STANDARD
0.0,2018-01-01,305.6291198730469,1703.735107421875,R_A5,305.6291198730469,11,21,0,31,13,1.0,STANDARD
0.0,2018-01-01,305.81396484375,1705.6856689453125,R_A5,305.81396484375,12,21,0,31,14,1.0,STANDARD
0.0,2018-01-01,305.9988098144531,1707.63623046875,R_A5,305.9988098144531,13,21,0,31,15,1.0,STANDARD
0.0,2018-01-01,306.3287048339844,1709.5867919921875,R_A5,306.3287048339844,14,21,0,31,16,1.0,STANDARD
0.0,2018-01-01,306.5135498046875,1711.537353515625,R_A5,306.5135498046875,15,21,0,31,17,1.0,STANDARD
0.0,2018-01-01,306.6856994628906,1713.35400390625,R_A5,306.6856994628906,16,21,0,31,18,1.0,STANDARD
0.0,2018-01-01,306.7843933105469,1714.3951416015625,R_A5,306.7843933105469,17,21,0,31,19,1.0,STANDARD
0.0,2018-01-01,306.75689697265625,1715.7628173828125,R_A5,306.75689697265625,18,21,0,31,27,1.0,STANDARD
0.0,2018-01-01,306.978271484375,1718.098388671875,R_A5,306.978271484375,19,21,0,31,28,1.0,STANDARD
0.0,2018-01-01,307.5054016113281,1720.43408203125,R_A5,307.5054016113281,20,21,0,31,29,1.0,STANDARD
0.0,2018-01-01,307.7267761230469,1722.7696533203125,R_A5,307.7267761230469,21,21,0,31,30,1.0,STANDARD
0.0,2018-01-01,307.9481506347656,1725.105224609375,R_A5,307.9481506347656,22,21,0,31,31,1.0,STANDARD
0.0,2018-01-01,305.11419677734375,1695.20263671875,R_A6,305.11419677734375,1,42,0,17,1,1.0,STANDARD
0.0,2018-01-01,305.2609558105469,1696.7510986328125,R_A6,305.2609558105469,2,42,0,17,2,1.0,STANDARD
0.0,2018-01-01,305.4076843261719,1698.299560546875,R_A6,305.4076843261719,3,42,0,17,3,1.0,STANDARD
0.0,2018-01-01,305.554443359375,1699.84814453125,R_A6,305.554443359375,4,42,0,17,4,1.0,STANDARD
0.0,2018-01-01,305.7012023925781,1701.3966064453125,R_A6,305.7012023925781,5,42,0,17,5,1.0,STANDARD
0.0,2018-01-01,305.84796142578125,1702.9451904296875,R_A6,305.84796142578125,6,42,0,17,6,1.0,STANDARD
0.0,2018-01-01,305.6956481933594,1704.49365234375,R_A6,305.6956481933594,7,42,0,17,7,1.0,STANDARD
0.0,2018-01-01,305.8424072265625,1706.042236328125,R_A6,305.8424072265625,8,42,0,17,8,1.0,STANDARD
0.0,2018-01-01,306.2882080078125,1707.5906982421875,R_A6,306.2882080078125,9,42,0,17,9,1.0,STANDARD
0.0,2018-01-01,306.1291809082031,1709.1392822265625,R_A6,306.1291809082031,10,42,0,17,10,1.0,STANDARD
0.0,2018-01-01,306.3109130859375,1711.055419921875,R_A6,306.3109130859375,11,42,0,17,11,1.0,STANDARD
0.0,2018-01-01,306.52734375,1713.3392333984375,R_A6,306.52734375,12,42,0,17,12,1.0,STANDARD
0.0,2018-01-01,306.7557678222656,1715.623046875,R_A6,306.7557678222656,13,42,0,17,13,1.0,STANDARD
0.0,2018-01-01,306.9721984863281,1717.9068603515625,R_A6,306.9721984863281,14,42,0,17,14,1.0,STANDARD
0.0,2018-01-01,307.18865966796875,1720.190673828125,R_A6,307.18865966796875,15,42,0,17,15,1.0,STANDARD
0.0,2018-01-01,307.55010986328125,1722.474365234375,R_A6,307.55010986328125,16,42,0,17,16,1.0,STANDARD
0.0,2018-01-01,307.7665710449219,1724.7581787109375,R_A6,307.7665710449219,17,42,0,17,17,1.0,STANDARD
0.0,2018-01-01,307.921630859375,1726.394287109375,R_A6,307.921630859375,18,42,0,17,18,1.0,STANDARD
0.0,2018-01-01,307.8930969238281,1727.7508544921875,R_A6,307.8930969238281,19,42,0,17,27,1.0,STANDARD
0.0,2018-01-01,308.3623352050781,1729.4755859375,R_A6,308.3623352050781,20,42,0,17,28,1.0,STANDARD
0.0,2018-01-01,308.52581787109375,1731.2001953125,R_A6,308.52581787109375,21,42,0,17,29,1.0,STANDARD
0.0,2018-01-01,308.68927001953125,1732.9249267578125,R_A6,308.68927001953125,22,42,0,17,30,1.0,STANDARD
0.0,2018-01-01,308.5469665527344,1734.649658203125,R_A6,308.5469665527344,23,42,0,17,31,1.0,STANDARD
0.0,2018-03-01,298.63250732421875,1641.094970703125,R_A2,298.63250732421875,1,30,0,22,1,0.056609462946653366,STANDARD
0.0,2018-03-01,298.75274658203125,1642.8890380859375,R_A2,298.75274658203125,2,30,0,22,2,0.05790800228714943,STANDARD
0.0,2018-03-01,298.87298583984375,1644.68310546875,R_A2,298.87298583984375,3,30,0,22,3,0.06063846871256828,STANDARD
