CONIDX,CONBPRES,SGAS,DEPTH,CONKPOS,WELL,CONJPOS,DATE,CONIPOS,PRESSURE,DRAWDOWN,SWAT,WELLMODEL
13,280.5191650390625,1.7898362040855002e-16,1716.355224609375,13,R_A6,42,2018-11-07,17,280.5191650390625,0,1.0,STANDARD
14,280.73419189453125,1.0981487684853935e-16,1718.6248779296875,14,R_A6,42,2018-11-07,17,280.73419189453125,0,1.0,STANDARD
15,280.950439453125,6.146783764092979e-17,1720.8946533203125,15,R_A6,42,2018-11-07,17,280.950439453125,0,1.0,STANDARD
16,281.3141784667969,2.2536300869713274e-17,1723.164306640625,16,R_A6,42,2018-11-07,17,281.3141784667969,0,1.0,STANDARD
17,281.5328674316406,2.7694789421134842e-17,1725.43408203125,17,R_A6,42,2018-11-07,17,281.5328674316406,0,1.0,STANDARD
18,281.6969299316406,8.660436256823003e-18,1727.147705078125,18,R_A6,42,2018-11-07,17,281.6969299316406,0,1.0,STANDARD
19,282.2555847167969,4.256836603622595e-16,1728.5927734375,28,R_A6,42,2018-11-07,17,282.2555847167969,0,1.0,STANDARD
20,282.664794921875,7.928168167551657e-17,1730.3250732421875,29,R_A6,42,2018-11-07,17,282.664794921875,0,1.0,STANDARD
21,283.5819396972656,9.053749667245587e-23,1732.057373046875,30,R_A6,42,2018-11-07,17,283.5819396972656,0,1.0,STANDARD
22,284.05743408203125,-4.7266999273468794e-24,1733.789794921875,31,R_A6,42,2018-11-07,17,284.05743408203125,0,1.0,STANDARD
23,283.1875,4.218698465407715e-18,1735.5220947265625,32,R_A6,42,2018-11-07,17,283.1875,0,1.0,STANDARD
