CONJPOS,DEPTH,WELLMODEL,PRESSURE,SWAT,CONIDX,DATE,CONBPRES,CONKPOS,SGAS,WELL,CONIPOS,DRAWDOWN
42,1699.84814453125,STANDARD,305.554443359375,1.0,4,2018-01-01,305.554443359375,4,0.0,R_A6,17,0
42,1701.3966064453125,STANDARD,305.7012023925781,1.0,5,2018-01-01,305.7012023925781,5,0.0,R_A6,17,0
42,1702.9451904296875,STANDARD,305.84796142578125,1.0,6,2018-01-01,305.84796142578125,6,0.0,R_A6,17,0
42,1704.49365234375,STANDARD,305.6956481933594,1.0,7,2018-01-01,305.6956481933594,7,0.0,R_A6,17,0
42,1706.042236328125,STANDARD,306.1414489746094,1.0,8,2018-01-01,306.1414489746094,8,0.0,R_A6,17,0
42,1707.5906982421875,STANDARD,306.2882080078125,1.0,9,2018-01-01,306.2882080078125,9,0.0,R_A6,17,0
42,1709.1392822265625,STANDARD,306.1291809082031,1.0,10,2018-01-01,306.1291809082031,10,0.0,R_A6,17,0
42,1711.055419921875,STANDARD,306.3109130859375,1.0,11,2018-01-01,306.3109130859375,11,0.0,R_A6,17,0
42,1713.3392333984375,STANDARD,306.52734375,1.0,12,2018-01-01,306.52734375,12,0.0,R_A6,17,0
42,1715.623046875,STANDARD,306.7557678222656,1.0,13,2018-01-01,306.7557678222656,13,0.0,R_A6,17,0
42,1717.9068603515625,STANDARD,306.9721984863281,1.0,14,2018-01-01,306.9721984863281,14,0.0,R_A6,17,0
42,1720.190673828125,STANDARD,307.18865966796875,1.0,15,2018-01-01,307.18865966796875,15,0.0,R_A6,17,0
42,1722.474365234375,STANDARD,307.55010986328125,1.0,16,2018-01-01,307.55010986328125,16,0.0,R_A6,17,0
42,1724.7581787109375,STANDARD,307.7665710449219,1.0,17,2018-01-01,307.7665710449219,17,0.0,R_A6,17,0
42,1726.394287109375,STANDARD,307.921630859375,1.0,18,2018-01-01,307.921630859375,18,0.0,R_A6,17,0
42,1727.7508544921875,STANDARD,307.8930969238281,1.0,19,2018-01-01,307.8930969238281,27,0.0,R_A6,17,0
42,1729.4755859375,STANDARD,308.3623352050781,1.0,20,2018-01-01,308.3623352050781,28,0.0,R_A6,17,0
42,1731.2001953125,STANDARD,308.22003173828125,1.0,21,2018-01-01,308.22003173828125,29,0.0,R_A6,17,0
42,1732.9249267578125,STANDARD,308.68927001953125,1.0,22,2018-01-01,308.68927001953125,30,0.0,R_A6,17,0
42,1734.649658203125,STANDARD,308.5469665527344,1.0,23,2018-01-01,308.5469665527344,31,0.0,R_A6,17,0
30,1641.094970703125,STANDARD,296.8136291503906,0.05684717744588852,1,2018-03-01,296.8136291503906,1,0.0,R_A2,22,0
30,1642.8890380859375,STANDARD,296.9338073730469,0.05989210680127144,2,2018-03-01,296.9338073730469,2,0.0,R_A2,22,0
30,1644.68310546875,STANDARD,297.053955078125,0.06270384788513184,3,2018-03-01,297.053955078125,3,0.0,R_A2,22,0
30,1646.4771728515625,STANDARD,297.1741027832031,0.06658940017223358,4,2018-03-01,297.1741027832031,4,0.0,R_A2,22,0
30,1648.2713623046875,STANDARD,297.2942810058594,0.07105209678411484,5,2018-03-01,297.2942810058594,5,0.0,R_A2,22,0
30,1650.0654296875,STANDARD,297.4144287109375,0.239946648478508,6,2018-03-01,297.4144287109375,6,0.0,R_A2,22,0
30,1651.859619140625,STANDARD,297.55157470703125,0.8950145244598389,7,2018-03-01,297.55157470703125,7,0.0,R_A2,22,0
30,1653.6536865234375,STANDARD,297.6847839355469,0.8683608174324036,8,2018-03-01,297.6847839355469,8,0.0,R_A2,22,0
30,1655.44775390625,STANDARD,297.8183288574219,0.8944430351257324,9,2018-03-01,297.8183288574219,9,0.0,R_A2,22,0
30,1657.2418212890625,STANDARD,298.44873046875,0.9057883024215698,10,2018-03-01,298.44873046875,10,0.0,R_A2,22,0
30,1659.1368408203125,STANDARD,298.883056640625,0.07791007310152054,11,2018-03-01,298.883056640625,11,0.0,R_A2,22,0
30,1661.132568359375,STANDARD,299.01678466796875,0.08146212249994278,12,2018-03-01,299.01678466796875,12,0.0,R_A2,22,0
30,1663.12841796875,STANDARD,299.1524353027344,0.46404793858528137,13,2018-03-01,299.1524353027344,13,0.0,R_A2,22,0
30,1665.1241455078125,STANDARD,299.2896728515625,0.5085722804069519,14,2018-03-01,299.2896728515625,14,0.0,R_A2,22,0
30,1667.1199951171875,STANDARD,299.4291687011719,0.679828405380249,15,2018-03-01,299.4291687011719,15,0.0,R_A2,22,0
30,1669.11572265625,STANDARD,299.5635681152344,0.9764775633811951,16,2018-03-01,299.5635681152344,16,0.0,R_A2,22,0
30,1671.111572265625,STANDARD,299.6982727050781,0.9520719051361084,17,2018-03-01,299.6982727050781,17,0.0,R_A2,22,0
30,1672.9881591796875,STANDARD,299.8243713378906,0.9803709983825684,18,2018-03-01,299.8243713378906,18,0.0,R_A2,22,0
29,1674.229736328125,STANDARD,299.73126220703125,0.9920973181724548,19,2018-03-01,299.73126220703125,18,0.0,R_A2,22,0
29,1676.1676025390625,STANDARD,300.28271484375,0.44490841031074524,20,2018-03-01,300.28271484375,27,0.0,R_A2,22,0
29,1677.9368896484375,STANDARD,301.76220703125,1.0,21,2018-03-01,301.76220703125,28,-3.297112203485414e-13,R_A2,22,0
29,1679.7061767578125,STANDARD,302.9197998046875,1.0,22,2018-03-01,302.9197998046875,29,-3.048974714738896e-14,R_A2,22,0
29,1681.4754638671875,STANDARD,303.504638671875,1.0,23,2018-03-01,303.504638671875,30,-2.663329719458196e-15,R_A2,22,0
29,1683.2447509765625,STANDARD,303.8185729980469,1.0,24,2018-03-01,303.8185729980469,31,-5.61165839121756e-16,R_A2,22,0
20,1685.026611328125,STANDARD,282.0079650878906,1.0,1,2018-04-28,282.0079650878906,1,-6.342071778766417e-14,R_A5,31,0
20,1687.3070068359375,STANDARD,282.2239685058594,1.0,2,2018-04-28,282.2239685058594,2,-5.2639208096560974e-14,R_A5,31,0
20,1689.5875244140625,STANDARD,282.43951416015625,1.0,3,2018-04-28,282.43951416015625,3,-5.1439599379077966e-14,R_A5,31,0
20,1691.8680419921875,STANDARD,282.65472412109375,1.0,4,2018-04-28,282.65472412109375,4,-5.518473183844033e-14,R_A5,31,0
20,1694.1485595703125,STANDARD,282.870361328125,1.0,5,2018-04-28,282.870361328125,5,-5.282665309965656e-14,R_A5,31,0
20,1696.4290771484375,STANDARD,283.0861511230469,1.0,6,2018-04-28,283.0861511230469,6,-5.2763037537185975e-14,R_A5,31,0
20,1698.70947265625,STANDARD,283.6230773925781,1.0,7,2018-04-28,283.6230773925781,7,-1.4092172693797467e-14,R_A5,31,0
20,1707.6488037109375,STANDARD,284.4195861816406,1.0,8,2018-04-28,284.4195861816406,11,-3.7082576592739613e-13,R_A5,31,0
20,1709.5638427734375,STANDARD,284.8831481933594,1.0,9,2018-04-28,284.8831481933594,12,-5.48588735202471e-13,R_A5,31,0
21,1701.7845458984375,STANDARD,283.2899169921875,1.0,10,2018-04-28,283.2899169921875,12,-1.1471293533127369e-11,R_A5,31,0
21,1703.735107421875,STANDARD,283.489013671875,1.0,11,2018-04-28,283.489013671875,13,-6.84303742143344e-13,R_A5,31,0
21,1705.6856689453125,STANDARD,283.6776123046875,1.0,12,2018-04-28,283.6776123046875,14,-9.25649639403614e-13,R_A5,31,0
21,1707.63623046875,STANDARD,283.8794860839844,1.0,13,2018-04-28,283.8794860839844,15,-1.602457180621339e-13,R_A5,31,0
21,1709.5867919921875,STANDARD,284.281005859375,1.0,14,2018-04-28,284.281005859375,16,-1.280148404815551e-13,R_A5,31,0
21,1711.537353515625,STANDARD,284.6413269042969,1.0,15,2018-04-28,284.6413269042969,17,-1.4985637446121407e-14,R_A5,31,0
21,1713.35400390625,STANDARD,285.0184020996094,1.0,16,2018-04-28,285.0184020996094,18,-1.1214160568033538e-14,R_A5,31,0
21,1714.3951416015625,STANDARD,285.2284240722656,1.0,17,2018-04-28,285.2284240722656,19,0.0,R_A5,31,0
21,1715.7628173828125,STANDARD,285.2615051269531,1.0,18,2018-04-28,285.2615051269531,27,-2.295161890403241e-12,R_A5,31,0
21,1718.098388671875,STANDARD,285.5249328613281,1.0,19,2018-04-28,285.5249328613281,28,-2.7813766914630556e-12,R_A5,31,0
21,1720.43408203125,STANDARD,286.60601806640625,1.0,20,2018-04-28,286.60601806640625,29,-1.5782197597402625e-12,R_A5,31,0
21,1722.7696533203125,STANDARD,296.75238037109375,1.0,21,2018-04-28,296.75238037109375,30,1.2577257225631022e-17,R_A5,31,0
21,1725.105224609375,STANDARD,304.3218994140625,1.0,22,2018-04-28,304.3218994140625,31,7.350000574545158e-20,R_A5,31,0
41,1609.243408203125,STANDARD,276.5080871582031,0.6497485637664795,1,2018-07-03,276.5080871582031,1,0.0,R_A3,28,0
41,1611.3077392578125,STANDARD,276.66302490234375,0.19949039816856384,2,2018-07-03,276.66302490234375,2,0.0,R_A3,28,0
41,1613.3720703125,STANDARD,276.80084228515625,0.20201818645000458,3,2018-07-03,276.80084228515625,3,0.0,R_A3,28,0
41,1615.4365234375,STANDARD,277.03076171875,0.4009776711463928,4,2018-07-03,277.03076171875,4,0.0,R_A3,28,0
41,1617.5008544921875,STANDARD,280.2552185058594,0.761829137802124,5,2018-07-03,280.2552185058594,5,0.0,R_A3,28,0
41,1619.565185546875,STANDARD,280.6377258300781,0.6496838927268982,6,2018-07-03,280.6377258300781,6,0.0,R_A3,28,0
41,1609.3663330078125,STANDARD,279.1354675292969,0.6494414806365967,7,2018-07-03,279.1354675292969,6,0.0,R_A3,29,0
41,1611.4163818359375,STANDARD,279.3139953613281,0.19994214177131653,8,2018-07-03,279.3139953613281,7,0.0,R_A3,29,0
41,1613.46630859375,STANDARD,279.45172119140625,0.1998690962791443,9,2018-07-03,279.45172119140625,8,0.0,R_A3,29,0
41,1615.516357421875,STANDARD,279.7511901855469,0.7968947291374207,10,2018-07-03,279.7511901855469,9,0.0,R_A3,29,0
41,1617.5662841796875,STANDARD,281.1736145019531,0.7976952195167542,11,2018-07-03,281.1736145019531,10,0.0,R_A3,29,0
41,1619.750732421875,STANDARD,281.52154541015625,0.05061842501163483,12,2018-07-03,281.52154541015625,11,0.0,R_A3,29,0
41,1622.0697021484375,STANDARD,281.6763000488281,0.054548654705286026,13,2018-07-03,281.6763000488281,12,0.0,R_A3,29,0
41,1624.388671875,STANDARD,281.8314514160156,0.3736419379711151,14,2018-07-03,281.8314514160156,13,0.0,R_A3,29,0
41,1626.707763671875,STANDARD,282.661865234375,0.4012266993522644,15,2018-07-03,282.661865234375,14,0.0,R_A3,29,0
41,1629.026611328125,STANDARD,283.5224304199219,0.4981960952281952,16,2018-07-03,283.5224304199219,15,0.0,R_A3,29,0
41,1630.9468994140625,STANDARD,283.6723327636719,0.8074592351913452,17,2018-07-03,283.6723327636719,16,0.0,R_A3,29,0
41,1633.5262451171875,STANDARD,286.2286682128906,0.9999995827674866,18,2018-07-03,286.2286682128906,27,-2.6207539249867295e-08,R_A3,29,0
41,1637.1630859375,STANDARD,284.5765380859375,0.043909844011068344,19,2018-07-03,284.5765380859375,28,0.0,R_A3,29,0
41,1640.8001708984375,STANDARD,284.8194274902344,0.05221688374876976,20,2018-07-03,284.8194274902344,29,0.0,R_A3,29,0
41,1644.4371337890625,STANDARD,287.5640869140625,0.9999999403953552,21,2018-07-03,287.5640869140625,30,-5.4733853005473065e-09,R_A3,29,0
41,1648.0740966796875,STANDARD,285.3179931640625,0.06449628621339798,22,2018-07-03,285.3179931640625,31,0.0,R_A3,29,0
52,1631.1873779296875,STANDARD,276.0904541015625,0.05053945258259773,1,2018-09-12,276.0904541015625,1,0.0,R_A4,30,0
52,1627.4293212890625,STANDARD,275.9151611328125,0.08370327949523926,2,2018-09-12,275.9151611328125,1,0.0,R_A4,31,0
52,1629.4896240234375,STANDARD,276.0523681640625,0.0526895746588707,3,2018-09-12,276.0523681640625,2,0.0,R_A4,31,0
52,1631.5498046875,STANDARD,276.1896057128906,0.053836360573768616,4,2018-09-12,276.1896057128906,3,0.0,R_A4,31,0
52,1633.610107421875,STANDARD,276.326904296875,0.05669570714235306,5,2018-09-12,276.326904296875,4,0.0,R_A4,31,0
52,1632.3968505859375,STANDARD,276.30267333984375,0.05682525038719177,6,2018-09-12,276.30267333984375,4,0.0,R_A4,32,0
51,1635.880615234375,STANDARD,276.372802734375,0.06248759850859642,7,2018-09-12,276.372802734375,4,0.0,R_A4,32,0
51,1637.321044921875,STANDARD,276.4969177246094,0.06503011286258698,8,2018-09-12,276.4969177246094,4,0.0,R_A4,33,0
51,1635.474609375,STANDARD,276.3739013671875,0.059687431901693344,9,2018-09-12,276.3739013671875,3,0.0,R_A4,33,0
50,1642.1485595703125,STANDARD,276.6212463378906,0.0653143972158432,10,2018-09-12,276.6212463378906,4,0.0,R_A4,33,0
50,1641.132080078125,STANDARD,276.605712890625,0.06396318227052689,11,2018-09-12,276.605712890625,4,0.0,R_A4,34,0
50,1639.20703125,STANDARD,276.4776611328125,0.11881057173013687,12,2018-09-12,276.4776611328125,3,0.0,R_A4,34,0
50,1640.9061279296875,STANDARD,276.6600646972656,0.100632444024086,13,2018-09-12,276.6600646972656,3,0.0,R_A4,35,0
50,1639.0426025390625,STANDARD,276.536376953125,0.18270064890384674,14,2018-09-12,276.536376953125,2,0.0,R_A4,35,0
49,1641.93212890625,STANDARD,276.6141357421875,0.23873254656791687,15,2018-09-12,276.6141357421875,2,0.0,R_A4,35,0
49,1642.357421875,STANDARD,276.6116638183594,0.05875725671648979,16,2018-09-12,276.6116638183594,30,0.0,R_A4,36,0
48,1639.6068115234375,STANDARD,276.2339172363281,0.6498066782951355,17,2018-09-12,276.2339172363281,30,0.0,R_A4,36,0
48,1646.7513427734375,STANDARD,276.877685546875,0.06024906039237976,18,2018-09-12,276.877685546875,30,0.0,R_A4,37,0
48,1653.461669921875,STANDARD,277.50738525390625,0.13694249093532562,19,2018-09-12,277.50738525390625,30,0.0,R_A4,38,0
47,1657.8184814453125,STANDARD,277.5852355957031,0.09507028013467789,20,2018-09-12,277.5852355957031,30,0.0,R_A4,38,0
42,1695.20263671875,STANDARD,274.2048034667969,1.0,1,2018-11-07,274.2048034667969,1,1.3378963752429295e-15,R_A6,17,0
42,1696.7510986328125,STANDARD,274.3489990234375,1.0,2,2018-11-07,274.3489990234375,2,6.931682477152542e-16,R_A6,17,0
42,1698.299560546875,STANDARD,274.4886474609375,1.0,3,2018-11-07,274.4886474609375,3,4.866762264929959e-16,R_A6,17,0
42,1699.84814453125,STANDARD,274.6226501464844,1.0,4,2018-11-07,274.6226501464844,4,4.1444186555608003e-16,R_A6,17,0
42,1701.3966064453125,STANDARD,274.7539978027344,1.0,5,2018-11-07,274.7539978027344,5,4.508016283196977e-16,R_A6,17,0
42,1702.9451904296875,STANDARD,274.8877258300781,1.0,6,2018-11-07,274.8877258300781,6,6.752985524457078e-16,R_A6,17,0
42,1704.49365234375,STANDARD,274.7278747558594,1.0,7,2018-11-07,274.7278747558594,7,2.4207149617607414e-14,R_A6,17,0
42,1706.042236328125,STANDARD,275.1666259765625,1.0,8,2018-11-07,275.1666259765625,8,1.3053594045191685e-15,R_A6,17,0
42,1707.5906982421875,STANDARD,275.29913330078125,1.0,9,2018-11-07,275.29913330078125,9,1.3279632198704783e-15,R_A6,17,0
42,1709.1392822265625,STANDARD,275.1142272949219,1.0,10,2018-11-07,275.1142272949219,10,2.418988674732919e-13,R_A6,17,0
42,1711.055419921875,STANDARD,275.2814636230469,1.0,11,2018-11-07,275.2814636230469,11,1.899377465204577e-13,R_A6,17,0
42,1713.3392333984375,STANDARD,275.49310302734375,1.0,12,2018-11-07,275.49310302734375,12,6.33076151722832e-14,R_A6,17,0
42,1715.623046875,STANDARD,275.721923828125,1.0,13,2018-11-07,275.721923828125,13,-3.9362992193490705e-16,R_A6,17,0
42,1717.9068603515625,STANDARD,275.9380798339844,1.0,14,2018-11-07,275.9380798339844,14,-2.6874079015333204e-16,R_A6,17,0
42,1720.190673828125,STANDARD,276.1538391113281,1.0,15,2018-11-07,276.1538391113281,15,-3.0616582919702003e-16,R_A6,17,0
