CONJPOS,DEPTH,WELLMODEL,PRESSURE,SWAT,CONIDX,DATE,CONBPRES,CONKPOS,SGAS,WELL,CONIPOS,DRAWDOWN
30,1641.094970703125,STANDARD,300.6733093261719,0.05682307109236717,1,2018-01-01,300.6733093261719,1,0.0,R_A2,22,0
30,1642.8890380859375,STANDARD,300.7936096191406,0.059868622571229935,2,2018-01-01,300.7936096191406,2,0.0,R_A2,22,0
30,1644.68310546875,STANDARD,300.9139099121094,0.0626271441578865,3,2018-01-01,300.9139099121094,3,0.0,R_A2,22,0
30,1646.4771728515625,STANDARD,301.0342102050781,0.06645650416612625,4,2018-01-01,301.0342102050781,4,0.0,R_A2,22,0
30,1648.2713623046875,STANDARD,301.1545104980469,0.07079914212226868,5,2018-01-01,301.1545104980469,5,0.0,R_A2,22,0
30,1650.0654296875,STANDARD,301.27484130859375,0.23910002410411835,6,2018-01-01,301.27484130859375,6,0.0,R_A2,22,0
30,1651.859619140625,STANDARD,301.3951721191406,0.8951376676559448,7,2018-01-01,301.3951721191406,7,0.0,R_A2,22,0
30,1653.6536865234375,STANDARD,301.5154724121094,0.8685147166252136,8,2018-01-01,301.5154724121094,8,0.0,R_A2,22,0
30,1655.44775390625,STANDARD,301.63580322265625,0.894565999507904,9,2018-01-01,301.63580322265625,9,0.0,R_A2,22,0
30,1657.2418212890625,STANDARD,301.7561340332031,0.9062598943710327,10,2018-01-01,301.7561340332031,10,0.0,R_A2,22,0
30,1659.1368408203125,STANDARD,301.88323974609375,0.07765933871269226,11,2018-01-01,301.88323974609375,11,0.0,R_A2,22,0
30,1661.132568359375,STANDARD,302.01708984375,0.08095082640647888,12,2018-01-01,302.01708984375,12,0.0,R_A2,22,0
30,1663.12841796875,STANDARD,302.1509704589844,0.4631236791610718,13,2018-01-01,302.1509704589844,13,0.0,R_A2,22,0
30,1665.1241455078125,STANDARD,302.28485107421875,0.5077258348464966,14,2018-01-01,302.28485107421875,14,0.0,R_A2,22,0
30,1667.1199951171875,STANDARD,302.4187316894531,0.6800851821899414,15,2018-01-01,302.4187316894531,15,0.0,R_A2,22,0
30,1669.11572265625,STANDARD,302.5526123046875,0.9764990210533142,16,2018-01-01,302.5526123046875,16,0.0,R_A2,22,0
30,1671.111572265625,STANDARD,302.6864929199219,0.9521156549453735,17,2018-01-01,302.6864929199219,17,0.0,R_A2,22,0
30,1672.9881591796875,STANDARD,302.8123779296875,0.9803889393806458,18,2018-01-01,302.8123779296875,18,0.0,R_A2,22,0
29,1674.229736328125,STANDARD,302.89569091796875,0.9921049475669861,19,2018-01-01,302.89569091796875,18,0.0,R_A2,22,0
29,1676.1676025390625,STANDARD,303.02569580078125,0.4429566264152527,20,2018-01-01,303.02569580078125,27,0.0,R_A2,22,0
29,1677.9368896484375,STANDARD,303.47802734375,1.0,21,2018-01-01,303.47802734375,28,0.0,R_A2,22,0
29,1679.7061767578125,STANDARD,303.64569091796875,1.0,22,2018-01-01,303.64569091796875,29,0.0,R_A2,22,0
29,1681.4754638671875,STANDARD,303.8133544921875,1.0,23,2018-01-01,303.8133544921875,30,0.0,R_A2,22,0
29,1683.2447509765625,STANDARD,303.98101806640625,1.0,24,2018-01-01,303.98101806640625,31,0.0,R_A2,22,0
41,1609.243408203125,STANDARD,298.53814697265625,0.6481541991233826,1,2018-01-01,298.53814697265625,1,0.0,R_A3,28,0
41,1611.3077392578125,STANDARD,298.676513671875,0.1953458935022354,2,2018-01-01,298.676513671875,2,0.0,R_A3,28,0
41,1613.3720703125,STANDARD,298.8148498535156,0.19456657767295837,3,2018-01-01,298.8148498535156,3,0.0,R_A3,28,0
41,1615.4365234375,STANDARD,298.9532165527344,0.3696915805339813,4,2018-01-01,298.9532165527344,4,0.0,R_A3,28,0
41,1617.5008544921875,STANDARD,299.0915832519531,0.834352970123291,5,2018-01-01,299.0915832519531,5,0.0,R_A3,28,0
41,1619.565185546875,STANDARD,299.2299499511719,0.6481541991233826,6,2018-01-01,299.2299499511719,6,0.0,R_A3,28,0
41,1609.3663330078125,STANDARD,298.54638671875,0.6481541991233826,7,2018-01-01,298.54638671875,6,0.0,R_A3,29,0
41,1611.4163818359375,STANDARD,298.68377685546875,0.1984773725271225,8,2018-01-01,298.68377685546875,7,0.0,R_A3,29,0
41,1613.46630859375,STANDARD,298.8211669921875,0.1977151483297348,9,2018-01-01,298.8211669921875,8,0.0,R_A3,29,0
41,1615.516357421875,STANDARD,298.95855712890625,0.800819993019104,10,2018-01-01,298.95855712890625,9,0.0,R_A3,29,0
41,1617.5662841796875,STANDARD,299.095947265625,0.7992424964904785,11,2018-01-01,299.095947265625,10,0.0,R_A3,29,0
41,1619.750732421875,STANDARD,299.24237060546875,0.05049673467874527,12,2018-01-01,299.24237060546875,11,0.0,R_A3,29,0
41,1622.0697021484375,STANDARD,299.3978271484375,0.05441533401608467,13,2018-01-01,299.3978271484375,12,0.0,R_A3,29,0
41,1624.388671875,STANDARD,299.5532531738281,0.3730502128601074,14,2018-01-01,299.5532531738281,13,0.0,R_A3,29,0
41,1626.707763671875,STANDARD,299.7087097167969,0.4005099833011627,15,2018-01-01,299.7087097167969,14,0.0,R_A3,29,0
41,1629.026611328125,STANDARD,299.8641662597656,0.4975426495075226,16,2018-01-01,299.8641662597656,15,0.0,R_A3,29,0
41,1630.9468994140625,STANDARD,299.992919921875,0.8084018230438232,17,2018-01-01,299.992919921875,16,0.0,R_A3,29,0
41,1633.5262451171875,STANDARD,300.16583251953125,1.0,18,2018-01-01,300.16583251953125,27,0.0,R_A3,29,0
41,1637.1630859375,STANDARD,300.40966796875,0.04364456981420517,19,2018-01-01,300.40966796875,28,0.0,R_A3,29,0
41,1640.8001708984375,STANDARD,300.6535339355469,0.05188838392496109,20,2018-01-01,300.6535339355469,29,0.0,R_A3,29,0
41,1644.4371337890625,STANDARD,300.89739990234375,1.0,21,2018-01-01,300.89739990234375,30,0.0,R_A3,29,0
41,1648.0740966796875,STANDARD,301.14129638671875,0.0641801506280899,22,2018-01-01,301.14129638671875,31,0.0,R_A3,29,0
52,1631.1873779296875,STANDARD,300.009033203125,0.05036125332117081,1,2018-01-01,300.009033203125,1,0.0,R_A4,30,0
52,1627.4293212890625,STANDARD,299.7571105957031,0.08347222208976746,2,2018-01-01,299.7571105957031,1,0.0,R_A4,31,0
52,1629.4896240234375,STANDARD,299.89520263671875,0.05255189538002014,3,2018-01-01,299.89520263671875,2,0.0,R_A4,31,0
52,1631.5498046875,STANDARD,300.0333251953125,0.05367308482527733,4,2018-01-01,300.0333251953125,3,0.0,R_A4,31,0
52,1633.610107421875,STANDARD,300.17144775390625,0.05652542784810066,5,2018-01-01,300.17144775390625,4,0.0,R_A4,31,0
52,1632.3968505859375,STANDARD,300.0901184082031,0.05670516937971115,6,2018-01-01,300.0901184082031,4,0.0,R_A4,32,0
51,1635.880615234375,STANDARD,300.3236999511719,0.06039223074913025,7,2018-01-01,300.3236999511719,4,0.0,R_A4,32,0
51,1637.321044921875,STANDARD,300.4202575683594,0.062218718230724335,8,2018-01-01,300.4202575683594,4,0.0,R_A4,33,0
51,1635.474609375,STANDARD,300.29644775390625,0.05870724841952324,9,2018-01-01,300.29644775390625,3,0.0,R_A4,33,0
50,1642.1485595703125,STANDARD,300.74395751953125,0.06312906742095947,10,2018-01-01,300.74395751953125,4,0.0,R_A4,33,0
50,1641.132080078125,STANDARD,300.67578125,0.06255592405796051,11,2018-01-01,300.67578125,4,0.0,R_A4,34,0
50,1639.20703125,STANDARD,300.5467224121094,0.1182539239525795,12,2018-01-01,300.5467224121094,3,0.0,R_A4,34,0
50,1640.9061279296875,STANDARD,300.66064453125,0.10039374977350235,13,2018-01-01,300.66064453125,3,0.0,R_A4,35,0
50,1639.0426025390625,STANDARD,300.53570556640625,0.18232817947864532,14,2018-01-01,300.53570556640625,2,0.0,R_A4,35,0
49,1641.93212890625,STANDARD,300.72943115234375,0.23937761783599854,15,2018-01-01,300.72943115234375,2,0.0,R_A4,35,0
49,1642.357421875,STANDARD,300.7579650878906,0.05827876925468445,16,2018-01-01,300.7579650878906,30,0.0,R_A4,36,0
48,1639.6068115234375,STANDARD,300.5735168457031,0.6481541991233826,17,2018-01-01,300.5735168457031,30,0.0,R_A4,36,0
48,1646.7513427734375,STANDARD,301.0526123046875,0.05980163440108299,18,2018-01-01,301.0526123046875,30,0.0,R_A4,37,0
48,1653.461669921875,STANDARD,301.5025939941406,0.10777666419744492,19,2018-01-01,301.5025939941406,30,0.0,R_A4,38,0
47,1657.8184814453125,STANDARD,301.7947998046875,0.07282351702451706,20,2018-01-01,301.7947998046875,30,0.0,R_A4,38,0
20,1685.026611328125,STANDARD,303.8440856933594,1.0,1,2018-01-01,303.8440856933594,1,0.0,R_A5,31,0
20,1687.3070068359375,STANDARD,304.0601806640625,1.0,2,2018-01-01,304.0601806640625,2,0.0,R_A5,31,0
20,1689.5875244140625,STANDARD,304.27630615234375,1.0,3,2018-01-01,304.27630615234375,3,0.0,R_A5,31,0
20,1691.8680419921875,STANDARD,304.4924011230469,1.0,4,2018-01-01,304.4924011230469,4,0.0,R_A5,31,0
20,1694.1485595703125,STANDARD,304.7085266113281,1.0,5,2018-01-01,304.7085266113281,5,0.0,R_A5,31,0
20,1696.4290771484375,STANDARD,304.9246520996094,1.0,6,2018-01-01,304.9246520996094,6,0.0,R_A5,31,0
20,1698.70947265625,STANDARD,305.446533203125,1.0,7,2018-01-01,305.446533203125,7,0.0,R_A5,31,0
20,1707.6488037109375,STANDARD,305.988037109375,1.0,8,2018-01-01,305.988037109375,11,0.0,R_A5,31,0
20,1709.5638427734375,STANDARD,306.1695251464844,1.0,9,2018-01-01,306.1695251464844,12,0.0,R_A5,31,0
21,1701.7845458984375,STANDARD,305.4322814941406,1.0,10,2018-01-01,305.4322814941406,12,0.0,R_A5,31,0
21,1703.735107421875,STANDARD,305.6291198730469,1.0,11,2018-01-01,305.6291198730469,13,0.0,R_A5,31,0
21,1705.6856689453125,STANDARD,305.81396484375,1.0,12,2018-01-01,305.81396484375,14,0.0,R_A5,31,0
21,1707.63623046875,STANDARD,305.9988098144531,1.0,13,2018-01-01,305.9988098144531,15,0.0,R_A5,31,0
21,1709.5867919921875,STANDARD,306.3287048339844,1.0,14,2018-01-01,306.3287048339844,16,0.0,R_A5,31,0
21,1711.537353515625,STANDARD,306.5135498046875,1.0,15,2018-01-01,306.5135498046875,17,0.0,R_A5,31,0
21,1713.35400390625,STANDARD,306.6856994628906,1.0,16,2018-01-01,306.6856994628906,18,0.0,R_A5,31,0
21,1714.3951416015625,STANDARD,306.7843933105469,1.0,17,2018-01-01,306.7843933105469,19,0.0,R_A5,31,0
21,1715.7628173828125,STANDARD,306.75689697265625,1.0,18,2018-01-01,306.75689697265625,27,0.0,R_A5,31,0
21,1718.098388671875,STANDARD,306.978271484375,1.0,19,2018-01-01,306.978271484375,28,0.0,R_A5,31,0
21,1720.43408203125,STANDARD,307.5054016113281,1.0,20,2018-01-01,307.5054016113281,29,0.0,R_A5,31,0
21,1722.7696533203125,STANDARD,307.7267761230469,1.0,21,2018-01-01,307.7267761230469,30,0.0,R_A5,31,0
21,1725.105224609375,STANDARD,307.9481506347656,1.0,22,2018-01-01,307.9481506347656,31,0.0,R_A5,31,0
42,1695.20263671875,STANDARD,305.11419677734375,1.0,1,2018-01-01,305.11419677734375,1,0.0,R_A6,17,0
42,1696.7510986328125,STANDARD,305.2609558105469,1.0,2,2018-01-01,305.2609558105469,2,0.0,R_A6,17,0
42,1698.299560546875,STANDARD,305.4076843261719,1.0,3,2018-01-01,305.4076843261719,3,0.0,R_A6,17,0
