ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,6083591,1026900,527001,367504,51744560,0,0,0,0,0
Valysar,CentralSouth,62013612,11335910,8234939,5742635,808563093,0,0,0,0,0
Valysar,CentralNorth,35763975,6506679,4719129,3290885,463356610,0,0,0,0,0
Valysar,NorthHorst,4299002,623730,317093,194774,38156311,24092105,3238827,2075644,482708007,73854
Valysar,CentralRamp,13963371,2327087,1682684,1173420,165217542,0,0,0,0,0
Valysar,CentralHorst,85646485,12531343,8976453,6259730,881369997,0,0,0,0,0
Valysar,EastLowland,8317228,851655,366479,255564,35983442,0,0,0,0,0
Therys,WestLowland,1528492,304399,124718,86972,12245691,0,0,0,0,0
Therys,CentralSouth,7477581,1958196,1239565,864411,121709056,0,0,0,0,0
Therys,CentralNorth,17149454,3180769,1752007,1221763,172024171,0,0,0,0,0
Therys,NorthHorst,7404891,987301,394009,242020,47411755,16142436,2756152,1803890,419509218,64185
Therys,CentralRamp,6867653,1709680,1318759,919637,129484897,0,0,0,0,0
Therys,CentralHorst,28534564,7329975,5639856,3932954,553759904,0,0,0,0,0
Therys,EastLowland,67632,22929,6341,4422,622636,0,0,0,0,0
Volon,WestLowland,48675,7167,400,279,39317,0,0,0,0,0
Volon,CentralSouth,28183625,4746129,3042397,2121616,298723557,0,0,0,0,0
Volon,CentralNorth,3176957,475298,233716,162982,22947831,0,0,0,0,0
Volon,NorthHorst,5033806,849307,563770,346296,67839433,2931352,554707,476572,110830728,16957
Volon,CentralRamp,11669572,2120480,1570531,1095210,154205590,0,0,0,0,0
Volon,CentralHorst,83133611,15005779,11932742,8321299,1171638892,0,0,0,0,0
Volon,EastLowland,1112,169,0,0,0,0,0,0,0,0
