SGAS,CONKPOS,DATE,CONBPRES,PRESSURE,CONIPOS,DEPTH,SWAT,WELLMODEL,CONIDX,CONJPOS,DRAWDOWN,WELL
0.0,17,2018-01-01,302.93768310546875,302.93768310546875,22,1673.0087890625,0.9050251841545105,STANDARD,18,29,0,R_A2
0.0,18,2018-01-01,303.0640869140625,303.0640869140625,22,1674.892822265625,0.9631380438804626,STANDARD,19,29,0,R_A2
0.0,26,2018-01-01,303.1894836425781,303.1894836425781,22,1676.7615966796875,0.6481541991233826,STANDARD,20,29,0,R_A2
0.0,27,2018-01-01,303.3094787597656,303.3094787597656,22,1678.55029296875,1.0,STANDARD,21,29,0,R_A2
0.0,28,2018-01-01,303.42950439453125,303.42950439453125,22,1680.3389892578125,1.0,STANDARD,22,29,0,R_A2
0.0,29,2018-01-01,303.8751525878906,303.8751525878906,22,1682.127685546875,1.0,STANDARD,23,29,0,R_A2
0.0,30,2018-01-01,304.0446472167969,304.0446472167969,22,1683.916259765625,1.0,STANDARD,24,29,0,R_A2
0.0,1,2018-01-01,298.5400695800781,298.5400695800781,28,1607.4249267578125,0.6481541991233826,STANDARD,1,41,0,R_A3
0.0,2,2018-01-01,298.6761779785156,298.6761779785156,28,1609.4560546875,0.15033605694770813,STANDARD,2,41,0,R_A3
0.0,2,2018-01-01,298.2591247558594,298.2591247558594,29,1603.232666015625,0.16571761667728424,STANDARD,3,41,0,R_A3
0.0,3,2018-01-01,298.3992004394531,298.3992004394531,29,1605.322998046875,0.11823459714651108,STANDARD,4,41,0,R_A3
0.0,4,2018-01-01,298.539306640625,298.539306640625,29,1607.4134521484375,0.18046455085277557,STANDARD,5,41,0,R_A3
0.0,5,2018-01-01,298.6794128417969,298.6794128417969,29,1609.50390625,0.8057088851928711,STANDARD,6,41,0,R_A3
0.0,6,2018-01-01,298.8194885253906,298.8194885253906,29,1611.5943603515625,0.6481541991233826,STANDARD,7,41,0,R_A3
0.0,7,2018-01-01,298.9595947265625,298.9595947265625,29,1613.684814453125,0.1960410624742508,STANDARD,8,41,0,R_A3
0.0,8,2018-01-01,299.0997314453125,299.0997314453125,29,1615.7752685546875,0.28661617636680603,STANDARD,9,41,0,R_A3
0.0,9,2018-01-01,299.2398376464844,299.2398376464844,29,1617.8656005859375,0.7936028838157654,STANDARD,10,41,0,R_A3
0.0,10,2018-01-01,299.37994384765625,299.37994384765625,29,1619.9560546875,0.7933015823364258,STANDARD,11,41,0,R_A3
0.0,11,2018-01-01,299.5258483886719,299.5258483886719,29,1622.13232421875,0.0486697219312191,STANDARD,12,41,0,R_A3
0.0,12,2018-01-01,299.677490234375,299.677490234375,29,1624.3946533203125,0.05392016842961311,STANDARD,13,41,0,R_A3
0.0,13,2018-01-01,299.8291320800781,299.8291320800781,29,1626.656982421875,0.36917367577552795,STANDARD,14,41,0,R_A3
0.0,14,2018-01-01,299.9808044433594,299.9808044433594,29,1628.919189453125,0.13295942544937134,STANDARD,15,41,0,R_A3
0.0,15,2018-01-01,300.1324768066406,300.1324768066406,29,1631.1815185546875,0.48772820830345154,STANDARD,16,41,0,R_A3
0.0,16,2018-01-01,300.2630615234375,300.2630615234375,29,1633.129150390625,0.8063492774963379,STANDARD,17,41,0,R_A3
0.0,26,2018-01-01,300.4357604980469,300.4357604980469,29,1635.7052001953125,0.37318429350852966,STANDARD,18,41,0,R_A3
0.0,27,2018-01-01,300.6717224121094,300.6717224121094,29,1639.2242431640625,0.04392167925834656,STANDARD,19,41,0,R_A3
0.0,28,2018-01-01,300.9076843261719,300.9076843261719,29,1642.7432861328125,0.04734697937965393,STANDARD,20,41,0,R_A3
0.0,29,2018-01-01,301.1436767578125,301.1436767578125,29,1646.2623291015625,0.7509068250656128,STANDARD,21,41,0,R_A3
0.0,30,2018-01-01,301.3796691894531,301.3796691894531,29,1649.7813720703125,0.12726469337940216,STANDARD,22,41,0,R_A3
0.0,1,2018-01-01,300.1988525390625,300.1988525390625,30,1632.171630859375,0.04810445383191109,STANDARD,1,52,0,R_A4
0.0,1,2018-01-01,299.8273010253906,299.8273010253906,31,1626.62939453125,0.04655371233820915,STANDARD,2,52,0,R_A4
0.0,2,2018-01-01,299.965576171875,299.965576171875,31,1628.6920166015625,0.04905959591269493,STANDARD,3,52,0,R_A4
0.0,3,2018-01-01,300.1038513183594,300.1038513183594,31,1630.7545166015625,0.050577953457832336,STANDARD,4,52,0,R_A4
0.0,4,2018-01-01,300.24212646484375,300.24212646484375,31,1632.817138671875,0.05541522055864334,STANDARD,5,52,0,R_A4
0.0,4,2018-01-01,300.1695861816406,300.1695861816406,32,1631.73486328125,0.05384217947721481,STANDARD,6,52,0,R_A4
0.0,5,2018-01-01,300.2940673828125,300.2940673828125,32,1633.5916748046875,0.05457071214914322,STANDARD,7,52,0,R_A4
0.0,5,2018-01-01,300.5230407714844,300.5230407714844,32,1637.0067138671875,0.057208720594644547,STANDARD,8,51,0,R_A4
0.0,4,2018-01-01,300.40087890625,300.40087890625,32,1635.1849365234375,0.05395253002643585,STANDARD,9,51,0,R_A4
0.0,4,2018-01-01,300.51123046875,300.51123046875,33,1636.83056640625,0.056866586208343506,STANDARD,10,51,0,R_A4
0.0,4,2018-01-01,300.8199768066406,300.8199768066406,33,1641.4351806640625,0.06037171185016632,STANDARD,11,50,0,R_A4
0.0,4,2018-01-01,300.7288818359375,300.7288818359375,34,1640.076904296875,0.05770032852888107,STANDARD,12,50,0,R_A4
0.0,4,2018-01-01,300.7789001464844,300.7789001464844,35,1640.822509765625,0.05750196799635887,STANDARD,13,50,0,R_A4
0.0,3,2018-01-01,300.6610412597656,300.6610412597656,35,1639.0650634765625,0.22379884123802185,STANDARD,14,50,0,R_A4
0.0,3,2018-01-01,300.9937438964844,300.9937438964844,35,1644.026611328125,0.23655326664447784,STANDARD,15,49,0,R_A4
0.0,2,2018-01-01,300.8770751953125,300.8770751953125,35,1642.2867431640625,0.23348155617713928,STANDARD,16,49,0,R_A4
0.0,29,2018-01-01,300.89434814453125,300.89434814453125,36,1642.5443115234375,0.29480037093162537,STANDARD,17,49,0,R_A4
0.0,29,2018-01-01,300.92364501953125,300.92364501953125,36,1642.9813232421875,0.056305091828107834,STANDARD,18,48,0,R_A4
0.0,29,2018-01-01,301.3147277832031,301.3147277832031,37,1648.813232421875,0.6481541991233826,STANDARD,19,48,0,R_A4
0.0,29,2018-01-01,301.6351013183594,301.6351013183594,38,1653.5899658203125,0.23569907248020172,STANDARD,20,48,0,R_A4
0.0,29,2018-01-01,302.131103515625,302.131103515625,38,1660.9852294921875,0.8342785239219666,STANDARD,21,47,0,R_A4
0.0,28,2018-01-01,301.75341796875,301.75341796875,38,1655.3543701171875,0.10628552734851837,STANDARD,22,47,0,R_A4
0.0,1,2018-01-01,303.9598388671875,303.9598388671875,31,1686.2481689453125,1.0,STANDARD,1,20,0,R_A5
0.0,2,2018-01-01,304.1641845703125,304.1641845703125,31,1688.404296875,1.0,STANDARD,2,20,0,R_A5
0.0,3,2018-01-01,304.3684997558594,304.3684997558594,31,1690.560546875,1.0,STANDARD,3,20,0,R_A5
0.0,4,2018-01-01,304.57281494140625,304.57281494140625,31,1692.7166748046875,1.0,STANDARD,4,20,0,R_A5
0.0,5,2018-01-01,304.77716064453125,304.77716064453125,31,1694.872802734375,1.0,STANDARD,5,20,0,R_A5
0.0,6,2018-01-01,304.98150634765625,304.98150634765625,31,1697.029052734375,1.0,STANDARD,6,20,0,R_A5
0.0,7,2018-01-01,305.4916076660156,305.4916076660156,31,1699.1851806640625,1.0,STANDARD,7,20,0,R_A5
0.0,8,2018-01-01,305.6959533691406,305.6959533691406,31,1701.34130859375,1.0,STANDARD,8,20,0,R_A5
0.0,11,2018-01-01,305.2127380371094,305.2127380371094,31,1699.4676513671875,1.0,STANDARD,9,21,0,R_A5
0.0,12,2018-01-01,305.4038391113281,305.4038391113281,31,1701.484375,1.0,STANDARD,10,21,0,R_A5
0.0,13,2018-01-01,305.60693359375,305.60693359375,31,1703.5010986328125,1.0,STANDARD,11,21,0,R_A5
0.0,14,2018-01-01,305.7980651855469,305.7980651855469,31,1705.517822265625,1.0,STANDARD,12,21,0,R_A5
0.0,15,2018-01-01,305.98919677734375,305.98919677734375,31,1707.5345458984375,1.0,STANDARD,13,21,0,R_A5
0.0,16,2018-01-01,306.3253173828125,306.3253173828125,31,1709.55126953125,1.0,STANDARD,14,21,0,R_A5
0.0,17,2018-01-01,306.51617431640625,306.51617431640625,31,1711.56494140625,1.0,STANDARD,15,21,0,R_A5
0.0,18,2018-01-01,306.65679931640625,306.65679931640625,31,1713.048828125,1.0,STANDARD,16,21,0,R_A5
0.0,19,2018-01-01,306.7218933105469,306.7218933105469,31,1713.735595703125,1.0,STANDARD,17,21,0,R_A5
0.0,26,2018-01-01,306.6944274902344,306.6944274902344,31,1715.1033935546875,1.0,STANDARD,18,21,0,R_A5
0.0,27,2018-01-01,306.91424560546875,306.91424560546875,31,1717.4229736328125,1.0,STANDARD,19,21,0,R_A5
0.0,28,2018-01-01,307.43988037109375,307.43988037109375,31,1719.7425537109375,1.0,STANDARD,20,21,0,R_A5
0.0,29,2018-01-01,307.65972900390625,307.65972900390625,31,1722.0621337890625,1.0,STANDARD,21,21,0,R_A5
0.0,30,2018-01-01,307.87957763671875,307.87957763671875,31,1724.3817138671875,1.0,STANDARD,22,21,0,R_A5
0.0,1,2018-01-01,305.0245056152344,305.0245056152344,17,1694.256103515625,1.0,STANDARD,1,42,0,R_A6
0.0,2,2018-01-01,305.1698913574219,305.1698913574219,17,1695.7901611328125,1.0,STANDARD,2,42,0,R_A6
0.0,3,2018-01-01,305.31524658203125,305.31524658203125,17,1697.32421875,1.0,STANDARD,3,42,0,R_A6
0.0,4,2018-01-01,305.46063232421875,305.46063232421875,17,1698.858154296875,1.0,STANDARD,4,42,0,R_A6
0.0,5,2018-01-01,305.60601806640625,305.60601806640625,17,1700.3922119140625,1.0,STANDARD,5,42,0,R_A6
0.0,6,2018-01-01,305.7513732910156,305.7513732910156,17,1701.9261474609375,1.0,STANDARD,6,42,0,R_A6
0.0,7,2018-01-01,305.59771728515625,305.59771728515625,17,1703.460205078125,1.0,STANDARD,7,42,0,R_A6
0.0,8,2018-01-01,305.7430725097656,305.7430725097656,17,1704.994140625,1.0,STANDARD,8,42,0,R_A6
0.0,9,2018-01-01,306.1875305175781,306.1875305175781,17,1706.5281982421875,1.0,STANDARD,9,42,0,R_A6
0.0,10,2018-01-01,306.027099609375,306.027099609375,17,1708.062255859375,1.0,STANDARD,10,42,0,R_A6
0.0,11,2018-01-01,306.2079162597656,306.2079162597656,17,1709.9688720703125,1.0,STANDARD,11,42,0,R_A6
0.0,12,2018-01-01,306.4239501953125,306.4239501953125,17,1712.2481689453125,1.0,STANDARD,12,42,0,R_A6
0.0,13,2018-01-01,306.65191650390625,306.65191650390625,17,1714.527587890625,1.0,STANDARD,13,42,0,R_A6
0.0,14,2018-01-01,306.8679504394531,306.8679504394531,17,1716.806884765625,1.0,STANDARD,14,42,0,R_A6
0.0,15,2018-01-01,307.083984375,307.083984375,17,1719.086181640625,1.0,STANDARD,15,42,0,R_A6
0.0,16,2018-01-01,307.44500732421875,307.44500732421875,17,1721.3656005859375,1.0,STANDARD,16,42,0,R_A6
0.0,17,2018-01-01,307.6610412597656,307.6610412597656,17,1723.6448974609375,1.0,STANDARD,17,42,0,R_A6
0.0,18,2018-01-01,307.8091125488281,307.8091125488281,17,1725.20703125,1.0,STANDARD,18,42,0,R_A6
0.0,26,2018-01-01,307.7731018066406,307.7731018066406,17,1726.484619140625,1.0,STANDARD,19,42,0,R_A6
0.0,27,2018-01-01,308.240966796875,308.240966796875,17,1728.1947021484375,1.0,STANDARD,20,42,0,R_A6
0.0,28,2018-01-01,308.4030456542969,308.4030456542969,17,1729.90478515625,1.0,STANDARD,21,42,0,R_A6
0.0,29,2018-01-01,308.56512451171875,308.56512451171875,17,1731.614990234375,1.0,STANDARD,22,42,0,R_A6
0.0,30,2018-01-01,308.4214172363281,308.4214172363281,17,1733.3250732421875,1.0,STANDARD,23,42,0,R_A6
0.0,1,2018-03-01,298.0784606933594,298.0784606933594,22,1640.384033203125,0.05178353190422058,STANDARD,1,30,0,R_A2
0.0,2,2018-03-01,298.1972961425781,298.1972961425781,22,1642.1571044921875,0.055909883230924606,STANDARD,2,30,0,R_A2
0.0,3,2018-03-01,298.3161315917969,298.3161315917969,22,1643.9302978515625,0.05752384290099144,STANDARD,3,30,0,R_A2
0.0,4,2018-03-01,298.4349670410156,298.4349670410156,22,1645.703369140625,0.06334683299064636,STANDARD,4,30,0,R_A2
0.0,5,2018-03-01,298.5538330078125,298.5538330078125,22,1647.4764404296875,0.06596149504184723,STANDARD,5,30,0,R_A2
0.0,6,2018-03-01,298.7016906738281,298.7016906738281,22,1649.2496337890625,0.2930662930011749,STANDARD,6,30,0,R_A2
0.0,7,2018-03-01,298.8343505859375,298.8343505859375,22,1651.0228271484375,0.8707152605056763,STANDARD,7,30,0,R_A2
0.0,8,2018-03-01,298.9615478515625,298.9615478515625,22,1652.7958984375,0.8580682873725891,STANDARD,8,30,0,R_A2
0.0,9,2018-03-01,299.4544372558594,299.4544372558594,22,1654.5689697265625,0.8758357763290405,STANDARD,9,30,0,R_A2
0.0,10,2018-03-01,299.8514709472656,299.8514709472656,22,1656.3421630859375,0.8784315586090088,STANDARD,10,30,0,R_A2
0.0,11,2018-03-01,299.6571044921875,299.6571044921875,22,1658.249755859375,0.06923802196979523,STANDARD,11,30,0,R_A2
0.0,12,2018-03-01,299.7965393066406,299.7965393066406,22,1660.291748046875,0.06642218679189682,STANDARD,12,30,0,R_A2
0.0,13,2018-03-01,299.9537048339844,299.9537048339844,22,1662.3338623046875,0.417831152677536,STANDARD,13,30,0,R_A2
0.0,14,2018-03-01,300.0916442871094,300.0916442871094,22,1664.3758544921875,0.4684407711029053,STANDARD,14,30,0,R_A2
0.0,15,2018-03-01,300.2334289550781,300.2334289550781,22,1666.4178466796875,0.9065911769866943,STANDARD,15,30,0,R_A2
0.0,16,2018-03-01,300.37567138671875,300.37567138671875,22,1668.4599609375,0.9218335747718811,STANDARD,16,30,0,R_A2
0.0,17,2018-03-01,300.5163879394531,300.5163879394531,22,1670.501953125,0.8723202347755432,STANDARD,17,30,0,R_A2
0.0,17,2018-03-01,300.67242431640625,300.67242431640625,22,1673.0087890625,0.904959499835968,STANDARD,18,29,0,R_A2
0.0,18,2018-03-01,300.7986145019531,300.7986145019531,22,1674.892822265625,0.9631125330924988,STANDARD,19,29,0,R_A2
0.0,26,2018-03-01,301.7636413574219,301.7636413574219,22,1676.7615966796875,0.6485195755958557,STANDARD,20,29,0,R_A2
-2.3299284458147204e-14,27,2018-03-01,302.97747802734375,302.97747802734375,22,1678.55029296875,1.0,STANDARD,21,29,0,R_A2
-2.5771268799545943e-13,28,2018-03-01,302.7809143066406,302.7809143066406,22,1680.3389892578125,1.0,STANDARD,22,29,0,R_A2
-4.481996107585928e-09,29,2018-03-01,302.37091064453125,302.37091064453125,22,1682.127685546875,0.9999999403953552,STANDARD,23,29,0,R_A2
-1.905917201838747e-09,30,2018-03-01,302.474609375,302.474609375,22,1683.916259765625,1.0,STANDARD,24,29,0,R_A2
-1.0112923831684384e-09,1,2018-04-28,282.0485534667969,282.0485534667969,31,1686.2481689453125,1.0,STANDARD,1,20,0,R_A5
-9.222770325223451e-10,2,2018-04-28,282.2524719238281,282.2524719238281,31,1688.404296875,1.0,STANDARD,2,20,0,R_A5
-9.75969416394662e-10,3,2018-04-28,282.4563293457031,282.4563293457031,31,1690.560546875,1.0,STANDARD,3,20,0,R_A5
-8.682707330898154e-10,4,2018-04-28,282.66009521484375,282.66009521484375,31,1692.7166748046875,1.0,STANDARD,4,20,0,R_A5
-7.983108063491784e-10,5,2018-04-28,282.86383056640625,282.86383056640625,31,1694.872802734375,1.0,STANDARD,5,20,0,R_A5
-7.695634685056518e-10,6,2018-04-28,283.0675354003906,283.0675354003906,31,1697.029052734375,1.0,STANDARD,6,20,0,R_A5
-5.147183027021107e-12,7,2018-04-28,283.567626953125,283.567626953125,31,1699.1851806640625,1.0,STANDARD,7,20,0,R_A5
-3.485798238597737e-12,8,2018-04-28,283.6436767578125,283.6436767578125,31,1701.34130859375,1.0,STANDARD,8,20,0,R_A5
-5.733413396824538e-11,11,2018-04-28,276.73187255859375,276.73187255859375,31,1699.4676513671875,1.0,STANDARD,9,21,0,R_A5
-8.531779449594268e-11,12,2018-04-28,276.9239196777344,276.9239196777344,31,1701.484375,1.0,STANDARD,10,21,0,R_A5
-1.5006688600105456e-11,13,2018-04-28,277.1278076171875,277.1278076171875,31,1703.5010986328125,1.0,STANDARD,11,21,0,R_A5
0.0,14,2018-04-28,277.3214416503906,277.3214416503906,31,1705.517822265625,1.0,STANDARD,12,21,0,R_A5
-2.1352924718101227e-14,15,2018-04-28,277.5215148925781,277.5215148925781,31,1707.5345458984375,1.0,STANDARD,13,21,0,R_A5
-3.4295720289286707e-15,16,2018-04-28,277.88238525390625,277.88238525390625,31,1709.55126953125,1.0,STANDARD,14,21,0,R_A5
-3.5074160508472355e-15,17,2018-04-28,278.1065368652344,278.1065368652344,31,1711.56494140625,1.0,STANDARD,15,21,0,R_A5
-5.810048012903739e-15,18,2018-04-28,278.260009765625,278.260009765625,31,1713.048828125,1.0,STANDARD,16,21,0,R_A5
0.0,19,2018-04-28,278.3262023925781,278.3262023925781,31,1713.735595703125,1.0,STANDARD,17,21,0,R_A5
-3.151579839046309e-15,26,2018-04-28,284.18780517578125,284.18780517578125,31,1715.1033935546875,1.0,STANDARD,18,21,0,R_A5
-3.3081464678079778e-15,27,2018-04-28,284.5530700683594,284.5530700683594,31,1717.4229736328125,1.0,STANDARD,19,21,0,R_A5
-6.041507577634681e-18,28,2018-04-28,290.07440185546875,290.07440185546875,31,1719.7425537109375,1.0,STANDARD,20,21,0,R_A5
-2.463510055087541e-23,29,2018-04-28,301.8480529785156,301.8480529785156,31,1722.0621337890625,1.0,STANDARD,21,21,0,R_A5
8.545181927930092e-25,30,2018-04-28,306.3992614746094,306.3992614746094,31,1724.3817138671875,1.0,STANDARD,22,21,0,R_A5
0.0,1,2018-07-03,277.3217468261719,277.3217468261719,28,1607.4249267578125,0.6498008966445923,STANDARD,1,41,0,R_A3
0.0,2,2018-07-03,277.4527893066406,277.4527893066406,28,1609.4560546875,0.1506512463092804,STANDARD,2,41,0,R_A3
0.0,2,2018-07-03,277.0250549316406,277.0250549316406,29,1603.232666015625,0.16640202701091766,STANDARD,3,41,0,R_A3
0.0,3,2018-07-03,277.164306640625,277.164306640625,29,1605.322998046875,0.11899801343679428,STANDARD,4,41,0,R_A3
0.0,4,2018-07-03,277.3036804199219,277.3036804199219,29,1607.4134521484375,0.1816987693309784,STANDARD,5,41,0,R_A3
0.0,5,2018-07-03,277.5260009765625,277.5260009765625,29,1609.50390625,0.8045654296875,STANDARD,6,41,0,R_A3
0.0,6,2018-07-03,277.593505859375,277.593505859375,29,1611.5943603515625,0.6517906188964844,STANDARD,7,41,0,R_A3
0.0,7,2018-07-03,277.75970458984375,277.75970458984375,29,1613.684814453125,0.1972125768661499,STANDARD,8,41,0,R_A3
0.0,8,2018-07-03,277.89984130859375,277.89984130859375,29,1615.7752685546875,0.2888137400150299,STANDARD,9,41,0,R_A3
0.0,9,2018-07-03,278.134521484375,278.134521484375,29,1617.8656005859375,0.79250168800354,STANDARD,10,41,0,R_A3
0.0,10,2018-07-03,280.6302490234375,280.6302490234375,29,1619.9560546875,0.7916035056114197,STANDARD,11,41,0,R_A3
0.0,11,2018-07-03,298.44342041015625,298.44342041015625,29,1622.13232421875,0.04868059232831001,STANDARD,12,41,0,R_A3
0.0,12,2018-07-03,298.59503173828125,298.59503173828125,29,1624.3946533203125,0.053930554538965225,STANDARD,13,41,0,R_A3
0.0,13,2018-07-03,298.74676513671875,298.74676513671875,29,1626.656982421875,0.3692190647125244,STANDARD,14,41,0,R_A3
0.0,14,2018-07-03,298.89837646484375,298.89837646484375,29,1628.919189453125,0.13300803303718567,STANDARD,15,41,0,R_A3
0.0,15,2018-07-03,299.0513000488281,299.0513000488281,29,1631.1815185546875,0.48776009678840637,STANDARD,16,41,0,R_A3
0.0,16,2018-07-03,299.1832275390625,299.1832275390625,29,1633.129150390625,0.8062875866889954,STANDARD,17,41,0,R_A3
0.0,26,2018-07-03,286.8753356933594,286.8753356933594,29,1635.7052001953125,0.3711051344871521,STANDARD,18,41,0,R_A3
0.0,27,2018-07-03,287.0621643066406,287.0621643066406,29,1639.2242431640625,0.04412141814827919,STANDARD,19,41,0,R_A3
0.0,28,2018-07-03,287.29730224609375,287.29730224609375,29,1642.7432861328125,0.047589853405952454,STANDARD,20,41,0,R_A3
0.0,29,2018-07-03,292.54290771484375,292.54290771484375,29,1646.2623291015625,0.7507867217063904,STANDARD,21,41,0,R_A3
0.0,30,2018-07-03,287.6744384765625,287.6744384765625,29,1649.7813720703125,0.12652327120304108,STANDARD,22,41,0,R_A3
0.0,1,2018-09-12,280.7734069824219,280.7734069824219,30,1632.171630859375,0.04820552095770836,STANDARD,1,52,0,R_A4
0.0,1,2018-09-12,280.4222412109375,280.4222412109375,31,1626.62939453125,0.046652983874082565,STANDARD,2,52,0,R_A4
0.0,2,2018-09-12,280.5598449707031,280.5598449707031,31,1628.6920166015625,0.049160994589328766,STANDARD,3,52,0,R_A4
0.0,3,2018-09-12,280.6973876953125,280.6973876953125,31,1630.7545166015625,0.050684381276369095,STANDARD,4,52,0,R_A4
0.0,4,2018-09-12,280.8349304199219,280.8349304199219,31,1632.817138671875,0.05550956353545189,STANDARD,5,52,0,R_A4
0.0,4,2018-09-12,280.7745361328125,280.7745361328125,32,1631.73486328125,0.05393054336309433,STANDARD,6,52,0,R_A4
0.0,5,2018-09-12,280.8983459472656,280.8983459472656,32,1633.5916748046875,0.05466665327548981,STANDARD,7,52,0,R_A4
0.0,5,2018-09-12,281.0955810546875,281.0955810546875,32,1637.0067138671875,0.05731805041432381,STANDARD,8,51,0,R_A4
0.0,4,2018-09-12,280.9740295410156,280.9740295410156,32,1635.1849365234375,0.05407038331031799,STANDARD,9,51,0,R_A4
0.0,4,2018-09-12,281.0839538574219,281.0839538574219,33,1636.83056640625,0.05696574226021767,STANDARD,10,51,0,R_A4
0.0,4,2018-09-12,281.3630065917969,281.3630065917969,33,1641.4351806640625,0.06044924631714821,STANDARD,11,50,0,R_A4
0.0,4,2018-09-12,281.2550048828125,281.2550048828125,34,1640.076904296875,0.05777916684746742,STANDARD,12,50,0,R_A4
0.0,4,2018-09-12,281.2643127441406,281.2643127441406,35,1640.822509765625,0.057571228593587875,STANDARD,13,50,0,R_A4
0.0,3,2018-09-12,281.14752197265625,281.14752197265625,35,1639.0650634765625,0.22404411435127258,STANDARD,14,50,0,R_A4
0.0,3,2018-09-12,281.42901611328125,281.42901611328125,35,1644.026611328125,0.2363736778497696,STANDARD,15,49,0,R_A4
0.0,2,2018-09-12,281.3115539550781,281.3115539550781,35,1642.2867431640625,0.23335444927215576,STANDARD,16,49,0,R_A4
0.0,29,2018-09-12,276.89794921875,276.89794921875,36,1642.5443115234375,0.25635579228401184,STANDARD,17,49,0,R_A4
0.0,29,2018-09-12,275.82220458984375,275.82220458984375,36,1642.9813232421875,0.06803861260414124,STANDARD,18,48,0,R_A4
0.0,29,2018-09-12,276.9771728515625,276.9771728515625,37,1648.813232421875,0.6733800172805786,STANDARD,19,48,0,R_A4
0.0,29,2018-09-12,277.9405822753906,277.9405822753906,38,1653.5899658203125,0.23737139999866486,STANDARD,20,48,0,R_A4
0.0,29,2018-09-12,278.41845703125,278.41845703125,38,1660.9852294921875,0.7518959641456604,STANDARD,21,47,0,R_A4
0.0,28,2018-09-12,277.8028259277344,277.8028259277344,38,1655.3543701171875,0.09872795641422272,STANDARD,22,47,0,R_A4
-3.3058306526251302e-12,1,2018-11-07,277.0231628417969,277.0231628417969,17,1694.256103515625,1.0,STANDARD,1,42,0,R_A6
-1.802027602658407e-12,2,2018-11-07,277.1667175292969,277.1667175292969,17,1695.7901611328125,1.0,STANDARD,2,42,0,R_A6
-2.9497001629436026e-12,3,2018-11-07,277.3081970214844,277.3081970214844,17,1697.32421875,1.0,STANDARD,3,42,0,R_A6
-9.420651064795393e-11,4,2018-11-07,277.45074462890625,277.45074462890625,17,1698.858154296875,1.0,STANDARD,4,42,0,R_A6
-1.5567094054785846e-12,5,2018-11-07,277.6078796386719,277.6078796386719,17,1700.3922119140625,1.0,STANDARD,5,42,0,R_A6
-9.696120989444168e-11,6,2018-11-07,277.768310546875,277.768310546875,17,1701.9261474609375,1.0,STANDARD,6,42,0,R_A6
-1.6924668611029148e-10,7,2018-11-07,277.62017822265625,277.62017822265625,17,1703.460205078125,1.0,STANDARD,7,42,0,R_A6
-1.3901778339597826e-10,8,2018-11-07,277.765625,277.765625,17,1704.994140625,1.0,STANDARD,8,42,0,R_A6
-6.1942256879277124e-12,9,2018-11-07,278.2304992675781,278.2304992675781,17,1706.5281982421875,1.0,STANDARD,9,42,0,R_A6
-3.7086098081395846e-10,10,2018-11-07,278.138916015625,278.138916015625,17,1708.062255859375,1.0,STANDARD,10,42,0,R_A6
-4.7029629079986535e-09,11,2018-11-07,281.34442138671875,281.34442138671875,17,1709.9688720703125,0.9999998807907104,STANDARD,11,42,0,R_A6
