WELL,CONJPOS,CONIPOS,DEPTH,DATE,CONBPRES,PRESSURE,SWAT,WELLMODEL,SGAS,CONIDX,DRAWDOWN,CONKPOS
R_A2,30,22,1640.497802734375,2018-01-01,300.7452392578125,300.7452392578125,0.05412634089589119,STANDARD,0.0,1,0,1
R_A2,30,22,1642.2398681640625,2018-01-01,300.862060546875,300.862060546875,0.05488007888197899,STANDARD,0.0,2,0,2
R_A2,30,22,1643.9820556640625,2018-01-01,300.9788818359375,300.9788818359375,0.057983361184597015,STANDARD,0.0,3,0,3
R_A2,30,22,1645.72412109375,2018-01-01,301.095703125,301.095703125,0.06297643482685089,STANDARD,0.0,4,0,4
R_A2,30,22,1647.46630859375,2018-01-01,301.2125244140625,301.2125244140625,0.0657518282532692,STANDARD,0.0,5,0,5
R_A2,30,22,1649.2083740234375,2018-01-01,301.329345703125,301.329345703125,0.30406755208969116,STANDARD,0.0,6,0,6
R_A2,30,22,1650.950439453125,2018-01-01,301.4461669921875,301.4461669921875,0.8649036288261414,STANDARD,0.0,7,0,7
R_A2,30,22,1652.692626953125,2018-01-01,301.5630187988281,301.5630187988281,0.8544014096260071,STANDARD,0.0,8,0,8
R_A2,30,22,1654.4346923828125,2018-01-01,301.67987060546875,301.67987060546875,0.6481541991233826,STANDARD,0.0,9,0,9
R_A2,30,22,1656.1767578125,2018-01-01,301.79669189453125,301.79669189453125,0.6481541991233826,STANDARD,0.0,10,0,10
R_A2,30,22,1658.049560546875,2018-01-01,301.92230224609375,301.92230224609375,0.067253977060318,STANDARD,0.0,11,0,11
R_A2,30,22,1660.052978515625,2018-01-01,302.05670166015625,302.05670166015625,0.16629460453987122,STANDARD,0.0,12,0,12
R_A2,30,22,1662.056396484375,2018-01-01,302.1910705566406,302.1910705566406,0.4260796010494232,STANDARD,0.0,13,0,13
R_A2,30,22,1664.0596923828125,2018-01-01,302.325439453125,302.325439453125,0.46045491099357605,STANDARD,0.0,14,0,14
R_A2,30,22,1666.06298828125,2018-01-01,302.4598388671875,302.4598388671875,0.8972659707069397,STANDARD,0.0,15,0,15
R_A2,30,22,1668.06640625,2018-01-01,302.59423828125,302.59423828125,0.9186643362045288,STANDARD,0.0,16,0,16
R_A2,30,22,1670.06982421875,2018-01-01,302.7286376953125,302.7286376953125,0.8749098181724548,STANDARD,0.0,17,0,17
R_A2,30,22,1671.7548828125,2018-01-01,302.8416748046875,302.8416748046875,0.9418184161186218,STANDARD,0.0,18,0,18
R_A2,29,22,1676.84130859375,2018-01-01,303.18292236328125,303.18292236328125,0.9819081425666809,STANDARD,0.0,19,0,18
R_A2,29,22,1678.3521728515625,2018-01-01,303.2843017578125,303.2843017578125,1.0,STANDARD,0.0,20,0,26
R_A2,29,22,1680.0516357421875,2018-01-01,303.3983459472656,303.3983459472656,1.0,STANDARD,0.0,21,0,27
R_A2,29,22,1681.751220703125,2018-01-01,303.8394775390625,303.8394775390625,1.0,STANDARD,0.0,22,0,28
R_A2,29,22,1683.45068359375,2018-01-01,304.00054931640625,304.00054931640625,1.0,STANDARD,0.0,23,0,29
R_A2,29,22,1685.1502685546875,2018-01-01,304.1615905761719,304.1615905761719,1.0,STANDARD,0.0,24,0,30
R_A3,41,28,1610.5157470703125,2018-01-01,298.7353210449219,298.7353210449219,0.36754676699638367,STANDARD,0.0,1,0,1
R_A3,41,28,1612.4254150390625,2018-01-01,298.8633117675781,298.8633117675781,0.1957949548959732,STANDARD,0.0,2,0,2
R_A3,41,29,1604.824951171875,2018-01-01,298.35394287109375,298.35394287109375,0.18852145969867706,STANDARD,0.0,3,0,2
R_A3,41,29,1606.7620849609375,2018-01-01,298.4837646484375,298.4837646484375,0.18661686778068542,STANDARD,0.0,4,0,3
R_A3,41,29,1608.69921875,2018-01-01,298.61358642578125,298.61358642578125,0.3645518720149994,STANDARD,0.0,5,0,4
R_A3,41,29,1610.63623046875,2018-01-01,298.743408203125,298.743408203125,0.8094097375869751,STANDARD,0.0,6,0,5
R_A3,41,29,1612.5733642578125,2018-01-01,298.87322998046875,298.87322998046875,0.6481541991233826,STANDARD,0.0,7,0,6
R_A3,41,29,1614.510498046875,2018-01-01,299.0030822753906,299.0030822753906,0.19693273305892944,STANDARD,0.0,8,0,7
R_A3,41,29,1616.447509765625,2018-01-01,299.1329040527344,299.1329040527344,0.1973813772201538,STANDARD,0.0,9,0,8
R_A3,41,29,1618.3846435546875,2018-01-01,299.26275634765625,299.26275634765625,0.8025928735733032,STANDARD,0.0,10,0,9
R_A3,41,29,1620.32177734375,2018-01-01,299.392578125,299.392578125,0.8029335141181946,STANDARD,0.0,11,0,10
R_A3,41,29,1622.3558349609375,2018-01-01,299.5289306640625,299.5289306640625,0.0514124296605587,STANDARD,0.0,12,0,11
R_A3,41,29,1624.4869384765625,2018-01-01,299.6717834472656,299.6717834472656,0.0531923808157444,STANDARD,0.0,13,0,12
R_A3,41,29,1626.617919921875,2018-01-01,299.81463623046875,299.81463623046875,0.36831948161125183,STANDARD,0.0,14,0,13
R_A3,41,29,1630.880126953125,2018-01-01,300.1003723144531,300.1003723144531,0.49275246262550354,STANDARD,0.0,15,0,15
R_A3,41,29,1632.6029052734375,2018-01-01,300.21588134765625,300.21588134765625,0.803636908531189,STANDARD,0.0,16,0,16
R_A3,41,29,1635.1212158203125,2018-01-01,300.3847351074219,300.3847351074219,0.6481541991233826,STANDARD,0.0,17,0,26
R_A3,41,29,1638.556884765625,2018-01-01,300.6150817871094,300.6150817871094,0.04229127988219261,STANDARD,0.0,18,0,27
R_A3,41,29,1641.9925537109375,2018-01-01,300.845458984375,300.845458984375,0.04854616895318031,STANDARD,0.0,19,0,28
R_A3,41,29,1645.42822265625,2018-01-01,301.0758361816406,301.0758361816406,0.1373492181301117,STANDARD,0.0,20,0,29
R_A3,41,29,1648.86376953125,2018-01-01,301.3062438964844,301.3062438964844,0.06156221777200699,STANDARD,0.0,21,0,30
R_A4,52,30,1629.152099609375,2018-01-01,299.9845275878906,299.9845275878906,0.048186980187892914,STANDARD,0.0,1,0,1
R_A4,52,31,1623.926513671875,2018-01-01,299.63421630859375,299.63421630859375,0.045788418501615524,STANDARD,0.0,2,0,1
