ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,733280,505247,352334,49608643
Valysar,CentralSouth,60366342,10860517,7821522,5454339,767970958
Valysar,CentralNorth,33489952,5716466,4209735,2935659,413340821
Valysar,NorthHorst,2761558,412292,226509,139133,27256190
Valysar,CentralRamp,13746446,1885993,1169259,815383,114805865
Valysar,CentralHorst,83973871,13734317,10309537,7189356,1012261406
Valysar,EastLowland,291997,53244,18456,12870,1812150
Therys,WestLowland,2204974,432239,219608,153144,21562647
Therys,CentralSouth,8215681,1577265,923942,644311,90718977
Therys,CentralNorth,17559935,3613646,2102930,1466478,206480155
Therys,NorthHorst,4772695,690836,264875,162700,31872854
Therys,CentralRamp,6770890,1558309,1179768,822711,115837746
Therys,CentralHorst,27405046,6922780,5309686,3702710,521341593
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,48743,33176,23135,3257449
Volon,CentralSouth,26513975,4891401,3574532,2492700,350972164
Volon,CentralNorth,4040798,546987,257819,179790,25314411
Volon,NorthHorst,3004668,540502,392826,241294,47269421
Volon,CentralRamp,11693521,2154805,1632542,1138453,160294224
Volon,CentralHorst,77869416,14299199,11209377,7816860,1100613867
Volon,EastLowland,0,0,0,0,0
