ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,646145,357541,249331,35105850
Valysar,CentralSouth,60358268,10884657,7745343,5401216,760491206
Valysar,CentralNorth,33496707,6180774,4423690,3084861,434348412
Valysar,NorthHorst,5485093,767982,398896,245022,47999829
Valysar,CentralRamp,13747335,2107476,1387545,967604,136238689
Valysar,CentralHorst,83965845,14371149,10992636,7665716,1079332789
Valysar,EastLowland,288978,73184,32485,22653,3189595
Therys,WestLowland,2193689,407994,196130,136771,19257370
Therys,CentralSouth,8219316,1722901,995835,694445,97777897
Therys,CentralNorth,17576284,3198244,1831204,1276990,179800194
Therys,NorthHorst,9885524,1398909,576350,354023,69353117
Therys,CentralRamp,6771661,1463693,1130298,788213,110980422
Therys,CentralHorst,27416911,6974745,5374439,3747865,527699466
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,41026,14734,10275,1446722
Volon,CentralSouth,26486060,4672522,3133979,2185481,307715700
Volon,CentralNorth,4038314,610288,351779,245313,34540098
Volon,NorthHorst,6724537,1185649,901488,553740,108477589
Volon,CentralRamp,11700895,2240270,1623682,1132275,159424341
Volon,CentralHorst,77883766,13617083,9853149,6871094,967450096
Volon,EastLowland,0,0,0,0,0
