CONBPRES,DEPTH,WELL,CONJPOS,CONIPOS,PRESSURE,WELLMODEL,CONKPOS,SWAT,DRAWDOWN,CONIDX,SGAS,DATE
299.3978271484375,1622.0697021484375,R_A3,41,29,299.3978271484375,STANDARD,12,0.054299186915159225,0,13,0.0,2018-01-01
299.5532531738281,1624.388671875,R_A3,41,29,299.5532531738281,STANDARD,13,0.37318161129951477,0,14,0.0,2018-01-01
299.7087097167969,1626.707763671875,R_A3,41,29,299.7087097167969,STANDARD,14,0.35039278864860535,0,15,0.0,2018-01-01
299.8641662597656,1629.026611328125,R_A3,41,29,299.8641662597656,STANDARD,15,0.4955688714981079,0,16,0.0,2018-01-01
299.992919921875,1630.9468994140625,R_A3,41,29,299.992919921875,STANDARD,16,0.8111844658851624,0,17,0.0,2018-01-01
300.16583251953125,1633.5262451171875,R_A3,41,29,300.16583251953125,STANDARD,27,0.7162989377975464,0,18,0.0,2018-01-01
300.40966796875,1637.1630859375,R_A3,41,29,300.40966796875,STANDARD,28,0.043079812079668045,0,19,0.0,2018-01-01
300.6535339355469,1640.8001708984375,R_A3,41,29,300.6535339355469,STANDARD,29,0.11963227391242981,0,20,0.0,2018-01-01
300.89739990234375,1644.4371337890625,R_A3,41,29,300.89739990234375,STANDARD,30,0.6481541991233826,0,21,0.0,2018-01-01
301.14129638671875,1648.0740966796875,R_A3,41,29,301.14129638671875,STANDARD,31,0.06493213027715683,0,22,0.0,2018-01-01
300.009033203125,1631.1873779296875,R_A4,52,30,300.009033203125,STANDARD,1,0.05092088505625725,0,1,0.0,2018-01-01
299.7571105957031,1627.4293212890625,R_A4,52,31,299.7571105957031,STANDARD,1,0.04962099716067314,0,2,0.0,2018-01-01
299.89520263671875,1629.4896240234375,R_A4,52,31,299.89520263671875,STANDARD,2,0.051607757806777954,0,3,0.0,2018-01-01
300.0333251953125,1631.5498046875,R_A4,52,31,300.0333251953125,STANDARD,3,0.054534994065761566,0,4,0.0,2018-01-01
300.17144775390625,1633.610107421875,R_A4,52,31,300.17144775390625,STANDARD,4,0.056367576122283936,0,5,0.0,2018-01-01
300.0901184082031,1632.3968505859375,R_A4,52,32,300.0901184082031,STANDARD,4,0.05706184357404709,0,6,0.0,2018-01-01
300.3236999511719,1635.880615234375,R_A4,51,32,300.3236999511719,STANDARD,4,0.11242767423391342,0,7,0.0,2018-01-01
300.4202575683594,1637.321044921875,R_A4,51,33,300.4202575683594,STANDARD,4,0.1584090143442154,0,8,0.0,2018-01-01
300.29644775390625,1635.474609375,R_A4,51,33,300.29644775390625,STANDARD,3,0.19343797862529755,0,9,0.0,2018-01-01
300.74395751953125,1642.1485595703125,R_A4,50,33,300.74395751953125,STANDARD,4,0.06403730064630508,0,10,0.0,2018-01-01
300.67578125,1641.132080078125,R_A4,50,34,300.67578125,STANDARD,4,0.062113311141729355,0,11,0.0,2018-01-01
300.5467224121094,1639.20703125,R_A4,50,34,300.5467224121094,STANDARD,3,0.6481541991233826,0,12,0.0,2018-01-01
300.66064453125,1640.9061279296875,R_A4,50,35,300.66064453125,STANDARD,3,0.2713562548160553,0,13,0.0,2018-01-01
300.53570556640625,1639.0426025390625,R_A4,50,35,300.53570556640625,STANDARD,2,0.23927634954452515,0,14,0.0,2018-01-01
300.72943115234375,1641.93212890625,R_A4,49,35,300.72943115234375,STANDARD,2,0.24014364182949066,0,15,0.0,2018-01-01
300.7579650878906,1642.357421875,R_A4,49,36,300.7579650878906,STANDARD,30,0.24251782894134521,0,16,0.0,2018-01-01
300.5735168457031,1639.6068115234375,R_A4,48,36,300.5735168457031,STANDARD,30,0.21051277220249176,0,17,0.0,2018-01-01
301.0526123046875,1646.7513427734375,R_A4,48,37,301.0526123046875,STANDARD,30,0.6481541991233826,0,18,0.0,2018-01-01
301.5025939941406,1653.461669921875,R_A4,48,38,301.5025939941406,STANDARD,30,0.6481541991233826,0,19,0.0,2018-01-01
301.7947998046875,1657.8184814453125,R_A4,47,38,301.7947998046875,STANDARD,30,0.6481541991233826,0,20,0.0,2018-01-01
303.8440856933594,1685.026611328125,R_A5,20,31,303.8440856933594,STANDARD,1,1.0,0,1,0.0,2018-01-01
304.0601806640625,1687.3070068359375,R_A5,20,31,304.0601806640625,STANDARD,2,1.0,0,2,0.0,2018-01-01
304.27630615234375,1689.5875244140625,R_A5,20,31,304.27630615234375,STANDARD,3,1.0,0,3,0.0,2018-01-01
304.4924011230469,1691.8680419921875,R_A5,20,31,304.4924011230469,STANDARD,4,1.0,0,4,0.0,2018-01-01
304.7085266113281,1694.1485595703125,R_A5,20,31,304.7085266113281,STANDARD,5,1.0,0,5,0.0,2018-01-01
304.9246520996094,1696.4290771484375,R_A5,20,31,304.9246520996094,STANDARD,6,1.0,0,6,0.0,2018-01-01
305.446533203125,1698.70947265625,R_A5,20,31,305.446533203125,STANDARD,7,1.0,0,7,0.0,2018-01-01
305.988037109375,1707.6488037109375,R_A5,20,31,305.988037109375,STANDARD,11,1.0,0,8,0.0,2018-01-01
306.1695251464844,1709.5638427734375,R_A5,20,31,306.1695251464844,STANDARD,12,1.0,0,9,0.0,2018-01-01
305.4322814941406,1701.7845458984375,R_A5,21,31,305.4322814941406,STANDARD,12,1.0,0,10,0.0,2018-01-01
305.6291198730469,1703.735107421875,R_A5,21,31,305.6291198730469,STANDARD,13,1.0,0,11,0.0,2018-01-01
305.81396484375,1705.6856689453125,R_A5,21,31,305.81396484375,STANDARD,14,1.0,0,12,0.0,2018-01-01
305.9988098144531,1707.63623046875,R_A5,21,31,305.9988098144531,STANDARD,15,1.0,0,13,0.0,2018-01-01
306.3287048339844,1709.5867919921875,R_A5,21,31,306.3287048339844,STANDARD,16,1.0,0,14,0.0,2018-01-01
306.5135498046875,1711.537353515625,R_A5,21,31,306.5135498046875,STANDARD,17,1.0,0,15,0.0,2018-01-01
306.6856994628906,1713.35400390625,R_A5,21,31,306.6856994628906,STANDARD,18,1.0,0,16,0.0,2018-01-01
306.7843933105469,1714.3951416015625,R_A5,21,31,306.7843933105469,STANDARD,19,1.0,0,17,0.0,2018-01-01
306.75689697265625,1715.7628173828125,R_A5,21,31,306.75689697265625,STANDARD,27,1.0,0,18,0.0,2018-01-01
306.978271484375,1718.098388671875,R_A5,21,31,306.978271484375,STANDARD,28,1.0,0,19,0.0,2018-01-01
307.5054016113281,1720.43408203125,R_A5,21,31,307.5054016113281,STANDARD,29,1.0,0,20,0.0,2018-01-01
307.7267761230469,1722.7696533203125,R_A5,21,31,307.7267761230469,STANDARD,30,1.0,0,21,0.0,2018-01-01
307.9481506347656,1725.105224609375,R_A5,21,31,307.9481506347656,STANDARD,31,1.0,0,22,0.0,2018-01-01
305.11419677734375,1695.20263671875,R_A6,42,17,305.11419677734375,STANDARD,1,1.0,0,1,0.0,2018-01-01
305.2609558105469,1696.7510986328125,R_A6,42,17,305.2609558105469,STANDARD,2,1.0,0,2,0.0,2018-01-01
305.4076843261719,1698.299560546875,R_A6,42,17,305.4076843261719,STANDARD,3,1.0,0,3,0.0,2018-01-01
305.554443359375,1699.84814453125,R_A6,42,17,305.554443359375,STANDARD,4,1.0,0,4,0.0,2018-01-01
305.7012023925781,1701.3966064453125,R_A6,42,17,305.7012023925781,STANDARD,5,1.0,0,5,0.0,2018-01-01
305.84796142578125,1702.9451904296875,R_A6,42,17,305.84796142578125,STANDARD,6,1.0,0,6,0.0,2018-01-01
305.6956481933594,1704.49365234375,R_A6,42,17,305.6956481933594,STANDARD,7,1.0,0,7,0.0,2018-01-01
305.8424072265625,1706.042236328125,R_A6,42,17,305.8424072265625,STANDARD,8,1.0,0,8,0.0,2018-01-01
306.2882080078125,1707.5906982421875,R_A6,42,17,306.2882080078125,STANDARD,9,1.0,0,9,0.0,2018-01-01
306.1291809082031,1709.1392822265625,R_A6,42,17,306.1291809082031,STANDARD,10,1.0,0,10,0.0,2018-01-01
306.3109130859375,1711.055419921875,R_A6,42,17,306.3109130859375,STANDARD,11,1.0,0,11,0.0,2018-01-01
306.52734375,1713.3392333984375,R_A6,42,17,306.52734375,STANDARD,12,1.0,0,12,0.0,2018-01-01
306.7557678222656,1715.623046875,R_A6,42,17,306.7557678222656,STANDARD,13,1.0,0,13,0.0,2018-01-01
306.9721984863281,1717.9068603515625,R_A6,42,17,306.9721984863281,STANDARD,14,1.0,0,14,0.0,2018-01-01
307.18865966796875,1720.190673828125,R_A6,42,17,307.18865966796875,STANDARD,15,1.0,0,15,0.0,2018-01-01
307.55010986328125,1722.474365234375,R_A6,42,17,307.55010986328125,STANDARD,16,1.0,0,16,0.0,2018-01-01
307.7665710449219,1724.7581787109375,R_A6,42,17,307.7665710449219,STANDARD,17,1.0,0,17,0.0,2018-01-01
307.921630859375,1726.394287109375,R_A6,42,17,307.921630859375,STANDARD,18,1.0,0,18,0.0,2018-01-01
307.8930969238281,1727.7508544921875,R_A6,42,17,307.8930969238281,STANDARD,27,1.0,0,19,0.0,2018-01-01
308.3623352050781,1729.4755859375,R_A6,42,17,308.3623352050781,STANDARD,28,1.0,0,20,0.0,2018-01-01
308.52581787109375,1731.2001953125,R_A6,42,17,308.52581787109375,STANDARD,29,1.0,0,21,0.0,2018-01-01
308.68927001953125,1732.9249267578125,R_A6,42,17,308.68927001953125,STANDARD,30,1.0,0,22,0.0,2018-01-01
308.5469665527344,1734.649658203125,R_A6,42,17,308.5469665527344,STANDARD,31,1.0,0,23,0.0,2018-01-01
298.6387939453125,1641.094970703125,R_A2,30,22,298.6387939453125,STANDARD,1,0.05660945177078247,0,1,0.0,2018-03-01
298.759033203125,1642.8890380859375,R_A2,30,22,298.759033203125,STANDARD,2,0.05790798366069794,0,2,0.0,2018-03-01
298.8792724609375,1644.68310546875,R_A2,30,22,298.8792724609375,STANDARD,3,0.0606384202837944,0,3,0.0,2018-03-01
298.99951171875,1646.4771728515625,R_A2,30,22,298.99951171875,STANDARD,4,0.06535540521144867,0,4,0.0,2018-03-01
299.1197814941406,1648.2713623046875,R_A2,30,22,299.1197814941406,STANDARD,5,0.0692640170454979,0,5,0.0,2018-03-01
299.2553405761719,1650.0654296875,R_A2,30,22,299.2553405761719,STANDARD,6,0.3084539771080017,0,6,0.0,2018-03-01
299.3880310058594,1651.859619140625,R_A2,30,22,299.3880310058594,STANDARD,7,0.8966171741485596,0,7,0.0,2018-03-01
299.5198059082031,1653.6536865234375,R_A2,30,22,299.5198059082031,STANDARD,8,0.880038857460022,0,8,0.0,2018-03-01
299.64886474609375,1655.44775390625,R_A2,30,22,299.64886474609375,STANDARD,9,0.907394528388977,0,9,0.0,2018-03-01
299.98284912109375,1657.2418212890625,R_A2,30,22,299.98284912109375,STANDARD,10,0.9075945615768433,0,10,0.0,2018-03-01
300.17401123046875,1659.1368408203125,R_A2,30,22,300.17401123046875,STANDARD,11,0.07632971554994583,0,11,0.0,2018-03-01
300.30792236328125,1661.132568359375,R_A2,30,22,300.30792236328125,STANDARD,12,0.08212923258543015,0,12,0.0,2018-03-01
300.7225646972656,1663.12841796875,R_A2,30,22,300.7225646972656,STANDARD,13,0.47502321004867554,0,13,0.0,2018-03-01
300.9158020019531,1665.1241455078125,R_A2,30,22,300.9158020019531,STANDARD,14,0.5129442811012268,0,14,0.0,2018-03-01
301.04876708984375,1667.1199951171875,R_A2,30,22,301.04876708984375,STANDARD,15,0.6795517206192017,0,15,0.0,2018-03-01
301.1800842285156,1669.11572265625,R_A2,30,22,301.1800842285156,STANDARD,16,0.9705001711845398,0,16,0.0,2018-03-01
301.3133544921875,1671.111572265625,R_A2,30,22,301.3133544921875,STANDARD,17,0.9568939805030823,0,17,0.0,2018-03-01
301.4389953613281,1672.9881591796875,R_A2,30,22,301.4389953613281,STANDARD,18,0.9819085597991943,0,18,0.0,2018-03-01
301.4959716796875,1674.229736328125,R_A2,29,22,301.4959716796875,STANDARD,18,0.994646430015564,0,19,0.0,2018-03-01
302.9940490722656,1676.1676025390625,R_A2,29,22,302.9940490722656,STANDARD,27,1.0,0,20,-5.2040354320544526e-17,2018-03-01
303.4445495605469,1677.9368896484375,R_A2,29,22,303.4445495605469,STANDARD,28,1.0,0,21,-2.890530434790388e-19,2018-03-01
303.6114807128906,1679.7061767578125,R_A2,29,22,303.6114807128906,STANDARD,29,1.0,0,22,-6.806360673869115e-20,2018-03-01
303.77838134765625,1681.4754638671875,R_A2,29,22,303.77838134765625,STANDARD,30,1.0,0,23,-1.3249827648735385e-18,2018-03-01
303.13812255859375,1683.2447509765625,R_A2,29,22,303.13812255859375,STANDARD,31,1.0,0,24,-2.1379399579900607e-15,2018-03-01
273.88836669921875,1685.026611328125,R_A5,20,31,273.88836669921875,STANDARD,1,1.0,0,1,-6.63610927141697e-15,2018-04-28
274.1041564941406,1687.3070068359375,R_A5,20,31,274.1041564941406,STANDARD,2,1.0,0,2,-4.32546043368228e-17,2018-04-28
274.320068359375,1689.5875244140625,R_A5,20,31,274.320068359375,STANDARD,3,1.0,0,3,-1.602318944844347e-13,2018-04-28
274.53594970703125,1691.8680419921875,R_A5,20,31,274.53594970703125,STANDARD,4,1.0,0,4,-2.0181121042957967e-13,2018-04-28
274.7518310546875,1694.1485595703125,R_A5,20,31,274.7518310546875,STANDARD,5,1.0,0,5,-1.9587930995094982e-13,2018-04-28
274.96771240234375,1696.4290771484375,R_A5,20,31,274.96771240234375,STANDARD,6,1.0,0,6,-1.4961892402104437e-13,2018-04-28
275.5064392089844,1698.70947265625,R_A5,20,31,275.5064392089844,STANDARD,7,1.0,0,7,-3.3234062745725323e-14,2018-04-28
276.1870422363281,1707.6488037109375,R_A5,20,31,276.1870422363281,STANDARD,11,1.0,0,8,-5.480047405442834e-12,2018-04-28
276.42236328125,1709.5638427734375,R_A5,20,31,276.42236328125,STANDARD,12,1.0,0,9,-4.726781899916377e-12,2018-04-28
274.9170227050781,1701.7845458984375,R_A5,21,31,274.9170227050781,STANDARD,12,1.0,0,10,-1.5204946676727893e-11,2018-04-28
275.1183166503906,1703.735107421875,R_A5,21,31,275.1183166503906,STANDARD,13,1.0,0,11,-1.5995523048456528e-12,2018-04-28
275.3076171875,1705.6856689453125,R_A5,21,31,275.3076171875,STANDARD,14,1.0,0,12,-2.4809338611264664e-12,2018-04-28
275.5129089355469,1707.63623046875,R_A5,21,31,275.5129089355469,STANDARD,15,1.0,0,13,-5.492603333961954e-12,2018-04-28
275.8783874511719,1709.5867919921875,R_A5,21,31,275.8783874511719,STANDARD,16,1.0,0,14,-4.533493372371744e-12,2018-04-28
276.1065368652344,1711.537353515625,R_A5,21,31,276.1065368652344,STANDARD,17,1.0,0,15,-1.135488079430369e-12,2018-04-28
276.3191223144531,1713.35400390625,R_A5,21,31,276.3191223144531,STANDARD,18,1.0,0,16,-2.400696828830373e-12,2018-04-28
276.43121337890625,1714.3951416015625,R_A5,21,31,276.43121337890625,STANDARD,19,1.0,0,17,0.0,2018-04-28
276.412109375,1715.7628173828125,R_A5,21,31,276.412109375,STANDARD,27,1.0,0,18,-2.084513768194074e-12,2018-04-28
276.66265869140625,1718.098388671875,R_A5,21,31,276.66265869140625,STANDARD,28,1.0,0,19,-1.827993485747914e-12,2018-04-28
291.3758544921875,1720.43408203125,R_A5,21,31,291.3758544921875,STANDARD,29,1.0,0,20,-6.977807168258714e-19,2018-04-28
302.0401611328125,1722.7696533203125,R_A5,21,31,302.0401611328125,STANDARD,30,1.0,0,21,-3.823023288536663e-20,2018-04-28
305.7395324707031,1725.105224609375,R_A5,21,31,305.7395324707031,STANDARD,31,1.0,0,22,-6.850410949544405e-21,2018-04-28
280.9051208496094,1609.243408203125,R_A3,41,28,280.9051208496094,STANDARD,1,0.6493447422981262,0,1,0.0,2018-07-03
281.0540466308594,1611.3077392578125,R_A3,41,28,281.0540466308594,STANDARD,2,0.1995914727449417,0,2,0.0,2018-07-03
281.1918640136719,1613.3720703125,R_A3,41,28,281.1918640136719,STANDARD,3,0.19407428801059723,0,3,0.0,2018-07-03
281.3468322753906,1615.4365234375,R_A3,41,28,281.3468322753906,STANDARD,4,0.376371294260025,0,4,0.0,2018-07-03
281.4915771484375,1617.5008544921875,R_A3,41,28,281.4915771484375,STANDARD,5,0.649423360824585,0,5,0.0,2018-07-03
281.641845703125,1619.565185546875,R_A3,41,28,281.641845703125,STANDARD,6,0.11098040640354156,0,6,0.0,2018-07-03
280.9252624511719,1609.3663330078125,R_A3,41,29,280.9252624511719,STANDARD,6,0.28548508882522583,0,7,0.0,2018-07-03
281.0619812011719,1611.4163818359375,R_A3,41,29,281.0619812011719,STANDARD,7,0.19739392399787903,0,8,0.0,2018-07-03
281.19879150390625,1613.46630859375,R_A3,41,29,281.19879150390625,STANDARD,8,0.19884052872657776,0,9,0.0,2018-07-03
281.3447265625,1615.516357421875,R_A3,41,29,281.3447265625,STANDARD,9,0.6871564984321594,0,10,0.0,2018-07-03
281.6476745605469,1617.5662841796875,R_A3,41,29,281.6476745605469,STANDARD,10,0.6495981216430664,0,11,0.0,2018-07-03
281.93609619140625,1619.750732421875,R_A3,41,29,281.93609619140625,STANDARD,11,0.051168471574783325,0,12,0.0,2018-07-03
282.09088134765625,1622.0697021484375,R_A3,41,29,282.09088134765625,STANDARD,12,0.05443093925714493,0,13,0.0,2018-07-03
282.2460021972656,1624.388671875,R_A3,41,29,282.2460021972656,STANDARD,13,0.3737542927265167,0,14,0.0,2018-07-03
283.17608642578125,1626.707763671875,R_A3,41,29,283.17608642578125,STANDARD,14,0.350928395986557,0,15,0.0,2018-07-03
282.8642883300781,1629.026611328125,R_A3,41,29,282.8642883300781,STANDARD,15,0.4958399832248688,0,16,0.0,2018-07-03
283.012939453125,1630.9468994140625,R_A3,41,29,283.012939453125,STANDARD,16,0.8098928928375244,0,17,0.0,2018-07-03
286.8348083496094,1633.5262451171875,R_A3,41,29,286.8348083496094,STANDARD,27,0.7170906662940979,0,18,0.0,2018-07-03
283.0710144042969,1637.1630859375,R_A3,41,29,283.0710144042969,STANDARD,28,0.04336481913924217,0,19,0.0,2018-07-03
283.3138732910156,1640.8001708984375,R_A3,41,29,283.3138732910156,STANDARD,29,0.1200978085398674,0,20,0.0,2018-07-03
283.56646728515625,1644.4371337890625,R_A3,41,29,283.56646728515625,STANDARD,30,0.6494795680046082,0,21,0.0,2018-07-03
283.816162109375,1648.0740966796875,R_A3,41,29,283.816162109375,STANDARD,31,0.0650506243109703,0,22,0.0,2018-07-03
276.1763610839844,1631.1873779296875,R_A4,52,30,276.1763610839844,STANDARD,1,0.05104488879442215,0,1,0.0,2018-09-12
276.2156066894531,1627.4293212890625,R_A4,52,31,276.2156066894531,STANDARD,1,0.04974019154906273,0,2,0.0,2018-09-12
276.3529357910156,1629.4896240234375,R_A4,52,31,276.3529357910156,STANDARD,2,0.05173325911164284,0,3,0.0,2018-09-12
276.4903259277344,1631.5498046875,R_A4,52,31,276.4903259277344,STANDARD,3,0.05466047301888466,0,4,0.0,2018-09-12
276.627685546875,1633.610107421875,R_A4,52,31,276.627685546875,STANDARD,4,0.056497398763895035,0,5,0.0,2018-09-12
276.8022766113281,1632.3968505859375,R_A4,52,32,276.8022766113281,STANDARD,4,0.057195354253053665,0,6,0.0,2018-09-12
276.59771728515625,1635.880615234375,R_A4,51,32,276.59771728515625,STANDARD,4,0.11261344701051712,0,7,0.0,2018-09-12
276.7861633300781,1637.321044921875,R_A4,51,33,276.7861633300781,STANDARD,4,0.15835857391357422,0,8,0.0,2018-09-12
276.6715087890625,1635.474609375,R_A4,51,33,276.6715087890625,STANDARD,3,0.1931735873222351,0,9,0.0,2018-09-12
276.1021728515625,1642.1485595703125,R_A4,50,33,276.1021728515625,STANDARD,4,0.06539952754974365,0,10,0.0,2018-09-12
276.2151794433594,1641.132080078125,R_A4,50,34,276.2151794433594,STANDARD,4,0.06258564442396164,0,11,0.0,2018-09-12
276.1221618652344,1639.20703125,R_A4,50,34,276.1221618652344,STANDARD,3,0.6514428853988647,0,12,0.0,2018-09-12
276.5121154785156,1640.9061279296875,R_A4,50,35,276.5121154785156,STANDARD,3,0.2716498076915741,0,13,0.0,2018-09-12
276.51287841796875,1639.0426025390625,R_A4,50,35,276.51287841796875,STANDARD,2,0.24021928012371063,0,14,0.0,2018-09-12
276.1511535644531,1641.93212890625,R_A4,49,35,276.1511535644531,STANDARD,2,0.24022354185581207,0,15,0.0,2018-09-12
280.3513488769531,1642.357421875,R_A4,49,36,280.3513488769531,STANDARD,30,0.23923461139202118,0,16,0.0,2018-09-12
280.1799011230469,1639.6068115234375,R_A4,48,36,280.1799011230469,STANDARD,30,0.21040627360343933,0,17,0.0,2018-09-12
280.7098388671875,1646.7513427734375,R_A4,48,37,280.7098388671875,STANDARD,30,0.6621886491775513,0,18,0.0,2018-09-12
281.2325134277344,1653.461669921875,R_A4,48,38,281.2325134277344,STANDARD,30,0.6532847285270691,0,19,0.0,2018-09-12
281.494384765625,1657.8184814453125,R_A4,47,38,281.494384765625,STANDARD,30,0.6523498296737671,0,20,0.0,2018-09-12
273.00732421875,1695.20263671875,R_A6,42,17,273.00732421875,STANDARD,1,1.0,0,1,-6.600287851030892e-17,2018-11-07
273.1524353027344,1696.7510986328125,R_A6,42,17,273.1524353027344,STANDARD,2,1.0,0,2,-3.129448588670228e-17,2018-11-07
273.2945861816406,1698.299560546875,R_A6,42,17,273.2945861816406,STANDARD,3,1.0,0,3,-3.535457950068816e-17,2018-11-07
273.43280029296875,1699.84814453125,R_A6,42,17,273.43280029296875,STANDARD,4,1.0,0,4,-2.3547676406708385e-17,2018-11-07
273.5687255859375,1701.3966064453125,R_A6,42,17,273.5687255859375,STANDARD,5,1.0,0,5,-3.62552336039706e-17,2018-11-07
273.7079772949219,1702.9451904296875,R_A6,42,17,273.7079772949219,STANDARD,6,1.0,0,6,-1.6129885360721295e-15,2018-11-07
273.5539245605469,1704.49365234375,R_A6,42,17,273.5539245605469,STANDARD,7,1.0,0,7,-3.3387656500600367e-15,2018-11-07
273.6994934082031,1706.042236328125,R_A6,42,17,273.6994934082031,STANDARD,8,1.0,0,8,-1.814843687182881e-15,2018-11-07
274.1461181640625,1707.5906982421875,R_A6,42,17,274.1461181640625,STANDARD,9,1.0,0,9,-1.0621586694288033e-16,2018-11-07
274.55029296875,1709.1392822265625,R_A6,42,17,274.55029296875,STANDARD,10,1.0,0,10,0.0,2018-11-07
275.1124572753906,1711.055419921875,R_A6,42,17,275.1124572753906,STANDARD,11,1.0,0,11,-2.343989775074293e-16,2018-11-07
275.3290100097656,1713.3392333984375,R_A6,42,17,275.3290100097656,STANDARD,12,1.0,0,12,-8.346988902277466e-17,2018-11-07
275.54266357421875,1715.623046875,R_A6,42,17,275.54266357421875,STANDARD,13,1.0,0,13,-6.999191234659281e-18,2018-11-07
275.7586364746094,1717.9068603515625,R_A6,42,17,275.7586364746094,STANDARD,14,1.0,0,14,-3.971552614808509e-18,2018-11-07
275.9732360839844,1720.190673828125,R_A6,42,17,275.9732360839844,STANDARD,15,1.0,0,15,-4.174449265719803e-18,2018-11-07
