SWAT,SGAS,CONJPOS,CONKPOS,DRAWDOWN,DATE,PRESSURE,WELLMODEL,DEPTH,CONBPRES,CONIPOS,WELL,CONIDX
0.055880606174468994,0.0,30,1,0,2018-01-01,300.6733093261719,STANDARD,1641.094970703125,300.6733093261719,22,R_A2,1
0.05794878676533699,0.0,30,2,0,2018-01-01,300.7936096191406,STANDARD,1642.8890380859375,300.7936096191406,22,R_A2,2
0.06058797240257263,0.0,30,3,0,2018-01-01,300.9139099121094,STANDARD,1644.68310546875,300.9139099121094,22,R_A2,3
0.0678098052740097,0.0,30,4,0,2018-01-01,301.0342102050781,STANDARD,1646.4771728515625,301.0342102050781,22,R_A2,4
0.07152793556451797,0.0,30,5,0,2018-01-01,301.1545104980469,STANDARD,1648.2713623046875,301.1545104980469,22,R_A2,5
0.14327770471572876,0.0,30,6,0,2018-01-01,301.27484130859375,STANDARD,1650.0654296875,301.27484130859375,22,R_A2,6
0.2598637044429779,0.0,30,7,0,2018-01-01,301.3951721191406,STANDARD,1651.859619140625,301.3951721191406,22,R_A2,7
0.6481541991233826,0.0,30,8,0,2018-01-01,301.5154724121094,STANDARD,1653.6536865234375,301.5154724121094,22,R_A2,8
0.6481541991233826,0.0,30,9,0,2018-01-01,301.63580322265625,STANDARD,1655.44775390625,301.63580322265625,22,R_A2,9
0.9135551452636719,0.0,30,10,0,2018-01-01,301.7561340332031,STANDARD,1657.2418212890625,301.7561340332031,22,R_A2,10
0.07876349240541458,0.0,30,11,0,2018-01-01,301.88323974609375,STANDARD,1659.1368408203125,301.88323974609375,22,R_A2,11
0.0862409919500351,0.0,30,12,0,2018-01-01,302.01708984375,STANDARD,1661.132568359375,302.01708984375,22,R_A2,12
0.4577699303627014,0.0,30,13,0,2018-01-01,302.1509704589844,STANDARD,1663.12841796875,302.1509704589844,22,R_A2,13
0.519985556602478,0.0,30,14,0,2018-01-01,302.28485107421875,STANDARD,1665.1241455078125,302.28485107421875,22,R_A2,14
0.6918675303459167,0.0,30,15,0,2018-01-01,302.4187316894531,STANDARD,1667.1199951171875,302.4187316894531,22,R_A2,15
0.9727101922035217,0.0,30,16,0,2018-01-01,302.5526123046875,STANDARD,1669.11572265625,302.5526123046875,22,R_A2,16
0.9494145512580872,0.0,30,17,0,2018-01-01,302.6864929199219,STANDARD,1671.111572265625,302.6864929199219,22,R_A2,17
0.9820622205734253,0.0,30,18,0,2018-01-01,302.8123779296875,STANDARD,1672.9881591796875,302.8123779296875,22,R_A2,18
0.9921741485595703,0.0,29,18,0,2018-01-01,302.89569091796875,STANDARD,1674.229736328125,302.89569091796875,22,R_A2,19
0.4947701394557953,0.0,29,27,0,2018-01-01,303.02569580078125,STANDARD,1676.1676025390625,303.02569580078125,22,R_A2,20
1.0,0.0,29,28,0,2018-01-01,303.47802734375,STANDARD,1677.9368896484375,303.47802734375,22,R_A2,21
1.0,0.0,29,29,0,2018-01-01,303.64569091796875,STANDARD,1679.7061767578125,303.64569091796875,22,R_A2,22
1.0,0.0,29,30,0,2018-01-01,303.8133544921875,STANDARD,1681.4754638671875,303.8133544921875,22,R_A2,23
1.0,0.0,29,31,0,2018-01-01,303.98101806640625,STANDARD,1683.2447509765625,303.98101806640625,22,R_A2,24
0.30849525332450867,0.0,41,1,0,2018-01-01,298.53814697265625,STANDARD,1609.243408203125,298.53814697265625,28,R_A3,1
0.19968974590301514,0.0,41,2,0,2018-01-01,298.676513671875,STANDARD,1611.3077392578125,298.676513671875,28,R_A3,2
0.19958947598934174,0.0,41,3,0,2018-01-01,298.8148498535156,STANDARD,1613.3720703125,298.8148498535156,28,R_A3,3
0.37015843391418457,0.0,41,4,0,2018-01-01,298.9532165527344,STANDARD,1615.4365234375,298.9532165527344,28,R_A3,4
0.8261942863464355,0.0,41,5,0,2018-01-01,299.0915832519531,STANDARD,1617.5008544921875,299.0915832519531,28,R_A3,5
0.2662692070007324,0.0,41,6,0,2018-01-01,299.2299499511719,STANDARD,1619.565185546875,299.2299499511719,28,R_A3,6
0.6481541991233826,0.0,41,6,0,2018-01-01,298.54638671875,STANDARD,1609.3663330078125,298.54638671875,29,R_A3,7
0.19361057877540588,0.0,41,7,0,2018-01-01,298.68377685546875,STANDARD,1611.4163818359375,298.68377685546875,29,R_A3,8
0.19695129990577698,0.0,41,8,0,2018-01-01,298.8211669921875,STANDARD,1613.46630859375,298.8211669921875,29,R_A3,9
0.7978300452232361,0.0,41,9,0,2018-01-01,298.95855712890625,STANDARD,1615.516357421875,298.95855712890625,29,R_A3,10
