PRESSURE,DATE,CONIPOS,CONJPOS,DEPTH,WELLMODEL,CONKPOS,SGAS,CONBPRES,WELL,DRAWDOWN,SWAT,CONIDX
299.0550231933594,2018-01-01,29,41,1615.227783203125,STANDARD,9,0.0,299.0550231933594,R_A3,0,0.7959673404693604,10
299.2020568847656,2018-01-01,29,41,1617.42138671875,STANDARD,10,0.0,299.2020568847656,R_A3,0,0.79475337266922,11
299.3544616699219,2018-01-01,29,41,1619.6953125,STANDARD,11,0.0,299.3544616699219,R_A3,0,0.04684244468808174,12
299.51226806640625,2018-01-01,29,41,1622.0496826171875,STANDARD,12,0.0,299.51226806640625,R_A3,0,0.052052345126867294,13
299.67010498046875,2018-01-01,29,41,1624.404052734375,STANDARD,13,0.0,299.67010498046875,R_A3,0,0.3675062358379364,14
299.98577880859375,2018-01-01,29,41,1629.11279296875,STANDARD,15,0.0,299.98577880859375,R_A3,0,0.48640233278274536,15
300.13165283203125,2018-01-01,29,41,1631.2889404296875,STANDARD,16,0.0,300.13165283203125,R_A3,0,0.804815948009491,16
300.2071838378906,2018-01-01,29,41,1632.415283203125,STANDARD,17,0.0,300.2071838378906,R_A3,0,0.7844535112380981,17
300.344482421875,2018-01-01,29,41,1634.4632568359375,STANDARD,27,0.0,300.344482421875,R_A3,0,1.0,18
300.60205078125,2018-01-01,29,41,1638.3046875,STANDARD,28,0.0,300.60205078125,R_A3,0,0.04509834572672844,19
300.8596496582031,2018-01-01,29,41,1642.146240234375,STANDARD,29,0.0,300.8596496582031,R_A3,0,0.051998384296894073,20
301.11724853515625,2018-01-01,29,41,1645.9876708984375,STANDARD,30,0.0,301.11724853515625,R_A3,0,0.6481541991233826,21
301.3748474121094,2018-01-01,29,41,1649.8291015625,STANDARD,31,0.0,301.3748474121094,R_A3,0,0.11886803805828094,22
300.2227783203125,2018-01-01,30,52,1632.64794921875,STANDARD,1,0.0,300.2227783203125,R_A4,0,0.0484432578086853,1
299.8179931640625,2018-01-01,31,52,1626.610107421875,STANDARD,1,0.0,299.8179931640625,R_A4,0,0.04758453369140625,2
299.9543762207031,2018-01-01,31,52,1628.6444091796875,STANDARD,2,0.0,299.9543762207031,R_A4,0,0.04905001074075699,3
300.09075927734375,2018-01-01,31,52,1630.6787109375,STANDARD,3,0.0,300.09075927734375,R_A4,0,0.05139623209834099,4
300.2271423339844,2018-01-01,31,52,1632.713134765625,STANDARD,4,0.0,300.2271423339844,R_A4,0,0.0537024587392807,5
300.363525390625,2018-01-01,31,52,1634.7474365234375,STANDARD,5,0.0,300.363525390625,R_A4,0,0.054851192981004715,6
300.2383117675781,2018-01-01,32,52,1632.8795166015625,STANDARD,5,0.0,300.2383117675781,R_A4,0,0.05429121479392052,7
300.49261474609375,2018-01-01,32,51,1636.6727294921875,STANDARD,5,0.0,300.49261474609375,R_A4,0,0.6481541991233826,8
300.37335205078125,2018-01-01,32,51,1634.8936767578125,STANDARD,4,0.0,300.37335205078125,R_A4,0,0.0934155210852623,9
300.556396484375,2018-01-01,33,51,1637.6240234375,STANDARD,4,0.0,300.556396484375,R_A4,0,0.09480983018875122,10
300.43603515625,2018-01-01,33,51,1635.8287353515625,STANDARD,3,0.0,300.43603515625,R_A4,0,0.11305088549852371,11
300.86163330078125,2018-01-01,33,50,1642.1761474609375,STANDARD,4,0.0,300.86163330078125,R_A4,0,0.0921788141131401,12
300.72491455078125,2018-01-01,34,50,1640.1370849609375,STANDARD,4,0.0,300.72491455078125,R_A4,0,0.07533005625009537,13
300.7657165527344,2018-01-01,35,50,1640.74560546875,STANDARD,4,0.0,300.7657165527344,R_A4,0,0.07964692264795303,14
300.9069519042969,2018-01-01,35,49,1642.8516845703125,STANDARD,4,0.0,300.9069519042969,R_A4,0,0.08189317584037781,15
300.7834777832031,2018-01-01,35,49,1641.01025390625,STANDARD,3,0.0,300.7834777832031,R_A4,0,0.11440623551607132,16
300.75714111328125,2018-01-01,36,49,1640.617919921875,STANDARD,30,0.0,300.75714111328125,R_A4,0,0.6481541991233826,17
300.6780700683594,2018-01-01,36,48,1639.4385986328125,STANDARD,30,0.0,300.6780700683594,R_A4,0,0.3425891399383545,18
301.1235656738281,2018-01-01,37,48,1646.08203125,STANDARD,30,0.0,301.1235656738281,R_A4,0,0.8299086689949036,19
301.4566955566406,2018-01-01,38,48,1651.049560546875,STANDARD,30,0.0,301.4566955566406,R_A4,0,1.0,20
301.9173278808594,2018-01-01,38,47,1657.917724609375,STANDARD,30,0.0,301.9173278808594,R_A4,0,1.0,21
303.92340087890625,2018-01-01,31,20,1685.863525390625,STANDARD,1,0.0,303.92340087890625,R_A5,0,1.0,1
304.137451171875,2018-01-01,31,20,1688.122314453125,STANDARD,2,0.0,304.137451171875,R_A5,0,1.0,2
304.35150146484375,2018-01-01,31,20,1690.3812255859375,STANDARD,3,0.0,304.35150146484375,R_A5,0,1.0,3
304.5655822753906,2018-01-01,31,20,1692.64013671875,STANDARD,4,0.0,304.5655822753906,R_A5,0,1.0,4
304.7796325683594,2018-01-01,31,20,1694.89892578125,STANDARD,5,0.0,304.7796325683594,R_A5,0,1.0,5
304.99371337890625,2018-01-01,31,20,1697.1578369140625,STANDARD,6,0.0,304.99371337890625,R_A5,0,1.0,6
305.5135498046875,2018-01-01,31,20,1699.416748046875,STANDARD,7,0.0,305.5135498046875,R_A5,0,1.0,7
305.21539306640625,2018-01-01,31,21,1699.4957275390625,STANDARD,11,0.0,305.21539306640625,R_A5,0,1.0,8
305.40484619140625,2018-01-01,31,21,1701.4949951171875,STANDARD,12,0.0,305.40484619140625,R_A5,0,1.0,9
305.6062927246094,2018-01-01,31,21,1703.4942626953125,STANDARD,13,0.0,305.6062927246094,R_A5,0,1.0,10
305.7957458496094,2018-01-01,31,21,1705.493408203125,STANDARD,14,0.0,305.7957458496094,R_A5,0,1.0,11
305.9852294921875,2018-01-01,31,21,1707.49267578125,STANDARD,15,0.0,305.9852294921875,R_A5,0,1.0,12
306.3197021484375,2018-01-01,31,21,1709.491943359375,STANDARD,16,0.0,306.3197021484375,R_A5,0,1.0,13
306.5091857910156,2018-01-01,31,21,1711.4912109375,STANDARD,17,0.0,306.5091857910156,R_A5,0,1.0,14
306.6732482910156,2018-01-01,31,21,1713.2222900390625,STANDARD,18,0.0,306.6732482910156,R_A5,0,1.0,15
306.76397705078125,2018-01-01,31,21,1714.179931640625,STANDARD,19,0.0,306.76397705078125,R_A5,0,1.0,16
306.74029541015625,2018-01-01,31,21,1715.58740234375,STANDARD,27,0.0,306.74029541015625,R_A5,0,1.0,17
306.9642028808594,2018-01-01,31,21,1717.949951171875,STANDARD,28,0.0,306.9642028808594,R_A5,0,1.0,18
307.493896484375,2018-01-01,31,21,1720.3125,STANDARD,29,0.0,307.493896484375,R_A5,0,1.0,19
307.7178039550781,2018-01-01,31,21,1722.6749267578125,STANDARD,30,0.0,307.7178039550781,R_A5,0,1.0,20
307.94171142578125,2018-01-01,31,21,1725.0374755859375,STANDARD,31,0.0,307.94171142578125,R_A5,0,1.0,21
305.0611267089844,2018-01-01,17,42,1694.642578125,STANDARD,1,0.0,305.0611267089844,R_A6,0,1.0,1
305.2068176269531,2018-01-01,17,42,1696.179931640625,STANDARD,2,0.0,305.2068176269531,R_A6,0,1.0,2
305.3525085449219,2018-01-01,17,42,1697.7174072265625,STANDARD,3,0.0,305.3525085449219,R_A6,0,1.0,3
305.4981994628906,2018-01-01,17,42,1699.2547607421875,STANDARD,4,0.0,305.4981994628906,R_A6,0,1.0,4
305.6438903808594,2018-01-01,17,42,1700.7919921875,STANDARD,5,0.0,305.6438903808594,R_A6,0,1.0,5
305.7895812988281,2018-01-01,17,42,1702.329345703125,STANDARD,6,0.0,305.7895812988281,R_A6,0,1.0,6
305.63623046875,2018-01-01,17,42,1703.86669921875,STANDARD,7,0.0,305.63623046875,R_A6,0,1.0,7
305.78192138671875,2018-01-01,17,42,1705.404052734375,STANDARD,8,0.0,305.78192138671875,R_A6,0,1.0,8
306.2266845703125,2018-01-01,17,42,1706.94140625,STANDARD,9,0.0,306.2266845703125,R_A6,0,1.0,9
306.06658935546875,2018-01-01,17,42,1708.478759765625,STANDARD,10,0.0,306.06658935546875,R_A6,0,1.0,10
306.2465515136719,2018-01-01,17,42,1710.37646484375,STANDARD,11,0.0,306.2465515136719,R_A6,0,1.0,11
306.4605712890625,2018-01-01,17,42,1712.6346435546875,STANDARD,12,0.0,306.4605712890625,R_A6,0,1.0,12
306.6865539550781,2018-01-01,17,42,1714.892822265625,STANDARD,13,0.0,306.6865539550781,R_A6,0,1.0,13
306.9005432128906,2018-01-01,17,42,1717.15087890625,STANDARD,14,0.0,306.9005432128906,R_A6,0,1.0,14
307.11456298828125,2018-01-01,17,42,1719.4090576171875,STANDARD,15,0.0,307.11456298828125,R_A6,0,1.0,15
307.4736022949219,2018-01-01,17,42,1721.667236328125,STANDARD,16,0.0,307.4736022949219,R_A6,0,1.0,16
307.6876220703125,2018-01-01,17,42,1723.92529296875,STANDARD,17,0.0,307.6876220703125,R_A6,0,1.0,17
307.8432312011719,2018-01-01,17,42,1725.567138671875,STANDARD,18,0.0,307.8432312011719,R_A6,0,1.0,18
307.8158874511719,2018-01-01,17,42,1726.936279296875,STANDARD,27,0.0,307.8158874511719,R_A6,0,1.0,19
308.28399658203125,2018-01-01,17,42,1728.648681640625,STANDARD,28,0.0,308.28399658203125,R_A6,0,1.0,20
308.4462890625,2018-01-01,17,42,1730.3612060546875,STANDARD,29,0.0,308.4462890625,R_A6,0,1.0,21
308.6086120605469,2018-01-01,17,42,1732.07373046875,STANDARD,30,0.0,308.6086120605469,R_A6,0,1.0,22
308.4651184082031,2018-01-01,17,42,1733.7862548828125,STANDARD,31,0.0,308.4651184082031,R_A6,0,1.0,23
298.22076416015625,2018-03-01,22,30,1641.026611328125,STANDARD,1,0.0,298.22076416015625,R_A2,0,0.6488138437271118,1
298.3382568359375,2018-03-01,22,30,1642.7779541015625,STANDARD,2,0.0,298.3382568359375,R_A2,0,0.09760399907827377,2
298.45562744140625,2018-03-01,22,30,1644.5291748046875,STANDARD,3,0.0,298.45562744140625,R_A2,0,0.05775117874145508,3
298.572998046875,2018-03-01,22,30,1646.2803955078125,STANDARD,4,0.0,298.572998046875,R_A2,0,0.06237546727061272,4
298.6903076171875,2018-03-01,22,30,1648.03173828125,STANDARD,5,0.0,298.6903076171875,R_A2,0,0.06431299448013306,5
298.76129150390625,2018-03-01,22,30,1649.782958984375,STANDARD,6,0.0,298.76129150390625,R_A2,0,0.6492274403572083,6
298.9029235839844,2018-03-01,22,30,1651.5341796875,STANDARD,7,0.0,298.9029235839844,R_A2,0,0.8782628178596497,7
299.03076171875,2018-03-01,22,30,1653.2855224609375,STANDARD,8,0.0,299.03076171875,R_A2,0,0.8435795307159424,8
299.5478820800781,2018-03-01,22,30,1655.0367431640625,STANDARD,9,0.0,299.5478820800781,R_A2,0,0.8872289657592773,9
300.05340576171875,2018-03-01,22,30,1656.7879638671875,STANDARD,10,0.0,300.05340576171875,R_A2,0,0.8840607404708862,10
300.2411193847656,2018-03-01,22,30,1658.70458984375,STANDARD,11,0.0,300.2411193847656,R_A2,0,0.06908483803272247,11
300.6950988769531,2018-03-01,22,30,1662.868896484375,STANDARD,13,0.0,300.6950988769531,R_A2,0,0.42879971861839294,12
300.83489990234375,2018-03-01,22,30,1664.9510498046875,STANDARD,14,0.0,300.83489990234375,R_A2,0,0.4733858108520508,13
300.9730529785156,2018-03-01,22,30,1667.033203125,STANDARD,15,0.0,300.9730529785156,R_A2,0,0.9124872088432312,14
301.1118469238281,2018-03-01,22,30,1669.1153564453125,STANDARD,16,0.0,301.1118469238281,R_A2,0,0.9284759163856506,15
301.2512512207031,2018-03-01,22,30,1671.1973876953125,STANDARD,17,0.0,301.2512512207031,R_A2,0,0.8914624452590942,16
301.15301513671875,2018-03-01,22,29,1673.5723876953125,STANDARD,17,0.0,301.15301513671875,R_A2,0,0.9045963883399963,17
301.2704162597656,2018-03-01,22,29,1675.3204345703125,STANDARD,18,0.0,301.2704162597656,R_A2,0,0.9738799929618835,18
301.45068359375,2018-03-01,22,29,1676.91357421875,STANDARD,27,0.0,301.45068359375,R_A2,0,0.6485711336135864,19
302.7027282714844,2018-03-01,22,29,1678.6661376953125,STANDARD,28,-1.3301566879203586e-13,302.7027282714844,R_A2,0,1.0,20
302.4227294921875,2018-03-01,22,29,1680.4188232421875,STANDARD,29,0.0,302.4227294921875,R_A2,0,0.8304640650749207,21
302.496337890625,2018-03-01,22,29,1682.1715087890625,STANDARD,30,0.0,302.496337890625,R_A2,0,0.9999995827674866,22
302.8001403808594,2018-03-01,22,29,1683.924072265625,STANDARD,31,-2.5247265389438667e-10,302.8001403808594,R_A2,0,1.0,23
279.08245849609375,2018-04-28,31,20,1685.863525390625,STANDARD,1,-3.356694436296159e-11,279.08245849609375,R_A5,0,1.0,1
279.2960510253906,2018-04-28,31,20,1688.122314453125,STANDARD,2,-3.121009353734827e-11,279.2960510253906,R_A5,0,1.0,2
279.50982666015625,2018-04-28,31,20,1690.3812255859375,STANDARD,3,-2.982518745864304e-11,279.50982666015625,R_A5,0,1.0,3
279.7237243652344,2018-04-28,31,20,1692.64013671875,STANDARD,4,-3.3655231379547956e-11,279.7237243652344,R_A5,0,1.0,4
279.93768310546875,2018-04-28,31,20,1694.89892578125,STANDARD,5,-3.3204255317498266e-11,279.93768310546875,R_A5,0,1.0,5
280.15155029296875,2018-04-28,31,20,1697.1578369140625,STANDARD,6,-3.083749922083712e-11,280.15155029296875,R_A5,0,1.0,6
280.6875915527344,2018-04-28,31,20,1699.416748046875,STANDARD,7,-3.7554489140841085e-13,280.6875915527344,R_A5,0,1.0,7
274.76776123046875,2018-04-28,31,21,1699.4957275390625,STANDARD,11,-3.211871393848931e-11,274.76776123046875,R_A5,0,1.0,8
274.98480224609375,2018-04-28,31,21,1701.4949951171875,STANDARD,12,-2.596412841671114e-11,274.98480224609375,R_A5,0,1.0,9
275.18695068359375,2018-04-28,31,21,1703.4942626953125,STANDARD,13,-1.4287210737401468e-12,275.18695068359375,R_A5,0,1.0,10
275.37762451171875,2018-04-28,31,21,1705.493408203125,STANDARD,14,-2.037398244905675e-12,275.37762451171875,R_A5,0,1.0,11
275.5819091796875,2018-04-28,31,21,1707.49267578125,STANDARD,15,-5.931980167489526e-13,275.5819091796875,R_A5,0,1.0,12
275.9344787597656,2018-04-28,31,21,1709.491943359375,STANDARD,16,-1.3053067741269908e-13,275.9344787597656,R_A5,0,1.0,13
276.1399230957031,2018-04-28,31,21,1711.4912109375,STANDARD,17,-1.2834573898459767e-13,276.1399230957031,R_A5,0,1.0,14
276.3222351074219,2018-04-28,31,21,1713.2222900390625,STANDARD,18,-1.9678358877291136e-13,276.3222351074219,R_A5,0,1.0,15
276.41912841796875,2018-04-28,31,21,1714.179931640625,STANDARD,19,0.0,276.41912841796875,R_A5,0,1.0,16
284.6308898925781,2018-04-28,31,21,1715.58740234375,STANDARD,27,1.0579536802412777e-15,284.6308898925781,R_A5,0,1.0,17
284.9818115234375,2018-04-28,31,21,1717.949951171875,STANDARD,28,1.5415913877942357e-15,284.9818115234375,R_A5,0,1.0,18
296.815673828125,2018-04-28,31,21,1720.3125,STANDARD,29,-3.307166816507015e-23,296.815673828125,R_A5,0,1.0,19
304.5618896484375,2018-04-28,31,21,1722.6749267578125,STANDARD,30,-2.098877639880401e-24,304.5618896484375,R_A5,0,1.0,20
306.92376708984375,2018-04-28,31,21,1725.0374755859375,STANDARD,31,-6.338120199330521e-26,306.92376708984375,R_A5,0,1.0,21
283.0998229980469,2018-07-03,28,41,1609.759033203125,STANDARD,1,0.0,283.0998229980469,R_A3,0,0.6495278477668762,1
282.2430419921875,2018-07-03,29,41,1597.6788330078125,STANDARD,1,0.0,282.2430419921875,R_A3,0,0.30744668841362,2
282.3804931640625,2018-07-03,29,41,1599.8724365234375,STANDARD,2,0.0,282.3804931640625,R_A3,0,0.11851046979427338,3
282.5270080566406,2018-07-03,29,41,1602.0660400390625,STANDARD,3,0.0,282.5270080566406,R_A3,0,0.11851663887500763,4
282.6739196777344,2018-07-03,29,41,1604.2596435546875,STANDARD,4,0.0,282.6739196777344,R_A3,0,0.16542960703372955,5
282.8712158203125,2018-07-03,29,41,1606.4532470703125,STANDARD,5,0.0,282.8712158203125,R_A3,0,0.8109886646270752,6
282.9896545410156,2018-07-03,29,41,1608.6468505859375,STANDARD,6,0.0,282.9896545410156,R_A3,0,0.3211408257484436,7
283.1350402832031,2018-07-03,29,41,1610.840576171875,STANDARD,7,0.0,283.1350402832031,R_A3,0,0.19495730102062225,8
283.28131103515625,2018-07-03,29,41,1613.0341796875,STANDARD,8,0.0,283.28131103515625,R_A3,0,0.17098930478096008,9
283.512939453125,2018-07-03,29,41,1615.227783203125,STANDARD,9,0.0,283.512939453125,R_A3,0,0.7951529026031494,10
286.6529235839844,2018-07-03,29,41,1617.42138671875,STANDARD,10,0.0,286.6529235839844,R_A3,0,0.7921372056007385,11
288.1663513183594,2018-07-03,29,41,1619.6953125,STANDARD,11,0.0,288.1663513183594,R_A3,0,0.046932827681303024,12
288.32373046875,2018-07-03,29,41,1622.0496826171875,STANDARD,12,0.0,288.32373046875,R_A3,0,0.05213608220219612,13
288.4822998046875,2018-07-03,29,41,1624.404052734375,STANDARD,13,0.0,288.4822998046875,R_A3,0,0.36781129240989685,14
289.5298767089844,2018-07-03,29,41,1629.11279296875,STANDARD,15,0.0,289.5298767089844,R_A3,0,0.4859287440776825,15
289.684326171875,2018-07-03,29,41,1631.2889404296875,STANDARD,16,0.0,289.684326171875,R_A3,0,0.8041988015174866,16
289.7613830566406,2018-07-03,29,41,1632.415283203125,STANDARD,17,0.0,289.7613830566406,R_A3,0,0.7838008999824524,17
288.8040771484375,2018-07-03,29,41,1634.4632568359375,STANDARD,27,-1.7448643224726723e-11,288.8040771484375,R_A3,0,1.0,18
286.7682189941406,2018-07-03,29,41,1638.3046875,STANDARD,28,0.0,286.7682189941406,R_A3,0,0.04562120884656906,19
287.02490234375,2018-07-03,29,41,1642.146240234375,STANDARD,29,0.0,287.02490234375,R_A3,0,0.052468881011009216,20
287.27630615234375,2018-07-03,29,41,1645.9876708984375,STANDARD,30,0.0,287.27630615234375,R_A3,0,0.6516308784484863,21
287.48291015625,2018-07-03,29,41,1649.8291015625,STANDARD,31,0.0,287.48291015625,R_A3,0,0.11839020997285843,22
278.1267395019531,2018-09-12,30,52,1632.64794921875,STANDARD,1,0.0,278.1267395019531,R_A4,0,0.04856569319963455,1
277.9268493652344,2018-09-12,31,52,1626.610107421875,STANDARD,1,0.0,277.9268493652344,R_A4,0,0.0479699932038784,2
278.06256103515625,2018-09-12,31,52,1628.6444091796875,STANDARD,2,0.0,278.06256103515625,R_A4,0,0.04943891987204552,3
278.1982421875,2018-09-12,31,52,1630.6787109375,STANDARD,3,0.0,278.1982421875,R_A4,0,0.05177393555641174,4
278.33392333984375,2018-09-12,31,52,1632.713134765625,STANDARD,4,0.0,278.33392333984375,R_A4,0,0.05406668037176132,5
278.4696044921875,2018-09-12,31,52,1634.7474365234375,STANDARD,5,0.0,278.4696044921875,R_A4,0,0.05521988496184349,6
278.4777526855469,2018-09-12,32,52,1632.8795166015625,STANDARD,5,0.0,278.4777526855469,R_A4,0,0.05469437316060066,7
278.6591796875,2018-09-12,32,51,1636.6727294921875,STANDARD,5,0.0,278.6591796875,R_A4,0,0.6539601683616638,8
278.5426940917969,2018-09-12,32,51,1634.8936767578125,STANDARD,4,0.0,278.5426940917969,R_A4,0,0.0936158299446106,9
278.79931640625,2018-09-12,33,51,1637.6240234375,STANDARD,4,0.0,278.79931640625,R_A4,0,0.09499411284923553,10
278.6795349121094,2018-09-12,33,51,1635.8287353515625,STANDARD,3,0.0,278.6795349121094,R_A4,0,0.1132650375366211,11
279.02001953125,2018-09-12,33,50,1642.1761474609375,STANDARD,4,0.0,279.02001953125,R_A4,0,0.09359263628721237,12
278.9486083984375,2018-09-12,34,50,1640.1370849609375,STANDARD,4,0.0,278.9486083984375,R_A4,0,0.07603773474693298,13
279.0470886230469,2018-09-12,35,50,1640.74560546875,STANDARD,4,0.0,279.0470886230469,R_A4,0,0.07971692085266113,14
279.13751220703125,2018-09-12,35,49,1642.8516845703125,STANDARD,4,0.0,279.13751220703125,R_A4,0,0.08216703683137894,15
279.0147399902344,2018-09-12,35,49,1641.01025390625,STANDARD,3,0.0,279.0147399902344,R_A4,0,0.11463057994842529,16
278.41400146484375,2018-09-12,36,49,1640.617919921875,STANDARD,30,0.0,278.41400146484375,R_A4,0,0.6505919694900513,17
278.1234130859375,2018-09-12,36,48,1639.4385986328125,STANDARD,30,0.0,278.1234130859375,R_A4,0,0.3250260353088379,18
284.6285400390625,2018-09-12,37,48,1646.08203125,STANDARD,30,0.0,284.6285400390625,R_A4,0,0.8290544748306274,19
282.927978515625,2018-09-12,38,48,1651.049560546875,STANDARD,30,-5.179665585330895e-10,282.927978515625,R_A4,0,1.0,20
282.9970397949219,2018-09-12,38,47,1657.917724609375,STANDARD,30,-4.022880119303185e-13,282.9970397949219,R_A4,0,1.0,21
280.093505859375,2018-11-07,17,42,1694.642578125,STANDARD,1,-5.430434324438238e-09,280.093505859375,R_A6,0,0.9999998807907104,1
280.275146484375,2018-11-07,17,42,1696.179931640625,STANDARD,2,-3.379085455890163e-09,280.275146484375,R_A6,0,0.9999999403953552,2
280.4808654785156,2018-11-07,17,42,1697.7174072265625,STANDARD,3,-1.902844722068142e-11,280.4808654785156,R_A6,0,1.0,3
280.7093811035156,2018-11-07,17,42,1699.2547607421875,STANDARD,4,-9.299320861966276e-12,280.7093811035156,R_A6,0,1.0,4
280.932861328125,2018-11-07,17,42,1700.7919921875,STANDARD,5,-6.778775891308486e-12,280.932861328125,R_A6,0,1.0,5
281.1202087402344,2018-11-07,17,42,1702.329345703125,STANDARD,6,-1.9872796463982212e-10,281.1202087402344,R_A6,0,1.0,6
280.9813537597656,2018-11-07,17,42,1703.86669921875,STANDARD,7,-3.1961472357622256e-10,280.9813537597656,R_A6,0,1.0,7
281.14337158203125,2018-11-07,17,42,1705.404052734375,STANDARD,8,-1.7311177491485807e-10,281.14337158203125,R_A6,0,1.0,8
281.6231384277344,2018-11-07,17,42,1706.94140625,STANDARD,9,-1.1818778594685497e-11,281.6231384277344,R_A6,0,1.0,9
281.4573669433594,2018-11-07,17,42,1708.478759765625,STANDARD,10,-9.374663267891492e-10,281.4573669433594,R_A6,0,1.0,10
281.69329833984375,2018-11-07,17,42,1710.37646484375,STANDARD,11,-1.2339187449583733e-09,281.69329833984375,R_A6,0,1.0,11
281.89874267578125,2018-11-07,17,42,1712.6346435546875,STANDARD,12,-5.713967077269899e-10,281.89874267578125,R_A6,0,1.0,12
282.1495666503906,2018-11-07,17,42,1714.892822265625,STANDARD,13,-4.135071104971466e-11,282.1495666503906,R_A6,0,1.0,13
282.3634338378906,2018-11-07,17,42,1717.15087890625,STANDARD,14,-3.0222303826210606e-11,282.3634338378906,R_A6,0,1.0,14
282.5780334472656,2018-11-07,17,42,1719.4090576171875,STANDARD,15,-1.843171969218016e-11,282.5780334472656,R_A6,0,1.0,15
282.9378967285156,2018-11-07,17,42,1721.667236328125,STANDARD,16,-4.534535507499937e-12,282.9378967285156,R_A6,0,1.0,16
283.152587890625,2018-11-07,17,42,1723.92529296875,STANDARD,17,-8.68240288692812e-12,283.152587890625,R_A6,0,1.0,17
