order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time
0,460994.9,5933813.29,1697.9,1648.9,Valysar,297.9693908691406,0.05789412930607796,0.0,0.942105870693922,True,True,21,29,2,R_A2,2018-03-01
0,462753.44,5932869.64,1673.4,1624.4,Therys,291.6534118652344,0.052559368312358856,0.0,0.9474406316876411,True,True,28,40,11,R_A3,2018-07-03
1,462753.44,5932869.64,1690.7,1641.7,Volon,286.465087890625,0.04814225807785988,0.0,0.9518577419221401,True,True,28,40,27,R_A3,2018-07-03
0,464008.822,5931878.919,2578.7,1634.538,Valysar,279.0052185058594,0.056282807141542435,0.0,0.9437171928584576,True,True,31,50,4,R_A4,2018-09-12
1,464291.761,5932429.155,3197.5,1643.655,Volon,279.6053466796875,0.10179214179515839,0.0,0.8982078582048416,True,True,35,48,28,R_A4,2018-09-12
0,461519.21,5935692.65,1737.8,1688.8,Valysar,279.4036560058594,1.0,1.0048052390132511e-09,-1.0048052390132511e-09,True,True,30,19,3,R_A5,2018-04-28
1,461519.21,5935692.65,1769.1,1720.1,Volon,284.78753662109375,1.0,-8.81509809591563e-10,8.81509809591563e-10,True,True,30,20,25,R_A5,2018-04-28
0,461292.74,5931883.26,1759.9,1710.9,Therys,277.1570129394531,1.0,-5.554864554446759e-11,5.554864554446759e-11,True,True,16,41,10,R_A6,2018-11-07
1,461292.74,5931883.26,1777.4,1728.4,Volon,279.8764953613281,1.0,1.2002318626816444e-13,-1.2002318626816444e-13,True,True,16,41,25,R_A6,2018-11-07
