CONJPOS,DEPTH,CONIPOS,CONBPRES,SGAS,DRAWDOWN,SWAT,DATE,CONIDX,WELLMODEL,CONKPOS,PRESSURE,WELL
21,1707.63623046875,31,305.9988098144531,0.0,0,1.0,2018-01-01,15,STANDARD,15,305.9988098144531,R_A5
21,1709.5867919921875,31,306.3287048339844,0.0,0,1.0,2018-01-01,16,STANDARD,16,306.3287048339844,R_A5
21,1711.537353515625,31,306.5135498046875,0.0,0,1.0,2018-01-01,17,STANDARD,17,306.5135498046875,R_A5
21,1713.35400390625,31,306.6856994628906,0.0,0,1.0,2018-01-01,18,STANDARD,18,306.6856994628906,R_A5
21,1714.3951416015625,31,306.7843933105469,0.0,0,1.0,2018-01-01,19,STANDARD,19,306.7843933105469,R_A5
21,1715.7628173828125,31,306.75689697265625,0.0,0,1.0,2018-01-01,20,STANDARD,27,306.75689697265625,R_A5
21,1718.098388671875,31,306.978271484375,0.0,0,1.0,2018-01-01,21,STANDARD,28,306.978271484375,R_A5
21,1720.43408203125,31,307.5054016113281,0.0,0,1.0,2018-01-01,22,STANDARD,29,307.5054016113281,R_A5
21,1722.7696533203125,31,307.7267761230469,0.0,0,1.0,2018-01-01,23,STANDARD,30,307.7267761230469,R_A5
21,1725.105224609375,31,307.9481506347656,0.0,0,1.0,2018-01-01,24,STANDARD,31,307.9481506347656,R_A5
42,1695.20263671875,17,305.11419677734375,0.0,0,1.0,2018-01-01,1,STANDARD,1,305.11419677734375,R_A6
42,1696.7510986328125,17,305.2609558105469,0.0,0,1.0,2018-01-01,2,STANDARD,2,305.2609558105469,R_A6
42,1698.299560546875,17,305.4076843261719,0.0,0,1.0,2018-01-01,3,STANDARD,3,305.4076843261719,R_A6
42,1699.84814453125,17,305.554443359375,0.0,0,1.0,2018-01-01,4,STANDARD,4,305.554443359375,R_A6
42,1701.3966064453125,17,305.7012023925781,0.0,0,1.0,2018-01-01,5,STANDARD,5,305.7012023925781,R_A6
42,1702.9451904296875,17,305.84796142578125,0.0,0,1.0,2018-01-01,6,STANDARD,6,305.84796142578125,R_A6
42,1704.49365234375,17,305.6956481933594,0.0,0,1.0,2018-01-01,7,STANDARD,7,305.6956481933594,R_A6
42,1706.042236328125,17,305.8424072265625,0.0,0,1.0,2018-01-01,8,STANDARD,8,305.8424072265625,R_A6
42,1707.5906982421875,17,306.2882080078125,0.0,0,1.0,2018-01-01,9,STANDARD,9,306.2882080078125,R_A6
42,1709.1392822265625,17,306.4349670410156,0.0,0,1.0,2018-01-01,10,STANDARD,10,306.4349670410156,R_A6
42,1711.055419921875,17,306.3109130859375,0.0,0,1.0,2018-01-01,11,STANDARD,11,306.3109130859375,R_A6
42,1713.3392333984375,17,306.52734375,0.0,0,1.0,2018-01-01,12,STANDARD,12,306.52734375,R_A6
42,1715.623046875,17,306.7557678222656,0.0,0,1.0,2018-01-01,13,STANDARD,13,306.7557678222656,R_A6
42,1717.9068603515625,17,306.9721984863281,0.0,0,1.0,2018-01-01,14,STANDARD,14,306.9721984863281,R_A6
42,1720.190673828125,17,307.18865966796875,0.0,0,1.0,2018-01-01,15,STANDARD,15,307.18865966796875,R_A6
42,1722.474365234375,17,307.55010986328125,0.0,0,1.0,2018-01-01,16,STANDARD,16,307.55010986328125,R_A6
42,1724.7581787109375,17,307.7665710449219,0.0,0,1.0,2018-01-01,17,STANDARD,17,307.7665710449219,R_A6
42,1726.394287109375,17,307.921630859375,0.0,0,1.0,2018-01-01,18,STANDARD,18,307.921630859375,R_A6
42,1727.7508544921875,17,307.8930969238281,0.0,0,1.0,2018-01-01,19,STANDARD,27,307.8930969238281,R_A6
42,1729.4755859375,17,308.3623352050781,0.0,0,1.0,2018-01-01,20,STANDARD,28,308.3623352050781,R_A6
42,1731.2001953125,17,308.52581787109375,0.0,0,1.0,2018-01-01,21,STANDARD,29,308.52581787109375,R_A6
42,1732.9249267578125,17,308.68927001953125,0.0,0,1.0,2018-01-01,22,STANDARD,30,308.68927001953125,R_A6
42,1734.649658203125,17,308.5469665527344,0.0,0,1.0,2018-01-01,23,STANDARD,31,308.5469665527344,R_A6
30,1641.094970703125,22,298.4106750488281,0.0,0,0.0584336519241333,2018-03-01,1,STANDARD,1,298.4106750488281,R_A2
30,1642.8890380859375,22,298.5308532714844,0.0,0,0.061899781227111816,2018-03-01,2,STANDARD,2,298.5308532714844,R_A2
30,1644.68310546875,22,298.6510314941406,0.0,0,0.06485996395349503,2018-03-01,3,STANDARD,3,298.6510314941406,R_A2
30,1646.4771728515625,22,298.7712707519531,0.0,0,0.0715918242931366,2018-03-01,4,STANDARD,4,298.7712707519531,R_A2
30,1648.2713623046875,22,298.8917541503906,0.0,0,0.14030024409294128,2018-03-01,5,STANDARD,5,298.8917541503906,R_A2
30,1650.0654296875,22,299.1606750488281,0.0,0,0.3157649636268616,2018-03-01,6,STANDARD,6,299.1606750488281,R_A2
30,1651.859619140625,22,299.4002685546875,0.0,0,0.9045576453208923,2018-03-01,7,STANDARD,7,299.4002685546875,R_A2
30,1653.6536865234375,22,299.5707092285156,0.0,0,0.6483485698699951,2018-03-01,8,STANDARD,8,299.5707092285156,R_A2
30,1655.44775390625,22,299.69097900390625,0.0,0,0.19545100629329681,2018-03-01,9,STANDARD,9,299.69097900390625,R_A2
30,1657.2418212890625,22,299.9198913574219,0.0,0,0.9274149537086487,2018-03-01,10,STANDARD,10,299.9198913574219,R_A2
30,1659.1368408203125,22,300.0246276855469,0.0,0,0.08771420270204544,2018-03-01,11,STANDARD,11,300.0246276855469,R_A2
30,1661.132568359375,22,300.1634826660156,0.0,0,0.0921725332736969,2018-03-01,12,STANDARD,12,300.1634826660156,R_A2
30,1663.12841796875,22,300.58917236328125,0.0,0,0.48567110300064087,2018-03-01,13,STANDARD,13,300.58917236328125,R_A2
30,1665.1241455078125,22,300.85601806640625,0.0,0,0.5535268783569336,2018-03-01,14,STANDARD,14,300.85601806640625,R_A2
30,1667.1199951171875,22,300.9891052246094,0.0,0,0.7421969771385193,2018-03-01,15,STANDARD,15,300.9891052246094,R_A2
30,1669.11572265625,22,301.12176513671875,0.0,0,0.9908846616744995,2018-03-01,16,STANDARD,16,301.12176513671875,R_A2
30,1671.111572265625,22,301.2552795410156,0.0,0,0.9867933988571167,2018-03-01,17,STANDARD,17,301.2552795410156,R_A2
30,1672.9881591796875,22,301.3810119628906,-1.1226692492316559e-10,0,1.0,2018-03-01,18,STANDARD,18,301.3810119628906,R_A2
29,1674.229736328125,22,301.6146545410156,-4.980207565785655e-11,0,1.0,2018-03-01,19,STANDARD,18,301.6146545410156,R_A2
29,1676.1676025390625,22,303.1505432128906,-1.0547626159613952e-16,0,1.0,2018-03-01,20,STANDARD,27,303.1505432128906,R_A2
29,1677.9368896484375,22,303.2576599121094,-2.646230354332063e-17,0,1.0,2018-03-01,21,STANDARD,28,303.2576599121094,R_A2
29,1679.7061767578125,22,303.163330078125,-3.090337173203006e-17,0,1.0,2018-03-01,22,STANDARD,29,303.163330078125,R_A2
29,1681.4754638671875,22,302.6919860839844,-2.849774522226864e-17,0,1.0,2018-03-01,23,STANDARD,30,302.6919860839844,R_A2
29,1683.2447509765625,22,302.1075439453125,-3.701245789775879e-17,0,1.0,2018-03-01,24,STANDARD,31,302.1075439453125,R_A2
20,1685.026611328125,31,271.5227966308594,-6.419015024820713e-18,0,1.0,2018-04-28,1,STANDARD,1,271.5227966308594,R_A5
20,1687.3070068359375,31,271.43304443359375,8.190176501612196e-16,0,1.0,2018-04-28,2,STANDARD,2,271.43304443359375,R_A5
20,1689.5875244140625,31,271.6490173339844,1.221292125658008e-15,0,1.0,2018-04-28,3,STANDARD,3,271.6490173339844,R_A5
20,1691.8680419921875,31,271.864990234375,1.422185153219797e-15,0,1.0,2018-04-28,4,STANDARD,4,271.864990234375,R_A5
20,1694.1485595703125,31,272.08087158203125,4.651928239726667e-16,0,1.0,2018-04-28,5,STANDARD,5,272.08087158203125,R_A5
20,1696.4290771484375,31,272.29681396484375,2.2167515032926266e-15,0,1.0,2018-04-28,6,STANDARD,6,272.29681396484375,R_A5
20,1698.70947265625,31,272.8696594238281,3.2232216210272815e-16,0,1.0,2018-04-28,7,STANDARD,7,272.8696594238281,R_A5
20,1700.989990234375,31,273.1585693359375,1.4062006885930426e-15,0,1.0,2018-04-28,8,STANDARD,8,273.1585693359375,R_A5
20,1703.2706298828125,31,275.5198059082031,0.0,0,1.0,2018-04-28,9,STANDARD,9,275.5198059082031,R_A5
20,1707.6488037109375,31,277.164306640625,-2.3697591198384993e-13,0,1.0,2018-04-28,10,STANDARD,11,277.164306640625,R_A5
20,1709.5638427734375,31,277.409423828125,-8.479152845347962e-14,0,1.0,2018-04-28,11,STANDARD,12,277.409423828125,R_A5
21,1701.7845458984375,31,276.12567138671875,-4.0392043876291694e-11,0,1.0,2018-04-28,12,STANDARD,12,276.12567138671875,R_A5
21,1703.735107421875,31,277.01226806640625,0.0,0,1.0,2018-04-28,13,STANDARD,13,277.01226806640625,R_A5
21,1705.6856689453125,31,277.2220764160156,-2.095433418794479e-12,0,1.0,2018-04-28,14,STANDARD,14,277.2220764160156,R_A5
21,1707.63623046875,31,277.4222106933594,-3.568067065765068e-13,0,1.0,2018-04-28,15,STANDARD,15,277.4222106933594,R_A5
21,1709.5867919921875,31,277.8161315917969,-4.6589759773642964e-14,0,1.0,2018-04-28,16,STANDARD,16,277.8161315917969,R_A5
21,1711.537353515625,31,278.1376953125,3.331301638080479e-14,0,1.0,2018-04-28,17,STANDARD,17,278.1376953125,R_A5
21,1713.35400390625,31,278.5955505371094,2.5062758942859253e-13,0,1.0,2018-04-28,18,STANDARD,18,278.5955505371094,R_A5
21,1714.3951416015625,31,278.8989562988281,0.0,0,1.0,2018-04-28,19,STANDARD,19,278.8989562988281,R_A5
21,1715.7628173828125,31,278.9678649902344,2.7443982687520158e-14,0,1.0,2018-04-28,20,STANDARD,27,278.9678649902344,R_A5
21,1718.098388671875,31,279.40631103515625,2.58573896886119e-13,0,1.0,2018-04-28,21,STANDARD,28,279.40631103515625,R_A5
21,1720.43408203125,31,285.0788269042969,3.173335279039628e-20,0,1.0,2018-04-28,22,STANDARD,29,285.0788269042969,R_A5
21,1722.7696533203125,31,279.318603515625,1.7141173666557728e-14,0,1.0,2018-04-28,23,STANDARD,30,279.318603515625,R_A5
21,1725.105224609375,31,281.31280517578125,3.563507326692941e-20,0,1.0,2018-04-28,24,STANDARD,31,281.31280517578125,R_A5
41,1609.243408203125,28,278.1402893066406,0.0,0,0.6495211720466614,2018-07-03,1,STANDARD,1,278.1402893066406,R_A3
41,1611.3077392578125,28,278.2747497558594,0.0,0,0.2009505033493042,2018-07-03,2,STANDARD,2,278.2747497558594,R_A3
41,1613.3720703125,28,278.41229248046875,0.0,0,0.16122280061244965,2018-07-03,3,STANDARD,3,278.41229248046875,R_A3
41,1615.4365234375,28,278.5499267578125,0.0,0,0.1750774085521698,2018-07-03,4,STANDARD,4,278.5499267578125,R_A3
41,1617.5008544921875,28,278.6965637207031,0.0,0,0.6503022909164429,2018-07-03,5,STANDARD,5,278.6965637207031,R_A3
41,1619.565185546875,28,278.8454895019531,0.0,0,0.3427193760871887,2018-07-03,6,STANDARD,6,278.8454895019531,R_A3
41,1609.3663330078125,29,278.070556640625,0.0,0,0.6498568058013916,2018-07-03,7,STANDARD,6,278.070556640625,R_A3
41,1611.4163818359375,29,278.23370361328125,0.0,0,0.2020149976015091,2018-07-03,8,STANDARD,7,278.23370361328125,R_A3
41,1613.46630859375,29,278.3718566894531,0.0,0,0.35569506883621216,2018-07-03,9,STANDARD,8,278.3718566894531,R_A3
41,1615.516357421875,29,278.58685302734375,0.0,0,0.8073423504829407,2018-07-03,10,STANDARD,9,278.58685302734375,R_A3
41,1617.5662841796875,29,280.03094482421875,0.0,0,0.8017410635948181,2018-07-03,11,STANDARD,10,280.03094482421875,R_A3
41,1619.750732421875,29,280.4291076660156,0.0,0,0.0506414994597435,2018-07-03,12,STANDARD,11,280.4291076660156,R_A3
41,1622.0697021484375,29,280.5838317871094,0.0,0,0.056636992841959,2018-07-03,13,STANDARD,12,280.5838317871094,R_A3
41,1624.388671875,29,280.7387390136719,0.0,0,0.3783363401889801,2018-07-03,14,STANDARD,13,280.7387390136719,R_A3
41,1629.026611328125,29,282.8167724609375,0.0,0,0.49393707513809204,2018-07-03,15,STANDARD,15,282.8167724609375,R_A3
41,1630.9468994140625,29,282.9606018066406,0.0,0,0.8147499561309814,2018-07-03,16,STANDARD,16,282.9606018066406,R_A3
41,1633.5262451171875,29,286.96453857421875,5.988671364365317e-12,0,1.0,2018-07-03,17,STANDARD,27,286.96453857421875,R_A3
41,1637.1630859375,29,283.0710144042969,0.0,0,0.04566623643040657,2018-07-03,18,STANDARD,28,283.0710144042969,R_A3
41,1640.8001708984375,29,283.3136901855469,0.0,0,0.05448731780052185,2018-07-03,19,STANDARD,29,283.3136901855469,R_A3
41,1644.4371337890625,29,287.1598205566406,-1.8155067293273985e-12,0,1.0,2018-07-03,20,STANDARD,30,287.1598205566406,R_A3
41,1648.0740966796875,29,283.7970886230469,0.0,0,0.06648892909288406,2018-07-03,21,STANDARD,31,283.7970886230469,R_A3
52,1631.1873779296875,30,276.48199462890625,0.0,0,0.0550316758453846,2018-09-12,1,STANDARD,1,276.48199462890625,R_A4
52,1627.4293212890625,31,276.2681579589844,0.0,0,0.05142775550484657,2018-09-12,2,STANDARD,1,276.2681579589844,R_A4
52,1629.4896240234375,31,276.4054260253906,0.0,0,0.05282849073410034,2018-09-12,3,STANDARD,2,276.4054260253906,R_A4
52,1631.5498046875,31,276.542724609375,0.0,0,0.055510956794023514,2018-09-12,4,STANDARD,3,276.542724609375,R_A4
52,1633.610107421875,31,276.6800231933594,0.0,0,0.06093177944421768,2018-09-12,5,STANDARD,4,276.6800231933594,R_A4
52,1632.3968505859375,32,276.6228942871094,0.0,0,0.060093022882938385,2018-09-12,6,STANDARD,4,276.6228942871094,R_A4
51,1635.880615234375,32,276.8355407714844,0.0,0,0.060948729515075684,2018-09-12,7,STANDARD,4,276.8355407714844,R_A4
51,1637.321044921875,33,276.9464111328125,0.0,0,0.06469884514808655,2018-09-12,8,STANDARD,4,276.9464111328125,R_A4
51,1635.474609375,33,276.82330322265625,0.0,0,0.05892811343073845,2018-09-12,9,STANDARD,3,276.82330322265625,R_A4
50,1642.1485595703125,33,277.20306396484375,0.0,0,0.15228064358234406,2018-09-12,10,STANDARD,4,277.20306396484375,R_A4
50,1641.132080078125,34,277.1380615234375,0.0,0,0.08560798317193985,2018-09-12,11,STANDARD,4,277.1380615234375,R_A4
50,1639.20703125,34,277.0098876953125,0.0,0,0.12757693231105804,2018-09-12,12,STANDARD,3,277.0098876953125,R_A4
50,1640.9061279296875,35,277.1682434082031,0.0,0,0.1293199062347412,2018-09-12,13,STANDARD,3,277.1682434082031,R_A4
50,1639.0426025390625,35,277.0445251464844,0.0,0,0.2364392727613449,2018-09-12,14,STANDARD,2,277.0445251464844,R_A4
49,1641.93212890625,35,277.1556701660156,0.0,0,0.24472030997276306,2018-09-12,15,STANDARD,2,277.1556701660156,R_A4
49,1642.357421875,36,277.696533203125,0.0,0,0.1285027414560318,2018-09-12,16,STANDARD,30,277.696533203125,R_A4
48,1639.6068115234375,36,277.3946228027344,0.0,0,0.060042716562747955,2018-09-12,17,STANDARD,30,277.3946228027344,R_A4
48,1646.7513427734375,37,278.04888916015625,0.0,0,0.23636695742607117,2018-09-12,18,STANDARD,30,278.04888916015625,R_A4
48,1653.461669921875,38,278.8208312988281,0.0,0,0.3513256013393402,2018-09-12,19,STANDARD,30,278.8208312988281,R_A4
47,1657.8184814453125,38,278.8995361328125,0.0,0,0.7531704902648926,2018-09-12,20,STANDARD,30,278.8995361328125,R_A4
42,1695.20263671875,17,273.1689453125,-1.7995608702389186e-17,0,1.0,2018-11-07,1,STANDARD,1,273.1689453125,R_A6
42,1696.7510986328125,17,273.3142395019531,-7.848853789080888e-18,0,1.0,2018-11-07,2,STANDARD,2,273.3142395019531,R_A6
42,1698.299560546875,17,273.45697021484375,1.7255677446487027e-17,0,1.0,2018-11-07,3,STANDARD,3,273.45697021484375,R_A6
42,1699.84814453125,17,273.59619140625,-4.522970236290446e-18,0,1.0,2018-11-07,4,STANDARD,4,273.59619140625,R_A6
42,1701.3966064453125,17,273.7338562011719,-1.773492604106555e-17,0,1.0,2018-11-07,5,STANDARD,5,273.7338562011719,R_A6
42,1702.9451904296875,17,273.8742370605469,-7.681957262655208e-16,0,1.0,2018-11-07,6,STANDARD,6,273.8742370605469,R_A6
42,1704.49365234375,17,273.718017578125,-1.4701147242984183e-15,0,1.0,2018-11-07,7,STANDARD,7,273.718017578125,R_A6
42,1706.042236328125,17,273.864501953125,-7.968861086175632e-16,0,1.0,2018-11-07,8,STANDARD,8,273.864501953125,R_A6
42,1707.5906982421875,17,274.31103515625,-5.5373409115655497e-17,0,1.0,2018-11-07,9,STANDARD,9,274.31103515625,R_A6
42,1709.1392822265625,17,274.5728759765625,-2.6141751203621632e-17,0,1.0,2018-11-07,10,STANDARD,10,274.5728759765625,R_A6
42,1711.055419921875,17,274.487060546875,-3.026731841302235e-15,0,1.0,2018-11-07,11,STANDARD,11,274.487060546875,R_A6
42,1713.3392333984375,17,274.7032775878906,-1.3742766520857385e-15,0,1.0,2018-11-07,12,STANDARD,12,274.7032775878906,R_A6
42,1715.623046875,17,274.93218994140625,-1.219141535474709e-16,0,1.0,2018-11-07,13,STANDARD,13,274.93218994140625,R_A6
