CONJPOS,DEPTH,CONIPOS,CONBPRES,SGAS,DRAWDOWN,SWAT,DATE,CONIDX,WELLMODEL,CONKPOS,PRESSURE,WELL
30,1641.094970703125,22,300.5776062011719,0.0,0,0.058399803936481476,2018-01-01,1,STANDARD,1,300.5776062011719,R_A2
30,1642.8890380859375,22,300.6979064941406,0.0,0,0.06176862493157387,2018-01-01,2,STANDARD,2,300.6979064941406,R_A2
30,1644.68310546875,22,300.8182067871094,0.0,0,0.06456834077835083,2018-01-01,3,STANDARD,3,300.8182067871094,R_A2
30,1646.4771728515625,22,300.93853759765625,0.0,0,0.07100025564432144,2018-01-01,4,STANDARD,4,300.93853759765625,R_A2
30,1648.2713623046875,22,301.058837890625,0.0,0,0.13914965093135834,2018-01-01,5,STANDARD,5,301.058837890625,R_A2
30,1650.0654296875,22,301.17913818359375,0.0,0,0.3138069808483124,2018-01-01,6,STANDARD,6,301.17913818359375,R_A2
30,1651.859619140625,22,301.2994689941406,0.0,0,0.911717414855957,2018-01-01,7,STANDARD,7,301.2994689941406,R_A2
30,1653.6536865234375,22,301.4197692871094,0.0,0,0.6481541991233826,2018-01-01,8,STANDARD,8,301.4197692871094,R_A2
30,1655.44775390625,22,301.54010009765625,0.0,0,0.19540557265281677,2018-01-01,9,STANDARD,9,301.54010009765625,R_A2
30,1657.2418212890625,22,301.6604309082031,0.0,0,0.9274594783782959,2018-01-01,10,STANDARD,10,301.6604309082031,R_A2
30,1659.1368408203125,22,301.78753662109375,0.0,0,0.08760684728622437,2018-01-01,11,STANDARD,11,301.78753662109375,R_A2
30,1661.132568359375,22,301.92138671875,0.0,0,0.08844596147537231,2018-01-01,12,STANDARD,12,301.92138671875,R_A2
30,1663.12841796875,22,302.0552673339844,0.0,0,0.48561590909957886,2018-01-01,13,STANDARD,13,302.0552673339844,R_A2
30,1665.1241455078125,22,302.1891174316406,0.0,0,0.5536161661148071,2018-01-01,14,STANDARD,14,302.1891174316406,R_A2
30,1667.1199951171875,22,302.322998046875,0.0,0,0.7423508167266846,2018-01-01,15,STANDARD,15,302.322998046875,R_A2
30,1669.11572265625,22,302.4568786621094,0.0,0,0.9908891320228577,2018-01-01,16,STANDARD,16,302.4568786621094,R_A2
30,1671.111572265625,22,302.59075927734375,0.0,0,0.9867987632751465,2018-01-01,17,STANDARD,17,302.59075927734375,R_A2
30,1672.9881591796875,22,302.7166442871094,0.0,0,1.0,2018-01-01,18,STANDARD,18,302.7166442871094,R_A2
29,1674.229736328125,22,302.97808837890625,0.0,0,1.0,2018-01-01,19,STANDARD,18,302.97808837890625,R_A2
29,1676.1676025390625,22,303.3103942871094,0.0,0,1.0,2018-01-01,20,STANDARD,27,303.3103942871094,R_A2
29,1677.9368896484375,22,303.47802734375,0.0,0,1.0,2018-01-01,21,STANDARD,28,303.47802734375,R_A2
29,1679.7061767578125,22,303.64569091796875,0.0,0,1.0,2018-01-01,22,STANDARD,29,303.64569091796875,R_A2
29,1681.4754638671875,22,303.8133544921875,0.0,0,1.0,2018-01-01,23,STANDARD,30,303.8133544921875,R_A2
29,1683.2447509765625,22,303.98101806640625,0.0,0,1.0,2018-01-01,24,STANDARD,31,303.98101806640625,R_A2
41,1609.243408203125,28,298.4425354003906,0.0,0,0.6481541991233826,2018-01-01,1,STANDARD,1,298.4425354003906,R_A3
41,1611.3077392578125,28,298.58087158203125,0.0,0,0.200489342212677,2018-01-01,2,STANDARD,2,298.58087158203125,R_A3
41,1613.3720703125,28,298.7192077636719,0.0,0,0.16059085726737976,2018-01-01,3,STANDARD,3,298.7192077636719,R_A3
41,1615.4365234375,28,298.8575744628906,0.0,0,0.1742199808359146,2018-01-01,4,STANDARD,4,298.8575744628906,R_A3
41,1617.5008544921875,28,298.9959411621094,0.0,0,0.6481541991233826,2018-01-01,5,STANDARD,5,298.9959411621094,R_A3
41,1619.565185546875,28,299.1343078613281,0.0,0,0.34293824434280396,2018-01-01,6,STANDARD,6,299.1343078613281,R_A3
41,1609.3663330078125,29,298.45074462890625,0.0,0,0.6481541991233826,2018-01-01,7,STANDARD,6,298.45074462890625,R_A3
41,1611.4163818359375,29,298.588134765625,0.0,0,0.20012009143829346,2018-01-01,8,STANDARD,7,298.588134765625,R_A3
41,1613.46630859375,29,298.72552490234375,0.0,0,0.3529650568962097,2018-01-01,9,STANDARD,8,298.72552490234375,R_A3
41,1615.516357421875,29,298.8629150390625,0.0,0,0.8085284233093262,2018-01-01,10,STANDARD,9,298.8629150390625,R_A3
41,1617.5662841796875,29,299.00030517578125,0.0,0,0.8031886219978333,2018-01-01,11,STANDARD,10,299.00030517578125,R_A3
41,1619.750732421875,29,299.146728515625,0.0,0,0.05050129070878029,2018-01-01,12,STANDARD,11,299.146728515625,R_A3
41,1622.0697021484375,29,299.30218505859375,0.0,0,0.05650235712528229,2018-01-01,13,STANDARD,12,299.30218505859375,R_A3
41,1624.388671875,29,299.4576110839844,0.0,0,0.37771061062812805,2018-01-01,14,STANDARD,13,299.4576110839844,R_A3
41,1629.026611328125,29,299.7685241699219,0.0,0,0.493699848651886,2018-01-01,15,STANDARD,15,299.7685241699219,R_A3
41,1630.9468994140625,29,299.8972473144531,0.0,0,0.8156997561454773,2018-01-01,16,STANDARD,16,299.8972473144531,R_A3
41,1633.5262451171875,29,300.0701599121094,0.0,0,1.0,2018-01-01,17,STANDARD,27,300.0701599121094,R_A3
41,1637.1630859375,29,300.3139953613281,0.0,0,0.04522526264190674,2018-01-01,18,STANDARD,28,300.3139953613281,R_A3
41,1640.8001708984375,29,300.557861328125,0.0,0,0.053951673209667206,2018-01-01,19,STANDARD,29,300.557861328125,R_A3
41,1644.4371337890625,29,300.8017272949219,0.0,0,1.0,2018-01-01,20,STANDARD,30,300.8017272949219,R_A3
41,1648.0740966796875,29,301.04559326171875,0.0,0,0.06608819216489792,2018-01-01,21,STANDARD,31,301.04559326171875,R_A3
52,1631.1873779296875,30,299.9133605957031,0.0,0,0.05493427813053131,2018-01-01,1,STANDARD,1,299.9133605957031,R_A4
52,1627.4293212890625,31,299.66143798828125,0.0,0,0.05132836848497391,2018-01-01,2,STANDARD,1,299.66143798828125,R_A4
52,1629.4896240234375,31,299.799560546875,0.0,0,0.052726514637470245,2018-01-01,3,STANDARD,2,299.799560546875,R_A4
52,1631.5498046875,31,299.9376525878906,0.0,0,0.05542020499706268,2018-01-01,4,STANDARD,3,299.9376525878906,R_A4
52,1633.610107421875,31,300.0757751464844,0.0,0,0.06075310707092285,2018-01-01,5,STANDARD,4,300.0757751464844,R_A4
52,1632.3968505859375,32,299.99444580078125,0.0,0,0.060020312666893005,2018-01-01,6,STANDARD,4,299.99444580078125,R_A4
51,1635.880615234375,32,300.22802734375,0.0,0,0.06074187159538269,2018-01-01,7,STANDARD,4,300.22802734375,R_A4
51,1637.321044921875,33,300.3245849609375,0.0,0,0.06450840830802917,2018-01-01,8,STANDARD,4,300.3245849609375,R_A4
51,1635.474609375,33,300.2007751464844,0.0,0,0.05883559584617615,2018-01-01,9,STANDARD,3,300.2007751464844,R_A4
50,1642.1485595703125,33,300.64825439453125,0.0,0,0.15101948380470276,2018-01-01,10,STANDARD,4,300.64825439453125,R_A4
50,1641.132080078125,34,300.5801086425781,0.0,0,0.08441077172756195,2018-01-01,11,STANDARD,4,300.5801086425781,R_A4
50,1639.20703125,34,300.4510192871094,0.0,0,0.12668219208717346,2018-01-01,12,STANDARD,3,300.4510192871094,R_A4
50,1640.9061279296875,35,300.5649719238281,0.0,0,0.12899969518184662,2018-01-01,13,STANDARD,3,300.5649719238281,R_A4
50,1639.0426025390625,35,300.44000244140625,0.0,0,0.23612745106220245,2018-01-01,14,STANDARD,2,300.44000244140625,R_A4
49,1641.93212890625,35,300.6337585449219,0.0,0,0.2443513423204422,2018-01-01,15,STANDARD,2,300.6337585449219,R_A4
49,1642.357421875,36,300.6622619628906,0.0,0,0.12908658385276794,2018-01-01,16,STANDARD,30,300.6622619628906,R_A4
48,1639.6068115234375,36,300.47784423828125,0.0,0,0.05112416669726372,2018-01-01,17,STANDARD,30,300.47784423828125,R_A4
48,1646.7513427734375,37,300.9569091796875,0.0,0,0.2457401603460312,2018-01-01,18,STANDARD,30,300.9569091796875,R_A4
48,1653.461669921875,38,301.40692138671875,0.0,0,0.3207974135875702,2018-01-01,19,STANDARD,30,301.40692138671875,R_A4
47,1657.8184814453125,38,301.6990966796875,0.0,0,0.6481541991233826,2018-01-01,20,STANDARD,30,301.6990966796875,R_A4
20,1685.026611328125,31,304.1498718261719,0.0,0,1.0,2018-01-01,1,STANDARD,1,304.1498718261719,R_A5
20,1687.3070068359375,31,304.0601806640625,0.0,0,1.0,2018-01-01,2,STANDARD,2,304.0601806640625,R_A5
20,1689.5875244140625,31,304.27630615234375,0.0,0,1.0,2018-01-01,3,STANDARD,3,304.27630615234375,R_A5
20,1691.8680419921875,31,304.4924011230469,0.0,0,1.0,2018-01-01,4,STANDARD,4,304.4924011230469,R_A5
20,1694.1485595703125,31,304.7085266113281,0.0,0,1.0,2018-01-01,5,STANDARD,5,304.7085266113281,R_A5
20,1696.4290771484375,31,304.9246520996094,0.0,0,1.0,2018-01-01,6,STANDARD,6,304.9246520996094,R_A5
20,1698.70947265625,31,305.446533203125,0.0,0,1.0,2018-01-01,7,STANDARD,7,305.446533203125,R_A5
20,1700.989990234375,31,305.66265869140625,0.0,0,1.0,2018-01-01,8,STANDARD,8,305.66265869140625,R_A5
20,1703.2706298828125,31,305.8787841796875,0.0,0,1.0,2018-01-01,9,STANDARD,9,305.8787841796875,R_A5
20,1707.6488037109375,31,305.988037109375,0.0,0,1.0,2018-01-01,10,STANDARD,11,305.988037109375,R_A5
20,1709.5638427734375,31,306.1695251464844,0.0,0,1.0,2018-01-01,11,STANDARD,12,306.1695251464844,R_A5
21,1701.7845458984375,31,305.4322814941406,0.0,0,1.0,2018-01-01,12,STANDARD,12,305.4322814941406,R_A5
21,1703.735107421875,31,305.6291198730469,0.0,0,1.0,2018-01-01,13,STANDARD,13,305.6291198730469,R_A5
21,1705.6856689453125,31,305.81396484375,0.0,0,1.0,2018-01-01,14,STANDARD,14,305.81396484375,R_A5
