CONJPOS,CONIPOS,CONKPOS,WELL,PRESSURE,DEPTH,SWAT,CONBPRES,WELLMODEL,DRAWDOWN,SGAS,DATE,CONIDX
52,31,1,R_A4,299.6705627441406,1627.4293212890625,0.05111587420105934,299.6705627441406,STANDARD,0,0.0,2018-01-01,2
52,31,2,R_A4,299.8086853027344,1629.4896240234375,0.05323313921689987,299.8086853027344,STANDARD,0,0.0,2018-01-01,3
52,31,3,R_A4,299.94677734375,1631.5498046875,0.056335799396038055,299.94677734375,STANDARD,0,0.0,2018-01-01,4
52,31,4,R_A4,300.08489990234375,1633.610107421875,0.058322496712207794,300.08489990234375,STANDARD,0,0.0,2018-01-01,5
52,32,4,R_A4,300.0035705566406,1632.3968505859375,0.05898074060678482,300.0035705566406,STANDARD,0,0.0,2018-01-01,6
51,32,4,R_A4,300.2371520996094,1635.880615234375,0.11567575484514236,300.2371520996094,STANDARD,0,0.0,2018-01-01,7
51,33,4,R_A4,300.3337097167969,1637.321044921875,0.16204197704792023,300.3337097167969,STANDARD,0,0.0,2018-01-01,8
51,33,3,R_A4,300.20989990234375,1635.474609375,0.1969391256570816,300.20989990234375,STANDARD,0,0.0,2018-01-01,9
50,33,4,R_A4,300.65740966796875,1642.1485595703125,0.06684436649084091,300.65740966796875,STANDARD,0,0.0,2018-01-01,10
50,34,4,R_A4,300.5892333984375,1641.132080078125,0.06474657356739044,300.5892333984375,STANDARD,0,0.0,2018-01-01,11
50,34,3,R_A4,300.4601745605469,1639.20703125,0.6481541991233826,300.4601745605469,STANDARD,0,0.0,2018-01-01,12
50,35,3,R_A4,300.5740966796875,1640.9061279296875,0.2781637907028198,300.5740966796875,STANDARD,0,0.0,2018-01-01,13
50,35,2,R_A4,300.4491271972656,1639.0426025390625,0.24577243626117706,300.4491271972656,STANDARD,0,0.0,2018-01-01,14
49,35,2,R_A4,300.64288330078125,1641.93212890625,0.24710415303707123,300.64288330078125,STANDARD,0,0.0,2018-01-01,15
49,36,30,R_A4,300.67138671875,1642.357421875,0.24462656676769257,300.67138671875,STANDARD,0,0.0,2018-01-01,16
48,36,30,R_A4,300.4869689941406,1639.6068115234375,0.212275892496109,300.4869689941406,STANDARD,0,0.0,2018-01-01,17
48,37,30,R_A4,300.9660339355469,1646.7513427734375,0.6481541991233826,300.9660339355469,STANDARD,0,0.0,2018-01-01,18
48,38,30,R_A4,301.4160461425781,1653.461669921875,0.6481541991233826,301.4160461425781,STANDARD,0,0.0,2018-01-01,19
47,38,30,R_A4,301.7082214355469,1657.8184814453125,0.6481541991233826,301.7082214355469,STANDARD,0,0.0,2018-01-01,20
20,31,1,R_A5,303.8440856933594,1685.026611328125,1.0,303.8440856933594,STANDARD,0,0.0,2018-01-01,1
20,31,2,R_A5,304.0601806640625,1687.3070068359375,1.0,304.0601806640625,STANDARD,0,0.0,2018-01-01,2
20,31,3,R_A5,304.27630615234375,1689.5875244140625,1.0,304.27630615234375,STANDARD,0,0.0,2018-01-01,3
20,31,4,R_A5,304.4924011230469,1691.8680419921875,1.0,304.4924011230469,STANDARD,0,0.0,2018-01-01,4
20,31,5,R_A5,304.7085266113281,1694.1485595703125,1.0,304.7085266113281,STANDARD,0,0.0,2018-01-01,5
20,31,6,R_A5,304.9246520996094,1696.4290771484375,1.0,304.9246520996094,STANDARD,0,0.0,2018-01-01,6
20,31,7,R_A5,305.446533203125,1698.70947265625,1.0,305.446533203125,STANDARD,0,0.0,2018-01-01,7
20,31,11,R_A5,305.988037109375,1707.6488037109375,1.0,305.988037109375,STANDARD,0,0.0,2018-01-01,8
20,31,12,R_A5,306.1695251464844,1709.5638427734375,1.0,306.1695251464844,STANDARD,0,0.0,2018-01-01,9
21,31,12,R_A5,305.4322814941406,1701.7845458984375,1.0,305.4322814941406,STANDARD,0,0.0,2018-01-01,10
21,31,13,R_A5,305.6291198730469,1703.735107421875,1.0,305.6291198730469,STANDARD,0,0.0,2018-01-01,11
21,31,14,R_A5,305.81396484375,1705.6856689453125,1.0,305.81396484375,STANDARD,0,0.0,2018-01-01,12
21,31,15,R_A5,305.9988098144531,1707.63623046875,1.0,305.9988098144531,STANDARD,0,0.0,2018-01-01,13
21,31,16,R_A5,306.3287048339844,1709.5867919921875,1.0,306.3287048339844,STANDARD,0,0.0,2018-01-01,14
21,31,17,R_A5,306.5135498046875,1711.537353515625,1.0,306.5135498046875,STANDARD,0,0.0,2018-01-01,15
21,31,18,R_A5,306.6856994628906,1713.35400390625,1.0,306.6856994628906,STANDARD,0,0.0,2018-01-01,16
21,31,19,R_A5,306.7843933105469,1714.3951416015625,1.0,306.7843933105469,STANDARD,0,0.0,2018-01-01,17
21,31,27,R_A5,306.75689697265625,1715.7628173828125,1.0,306.75689697265625,STANDARD,0,0.0,2018-01-01,18
21,31,28,R_A5,306.978271484375,1718.098388671875,1.0,306.978271484375,STANDARD,0,0.0,2018-01-01,19
21,31,29,R_A5,307.5054016113281,1720.43408203125,1.0,307.5054016113281,STANDARD,0,0.0,2018-01-01,20
21,31,30,R_A5,307.7267761230469,1722.7696533203125,1.0,307.7267761230469,STANDARD,0,0.0,2018-01-01,21
21,31,31,R_A5,307.9481506347656,1725.105224609375,1.0,307.9481506347656,STANDARD,0,0.0,2018-01-01,22
42,17,1,R_A6,305.11419677734375,1695.20263671875,1.0,305.11419677734375,STANDARD,0,0.0,2018-01-01,1
42,17,2,R_A6,305.2609558105469,1696.7510986328125,1.0,305.2609558105469,STANDARD,0,0.0,2018-01-01,2
42,17,3,R_A6,305.4076843261719,1698.299560546875,1.0,305.4076843261719,STANDARD,0,0.0,2018-01-01,3
42,17,4,R_A6,305.554443359375,1699.84814453125,1.0,305.554443359375,STANDARD,0,0.0,2018-01-01,4
42,17,5,R_A6,305.7012023925781,1701.3966064453125,1.0,305.7012023925781,STANDARD,0,0.0,2018-01-01,5
42,17,6,R_A6,305.84796142578125,1702.9451904296875,1.0,305.84796142578125,STANDARD,0,0.0,2018-01-01,6
42,17,7,R_A6,305.6956481933594,1704.49365234375,1.0,305.6956481933594,STANDARD,0,0.0,2018-01-01,7
42,17,8,R_A6,305.8424072265625,1706.042236328125,1.0,305.8424072265625,STANDARD,0,0.0,2018-01-01,8
42,17,9,R_A6,306.2882080078125,1707.5906982421875,1.0,306.2882080078125,STANDARD,0,0.0,2018-01-01,9
42,17,10,R_A6,306.1291809082031,1709.1392822265625,1.0,306.1291809082031,STANDARD,0,0.0,2018-01-01,10
42,17,11,R_A6,306.3109130859375,1711.055419921875,1.0,306.3109130859375,STANDARD,0,0.0,2018-01-01,11
42,17,12,R_A6,306.52734375,1713.3392333984375,1.0,306.52734375,STANDARD,0,0.0,2018-01-01,12
42,17,13,R_A6,306.7557678222656,1715.623046875,1.0,306.7557678222656,STANDARD,0,0.0,2018-01-01,13
42,17,14,R_A6,306.9721984863281,1717.9068603515625,1.0,306.9721984863281,STANDARD,0,0.0,2018-01-01,14
42,17,15,R_A6,307.18865966796875,1720.190673828125,1.0,307.18865966796875,STANDARD,0,0.0,2018-01-01,15
42,17,16,R_A6,307.55010986328125,1722.474365234375,1.0,307.55010986328125,STANDARD,0,0.0,2018-01-01,16
42,17,17,R_A6,307.7665710449219,1724.7581787109375,1.0,307.7665710449219,STANDARD,0,0.0,2018-01-01,17
42,17,18,R_A6,307.921630859375,1726.394287109375,1.0,307.921630859375,STANDARD,0,0.0,2018-01-01,18
42,17,27,R_A6,307.8930969238281,1727.7508544921875,1.0,307.8930969238281,STANDARD,0,0.0,2018-01-01,19
42,17,28,R_A6,308.3623352050781,1729.4755859375,1.0,308.3623352050781,STANDARD,0,0.0,2018-01-01,20
42,17,29,R_A6,308.52581787109375,1731.2001953125,1.0,308.52581787109375,STANDARD,0,0.0,2018-01-01,21
42,17,30,R_A6,308.68927001953125,1732.9249267578125,1.0,308.68927001953125,STANDARD,0,0.0,2018-01-01,22
42,17,31,R_A6,308.5469665527344,1734.649658203125,1.0,308.5469665527344,STANDARD,0,0.0,2018-01-01,23
30,22,1,R_A2,298.5099792480469,1641.094970703125,0.05902734026312828,298.5099792480469,STANDARD,0,0.0,2018-03-01,1
30,22,2,R_A2,298.6302185058594,1642.8890380859375,0.06052004545927048,298.6302185058594,STANDARD,0,0.0,2018-03-01,2
30,22,3,R_A2,298.7504577636719,1644.68310546875,0.06355409324169159,298.7504577636719,STANDARD,0,0.0,2018-03-01,3
30,22,4,R_A2,298.8706970214844,1646.4771728515625,0.06869959086179733,298.8706970214844,STANDARD,0,0.0,2018-03-01,4
30,22,5,R_A2,298.990966796875,1648.2713623046875,0.07304607331752777,298.990966796875,STANDARD,0,0.0,2018-03-01,5
30,22,6,R_A2,299.1291198730469,1650.0654296875,0.31564706563949585,299.1291198730469,STANDARD,0,0.0,2018-03-01,6
30,22,7,R_A2,299.2608947753906,1651.859619140625,0.9124253392219543,299.2608947753906,STANDARD,0,0.0,2018-03-01,7
30,22,8,R_A2,299.3918151855469,1653.6536865234375,0.8968590497970581,299.3918151855469,STANDARD,0,0.0,2018-03-01,8
30,22,9,R_A2,299.5205078125,1655.44775390625,0.9261210560798645,299.5205078125,STANDARD,0,0.0,2018-03-01,9
30,22,10,R_A2,299.85028076171875,1657.2418212890625,0.9282311201095581,299.85028076171875,STANDARD,0,0.0,2018-03-01,10
30,22,11,R_A2,300.0601806640625,1659.1368408203125,0.08402317762374878,300.0601806640625,STANDARD,0,0.0,2018-03-01,11
30,22,12,R_A2,300.1940612792969,1661.132568359375,0.09180611371994019,300.1940612792969,STANDARD,0,0.0,2018-03-01,12
30,22,13,R_A2,300.6378479003906,1663.12841796875,0.5113122463226318,300.6378479003906,STANDARD,0,0.0,2018-03-01,13
30,22,14,R_A2,300.77960205078125,1665.1241455078125,0.557094395160675,300.77960205078125,STANDARD,0,0.0,2018-03-01,14
30,22,15,R_A2,300.9122009277344,1667.1199951171875,0.7241439819335938,300.9122009277344,STANDARD,0,0.0,2018-03-01,15
30,22,16,R_A2,301.0442199707031,1669.11572265625,0.9932087063789368,301.0442199707031,STANDARD,0,0.0,2018-03-01,16
30,22,17,R_A2,301.1775817871094,1671.111572265625,0.9843984842300415,301.1775817871094,STANDARD,0,0.0,2018-03-01,17
30,22,18,R_A2,301.30322265625,1672.9881591796875,0.9983245730400085,301.30322265625,STANDARD,0,0.0,2018-03-01,18
29,22,18,R_A2,301.5107421875,1674.229736328125,1.0,301.5107421875,STANDARD,0,-2.8104490956692985e-10,2018-03-01,19
29,22,27,R_A2,303.2782287597656,1676.1676025390625,1.0,303.2782287597656,STANDARD,0,-1.1492922869683631e-16,2018-03-01,20
29,22,28,R_A2,303.44384765625,1677.9368896484375,1.0,303.44384765625,STANDARD,0,-4.1401705392440877e-19,2018-03-01,21
29,22,29,R_A2,303.6106262207031,1679.7061767578125,1.0,303.6106262207031,STANDARD,0,-1.1124418601041234e-19,2018-03-01,22
29,22,30,R_A2,303.7772521972656,1681.4754638671875,1.0,303.7772521972656,STANDARD,0,-3.9363668330923406e-18,2018-03-01,23
29,22,31,R_A2,303.126220703125,1683.2447509765625,1.0,303.126220703125,STANDARD,0,-9.767316485774155e-15,2018-03-01,24
20,31,1,R_A5,273.67657470703125,1685.026611328125,1.0,273.67657470703125,STANDARD,0,-3.875828478453402e-16,2018-04-28,1
20,31,2,R_A5,273.8923645019531,1687.3070068359375,1.0,273.8923645019531,STANDARD,0,-4.0413215771646e-18,2018-04-28,2
20,31,3,R_A5,274.1082458496094,1689.5875244140625,1.0,274.1082458496094,STANDARD,0,-1.0036625529155976e-14,2018-04-28,3
20,31,4,R_A5,274.3241271972656,1691.8680419921875,1.0,274.3241271972656,STANDARD,0,-1.2642507144790781e-14,2018-04-28,4
20,31,5,R_A5,274.5400085449219,1694.1485595703125,1.0,274.5400085449219,STANDARD,0,-1.2288409256355857e-14,2018-04-28,5
20,31,6,R_A5,274.7558898925781,1696.4290771484375,1.0,274.7558898925781,STANDARD,0,-9.385363918868773e-15,2018-04-28,6
20,31,7,R_A5,275.2946472167969,1698.70947265625,1.0,275.2946472167969,STANDARD,0,-2.081792685015415e-15,2018-04-28,7
20,31,11,R_A5,275.9431457519531,1707.6488037109375,1.0,275.9431457519531,STANDARD,0,-9.315854294575376e-13,2018-04-28,8
20,31,12,R_A5,276.1805725097656,1709.5638427734375,1.0,276.1805725097656,STANDARD,0,-8.099638039264778e-13,2018-04-28,9
21,31,12,R_A5,274.66436767578125,1701.7845458984375,1.0,274.66436767578125,STANDARD,0,-3.400645650492029e-12,2018-04-28,10
21,31,13,R_A5,274.8662414550781,1703.735107421875,1.0,274.8662414550781,STANDARD,0,-3.5819630139592717e-13,2018-04-28,11
21,31,14,R_A5,275.0562438964844,1705.6856689453125,1.0,275.0562438964844,STANDARD,0,-5.55813045328285e-13,2018-04-28,12
21,31,15,R_A5,275.26556396484375,1707.63623046875,1.0,275.26556396484375,STANDARD,0,-1.0272243125553082e-12,2018-04-28,13
21,31,16,R_A5,275.6398010253906,1709.5867919921875,1.0,275.6398010253906,STANDARD,0,-7.272210719895533e-13,2018-04-28,14
21,31,17,R_A5,275.88482666015625,1711.537353515625,1.0,275.88482666015625,STANDARD,0,-1.8315008526708504e-13,2018-04-28,15
21,31,18,R_A5,276.1153259277344,1713.35400390625,1.0,276.1153259277344,STANDARD,0,-3.9284084340542036e-13,2018-04-28,16
21,31,19,R_A5,276.2345886230469,1714.3951416015625,1.0,276.2345886230469,STANDARD,0,0.0,2018-04-28,17
21,31,27,R_A5,276.2200012207031,1715.7628173828125,1.0,276.2200012207031,STANDARD,0,-4.2172699794146284e-13,2018-04-28,18
21,31,28,R_A5,276.4716796875,1718.098388671875,1.0,276.4716796875,STANDARD,0,-3.6061718932181575e-13,2018-04-28,19
21,31,29,R_A5,291.2632751464844,1720.43408203125,1.0,291.2632751464844,STANDARD,0,3.588916311782524e-20,2018-04-28,20
21,31,30,R_A5,301.98583984375,1722.7696533203125,1.0,301.98583984375,STANDARD,0,4.179641045447447e-21,2018-04-28,21
21,31,31,R_A5,305.7117614746094,1725.105224609375,1.0,305.7117614746094,STANDARD,0,-4.0060224789746543e-22,2018-04-28,22
41,28,1,R_A3,280.6743469238281,1609.243408203125,0.6493653059005737,280.6743469238281,STANDARD,0,0.0,2018-07-03,1
41,28,2,R_A3,280.82330322265625,1611.3077392578125,0.20262081921100616,280.82330322265625,STANDARD,0,0.0,2018-07-03,2
41,28,3,R_A3,280.9611511230469,1613.3720703125,0.19709397852420807,280.9611511230469,STANDARD,0,0.0,2018-07-03,3
41,28,4,R_A3,281.1181335449219,1615.4365234375,0.3800605535507202,281.1181335449219,STANDARD,0,0.0,2018-07-03,4
41,28,5,R_A3,281.2643737792969,1617.5008544921875,0.6494408845901489,281.2643737792969,STANDARD,0,0.0,2018-07-03,5
41,28,6,R_A3,281.4153137207031,1619.565185546875,0.11280324310064316,281.4153137207031,STANDARD,0,0.0,2018-07-03,6
41,29,6,R_A3,280.697265625,1609.3663330078125,0.2882829010486603,280.697265625,STANDARD,0,0.0,2018-07-03,7
41,29,7,R_A3,280.83392333984375,1611.4163818359375,0.20040522515773773,280.83392333984375,STANDARD,0,0.0,2018-07-03,8
41,29,8,R_A3,280.9707336425781,1613.46630859375,0.2018817663192749,280.9707336425781,STANDARD,0,0.0,2018-07-03,9
41,29,9,R_A3,281.1182861328125,1615.516357421875,0.6920489072799683,281.1182861328125,STANDARD,0,0.0,2018-07-03,10
41,29,10,R_A3,281.4232482910156,1617.5662841796875,0.6496222019195557,281.4232482910156,STANDARD,0,0.0,2018-07-03,11
41,29,11,R_A3,281.7136535644531,1619.750732421875,0.05251165106892586,281.7136535644531,STANDARD,0,0.0,2018-07-03,12
41,29,12,R_A3,281.868408203125,1622.0697021484375,0.05590778589248657,281.868408203125,STANDARD,0,0.0,2018-07-03,13
41,29,13,R_A3,282.0235595703125,1624.388671875,0.3789099156856537,282.0235595703125,STANDARD,0,0.0,2018-07-03,14
41,29,14,R_A3,282.9932556152344,1626.707763671875,0.35548877716064453,282.9932556152344,STANDARD,0,0.0,2018-07-03,15
41,29,15,R_A3,282.65399169921875,1629.026611328125,0.5014141798019409,282.65399169921875,STANDARD,0,0.0,2018-07-03,16
41,29,16,R_A3,282.8006591796875,1630.9468994140625,0.8171631097793579,282.8006591796875,STANDARD,0,0.0,2018-07-03,17
41,29,27,R_A3,286.7100524902344,1633.5262451171875,0.7175621390342712,286.7100524902344,STANDARD,0,0.0,2018-07-03,18
41,29,28,R_A3,282.8734130859375,1637.1630859375,0.04493163526058197,282.8734130859375,STANDARD,0,0.0,2018-07-03,19
41,29,29,R_A3,283.11627197265625,1640.8001708984375,0.12218539416790009,283.11627197265625,STANDARD,0,0.0,2018-07-03,20
41,29,30,R_A3,283.3694763183594,1644.4371337890625,0.6494723558425903,283.3694763183594,STANDARD,0,0.0,2018-07-03,21
41,29,31,R_A3,283.6195983886719,1648.0740966796875,0.06859883666038513,283.6195983886719,STANDARD,0,0.0,2018-07-03,22
52,30,1,R_A4,275.3551940917969,1631.1873779296875,0.052722543478012085,275.3551940917969,STANDARD,0,0.0,2018-09-12,1
52,31,1,R_A4,275.41265869140625,1627.4293212890625,0.05124501511454582,275.41265869140625,STANDARD,0,0.0,2018-09-12,2
52,31,2,R_A4,275.5499267578125,1629.4896240234375,0.05336799472570419,275.5499267578125,STANDARD,0,0.0,2018-09-12,3
52,31,3,R_A4,275.6872863769531,1631.5498046875,0.056468505412340164,275.6872863769531,STANDARD,0,0.0,2018-09-12,4
52,31,4,R_A4,275.82464599609375,1633.610107421875,0.058457694947719574,275.82464599609375,STANDARD,0,0.0,2018-09-12,5
52,32,4,R_A4,276.01507568359375,1632.3968505859375,0.05912121385335922,276.01507568359375,STANDARD,0,0.0,2018-09-12,6
51,32,4,R_A4,275.7926940917969,1635.880615234375,0.11585476249456406,275.7926940917969,STANDARD,0,0.0,2018-09-12,7
51,33,4,R_A4,275.99072265625,1637.321044921875,0.16201838850975037,275.99072265625,STANDARD,0,0.0,2018-09-12,8
51,33,3,R_A4,275.87640380859375,1635.474609375,0.1967376172542572,275.87640380859375,STANDARD,0,0.0,2018-09-12,9
50,33,4,R_A4,275.2633972167969,1642.1485595703125,0.06834355741739273,275.2633972167969,STANDARD,0,0.0,2018-09-12,10
50,34,4,R_A4,275.3871154785156,1641.132080078125,0.0652572512626648,275.3871154785156,STANDARD,0,0.0,2018-09-12,11
50,34,3,R_A4,275.2931823730469,1639.20703125,0.6516841053962708,275.2931823730469,STANDARD,0,0.0,2018-09-12,12
50,35,3,R_A4,275.692626953125,1640.9061279296875,0.2784927189350128,275.692626953125,STANDARD,0,0.0,2018-09-12,13
50,35,2,R_A4,275.7030334472656,1639.0426025390625,0.24673914909362793,275.7030334472656,STANDARD,0,0.0,2018-09-12,14
49,35,2,R_A4,275.3221740722656,1641.93212890625,0.24709784984588623,275.3221740722656,STANDARD,0,0.0,2018-09-12,15
49,36,30,R_A4,279.8086242675781,1642.357421875,0.24124358594417572,279.8086242675781,STANDARD,0,0.0,2018-09-12,16
48,36,30,R_A4,279.6465148925781,1639.6068115234375,0.2122630923986435,279.6465148925781,STANDARD,0,0.0,2018-09-12,17
48,37,30,R_A4,280.17022705078125,1646.7513427734375,0.663440465927124,280.17022705078125,STANDARD,0,0.0,2018-09-12,18
48,38,30,R_A4,280.6973571777344,1653.461669921875,0.6797523498535156,280.6973571777344,STANDARD,0,0.0,2018-09-12,19
47,38,30,R_A4,280.9627380371094,1657.8184814453125,0.679508626461029,280.9627380371094,STANDARD,0,0.0,2018-09-12,20
42,17,1,R_A6,272.0489501953125,1695.20263671875,1.0,272.0489501953125,STANDARD,0,-8.153448491274759e-17,2018-11-07,1
42,17,2,R_A6,272.1939697265625,1696.7510986328125,1.0,272.1939697265625,STANDARD,0,-3.170161094931108e-17,2018-11-07,2
42,17,3,R_A6,272.3359680175781,1698.299560546875,1.0,272.3359680175781,STANDARD,0,-3.334322697553892e-17,2018-11-07,3
42,17,4,R_A6,272.473876953125,1699.84814453125,1.0,272.473876953125,STANDARD,0,-2.599331364269899e-17,2018-11-07,4
42,17,5,R_A6,272.6094665527344,1701.3966064453125,1.0,272.6094665527344,STANDARD,0,-3.417253840534988e-17,2018-11-07,5
42,17,6,R_A6,272.7485046386719,1702.9451904296875,1.0,272.7485046386719,STANDARD,0,-1.4582583806192263e-15,2018-11-07,6
42,17,7,R_A6,272.59429931640625,1704.49365234375,1.0,272.59429931640625,STANDARD,0,-2.9499116704586638e-15,2018-11-07,7
42,17,8,R_A6,272.7402648925781,1706.042236328125,1.0,272.7402648925781,STANDARD,0,-1.6155753746930441e-15,2018-11-07,8
42,17,9,R_A6,273.18695068359375,1707.5906982421875,1.0,273.18695068359375,STANDARD,0,-9.800678096011627e-17,2018-11-07,9
42,17,10,R_A6,273.65081787109375,1709.1392822265625,1.0,273.65081787109375,STANDARD,0,0.0,2018-11-07,10
42,17,11,R_A6,274.2727966308594,1711.055419921875,1.0,274.2727966308594,STANDARD,0,-5.248430546402419e-16,2018-11-07,11
42,17,12,R_A6,274.48876953125,1713.3392333984375,1.0,274.48876953125,STANDARD,0,-1.961329406262362e-16,2018-11-07,12
42,17,13,R_A6,274.7029113769531,1715.623046875,1.0,274.7029113769531,STANDARD,0,-1.3775212448774206e-17,2018-11-07,13
42,17,14,R_A6,274.9189147949219,1717.9068603515625,1.0,274.9189147949219,STANDARD,0,-1.9528286696305016e-17,2018-11-07,14
42,17,15,R_A6,275.1335144042969,1720.190673828125,1.0,275.1335144042969,STANDARD,0,-1.1094284514723504e-17,2018-11-07,15
