PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
PERM,MidReek,Reach,Background,13.910958,,100.0,0.042434964,1.3683702,34.758442,18.840916,geogrid,geogrid
PORO,MidReek,Reach,Background,0.10048494,,0.28632504,0.0,0.035774574,0.16422495,0.048877545,geogrid,geogrid
SW,MidReek,Reach,Background,0.73662615,,1.0,0.0,0.3288133,1.0,0.29188827,geogrid,geogrid
PERM,MidReek,Reach,Channel,3301.1765,,10000.0,22.03638,525.70166,9170.166,2983.8948,geogrid,geogrid
PORO,MidReek,Reach,Channel,0.2578333,,0.48716635,0.08446908,0.19439036,0.32208967,0.050046086,geogrid,geogrid
SW,MidReek,Reach,Channel,0.4702712,,1.0,0.020617303,0.043664105,1.0,0.45450035,geogrid,geogrid
PERM,MidReek,Reach,Crevasse,171.15804,,1000.0,1.9012612,24.119844,407.74905,201.06032,geogrid,geogrid
PORO,MidReek,Reach,Crevasse,0.20290275,,0.36955422,0.0020278394,0.14028418,0.26465553,0.048259657,geogrid,geogrid
SW,MidReek,Reach,Crevasse,0.56306535,,1.0,0.05363991,0.12558132,1.0,0.397631,geogrid,geogrid
PERM,MidReek,Stormlands,Background,17.90832,,100.0,0.29788148,2.6462889,43.92909,19.886427,geogrid,geogrid
PORO,MidReek,Stormlands,Background,0.1165503,,0.25664252,0.005616434,0.0726701,0.1612655,0.03498867,geogrid,geogrid
SW,MidReek,Stormlands,Background,0.24507956,,0.46542755,0.122856796,0.16836916,0.323612,0.060125936,geogrid,geogrid
PERM,MidReek,Stormlands,Channel,2381.1855,,10000.0,37.969234,386.5361,6021.8354,2420.2869,geogrid,geogrid
PORO,MidReek,Stormlands,Channel,0.23404346,,0.37861067,0.066939384,0.17404589,0.29331267,0.046118706,geogrid,geogrid
SW,MidReek,Stormlands,Channel,0.03905787,,0.085508995,0.017041584,0.024373917,0.055645693,0.012359418,geogrid,geogrid
PERM,MidReek,Stormlands,Crevasse,144.9206,,1000.0,2.2783697,22.390997,361.50323,170.36433,geogrid,geogrid
PORO,MidReek,Stormlands,Crevasse,0.1972267,,0.32875517,0.03517531,0.14098938,0.25404966,0.046493065,geogrid,geogrid
SW,MidReek,Stormlands,Crevasse,0.10845322,,0.25376654,0.04502173,0.072700754,0.14864367,0.032846823,geogrid,geogrid
PERM,MidReek,Vale,Background,22.274122,,100.0,0.16548103,2.9371426,55.46982,23.747446,geogrid,geogrid
PORO,MidReek,Vale,Background,0.12978294,,0.30273804,0.0,0.06372593,0.19878852,0.05111423,geogrid,geogrid
SW,MidReek,Vale,Background,0.4229229,,1.0,0.0,0.1641599,1.0,0.32274637,geogrid,geogrid
PERM,MidReek,Vale,Channel,3327.375,,10000.0,23.193478,426.0001,10000.0,3175.0928,geogrid,geogrid
PORO,MidReek,Vale,Channel,0.24770154,,0.45589978,0.06612979,0.18051301,0.3171989,0.053186044,geogrid,geogrid
SW,MidReek,Vale,Channel,0.72244656,,1.0,0.01841967,0.04464937,1.0,0.4215858,geogrid,geogrid
PERM,MidReek,Vale,Crevasse,187.02077,,1000.0,3.8982766,23.065397,448.75293,222.77068,geogrid,geogrid
PORO,MidReek,Vale,Crevasse,0.20588925,,0.38629717,0.065101415,0.14013481,0.268995,0.05038995,geogrid,geogrid
SW,MidReek,Vale,Crevasse,0.6895051,,1.0,0.054886695,0.10676455,1.0,0.404206,geogrid,geogrid
PERM,MidReek,Westerlands,Background,12.311969,,100.0,0.05106229,1.3912109,30.040413,16.710745,geogrid,geogrid
PORO,MidReek,Westerlands,Background,0.10752655,,0.27706406,0.0,0.037679404,0.17624876,0.052403774,geogrid,geogrid
SW,MidReek,Westerlands,Background,0.98364466,,1.0,0.0,1.0,1.0,0.09713233,geogrid,geogrid
PERM,MidReek,Westerlands,Channel,2988.1665,,10000.0,15.204029,437.75488,8129.087,2858.2773,geogrid,geogrid
PORO,MidReek,Westerlands,Channel,0.2502255,,0.4370944,0.060351938,0.18511596,0.31400678,0.05006396,geogrid,geogrid
SW,MidReek,Westerlands,Channel,0.9475741,,1.0,0.029260635,1.0,1.0,0.2103327,geogrid,geogrid
PERM,MidReek,Westerlands,Crevasse,168.39375,,1000.0,1.306615,20.870934,399.40738,198.80104,geogrid,geogrid
PORO,MidReek,Westerlands,Crevasse,0.20220955,,0.37011275,0.0026166886,0.13865516,0.26498544,0.049463052,geogrid,geogrid
SW,MidReek,Westerlands,Crevasse,0.9607699,,1.0,0.08570426,1.0,1.0,0.16392556,geogrid,geogrid
PERM,UpperReek,Dorne,Background,14.304239,,100.0,0.16114254,2.1951294,32.841476,16.38754,geogrid,geogrid
PORO,UpperReek,Dorne,Background,0.115806945,,0.30056617,0.0,0.05728119,0.17441319,0.04566872,geogrid,geogrid
SW,UpperReek,Dorne,Background,0.96352017,,1.0,0.0,0.90338933,1.0,0.11745081,geogrid,geogrid
PERM,UpperReek,Dorne,Channel,3077.4617,,10000.0,18.769064,382.28894,9357.598,3040.5115,geogrid,geogrid
PORO,UpperReek,Dorne,Channel,0.24549836,,0.41949308,0.079953074,0.18026978,0.3130192,0.051149417,geogrid,geogrid
SW,UpperReek,Dorne,Channel,0.76189893,,1.0,0.032826126,0.07957381,1.0,0.3931784,geogrid,geogrid
PERM,UpperReek,Dorne,Crevasse,158.43607,,1000.0,4.597098,23.815245,372.72275,191.61427,geogrid,geogrid
PORO,UpperReek,Dorne,Crevasse,0.20161052,,0.33999172,0.05206746,0.14347707,0.26139286,0.046380173,geogrid,geogrid
SW,UpperReek,Dorne,Crevasse,0.7811347,,1.0,0.08760453,0.17926814,1.0,0.34841216,geogrid,geogrid
PERM,UpperReek,IronIslands,Background,19.870949,,100.0,0.11457389,2.0014327,53.24774,24.441223,geogrid,geogrid
PORO,UpperReek,IronIslands,Background,0.12019624,,0.33765116,0.0,0.052942276,0.18630233,0.05229609,geogrid,geogrid
SW,UpperReek,IronIslands,Background,0.5190806,,1.0,0.0,0.20359983,1.0,0.31406668,geogrid,geogrid
PERM,UpperReek,IronIslands,Channel,3264.9724,,10000.0,16.913746,481.48923,9251.08,3036.1829,geogrid,geogrid
PORO,UpperReek,IronIslands,Channel,0.25372183,,0.4394551,0.07237466,0.1892154,0.3173421,0.05050559,geogrid,geogrid
SW,UpperReek,IronIslands,Channel,0.12775727,,1.0,0.016743269,0.024218258,0.19233549,0.24929088,geogrid,geogrid
PERM,UpperReek,IronIslands,Crevasse,191.19939,,1000.0,4.378937,25.681782,490.4718,225.248,geogrid,geogrid
PORO,UpperReek,IronIslands,Crevasse,0.20518489,,0.35797143,0.06728953,0.14389391,0.27006593,0.048651196,geogrid,geogrid
SW,UpperReek,IronIslands,Crevasse,0.21621369,,1.0,0.03991267,0.06709116,0.453129,0.24849999,geogrid,geogrid
PERM,UpperReek,North,Background,12.040927,,100.0,0.071319185,1.6818748,28.141508,14.850324,geogrid,geogrid
PORO,UpperReek,North,Background,0.109357625,,0.28788346,0.0,0.050581828,0.16727704,0.045052473,geogrid,geogrid
SW,UpperReek,North,Background,0.99172246,,1.0,0.15464638,1.0,1.0,0.074610494,geogrid,geogrid
PERM,UpperReek,North,Channel,2905.3762,,10000.0,36.47182,437.83582,7679.3926,2787.0881,geogrid,geogrid
PORO,UpperReek,North,Channel,0.24990357,,0.44741994,0.07818596,0.1865421,0.31322774,0.049035918,geogrid,geogrid
SW,UpperReek,North,Channel,0.9873921,,1.0,0.020363647,1.0,1.0,0.1084784,geogrid,geogrid
PERM,UpperReek,North,Crevasse,170.39322,,1000.0,2.161066,19.797466,437.43066,206.8692,geogrid,geogrid
PORO,UpperReek,North,Crevasse,0.20126498,,0.38349798,0.035907283,0.13598545,0.26758718,0.051613983,geogrid,geogrid
SW,UpperReek,North,Crevasse,0.9805962,,1.0,0.061714295,1.0,1.0,0.12908836,geogrid,geogrid
PERM,UpperReek,Reach,Background,13.85662,,100.0,0.07297561,1.4994358,34.08589,18.067133,geogrid,geogrid
PORO,UpperReek,Reach,Background,0.11103147,,0.29405075,0.0,0.047761876,0.17332953,0.048239056,geogrid,geogrid
SW,UpperReek,Reach,Background,0.66407424,,1.0,0.0,0.257534,1.0,0.3247341,geogrid,geogrid
PERM,UpperReek,Reach,Channel,2976.0923,,10000.0,28.32585,439.56595,8172.8623,2866.3083,geogrid,geogrid
PORO,UpperReek,Reach,Channel,0.24846816,,0.43609157,0.05877927,0.1834063,0.31383452,0.050307833,geogrid,geogrid
SW,UpperReek,Reach,Channel,0.31329992,,1.0,0.0178642,0.03540327,1.0,0.4057096,geogrid,geogrid
PERM,UpperReek,Reach,Crevasse,199.89632,,1000.0,2.8530338,27.891212,487.99133,227.07858,geogrid,geogrid
PORO,UpperReek,Reach,Crevasse,0.21031874,,0.39413896,0.001739949,0.14837223,0.2759995,0.0498386,geogrid,geogrid
SW,UpperReek,Reach,Crevasse,0.37116888,,1.0,0.043652218,0.0894855,1.0,0.36487442,geogrid,geogrid
PERM,UpperReek,Stormlands,Background,38.367867,,100.0,0.21206143,2.1467469,100.0,35.418182,geogrid,geogrid
PORO,UpperReek,Stormlands,Background,0.15053338,,0.34446776,0.0,0.046484746,0.23874412,0.0719026,geogrid,geogrid
SW,UpperReek,Stormlands,Background,0.17854819,,0.36743003,0.0,0.12342654,0.24722391,0.052558202,geogrid,geogrid
PERM,UpperReek,Stormlands,Channel,3075.4421,,10000.0,42.00971,485.3284,8248.134,2848.3506,geogrid,geogrid
PORO,UpperReek,Stormlands,Channel,0.24961624,,0.37960607,0.08769736,0.19033013,0.307262,0.045595553,geogrid,geogrid
SW,UpperReek,Stormlands,Channel,0.032337505,,0.07620243,0.016385615,0.021012397,0.046522297,0.010285564,geogrid,geogrid
PERM,UpperReek,Stormlands,Crevasse,166.53629,,1000.0,2.944575,29.458382,350.79416,161.54182,geogrid,geogrid
PORO,UpperReek,Stormlands,Crevasse,0.20561402,,0.31068307,0.03621906,0.14344022,0.26800087,0.04683101,geogrid,geogrid
SW,UpperReek,Stormlands,Crevasse,0.08567493,,0.1630935,0.04181958,0.059646618,0.11654645,0.023399323,geogrid,geogrid
PERM,UpperReek,Vale,Background,11.584916,,100.0,0.08684041,1.4087218,27.25005,15.910226,geogrid,geogrid
PORO,UpperReek,Vale,Background,0.09781087,,0.2945945,0.0,0.029413367,0.16283055,0.05070665,geogrid,geogrid
SW,UpperReek,Vale,Background,0.67300266,,1.0,0.0,0.21412809,1.0,0.3579289,geogrid,geogrid
PERM,UpperReek,Vale,Channel,3149.0444,,10000.0,54.930447,473.25403,9016.557,2976.2837,geogrid,geogrid
PORO,UpperReek,Vale,Channel,0.2481016,,0.40939415,0.08401638,0.18055156,0.31656194,0.05328811,geogrid,geogrid
SW,UpperReek,Vale,Channel,0.52943015,,1.0,0.017811289,0.026873933,1.0,0.47643715,geogrid,geogrid
PERM,UpperReek,Vale,Crevasse,151.02242,,1000.0,3.1465237,15.58761,342.5469,182.31288,geogrid,geogrid
PORO,UpperReek,Vale,Crevasse,0.19479203,,0.32484442,0.04221867,0.11749573,0.2632046,0.05440172,geogrid,geogrid
SW,UpperReek,Vale,Crevasse,0.4455376,,1.0,0.04318058,0.074383885,1.0,0.42658114,geogrid,geogrid
PERM,UpperReek,Westerlands,Background,13.387199,,100.0,0.08499786,1.5021513,32.643665,16.942266,geogrid,geogrid
PORO,UpperReek,Westerlands,Background,0.10733836,,0.29476753,0.0,0.036666565,0.17566971,0.05261392,geogrid,geogrid
SW,UpperReek,Westerlands,Background,0.96499205,,1.0,0.0,1.0,1.0,0.1414804,geogrid,geogrid
PERM,UpperReek,Westerlands,Channel,2909.4524,,10000.0,19.711546,416.01178,7946.356,2840.6702,geogrid,geogrid
PORO,UpperReek,Westerlands,Channel,0.2455444,,0.45833164,0.0455679,0.1814223,0.3102254,0.05017023,geogrid,geogrid
SW,UpperReek,Westerlands,Channel,0.9618413,,1.0,0.029730538,1.0,1.0,0.17954376,geogrid,geogrid
PERM,UpperReek,Westerlands,Crevasse,148.28151,,1000.0,1.5448087,16.989311,363.08527,190.95946,geogrid,geogrid
PORO,UpperReek,Westerlands,Crevasse,0.1923106,,0.37996012,0.023833662,0.12682056,0.25774404,0.05136717,geogrid,geogrid
SW,UpperReek,Westerlands,Crevasse,0.9699367,,1.0,0.09786871,1.0,1.0,0.14545204,geogrid,geogrid
PERM,LowerReek,Dorne,Total,1624.9907,,10000.0,0.08717352,3.1324108,5465.5767,2635.3972,geogrid,geogrid
PORO,LowerReek,Dorne,Total,0.19092207,,0.46464777,0.0,0.07465567,0.29716706,0.08524497,geogrid,geogrid
SW,LowerReek,Dorne,Total,0.9849064,,1.0,0.0,1.0,1.0,0.094096325,geogrid,geogrid
PERM,LowerReek,IronIslands,Total,1995.8254,,10000.0,0.09183447,3.8127253,6414.111,2797.185,geogrid,geogrid
PORO,LowerReek,IronIslands,Total,0.20899314,,0.4412012,0.0,0.084189855,0.30349982,0.0817853,geogrid,geogrid
SW,LowerReek,IronIslands,Total,0.46281275,,1.0,0.0,0.037945617,1.0,0.42991313,geogrid,geogrid
PERM,LowerReek,North,Total,1637.4445,,10000.0,0.11749762,3.4687903,5693.656,2715.8342,geogrid,geogrid
PORO,LowerReek,North,Total,0.19023907,,0.46918392,0.0,0.07544536,0.2950233,0.08357395,geogrid,geogrid
SW,LowerReek,North,Total,0.98983735,,1.0,0.028058799,1.0,1.0,0.09189487,geogrid,geogrid
PERM,LowerReek,Reach,Total,1882.588,,10000.0,0.04684061,4.032514,6193.979,2757.246,geogrid,geogrid
PORO,LowerReek,Reach,Total,0.20563939,,0.43837085,0.0,0.08266056,0.3034984,0.08294302,geogrid,geogrid
SW,LowerReek,Reach,Total,0.63388556,,1.0,0.0,0.067103,1.0,0.41571942,geogrid,geogrid
PERM,LowerReek,Stormlands,Total,2202.0017,,10000.0,0.10037104,10.476356,6066.5107,2606.2153,geogrid,geogrid
PORO,LowerReek,Stormlands,Total,0.22293207,,0.38274622,0.0,0.11862119,0.29870087,0.07186807,geogrid,geogrid
SW,LowerReek,Stormlands,Total,0.08515861,,0.6296039,0.0,0.02772968,0.20994243,0.10646048,geogrid,geogrid
PERM,LowerReek,Vale,Total,1265.7002,,10000.0,0.20205253,2.490736,4196.9824,2397.9658,geogrid,geogrid
PORO,LowerReek,Vale,Total,0.17244036,,0.4925657,0.0,0.05352503,0.28845397,0.090145834,geogrid,geogrid
SW,LowerReek,Vale,Total,0.65657765,,1.0,0.0,0.04886373,1.0,0.41328707,geogrid,geogrid
PERM,LowerReek,Westerlands,Total,1287.4635,,10000.0,0.06819284,2.7188234,4389.125,2409.1006,geogrid,geogrid
PORO,LowerReek,Westerlands,Total,0.17779304,,0.43438143,0.0,0.0695141,0.28608632,0.082651354,geogrid,geogrid
SW,LowerReek,Westerlands,Total,0.97778445,,1.0,0.0,1.0,1.0,0.13387097,geogrid,geogrid
PERM,MidReek,Dorne,Total,1290.6003,,10000.0,0.06007821,1.7985505,4447.6187,2429.1775,geogrid,geogrid
PORO,MidReek,Dorne,Total,0.16559637,,0.4463929,0.0,0.050858706,0.2890496,0.091326036,geogrid,geogrid
SW,MidReek,Dorne,Total,0.97884154,,1.0,0.0,1.0,1.0,0.1043004,geogrid,geogrid
PERM,MidReek,IronIslands,Total,1375.2979,,10000.0,0.10641805,3.7532475,4553.884,2426.345,geogrid,geogrid
PORO,MidReek,IronIslands,Total,0.1846065,,0.4154635,0.0,0.0747152,0.28963813,0.082113154,geogrid,geogrid
SW,MidReek,IronIslands,Total,0.45052075,,1.0,0.0,0.03714967,1.0,0.39654213,geogrid,geogrid
PERM,MidReek,North,Total,1146.382,,10000.0,0.06987866,2.6871245,3837.518,2249.9116,geogrid,geogrid
PORO,MidReek,North,Total,0.17278117,,0.469135,0.0,0.068081856,0.28073138,0.08109273,geogrid,geogrid
SW,MidReek,North,Total,0.9893229,,1.0,0.0,1.0,1.0,0.09487454,geogrid,geogrid
PERM,MidReek,Reach,Total,1539.1926,,10000.0,0.042434964,2.8631403,5237.262,2590.9465,geogrid,geogrid
PORO,MidReek,Reach,Total,0.18493998,,0.48716635,0.0,0.06497495,0.2973169,0.08895153,geogrid,geogrid
SW,MidReek,Reach,Total,0.59363997,,1.0,0.0,0.056018636,1.0,0.40656993,geogrid,geogrid
PERM,MidReek,Stormlands,Total,1172.0831,,10000.0,0.29788148,5.3892307,3628.9219,2040.5028,geogrid,geogrid
PORO,MidReek,Stormlands,Total,0.18595718,,0.37861067,0.005616434,0.09415235,0.2738717,0.06830573,geogrid,geogrid
