CONIDX,DATE,WELLMODEL,WELL,CONKPOS,DRAWDOWN,SWAT,SGAS,PRESSURE,CONIPOS,CONJPOS,DEPTH,CONBPRES
6,2018-09-12,STANDARD,R_A4,4,0,0.05327524244785309,0.0,280.458984375,32,52,1631.8516845703125,280.458984375
7,2018-09-12,STANDARD,R_A4,4,0,0.05676468089222908,0.0,280.7288818359375,32,51,1636.3719482421875,280.7288818359375
8,2018-09-12,STANDARD,R_A4,4,0,0.05713609978556633,0.0,280.79522705078125,33,51,1637.1895751953125,280.79522705078125
9,2018-09-12,STANDARD,R_A4,3,0,0.10035063326358795,0.0,280.6702575683594,33,51,1635.315673828125,280.6702575683594
10,2018-09-12,STANDARD,R_A4,4,0,0.06122436746954918,0.0,281.0879211425781,33,50,1642.020751953125,281.0879211425781
11,2018-09-12,STANDARD,R_A4,4,0,0.06088994815945625,0.0,280.9509582519531,34,50,1640.07373046875,280.9509582519531
12,2018-09-12,STANDARD,R_A4,4,0,0.05691678822040558,0.0,280.9383850097656,35,50,1640.3726806640625,280.9383850097656
13,2018-09-12,STANDARD,R_A4,3,0,0.22326457500457764,0.0,280.81829833984375,35,50,1638.5703125,280.81829833984375
14,2018-09-12,STANDARD,R_A4,3,0,0.20790736377239227,0.0,281.1392517089844,35,49,1643.8245849609375,281.1392517089844
15,2018-09-12,STANDARD,R_A4,2,0,0.23166824877262115,0.0,281.01983642578125,35,49,1642.0484619140625,281.01983642578125
16,2018-09-12,STANDARD,R_A4,28,0,0.13643577694892883,0.0,275.2012939453125,36,49,1643.61083984375,275.2012939453125
17,2018-09-12,STANDARD,R_A4,28,0,0.05541352927684784,0.0,274.5250549316406,36,48,1643.6871337890625,274.5250549316406
18,2018-09-12,STANDARD,R_A4,28,0,0.6555922031402588,0.0,275.8752136230469,37,48,1649.113037109375,275.8752136230469
19,2018-09-12,STANDARD,R_A4,28,0,0.6505948305130005,0.0,277.2345275878906,38,48,1653.2650146484375,277.2345275878906
20,2018-09-12,STANDARD,R_A4,28,0,1.0,8.381381526312293e-12,282.2772216796875,38,47,1660.63623046875,282.2772216796875
1,2018-11-07,STANDARD,R_A6,1,0,1.0,1.5602536623804397e-12,276.4717712402344,17,42,1694.526611328125,276.4717712402344
2,2018-11-07,STANDARD,R_A6,2,0,1.0,8.958474153469842e-13,276.615966796875,17,42,1696.0638427734375,276.615966796875
3,2018-11-07,STANDARD,R_A6,3,0,1.0,6.613307991509831e-13,276.7579345703125,17,42,1697.60107421875,276.7579345703125
4,2018-11-07,STANDARD,R_A6,4,0,1.0,5.066777076026541e-13,276.89581298828125,17,42,1699.1383056640625,276.89581298828125
5,2018-11-07,STANDARD,R_A6,5,0,1.0,7.67712987365804e-13,277.0314636230469,17,42,1700.6754150390625,277.0314636230469
6,2018-11-07,STANDARD,R_A6,6,0,1.0,3.460561351364966e-11,276.8733215332031,17,42,1702.212646484375,276.8733215332031
7,2018-11-07,STANDARD,R_A6,7,0,1.0,6.567203725271753e-11,277.018798828125,17,42,1703.7498779296875,277.018798828125
