WELL,CONJPOS,CONIPOS,CONKPOS,SGAS,WELLMODEL,PRESSURE,DEPTH,CONBPRES,CONIDX,DATE,DRAWDOWN,SWAT
R_A6,42,17,6,7.218949830273269e-13,STANDARD,279.3189697265625,1702.625,279.3189697265625,6,2018-11-07,0,1.0
R_A6,42,17,7,1.874141467017587e-12,STANDARD,279.1710205078125,1704.1717529296875,279.1710205078125,7,2018-11-07,0,1.0
R_A6,42,17,8,1.3720266242578383e-12,STANDARD,279.3270263671875,1705.7183837890625,279.3270263671875,8,2018-11-07,0,1.0
R_A6,42,17,9,9.283334056987488e-14,STANDARD,279.8165283203125,1707.2650146484375,279.8165283203125,9,2018-11-07,0,1.0
R_A6,42,17,10,1.7002579899561e-11,STANDARD,279.7781982421875,1708.811767578125,279.7781982421875,10,2018-11-07,0,1.0
R_A6,42,17,11,-1.1578917078619577e-12,STANDARD,281.4358825683594,1710.745849609375,281.4358825683594,11,2018-11-07,0,1.0
R_A6,42,17,12,-2.623695802717735e-13,STANDARD,281.6651611328125,1713.067626953125,281.6651611328125,12,2018-11-07,0,1.0
R_A6,42,17,13,-1.9193188908312418e-14,STANDARD,281.9139099121094,1715.3892822265625,281.9139099121094,13,2018-11-07,0,1.0
R_A6,42,17,14,-1.416066377791245e-14,STANDARD,282.1337585449219,1717.7109375,282.1337585449219,14,2018-11-07,0,1.0
R_A6,42,17,15,-7.940493423376493e-15,STANDARD,282.35394287109375,1720.0325927734375,282.35394287109375,15,2018-11-07,0,1.0
R_A6,42,17,16,-3.188868558725048e-15,STANDARD,282.7192077636719,1722.354248046875,282.7192077636719,16,2018-11-07,0,1.0
R_A6,42,17,17,-3.98878783938717e-15,STANDARD,282.9393005371094,1724.6759033203125,282.9393005371094,17,2018-11-07,0,1.0
R_A6,42,17,18,-3.996559366678228e-15,STANDARD,283.0824279785156,1726.187255859375,283.0824279785156,18,2018-11-07,0,1.0
R_A6,42,17,26,-3.2195687914422474e-16,STANDARD,282.5632629394531,1727.3997802734375,282.5632629394531,19,2018-11-07,0,1.0
R_A6,42,17,27,-2.0292711101017115e-16,STANDARD,282.7292175292969,1729.12353515625,282.7292175292969,20,2018-11-07,0,1.0
R_A6,42,17,28,-2.980175358193998e-19,STANDARD,283.2178039550781,1730.8472900390625,283.2178039550781,21,2018-11-07,0,1.0
R_A6,42,17,29,-3.7065077704803405e-23,STANDARD,283.82025146484375,1732.571044921875,283.82025146484375,22,2018-11-07,0,1.0
R_A6,42,17,30,-3.050484727984028e-18,STANDARD,283.1755065917969,1734.294921875,283.1755065917969,23,2018-11-07,0,1.0
