Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:20:24
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       227687888.01         34478630.39         25737096.16         16186852.66
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  227687888.01         34478630.39         25737096.16         16186852.66
MidReek    1                       217845252.06         38497181.30         29804168.09         18744759.49
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  217845252.06         38497181.30         29804168.09         18744759.49
LowerReek  1                       130089701.31         26021003.21         21020819.71         13220641.11
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  130089701.31         26021003.21         21020819.71         13220641.11
Totals     1                       575622841.38         98996814.90         76562083.96         48152253.26
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  575622841.38         98996814.90         76562083.96         48152253.26
