ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,298484642.31,43676871.04,32019006.19,20137739.41
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,228590822.64,37881430.6,29257715.08,18401078.36
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,136423880.56,26077364.94,20982988.85,13196848.1
LowerReek,Region_2,0.0,0.0,0.0,0.0
