ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,298474336.62,43693208.82,32160724.83,20226870.63
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,228563029.44,37854290.76,29443575.14,18517971.48
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,136393914.74,26092315.74,21095300.43,13267484.33
LowerReek,Region_2,0.0,0.0,0.0,0.0
