DATE,BLOCK,BPR
2000-01-01,1095,309.3372497558594
2000-01-01,"15,28,1",309.3372497558594
2000-01-01,"15,28,10",310.7000732421875
2000-01-01,"15,28,13",311.2296142578125
2000-01-01,24135,310.7000732421875
2000-01-01,31815,311.2296142578125
2000-02-01,1095,309.3410339355469
2000-02-01,"15,28,1",309.3410339355469
2000-02-01,"15,28,10",310.72259521484375
2000-02-01,"15,28,13",311.2520446777344
2000-02-01,24135,310.72259521484375
2000-02-01,31815,311.2520446777344
2000-03-01,1095,324.590087890625
2000-03-01,"15,28,1",324.590087890625
2000-03-01,"15,28,10",301.3955993652344
2000-03-01,"15,28,13",301.91729736328125
2000-03-01,24135,301.3955993652344
2000-03-01,31815,301.91729736328125
2000-04-01,1095,323.99749755859375
2000-04-01,"15,28,1",323.99749755859375
2000-04-01,"15,28,10",293.5438232421875
2000-04-01,"15,28,13",294.0660705566406
2000-04-01,24135,293.5438232421875
2000-04-01,31815,294.0660705566406
2000-05-01,1095,320.3162536621094
2000-05-01,"15,28,1",320.3162536621094
2000-05-01,"15,28,10",287.2662048339844
2000-05-01,"15,28,13",287.7889404296875
2000-05-01,24135,287.2662048339844
2000-05-01,31815,287.7889404296875
2000-06-01,1095,316.2113342285156
2000-06-01,"15,28,1",316.2113342285156
2000-06-01,"15,28,10",281.3356018066406
2000-06-01,"15,28,13",281.8584899902344
2000-06-01,24135,281.3356018066406
2000-06-01,31815,281.8584899902344
2000-07-01,1095,313.63336181640625
2000-07-01,"15,28,1",313.63336181640625
2000-07-01,"15,28,10",279.8140869140625
2000-07-01,"15,28,13",280.3420104980469
2000-07-01,24135,279.8140869140625
2000-07-01,31815,280.3420104980469
2000-08-01,1095,312.9811096191406
2000-08-01,"15,28,1",312.9811096191406
2000-08-01,"15,28,10",278.24005126953125
2000-08-01,"15,28,13",278.7682800292969
2000-08-01,24135,278.24005126953125
2000-08-01,31815,278.7682800292969
2000-09-01,1095,313.6199951171875
2000-09-01,"15,28,1",313.6199951171875
2000-09-01,"15,28,10",276.8837585449219
2000-09-01,"15,28,13",277.4119567871094
2000-09-01,24135,276.8837585449219
2000-09-01,31815,277.4119567871094
2000-10-01,1095,314.7007751464844
2000-10-01,"15,28,1",314.7007751464844
2000-10-01,"15,28,10",275.7496643066406
2000-10-01,"15,28,13",276.2778015136719
2000-10-01,24135,275.7496643066406
2000-10-01,31815,276.2778015136719
2000-11-01,1095,315.9286804199219
2000-11-01,"15,28,1",315.9286804199219
2000-11-01,"15,28,10",274.7461242675781
2000-11-01,"15,28,13",275.2742614746094
2000-11-01,24135,274.7461242675781
2000-11-01,31815,275.2742614746094
2000-12-01,1095,316.85302734375
2000-12-01,"15,28,1",316.85302734375
2000-12-01,"15,28,10",273.940673828125
2000-12-01,"15,28,13",274.46881103515625
2000-12-01,24135,273.940673828125
2000-12-01,31815,274.46881103515625
2001-01-01,1095,317.5502624511719
2001-01-01,"15,28,1",317.5502624511719
2001-01-01,"15,28,10",273.25384521484375
2001-01-01,"15,28,13",273.7819519042969
2001-01-01,24135,273.25384521484375
2001-01-01,31815,273.7819519042969
2001-02-01,1095,286.0508728027344
2001-02-01,"15,28,1",286.0508728027344
2001-02-01,"15,28,10",269.39520263671875
2001-02-01,"15,28,13",269.9225158691406
2001-02-01,24135,269.39520263671875
2001-02-01,31815,269.9225158691406
2001-03-01,1095,284.1681213378906
2001-03-01,"15,28,1",284.1681213378906
2001-03-01,"15,28,10",268.6512451171875
2001-03-01,"15,28,13",269.1803283691406
2001-03-01,24135,268.6512451171875
2001-03-01,31815,269.1803283691406
2001-04-01,1095,284.3598327636719
2001-04-01,"15,28,1",284.3598327636719
2001-04-01,"15,28,10",270.2502136230469
2001-04-01,"15,28,13",270.7796630859375
2001-04-01,24135,270.2502136230469
2001-04-01,31815,270.7796630859375
2001-05-01,1095,284.7296447753906
2001-05-01,"15,28,1",284.7296447753906
2001-05-01,"15,28,10",271.1856994628906
2001-05-01,"15,28,13",271.71484375
2001-05-01,24135,271.1856994628906
2001-05-01,31815,271.71484375
2001-06-01,1095,285.0964660644531
2001-06-01,"15,28,1",285.0964660644531
2001-06-01,"15,28,10",271.822021484375
2001-06-01,"15,28,13",272.35101318359375
2001-06-01,24135,271.822021484375
2001-06-01,31815,272.35101318359375
2001-07-01,1095,285.6329650878906
2001-07-01,"15,28,1",285.6329650878906
2001-07-01,"15,28,10",272.4095153808594
2001-07-01,"15,28,13",272.9384765625
2001-07-01,24135,272.4095153808594
2001-07-01,31815,272.9384765625
2001-08-01,1095,286.3908386230469
2001-08-01,"15,28,1",286.3908386230469
2001-08-01,"15,28,10",273.0672302246094
2001-08-01,"15,28,13",273.5963134765625
2001-08-01,24135,273.0672302246094
2001-08-01,31815,273.5963134765625
2001-09-01,1095,286.8892517089844
2001-09-01,"15,28,1",286.8892517089844
2001-09-01,"15,28,10",273.5816650390625
2001-09-01,"15,28,13",274.11077880859375
2001-09-01,24135,273.5816650390625
2001-09-01,31815,274.11077880859375
2001-10-01,1095,287.4459228515625
2001-10-01,"15,28,1",287.4459228515625
2001-10-01,"15,28,10",273.9961853027344
2001-10-01,"15,28,13",274.5253601074219
2001-10-01,24135,273.9961853027344
2001-10-01,31815,274.5253601074219
2001-11-01,1095,288.32501220703125
2001-11-01,"15,28,1",288.32501220703125
2001-11-01,"15,28,10",274.3937683105469
2001-11-01,"15,28,13",274.9229736328125
2001-11-01,24135,274.3937683105469
2001-11-01,31815,274.9229736328125
2001-12-01,1095,289.1617736816406
2001-12-01,"15,28,1",289.1617736816406
2001-12-01,"15,28,10",274.7487487792969
2001-12-01,"15,28,13",275.27801513671875
2001-12-01,24135,274.7487487792969
2001-12-01,31815,275.27801513671875
2002-01-01,1095,289.914794921875
2002-01-01,"15,28,1",289.914794921875
2002-01-01,"15,28,10",275.07061767578125
2002-01-01,"15,28,13",275.59991455078125
2002-01-01,24135,275.07061767578125
2002-01-01,31815,275.59991455078125
2002-02-01,1095,290.5645446777344
2002-02-01,"15,28,1",290.5645446777344
2002-02-01,"15,28,10",275.36126708984375
2002-02-01,"15,28,13",275.8905944824219
2002-02-01,24135,275.36126708984375
2002-02-01,31815,275.8905944824219
2002-03-01,1095,291.059814453125
2002-03-01,"15,28,1",291.059814453125
2002-03-01,"15,28,10",275.6093444824219
2002-03-01,"15,28,13",276.1387023925781
2002-03-01,24135,275.6093444824219
2002-03-01,31815,276.1387023925781
2002-04-01,1095,291.5027160644531
2002-04-01,"15,28,1",291.5027160644531
2002-04-01,"15,28,10",275.86474609375
2002-04-01,"15,28,13",276.3941650390625
2002-04-01,24135,275.86474609375
2002-04-01,31815,276.3941650390625
2002-05-01,1095,291.8656921386719
2002-05-01,"15,28,1",291.8656921386719
2002-05-01,"15,28,10",276.1250305175781
2002-05-01,"15,28,13",276.6545104980469
2002-05-01,24135,276.1250305175781
2002-05-01,31815,276.6545104980469
2002-06-01,1095,292.1820373535156
2002-06-01,"15,28,1",292.1820373535156
2002-06-01,"15,28,10",276.3841552734375
2002-06-01,"15,28,13",276.9136962890625
2002-06-01,24135,276.3841552734375
2002-06-01,31815,276.9136962890625
2002-07-01,1095,292.482421875
2002-07-01,"15,28,1",292.482421875
2002-07-01,"15,28,10",276.60382080078125
2002-07-01,"15,28,13",277.1334228515625
2002-07-01,24135,276.60382080078125
2002-07-01,31815,277.1334228515625
2002-08-01,1095,292.7971496582031
2002-08-01,"15,28,1",292.7971496582031
2002-08-01,"15,28,10",276.8203125
2002-08-01,"15,28,13",277.3499450683594
2002-08-01,24135,276.8203125
2002-08-01,31815,277.3499450683594
2002-09-01,1095,293.0936584472656
2002-09-01,"15,28,1",293.0936584472656
2002-09-01,"15,28,10",277.0676574707031
2002-09-01,"15,28,13",277.5973815917969
2002-09-01,24135,277.0676574707031
2002-09-01,31815,277.5973815917969
2002-10-01,1095,293.3032531738281
2002-10-01,"15,28,1",293.3032531738281
2002-10-01,"15,28,10",277.3728332519531
2002-10-01,"15,28,13",277.90264892578125
2002-10-01,24135,277.3728332519531
2002-10-01,31815,277.90264892578125
2002-11-01,1095,293.4355773925781
2002-11-01,"15,28,1",293.4355773925781
2002-11-01,"15,28,10",277.7694091796875
2002-11-01,"15,28,13",278.29931640625
2002-11-01,24135,277.7694091796875
2002-11-01,31815,278.29931640625
2002-12-01,1095,293.5269470214844
2002-12-01,"15,28,1",293.5269470214844
2002-12-01,"15,28,10",278.1501770019531
2002-12-01,"15,28,13",278.6800842285156
2002-12-01,24135,278.1501770019531
2002-12-01,31815,278.6800842285156
2003-01-01,1095,293.38568115234375
2003-01-01,"15,28,1",293.38568115234375
2003-01-01,"15,28,10",278.4542236328125
2003-01-01,"15,28,13",278.98406982421875
2003-01-01,24135,278.4542236328125
2003-01-01,31815,278.98406982421875
2003-02-01,1095,293.3854064941406
2003-02-01,"15,28,1",293.3854064941406
2003-02-01,"15,28,10",278.46429443359375
2003-02-01,"15,28,13",278.994140625
2003-02-01,24135,278.46429443359375
2003-02-01,31815,278.994140625
