ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4926419,1064714,818028,570452,80319613,0,0,0,0,0
Valysar,CentralSouth,58951371,10928991,8202726,5720172,805400196,0,0,0,0,0
Valysar,CentralNorth,33028430,5129295,3517959,2453249,345417435,0,0,0,0,0
Valysar,NorthHorst,3733402,659761,412718,253512,49663019,24618365,3407520,2271206,528187503,80813
Valysar,CentralRamp,13746446,2202425,1504773,1049354,147749023,0,0,0,0,0
Valysar,CentralHorst,83575663,11497012,7942259,5538535,779825714,0,0,0,0,0
Valysar,EastLowland,291997,54580,18993,13244,1864815,0,0,0,0,0
Therys,WestLowland,2204974,367275,188821,131674,18539729,0,0,0,0,0
Therys,CentralSouth,7739954,1729709,1096747,764817,107686201,0,0,0,0,0
Therys,CentralNorth,16994693,3423101,2036689,1420285,199976152,0,0,0,0,0
Therys,NorthHorst,6379920,958967,403299,247726,48529600,17244197,2782945,1759119,409097464,62592
Therys,CentralRamp,6770890,1467495,1098929,766338,107900400,0,0,0,0,0
Therys,CentralHorst,27124747,6567810,5038328,3513478,494697756,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,254401,35508,19025,13267,1868050,0,0,0,0,0
Volon,CentralSouth,25233069,4499288,3244276,2262396,318545414,0,0,0,0,0
Volon,CentralNorth,3697124,485378,232386,162054,22817238,0,0,0,0,0
Volon,NorthHorst,4753929,877127,639761,392973,76983473,2936745,537238,432820,100655869,15400
Volon,CentralRamp,11517600,2087703,1594215,1111726,156530974,0,0,0,0,0
Volon,CentralHorst,77438374,13583928,10627662,7411201,1043497112,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
