PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID,REAL,ENSEMBLE
SW,LowerReek,IronIslands,Crevasse,0.5498777,,1.0,0.05516337,0.09990014,1.0,0.41252998,geogrid,geogrid,7,iter-3
PERM,LowerReek,North,Background,12.6704,,100.0,0.026737828,1.3012142,30.290895,16.906599,geogrid,geogrid,7,iter-3
PORO,LowerReek,North,Background,0.10523891,,0.31017336,0.0,0.03738682,0.16969384,0.051033873,geogrid,geogrid,7,iter-3
SW,LowerReek,North,Background,0.9948132,,1.0,0.0,1.0,1.0,0.053844452,geogrid,geogrid,7,iter-3
PERM,LowerReek,North,Channel,3270.905,,10000.0,16.996866,503.68454,9193.037,2984.7302,geogrid,geogrid,7,iter-3
PORO,LowerReek,North,Channel,0.25188842,,0.4375897,0.046559617,0.18833828,0.31539842,0.049726207,geogrid,geogrid,7,iter-3
SW,LowerReek,North,Channel,0.9890384,,1.0,0.024948042,1.0,1.0,0.10099645,geogrid,geogrid,7,iter-3
PERM,LowerReek,North,Crevasse,177.06747,,1000.0,1.3831192,21.444395,441.17743,208.99272,geogrid,geogrid,7,iter-3
PORO,LowerReek,North,Crevasse,0.2018455,,0.37171173,0.01207073,0.13621195,0.26815554,0.051009264,geogrid,geogrid,7,iter-3
SW,LowerReek,North,Crevasse,0.99790424,,1.0,0.110294685,1.0,1.0,0.041937146,geogrid,geogrid,7,iter-3
PERM,LowerReek,Reach,Background,8.3795,,100.0,0.0919926,1.1511911,18.573864,10.5458355,geogrid,geogrid,7,iter-3
PORO,LowerReek,Reach,Background,0.09167679,,0.2870069,0.0,0.028235167,0.15350626,0.047362797,geogrid,geogrid,7,iter-3
SW,LowerReek,Reach,Background,0.9308231,,1.0,0.0,0.666671,1.0,0.17097615,geogrid,geogrid,7,iter-3
PERM,LowerReek,Reach,Channel,3077.4502,,10000.0,30.582058,480.42297,8608.242,2907.2214,geogrid,geogrid,7,iter-3
PORO,LowerReek,Reach,Channel,0.25028253,,0.44123936,0.07952608,0.18715492,0.31412953,0.049581394,geogrid,geogrid,7,iter-3
SW,LowerReek,Reach,Channel,0.57281864,,1.0,0.024476588,0.060653783,1.0,0.44099796,geogrid,geogrid,7,iter-3
PERM,LowerReek,Reach,Crevasse,192.05493,,1000.0,1.1425747,23.622616,498.8066,226.94662,geogrid,geogrid,7,iter-3
PORO,LowerReek,Reach,Crevasse,0.20340881,,0.3696645,0.026288494,0.13869523,0.27016303,0.050500754,geogrid,geogrid,7,iter-3
SW,LowerReek,Reach,Crevasse,0.63889074,,1.0,0.078143425,0.15827164,1.0,0.3656331,geogrid,geogrid,7,iter-3
PERM,LowerReek,Stormlands,Background,9.548564,,56.051044,0.5974582,1.5054045,20.470442,9.412868,geogrid,geogrid,7,iter-3
PORO,LowerReek,Stormlands,Background,0.07948598,,0.18726107,0.0,0.014226237,0.1401125,0.046834465,geogrid,geogrid,7,iter-3
SW,LowerReek,Stormlands,Background,0.26159418,,0.47813237,0.0,0.18930265,0.36725384,0.0891073,geogrid,geogrid,7,iter-3
PERM,LowerReek,Stormlands,Channel,2978.523,,10000.0,56.4892,326.74594,9080.606,3061.7932,geogrid,geogrid,7,iter-3
PORO,LowerReek,Stormlands,Channel,0.24413331,,0.43162483,0.08797115,0.16559044,0.3244317,0.060478497,geogrid,geogrid,7,iter-3
SW,LowerReek,Stormlands,Channel,0.04511782,,0.1106305,0.020700969,0.028590605,0.06412566,0.014121206,geogrid,geogrid,7,iter-3
PERM,LowerReek,Stormlands,Crevasse,173.12529,,1000.0,5.933293,18.984041,344.9774,215.6172,geogrid,geogrid,7,iter-3
PORO,LowerReek,Stormlands,Crevasse,0.19715753,,0.366534,0.07106164,0.1252203,0.267943,0.054067433,geogrid,geogrid,7,iter-3
SW,LowerReek,Stormlands,Crevasse,0.120767154,,0.27764365,0.049355403,0.072370306,0.18555391,0.04430164,geogrid,geogrid,7,iter-3
PERM,LowerReek,Vale,Background,7.8207135,,100.0,0.13367464,0.9948947,18.386673,12.143825,geogrid,geogrid,7,iter-3
PORO,LowerReek,Vale,Background,0.07421016,,0.21441355,0.0,0.012626693,0.1339461,0.043881565,geogrid,geogrid,7,iter-3
SW,LowerReek,Vale,Background,0.44654405,,1.0,0.0,0.20995916,1.0,0.2898672,geogrid,geogrid,7,iter-3
PERM,LowerReek,Vale,Channel,3261.0408,,10000.0,41.145004,486.42026,9017.964,2958.7893,geogrid,geogrid,7,iter-3
PORO,LowerReek,Vale,Channel,0.25722235,,0.43138987,0.08333641,0.19326174,0.32003254,0.049628343,geogrid,geogrid,7,iter-3
SW,LowerReek,Vale,Channel,0.8585362,,1.0,0.022557745,0.049334235,1.0,0.33598202,geogrid,geogrid,7,iter-3
PERM,LowerReek,Vale,Crevasse,130.21693,,1000.0,2.9464047,15.787827,342.31506,170.60097,geogrid,geogrid,7,iter-3
PORO,LowerReek,Vale,Crevasse,0.18740074,,0.33744752,0.052060604,0.119399816,0.25363064,0.050467554,geogrid,geogrid,7,iter-3
SW,LowerReek,Vale,Crevasse,0.8324155,,1.0,0.059623033,0.1555197,1.0,0.32405397,geogrid,geogrid,7,iter-3
PERM,LowerReek,Westerlands,Background,9.6615305,,100.0,0.059680644,1.2892921,22.273426,12.591599,geogrid,geogrid,7,iter-3
PORO,LowerReek,Westerlands,Background,0.09993247,,0.28080994,0.0,0.03663511,0.16151598,0.047560293,geogrid,geogrid,7,iter-3
SW,LowerReek,Westerlands,Background,0.998807,,1.0,0.0,1.0,1.0,0.026651481,geogrid,geogrid,7,iter-3
PERM,LowerReek,Westerlands,Channel,3216.7546,,10000.0,15.230645,483.72482,8902.096,2964.0598,geogrid,geogrid,7,iter-3
PORO,LowerReek,Westerlands,Channel,0.25328198,,0.46680748,0.03343688,0.1890773,0.31753272,0.050356627,geogrid,geogrid,7,iter-3
SW,LowerReek,Westerlands,Channel,0.95724255,,1.0,0.04176462,1.0,1.0,0.18513498,geogrid,geogrid,7,iter-3
PERM,LowerReek,Westerlands,Crevasse,178.22699,,1000.0,1.2581023,23.468826,437.57965,210.27992,geogrid,geogrid,7,iter-3
PORO,LowerReek,Westerlands,Crevasse,0.20182493,,0.38452518,0.008830503,0.13664182,0.26722383,0.050587274,geogrid,geogrid,7,iter-3
SW,LowerReek,Westerlands,Crevasse,0.9933395,,1.0,0.15929055,1.0,1.0,0.06413743,geogrid,geogrid,7,iter-3
PERM,MidReek,Dorne,Background,12.509012,,100.0,0.16962104,1.5995268,28.437193,16.204866,geogrid,geogrid,7,iter-3
PORO,MidReek,Dorne,Background,0.11029156,,0.30223846,0.0,0.0452898,0.175822,0.05012572,geogrid,geogrid,7,iter-3
SW,MidReek,Dorne,Background,0.975322,,1.0,0.0,1.0,1.0,0.09448159,geogrid,geogrid,7,iter-3
PERM,MidReek,Dorne,Channel,2708.2188,,10000.0,20.488663,392.3268,7067.8853,2694.2988,geogrid,geogrid,7,iter-3
PORO,MidReek,Dorne,Channel,0.2469307,,0.41823584,0.06631155,0.18486632,0.30906528,0.048281863,geogrid,geogrid,7,iter-3
SW,MidReek,Dorne,Channel,0.99109155,,1.0,0.058408547,1.0,1.0,0.083381,geogrid,geogrid,7,iter-3
PERM,MidReek,Dorne,Crevasse,190.71675,,1000.0,2.7888448,23.748953,480.5216,228.00368,geogrid,geogrid,7,iter-3
PORO,MidReek,Dorne,Crevasse,0.20331691,,0.37414598,0.030556917,0.13601427,0.27274877,0.05269429,geogrid,geogrid,7,iter-3
SW,MidReek,Dorne,Crevasse,0.99741703,,1.0,0.21176504,1.0,1.0,0.041210826,geogrid,geogrid,7,iter-3
PERM,MidReek,IronIslands,Background,9.801835,,100.0,0.054239105,1.4013247,22.704582,12.676131,geogrid,geogrid,7,iter-3
PORO,MidReek,IronIslands,Background,0.097757794,,0.28291726,0.0,0.037543356,0.15739231,0.046076883,geogrid,geogrid,7,iter-3
SW,MidReek,IronIslands,Background,0.59700555,,1.0,0.0,0.24655256,1.0,0.3014631,geogrid,geogrid,7,iter-3
PERM,MidReek,IronIslands,Channel,2468.8513,,10000.0,3.0707326,306.38892,6589.2085,2625.2349,geogrid,geogrid,7,iter-3
PORO,MidReek,IronIslands,Channel,0.23829818,,0.40962654,0.027769357,0.17287686,0.3022766,0.050568026,geogrid,geogrid,7,iter-3
SW,MidReek,IronIslands,Channel,0.4067499,,1.0,0.018076764,0.034325417,1.0,0.4456156,geogrid,geogrid,7,iter-3
PERM,MidReek,IronIslands,Crevasse,141.70894,,1000.0,1.7282034,20.673923,323.18793,168.55775,geogrid,geogrid,7,iter-3
PORO,MidReek,IronIslands,Crevasse,0.19534302,,0.34921536,0.031513497,0.1321815,0.25654602,0.048791744,geogrid,geogrid,7,iter-3
SW,MidReek,IronIslands,Crevasse,0.585806,,1.0,0.05324121,0.10570828,1.0,0.41245198,geogrid,geogrid,7,iter-3
PERM,MidReek,North,Background,8.867488,,100.0,0.08018585,1.2306165,20.071348,11.137324,geogrid,geogrid,7,iter-3
PORO,MidReek,North,Background,0.094781816,,0.26183906,0.0,0.03419186,0.15302378,0.04529847,geogrid,geogrid,7,iter-3
SW,MidReek,North,Background,0.992688,,1.0,0.16942881,1.0,1.0,0.06810626,geogrid,geogrid,7,iter-3
PERM,MidReek,North,Channel,3181.0571,,10000.0,23.64865,439.6479,9172.02,3007.7087,geogrid,geogrid,7,iter-3
PORO,MidReek,North,Channel,0.25000364,,0.45269418,0.057643697,0.18566684,0.31464204,0.05038652,geogrid,geogrid,7,iter-3
SW,MidReek,North,Channel,0.9907579,,1.0,0.024594981,1.0,1.0,0.0925923,geogrid,geogrid,7,iter-3
PERM,MidReek,North,Crevasse,172.97342,,1000.0,2.8519769,21.626917,447.5088,210.09317,geogrid,geogrid,7,iter-3
PORO,MidReek,North,Crevasse,0.20467015,,0.37971812,0.026525736,0.13937867,0.27085346,0.050066713,geogrid,geogrid,7,iter-3
SW,MidReek,North,Crevasse,0.9960727,,1.0,0.12590714,1.0,1.0,0.05757405,geogrid,geogrid,7,iter-3
PERM,MidReek,Reach,Background,10.015209,,100.0,0.06581527,1.3763567,23.436235,13.055986,geogrid,geogrid,7,iter-3
PORO,MidReek,Reach,Background,0.10168643,,0.28818098,0.0,0.037877757,0.16526492,0.048395053,geogrid,geogrid,7,iter-3
SW,MidReek,Reach,Background,0.7725991,,1.0,0.0,0.39961824,1.0,0.26490164,geogrid,geogrid,7,iter-3
PERM,MidReek,Reach,Channel,3098.6094,,10000.0,20.810946,482.97995,8375.408,2881.8635,geogrid,geogrid,7,iter-3
PORO,MidReek,Reach,Channel,0.25138655,,0.44040436,0.05334513,0.18849379,0.31344327,0.04890799,geogrid,geogrid,7,iter-3
SW,MidReek,Reach,Channel,0.58006656,,1.0,0.02483331,0.051432565,1.0,0.45376608,geogrid,geogrid,7,iter-3
PERM,MidReek,Reach,Crevasse,193.76361,,1000.0,2.6720986,27.94866,460.67545,213.27869,geogrid,geogrid,7,iter-3
PORO,MidReek,Reach,Crevasse,0.20769657,,0.35684574,0.031976894,0.1457387,0.26736513,0.047721073,geogrid,geogrid,7,iter-3
SW,MidReek,Reach,Crevasse,0.622036,,1.0,0.06903203,0.12910701,1.0,0.39863116,geogrid,geogrid,7,iter-3
PERM,MidReek,Stormlands,Background,22.956846,,100.0,0.5341589,2.762684,60.012993,24.793255,geogrid,geogrid,7,iter-3
PORO,MidReek,Stormlands,Background,0.120239444,,0.2929035,0.0,0.05429508,0.18037708,0.050125606,geogrid,geogrid,7,iter-3
SW,MidReek,Stormlands,Background,0.24150318,,0.5161451,0.0,0.15329021,0.3443258,0.07402203,geogrid,geogrid,7,iter-3
PERM,MidReek,Stormlands,Channel,1971.0544,,10000.0,16.433092,285.23373,4941.52,2150.6887,geogrid,geogrid,7,iter-3
PORO,MidReek,Stormlands,Channel,0.23393032,,0.4061066,0.04601589,0.17425017,0.29132313,0.045544125,geogrid,geogrid,7,iter-3
SW,MidReek,Stormlands,Channel,0.043775663,,0.13168335,0.01749723,0.026187412,0.06441407,0.01588791,geogrid,geogrid,7,iter-3
PERM,MidReek,Stormlands,Crevasse,219.3292,,1000.0,10.1877575,26.646532,602.4069,263.56064,geogrid,geogrid,7,iter-3
PORO,MidReek,Stormlands,Crevasse,0.20976934,,0.329458,0.09428666,0.14533286,0.27305904,0.04830499,geogrid,geogrid,7,iter-3
SW,MidReek,Stormlands,Crevasse,0.100834295,,0.20664735,0.042768613,0.058174912,0.14390466,0.033093758,geogrid,geogrid,7,iter-3
PERM,MidReek,Vale,Background,13.074044,,100.0,0.22191757,1.714033,30.703323,17.257666,geogrid,geogrid,7,iter-3
PORO,MidReek,Vale,Background,0.10285381,,0.28566325,0.0,0.0394761,0.16685688,0.049230963,geogrid,geogrid,7,iter-3
SW,MidReek,Vale,Background,0.44750047,,1.0,0.0,0.19703999,1.0,0.31176594,geogrid,geogrid,7,iter-3
PERM,MidReek,Vale,Channel,3035.3271,,10000.0,56.709377,485.76743,8013.625,2827.6453,geogrid,geogrid,7,iter-3
PORO,MidReek,Vale,Channel,0.25304067,,0.41975588,0.08723049,0.19050162,0.3147839,0.04826846,geogrid,geogrid,7,iter-3
SW,MidReek,Vale,Channel,0.7109182,,1.0,0.019558653,0.03552756,1.0,0.43057808,geogrid,geogrid,7,iter-3
PERM,MidReek,Vale,Crevasse,175.62053,,1000.0,2.0875566,25.014894,420.59595,206.92592,geogrid,geogrid,7,iter-3
PORO,MidReek,Vale,Crevasse,0.19869915,,0.3507222,0.0220014,0.1380091,0.26047844,0.048678987,geogrid,geogrid,7,iter-3
SW,MidReek,Vale,Crevasse,0.7000384,,1.0,0.048418358,0.112878606,1.0,0.4032131,geogrid,geogrid,7,iter-3
PERM,MidReek,Westerlands,Background,11.781268,,100.0,0.0826487,1.405342,28.13971,15.662764,geogrid,geogrid,7,iter-3
PORO,MidReek,Westerlands,Background,0.105696455,,0.2888681,0.0,0.041780215,0.16840243,0.048227686,geogrid,geogrid,7,iter-3
SW,MidReek,Westerlands,Background,0.9794917,,1.0,0.0,1.0,1.0,0.09910727,geogrid,geogrid,7,iter-3
PERM,MidReek,Westerlands,Channel,3178.959,,10000.0,12.980769,483.2687,8906.708,2956.78,geogrid,geogrid,7,iter-3
PORO,MidReek,Westerlands,Channel,0.25166932,,0.44796485,0.055025175,0.1884059,0.31529886,0.04948977,geogrid,geogrid,7,iter-3
SW,MidReek,Westerlands,Channel,0.96979827,,1.0,0.035786845,1.0,1.0,0.16040285,geogrid,geogrid,7,iter-3
PERM,MidReek,Westerlands,Crevasse,163.89641,,1000.0,1.3490065,20.36112,391.19888,203.99236,geogrid,geogrid,7,iter-3
PORO,MidReek,Westerlands,Crevasse,0.19582778,,0.36516535,0.009717837,0.13196655,0.26124194,0.051260125,geogrid,geogrid,7,iter-3
SW,MidReek,Westerlands,Crevasse,0.9829336,,1.0,0.09520631,1.0,1.0,0.107882075,geogrid,geogrid,7,iter-3
PERM,UpperReek,Dorne,Background,13.965145,,100.0,0.06623402,1.285478,34.057438,19.401669,geogrid,geogrid,7,iter-3
PORO,UpperReek,Dorne,Background,0.1001088,,0.33124444,0.0,0.027555935,0.17048977,0.05378995,geogrid,geogrid,7,iter-3
SW,UpperReek,Dorne,Background,0.9529633,,1.0,0.0,0.7975348,1.0,0.1428415,geogrid,geogrid,7,iter-3
PERM,UpperReek,Dorne,Channel,3027.5862,,10000.0,39.834225,470.73212,8136.455,2840.1536,geogrid,geogrid,7,iter-3
PORO,UpperReek,Dorne,Channel,0.25093207,,0.41713098,0.0474388,0.1892036,0.31369197,0.048181113,geogrid,geogrid,7,iter-3
SW,UpperReek,Dorne,Channel,0.955292,,1.0,0.041354638,1.0,1.0,0.19032487,geogrid,geogrid,7,iter-3
PERM,UpperReek,Dorne,Crevasse,217.2054,,1000.0,2.9565892,25.106972,554.95496,238.77002,geogrid,geogrid,7,iter-3
PORO,UpperReek,Dorne,Crevasse,0.20783557,,0.3243424,0.028558224,0.14341217,0.2690258,0.050169166,geogrid,geogrid,7,iter-3
SW,UpperReek,Dorne,Crevasse,0.9589264,,1.0,0.12996794,1.0,1.0,0.17381296,geogrid,geogrid,7,iter-3
PERM,UpperReek,IronIslands,Background,22.163494,,100.0,0.07529248,1.9729726,68.63002,27.84941,geogrid,geogrid,7,iter-3
PORO,UpperReek,IronIslands,Background,0.109281,,0.3479852,0.0,0.038188893,0.18281373,0.056185126,geogrid,geogrid,7,iter-3
SW,UpperReek,IronIslands,Background,0.4959468,,1.0,0.0,0.18169242,1.0,0.31981272,geogrid,geogrid,7,iter-3
PERM,UpperReek,IronIslands,Channel,3441.2632,,10000.0,62.2986,484.8776,10000.0,3130.774,geogrid,geogrid,7,iter-3
PORO,UpperReek,IronIslands,Channel,0.2561684,,0.44446486,0.08851193,0.18819942,0.32669255,0.053300213,geogrid,geogrid,7,iter-3
SW,UpperReek,IronIslands,Channel,0.26350415,,1.0,0.017648755,0.027079184,1.0,0.37882677,geogrid,geogrid,7,iter-3
PERM,UpperReek,IronIslands,Crevasse,187.75185,,1000.0,3.2915432,25.315903,459.0292,225.86777,geogrid,geogrid,7,iter-3
PORO,UpperReek,IronIslands,Crevasse,0.20582707,,0.36374527,0.05381699,0.14270209,0.27203423,0.053278606,geogrid,geogrid,7,iter-3
SW,UpperReek,IronIslands,Crevasse,0.4986876,,1.0,0.049308788,0.083485216,1.0,0.40727997,geogrid,geogrid,7,iter-3
PERM,UpperReek,North,Background,11.052961,,100.0,0.076884486,1.4467664,25.425537,14.992423,geogrid,geogrid,7,iter-3
PORO,UpperReek,North,Background,0.1002061,,0.27390495,0.0,0.039324824,0.15907113,0.04598862,geogrid,geogrid,7,iter-3
SW,UpperReek,North,Background,0.99304825,,1.0,0.19613728,1.0,1.0,0.06436774,geogrid,geogrid,7,iter-3
PERM,UpperReek,North,Channel,3361.0054,,10000.0,29.89788,542.5599,9251.153,3001.9434,geogrid,geogrid,7,iter-3
PORO,UpperReek,North,Channel,0.2565819,,0.4167168,0.095248505,0.19557366,0.31809258,0.047645345,geogrid,geogrid,7,iter-3
SW,UpperReek,North,Channel,0.9950044,,1.0,0.023076499,1.0,1.0,0.06920474,geogrid,geogrid,7,iter-3
PERM,UpperReek,North,Crevasse,190.75847,,1000.0,1.4634905,22.597633,457.85535,212.97926,geogrid,geogrid,7,iter-3
PORO,UpperReek,North,Crevasse,0.20637491,,0.34669915,0.011369497,0.13813744,0.27101484,0.05459754,geogrid,geogrid,7,iter-3
SW,UpperReek,North,Crevasse,0.9865337,,1.0,0.0802148,1.0,1.0,0.10839818,geogrid,geogrid,7,iter-3
PERM,UpperReek,Reach,Background,12.742515,,100.0,0.07658809,1.6506121,29.891838,16.529495,geogrid,geogrid,7,iter-3
PORO,UpperReek,Reach,Background,0.10742291,,0.2871922,0.0,0.04549423,0.1684412,0.047228564,geogrid,geogrid,7,iter-3
SW,UpperReek,Reach,Background,0.7279307,,1.0,0.0,0.29888722,1.0,0.30917346,geogrid,geogrid,7,iter-3
PERM,UpperReek,Reach,Channel,2897.886,,10000.0,24.516972,412.71448,7996.693,2859.8345,geogrid,geogrid,7,iter-3
PORO,UpperReek,Reach,Channel,0.24314412,,0.4347582,0.045774564,0.17903952,0.30768904,0.049948327,geogrid,geogrid,7,iter-3
SW,UpperReek,Reach,Channel,0.30276322,,1.0,0.017769016,0.039068475,1.0,0.3995489,geogrid,geogrid,7,iter-3
PERM,UpperReek,Reach,Crevasse,170.39716,,1000.0,3.7570233,20.717266,426.9113,210.15755,geogrid,geogrid,7,iter-3
PORO,UpperReek,Reach,Crevasse,0.20509256,,0.34733087,0.05982496,0.14267442,0.26721215,0.048032634,geogrid,geogrid,7,iter-3
SW,UpperReek,Reach,Crevasse,0.4429369,,1.0,0.05216281,0.1136398,1.0,0.37161532,geogrid,geogrid,7,iter-3
PERM,UpperReek,Stormlands,Background,20.903042,,100.0,0.20385094,1.5527319,56.89566,25.629253,geogrid,geogrid,7,iter-3
PORO,UpperReek,Stormlands,Background,0.11086784,,0.30063343,0.0,0.034479726,0.18484649,0.059580244,geogrid,geogrid,7,iter-3
SW,UpperReek,Stormlands,Background,0.19894801,,0.3683376,0.0,0.13710973,0.26727355,0.055222403,geogrid,geogrid,7,iter-3
PERM,UpperReek,Stormlands,Channel,3125.6055,,10000.0,84.09068,544.84393,8052.41,2767.4343,geogrid,geogrid,7,iter-3
PORO,UpperReek,Stormlands,Channel,0.25121748,,0.40036488,0.09274861,0.19121878,0.30845562,0.047250338,geogrid,geogrid,7,iter-3
SW,UpperReek,Stormlands,Channel,0.033446275,,0.09105844,0.017190482,0.02135978,0.047821347,0.010885624,geogrid,geogrid,7,iter-3
PERM,UpperReek,Stormlands,Crevasse,256.08112,,1000.0,22.733143,44.583103,606.9444,262.87753,geogrid,geogrid,7,iter-3
PORO,UpperReek,Stormlands,Crevasse,0.22001189,,0.33431867,0.11800234,0.16727398,0.28341928,0.04476717,geogrid,geogrid,7,iter-3
SW,UpperReek,Stormlands,Crevasse,0.0832876,,0.14523737,0.04341517,0.052675568,0.12222393,0.026186066,geogrid,geogrid,7,iter-3
PERM,UpperReek,Vale,Background,10.841349,,100.0,0.10423993,1.4185001,25.611729,13.715898,geogrid,geogrid,7,iter-3
PORO,UpperReek,Vale,Background,0.10540067,,0.25118294,0.0,0.04629132,0.1635658,0.04489167,geogrid,geogrid,7,iter-3
SW,UpperReek,Vale,Background,0.6602528,,1.0,0.0,0.2435726,1.0,0.34291673,geogrid,geogrid,7,iter-3
PERM,UpperReek,Vale,Channel,3176.0598,,10000.0,61.680676,388.44653,9288.384,3044.0652,geogrid,geogrid,7,iter-3
PORO,UpperReek,Vale,Channel,0.25135463,,0.40920895,0.07836802,0.17927688,0.317859,0.053925045,geogrid,geogrid,7,iter-3
SW,UpperReek,Vale,Channel,0.7535481,,1.0,0.018122261,0.027678574,1.0,0.41979623,geogrid,geogrid,7,iter-3
PERM,UpperReek,Vale,Crevasse,180.57181,,1000.0,4.197065,18.352152,474.3993,224.7644,geogrid,geogrid,7,iter-3
PORO,UpperReek,Vale,Crevasse,0.1992874,,0.38387102,0.060663804,0.1319158,0.2650425,0.05129516,geogrid,geogrid,7,iter-3
SW,UpperReek,Vale,Crevasse,0.7611214,,1.0,0.046033338,0.08702751,1.0,0.39333573,geogrid,geogrid,7,iter-3
PERM,UpperReek,Westerlands,Background,10.815562,,100.0,0.05132461,1.3650552,24.945635,14.397777,geogrid,geogrid,7,iter-3
PORO,UpperReek,Westerlands,Background,0.10171128,,0.29234836,0.0,0.038472727,0.16354562,0.04810665,geogrid,geogrid,7,iter-3
SW,UpperReek,Westerlands,Background,0.9735752,,1.0,0.0,1.0,1.0,0.12595114,geogrid,geogrid,7,iter-3
PERM,UpperReek,Westerlands,Channel,3198.0952,,10000.0,13.884248,450.81046,9235.937,3007.9216,geogrid,geogrid,7,iter-3
PORO,UpperReek,Westerlands,Channel,0.25233224,,0.44923246,0.019331634,0.18783982,0.31715426,0.050689477,geogrid,geogrid,7,iter-3
SW,UpperReek,Westerlands,Channel,0.9539193,,1.0,0.02528322,1.0,1.0,0.19712882,geogrid,geogrid,7,iter-3
PERM,UpperReek,Westerlands,Crevasse,185.4223,,1000.0,3.2225964,22.839418,439.45328,214.39893,geogrid,geogrid,7,iter-3
PORO,UpperReek,Westerlands,Crevasse,0.20272526,,0.37992388,0.03069885,0.13856329,0.26401684,0.048937175,geogrid,geogrid,7,iter-3
SW,UpperReek,Westerlands,Crevasse,0.9359747,,1.0,0.065597676,1.0,1.0,0.20772964,geogrid,geogrid,7,iter-3
PERM,LowerReek,Dorne,Total,1907.8956,,10000.0,0.10764647,3.0419884,5889.1484,2666.0103,geogrid,geogrid,7,iter-3
PORO,LowerReek,Dorne,Total,0.20405962,,0.44577295,0.0,0.071728796,0.30067092,0.08496517,geogrid,geogrid,7,iter-3
SW,LowerReek,Dorne,Total,0.9941401,,1.0,0.0,1.0,1.0,0.065438345,geogrid,geogrid,7,iter-3
PERM,LowerReek,IronIslands,Total,1596.3997,,10000.0,0.12587711,3.1400576,4843.0674,2456.0708,geogrid,geogrid,7,iter-3
PORO,LowerReek,IronIslands,Total,0.1935064,,0.4319109,0.0,0.06937556,0.29188365,0.08318752,geogrid,geogrid,7,iter-3
SW,LowerReek,IronIslands,Total,0.54269123,,1.0,0.0,0.04248573,1.0,0.42450953,geogrid,geogrid,7,iter-3
PERM,LowerReek,North,Total,1705.7418,,10000.0,0.026737828,3.0516756,5707.2207,2680.2334,geogrid,geogrid,7,iter-3
PORO,LowerReek,North,Total,0.19075955,,0.4375897,0.0,0.07312789,0.29600206,0.08520121,geogrid,geogrid,7,iter-3
SW,LowerReek,North,Total,0.99216574,,1.0,0.0,1.0,1.0,0.08090962,geogrid,geogrid,7,iter-3
PERM,LowerReek,Reach,Total,1926.575,,10000.0,0.0919926,3.4473667,6061.678,2716.3733,geogrid,geogrid,7,iter-3
PORO,LowerReek,Reach,Total,0.20238265,,0.44123936,0.0,0.07501989,0.29989353,0.084384724,geogrid,geogrid,7,iter-3
SW,LowerReek,Reach,Total,0.67643964,,1.0,0.0,0.07267643,1.0,0.40913257,geogrid,geogrid,7,iter-3
