Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:21:58
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       302060124.22         46782822.03         33327974.50         20960989.92
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  302060124.22         46782822.03         33327974.50         20960989.92
MidReek    1                       228918525.01         40791379.71         31143772.88         19587278.22
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  228918525.01         40791379.71         31143772.88         19587278.22
LowerReek  1                       122268269.31         24970706.10         20674484.22         13002820.04
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  122268269.31         24970706.10         20674484.22         13002820.04
Totals     1                       653246918.54        112544907.85         85146231.60         53551088.18
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  653246918.54        112544907.85         85146231.60         53551088.18
