ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,281037151.51,37994681.84,25015087.69,15732759.29
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,217141855.78,32253665.84,21819982.6,13723259.27
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,127877366.67,20111248.44,14236261.02,8953623.14
LowerReek,Region_2,0.0,0.0,0.0,0.0
