CONIPOS,DEPTH,DATE,CONBPRES,DRAWDOWN,WELL,CONJPOS,CONKPOS,WELLMODEL,SGAS,CONIDX,PRESSURE,SWAT
33,1636.662841796875,2018-01-01,300.5096435546875,0,R_A4,51,4,STANDARD,0.0,8,300.5096435546875,0.07670442014932632
33,1640.86572265625,2018-01-01,300.7914733886719,0,R_A4,50,4,STANDARD,0.0,9,300.7914733886719,0.05809558182954788
34,1639.487548828125,2018-01-01,300.6990661621094,0,R_A4,50,4,STANDARD,0.0,10,300.6990661621094,0.05853892117738724
35,1640.0465087890625,2018-01-01,300.7365417480469,0,R_A4,50,4,STANDARD,0.0,11,300.7365417480469,0.05706048384308815
35,1638.263427734375,2018-01-01,300.6169738769531,0,R_A4,50,3,STANDARD,0.0,12,300.6169738769531,0.22384598851203918
35,1642.8656005859375,2018-01-01,300.9255676269531,0,R_A4,49,3,STANDARD,0.0,13,300.9255676269531,0.22927305102348328
36,1642.300537109375,2018-01-01,300.8876647949219,0,R_A4,49,29,STANDARD,0.0,14,300.8876647949219,0.13217157125473022
36,1640.88037109375,2018-01-01,300.7924499511719,0,R_A4,48,29,STANDARD,0.0,15,300.7924499511719,0.052845947444438934
37,1646.998291015625,2018-01-01,301.20269775390625,0,R_A4,48,29,STANDARD,0.0,16,301.20269775390625,0.6481541991233826
38,1650.3013916015625,2018-01-01,301.4242248535156,0,R_A4,48,29,STANDARD,0.0,17,301.4242248535156,0.26051896810531616
38,1657.53662109375,2018-01-01,301.90948486328125,0,R_A4,47,29,STANDARD,0.0,18,301.90948486328125,0.6481541991233826
31,1685.28076171875,2018-01-01,303.8681640625,0,R_A5,20,1,STANDARD,0.0,1,303.8681640625,1.0
31,1687.3865966796875,2018-01-01,304.0677185058594,0,R_A5,20,2,STANDARD,0.0,2,304.0677185058594,1.0
31,1689.4925537109375,2018-01-01,304.2673034667969,0,R_A5,20,3,STANDARD,0.0,3,304.2673034667969,1.0
31,1691.598388671875,2018-01-01,304.46685791015625,0,R_A5,20,4,STANDARD,0.0,4,304.46685791015625,1.0
31,1693.7042236328125,2018-01-01,304.6664123535156,0,R_A5,20,5,STANDARD,0.0,5,304.6664123535156,1.0
31,1695.8101806640625,2018-01-01,304.8659973144531,0,R_A5,20,6,STANDARD,0.0,6,304.8659973144531,1.0
31,1697.916015625,2018-01-01,305.371337890625,0,R_A5,20,7,STANDARD,0.0,7,305.371337890625,1.0
31,1700.02197265625,2018-01-01,305.5709228515625,0,R_A5,20,8,STANDARD,0.0,8,305.5709228515625,1.0
31,1701.0721435546875,2018-01-01,305.3647766113281,0,R_A5,21,11,STANDARD,0.0,9,305.3647766113281,1.0
31,1703.0836181640625,2018-01-01,305.5553894042969,0,R_A5,21,12,STANDARD,0.0,10,305.5553894042969,1.0
31,1705.0950927734375,2018-01-01,305.75799560546875,0,R_A5,21,13,STANDARD,0.0,11,305.75799560546875,1.0
31,1707.106689453125,2018-01-01,305.9486389160156,0,R_A5,21,14,STANDARD,0.0,12,305.9486389160156,1.0
31,1709.1181640625,2018-01-01,306.1392517089844,0,R_A5,21,15,STANDARD,0.0,13,306.1392517089844,1.0
31,1711.129638671875,2018-01-01,306.47491455078125,0,R_A5,21,16,STANDARD,0.0,14,306.47491455078125,1.0
31,1713.093994140625,2018-01-01,306.66107177734375,0,R_A5,21,17,STANDARD,0.0,15,306.66107177734375,1.0
31,1714.4119873046875,2018-01-01,306.7859802246094,0,R_A5,21,18,STANDARD,0.0,16,306.7859802246094,1.0
31,1714.92529296875,2018-01-01,306.8346252441406,0,R_A5,21,19,STANDARD,0.0,17,306.8346252441406,1.0
31,1716.1846923828125,2018-01-01,306.7969055175781,0,R_A5,21,26,STANDARD,0.0,18,306.7969055175781,1.0
31,1718.3958740234375,2018-01-01,307.0064697265625,0,R_A5,21,27,STANDARD,0.0,19,307.0064697265625,1.0
31,1720.60693359375,2018-01-01,307.52178955078125,0,R_A5,21,28,STANDARD,0.0,20,307.52178955078125,1.0
31,1722.8179931640625,2018-01-01,307.7313537597656,0,R_A5,21,29,STANDARD,0.0,21,307.7313537597656,1.0
31,1725.029052734375,2018-01-01,307.94091796875,0,R_A5,21,30,STANDARD,0.0,22,307.94091796875,1.0
17,1694.2235107421875,2018-01-01,305.02142333984375,0,R_A6,42,1,STANDARD,0.0,1,305.02142333984375,1.0
17,1695.7603759765625,2018-01-01,305.16705322265625,0,R_A6,42,2,STANDARD,0.0,2,305.16705322265625,1.0
17,1697.2972412109375,2018-01-01,305.3127136230469,0,R_A6,42,3,STANDARD,0.0,3,305.3127136230469,1.0
17,1698.8341064453125,2018-01-01,305.4583435058594,0,R_A6,42,4,STANDARD,0.0,4,305.4583435058594,1.0
17,1700.3709716796875,2018-01-01,305.60400390625,0,R_A6,42,5,STANDARD,0.0,5,305.60400390625,1.0
17,1701.9078369140625,2018-01-01,305.7496337890625,0,R_A6,42,6,STANDARD,0.0,6,305.7496337890625,1.0
17,1703.444580078125,2018-01-01,305.5962219238281,0,R_A6,42,7,STANDARD,0.0,7,305.5962219238281,1.0
17,1704.9814453125,2018-01-01,305.74188232421875,0,R_A6,42,8,STANDARD,0.0,8,305.74188232421875,1.0
17,1706.518310546875,2018-01-01,306.18658447265625,0,R_A6,42,9,STANDARD,0.0,9,306.18658447265625,1.0
17,1708.05517578125,2018-01-01,306.0264587402344,0,R_A6,42,10,STANDARD,0.0,10,306.0264587402344,1.0
17,1709.95703125,2018-01-01,306.206787109375,0,R_A6,42,11,STANDARD,0.0,11,306.206787109375,1.0
17,1712.2236328125,2018-01-01,306.421630859375,0,R_A6,42,12,STANDARD,0.0,12,306.421630859375,1.0
17,1714.4903564453125,2018-01-01,306.6484069824219,0,R_A6,42,13,STANDARD,0.0,13,306.6484069824219,1.0
17,1716.757080078125,2018-01-01,306.86322021484375,0,R_A6,42,14,STANDARD,0.0,14,306.86322021484375,1.0
17,1719.0238037109375,2018-01-01,307.07806396484375,0,R_A6,42,15,STANDARD,0.0,15,307.07806396484375,1.0
17,1721.2904052734375,2018-01-01,307.4378967285156,0,R_A6,42,16,STANDARD,0.0,16,307.4378967285156,1.0
17,1723.55712890625,2018-01-01,307.6527099609375,0,R_A6,42,17,STANDARD,0.0,17,307.6527099609375,1.0
17,1725.171875,2018-01-01,307.8057861328125,0,R_A6,42,18,STANDARD,0.0,18,307.8057861328125,1.0
17,1726.5091552734375,2018-01-01,307.7754211425781,0,R_A6,42,26,STANDARD,0.0,19,307.7754211425781,1.0
17,1728.220703125,2018-01-01,307.9376220703125,0,R_A6,42,27,STANDARD,0.0,20,307.9376220703125,1.0
17,1729.932373046875,2018-01-01,308.4056396484375,0,R_A6,42,28,STANDARD,0.0,21,308.4056396484375,1.0
17,1731.64404296875,2018-01-01,308.56787109375,0,R_A6,42,29,STANDARD,0.0,22,308.56787109375,1.0
17,1733.3555908203125,2018-01-01,308.42431640625,0,R_A6,42,30,STANDARD,0.0,23,308.42431640625,1.0
22,1640.748779296875,2018-03-01,298.3104553222656,0,R_A2,30,1,STANDARD,0.0,1,298.3104553222656,0.05311928689479828
22,1642.531494140625,2018-03-01,298.429931640625,0,R_A2,30,2,STANDARD,0.0,2,298.429931640625,0.05526575818657875
22,1644.3143310546875,2018-03-01,298.5494384765625,0,R_A2,30,3,STANDARD,0.0,3,298.5494384765625,0.05777807533740997
22,1646.09716796875,2018-03-01,298.6689758300781,0,R_A2,30,4,STANDARD,0.0,4,298.6689758300781,0.06315699219703674
22,1647.8800048828125,2018-03-01,298.78851318359375,0,R_A2,30,5,STANDARD,0.0,5,298.78851318359375,0.06507565081119537
22,1649.662841796875,2018-03-01,298.9237365722656,0,R_A2,30,6,STANDARD,0.0,6,298.9237365722656,0.6513030529022217
22,1651.445556640625,2018-03-01,299.1766357421875,0,R_A2,30,7,STANDARD,0.0,7,299.1766357421875,0.8673040866851807
22,1653.228515625,2018-03-01,299.3247985839844,0,R_A2,30,8,STANDARD,0.0,8,299.3247985839844,0.6483339071273804
22,1655.01123046875,2018-03-01,299.44488525390625,0,R_A2,30,9,STANDARD,0.0,9,299.44488525390625,0.24413615465164185
22,1656.7940673828125,2018-03-01,299.76153564453125,0,R_A2,30,10,STANDARD,0.0,10,299.76153564453125,0.8898065686225891
22,1658.6842041015625,2018-03-01,299.5845031738281,0,R_A2,30,11,STANDARD,0.0,11,299.5845031738281,0.0692540854215622
22,1660.6815185546875,2018-03-01,299.7105712890625,0,R_A2,30,12,STANDARD,0.0,12,299.7105712890625,0.06810435652732849
22,1662.678955078125,2018-03-01,299.8702087402344,0,R_A2,30,13,STANDARD,0.0,13,299.8702087402344,0.4277360737323761
22,1664.67626953125,2018-03-01,300.005126953125,0,R_A2,30,14,STANDARD,0.0,14,300.005126953125,0.4665357768535614
22,1666.6737060546875,2018-03-01,300.1457214355469,0,R_A2,30,15,STANDARD,0.0,15,300.1457214355469,0.9029907584190369
22,1668.6710205078125,2018-03-01,300.287109375,0,R_A2,30,16,STANDARD,0.0,16,300.287109375,0.9271919131278992
22,1670.66845703125,2018-03-01,300.4268493652344,0,R_A2,30,17,STANDARD,0.0,17,300.4268493652344,0.8663762807846069
22,1672.419677734375,2018-03-01,300.5448303222656,0,R_A2,30,18,STANDARD,0.0,18,300.5448303222656,0.9132375121116638
22,1674.0023193359375,2018-03-01,300.54522705078125,0,R_A2,29,18,STANDARD,0.0,19,300.54522705078125,0.941596508026123
22,1675.1083984375,2018-03-01,300.619384765625,0,R_A2,29,19,STANDARD,0.0,20,300.619384765625,0.9568662643432617
22,1676.2252197265625,2018-03-01,303.0916748046875,0,R_A2,29,26,STANDARD,-6.929255939516895e-15,21,303.0916748046875,1.0
22,1678.0465087890625,2018-03-01,303.1871643066406,0,R_A2,29,27,STANDARD,-5.994645291230657e-14,22,303.1871643066406,1.0
22,1679.8677978515625,2018-03-01,303.1995849609375,0,R_A2,29,28,STANDARD,-4.569850899603656e-13,23,303.1995849609375,1.0
22,1681.6890869140625,2018-03-01,302.9997253417969,0,R_A2,29,29,STANDARD,-8.648927060650458e-12,24,302.9997253417969,1.0
22,1683.51025390625,2018-03-01,302.7453918457031,0,R_A2,29,30,STANDARD,-1.3775014018335696e-08,25,302.7453918457031,0.9999998807907104
31,1685.28076171875,2018-04-28,283.8135986328125,0,R_A5,20,1,STANDARD,-2.0073244455520722e-10,1,283.8135986328125,1.0
31,1687.3865966796875,2018-04-28,284.0129699707031,0,R_A5,20,2,STANDARD,-1.8375942434367687e-10,2,284.0129699707031,1.0
31,1689.4925537109375,2018-04-28,284.2123107910156,0,R_A5,20,3,STANDARD,-1.7763868154219153e-10,3,284.2123107910156,1.0
31,1691.598388671875,2018-04-28,284.4117431640625,0,R_A5,20,4,STANDARD,-1.8038584514989964e-10,4,284.4117431640625,1.0
31,1693.7042236328125,2018-04-28,284.61114501953125,0,R_A5,20,5,STANDARD,-1.68839525693798e-10,5,284.61114501953125,1.0
31,1695.8101806640625,2018-04-28,284.8105773925781,0,R_A5,20,6,STANDARD,-1.6512291534098722e-10,6,284.8105773925781,1.0
31,1697.916015625,2018-04-28,285.33929443359375,0,R_A5,20,7,STANDARD,-1.508414161806304e-12,7,285.33929443359375,1.0
31,1700.02197265625,2018-04-28,285.5976257324219,0,R_A5,20,8,STANDARD,-2.0258074731605014e-12,8,285.5976257324219,1.0
31,1701.0721435546875,2018-04-28,275.8499755859375,0,R_A5,21,11,STANDARD,-2.1682097089970043e-11,9,275.8499755859375,1.0
31,1703.0836181640625,2018-04-28,276.12445068359375,0,R_A5,21,12,STANDARD,-1.5330804334356962e-11,10,276.12445068359375,1.0
31,1705.0950927734375,2018-04-28,276.3279113769531,0,R_A5,21,13,STANDARD,-9.759217088969874e-13,11,276.3279113769531,1.0
31,1707.106689453125,2018-04-28,276.520263671875,0,R_A5,21,14,STANDARD,-1.12050950115683e-12,12,276.520263671875,1.0
31,1709.1181640625,2018-04-28,276.712158203125,0,R_A5,21,15,STANDARD,-3.633894942768612e-13,13,276.712158203125,1.0
31,1711.129638671875,2018-04-28,277.05194091796875,0,R_A5,21,16,STANDARD,-5.307012086188355e-14,14,277.05194091796875,1.0
31,1713.093994140625,2018-04-28,277.2413024902344,0,R_A5,21,17,STANDARD,-8.40237235799797e-14,15,277.2413024902344,1.0
31,1714.4119873046875,2018-04-28,277.3660583496094,0,R_A5,21,18,STANDARD,-4.1025180214787627e-14,16,277.3660583496094,1.0
31,1714.92529296875,2018-04-28,277.41485595703125,0,R_A5,21,19,STANDARD,0.0,17,277.41485595703125,1.0
31,1716.1846923828125,2018-04-28,279.653076171875,0,R_A5,21,26,STANDARD,-1.6999129629434971e-15,18,279.653076171875,1.0
31,1718.3958740234375,2018-04-28,279.892822265625,0,R_A5,21,27,STANDARD,-1.2440546538078096e-15,19,279.892822265625,1.0
31,1720.60693359375,2018-04-28,292.5082702636719,0,R_A5,21,28,STANDARD,2.092857447882207e-22,20,292.5082702636719,1.0
31,1722.8179931640625,2018-04-28,301.8232421875,0,R_A5,21,29,STANDARD,8.709056736937084e-24,21,301.8232421875,1.0
31,1725.029052734375,2018-04-28,305.99761962890625,0,R_A5,21,30,STANDARD,6.98143441864551e-26,22,305.99761962890625,1.0
28,1607.597900390625,2018-07-03,275.4619445800781,0,R_A3,41,1,STANDARD,0.0,1,275.4619445800781,0.6500884890556335
28,1609.5810546875,2018-07-03,275.5862731933594,0,R_A3,41,2,STANDARD,0.0,2,275.5862731933594,0.1484961360692978
28,1611.564208984375,2018-07-03,275.71832275390625,0,R_A3,41,3,STANDARD,0.0,3,275.71832275390625,0.11865153163671494
29,1604.7860107421875,2018-07-03,275.2796630859375,0,R_A3,41,3,STANDARD,0.0,4,275.2796630859375,0.16326624155044556
29,1606.87109375,2018-07-03,275.4185485839844,0,R_A3,41,4,STANDARD,0.0,5,275.4185485839844,0.2076241374015808
29,1608.9560546875,2018-07-03,275.63763427734375,0,R_A3,41,5,STANDARD,0.0,6,275.63763427734375,0.8090786337852478
29,1611.0411376953125,2018-07-03,275.69049072265625,0,R_A3,41,6,STANDARD,0.0,7,275.69049072265625,0.651296079158783
29,1613.1260986328125,2018-07-03,275.8486633300781,0,R_A3,41,7,STANDARD,0.0,8,275.8486633300781,0.1951437145471573
29,1615.211181640625,2018-07-03,275.9877014160156,0,R_A3,41,8,STANDARD,0.0,9,275.9877014160156,0.19782552123069763
29,1617.296142578125,2018-07-03,276.2510986328125,0,R_A3,41,9,STANDARD,0.0,10,276.2510986328125,0.7998180985450745
29,1619.381103515625,2018-07-03,278.3936767578125,0,R_A3,41,10,STANDARD,0.0,11,278.3936767578125,0.7897370457649231
29,1621.55810546875,2018-07-03,296.7610778808594,0,R_A3,41,11,STANDARD,0.0,12,296.7610778808594,0.046178821474313736
29,1623.8271484375,2018-07-03,296.9130859375,0,R_A3,41,12,STANDARD,0.0,13,296.9130859375,0.052740007638931274
29,1626.09619140625,2018-07-03,297.0655517578125,0,R_A3,41,13,STANDARD,0.0,14,297.0655517578125,0.36648890376091003
29,1628.365234375,2018-07-03,297.2177734375,0,R_A3,41,14,STANDARD,0.0,15,297.2177734375,0.13775834441184998
29,1630.63427734375,2018-07-03,297.3741149902344,0,R_A3,41,15,STANDARD,0.0,16,297.3741149902344,0.4700368642807007
29,1632.59228515625,2018-07-03,297.51055908203125,0,R_A3,41,16,STANDARD,0.0,17,297.51055908203125,0.7956095337867737
29,1635.1708984375,2018-07-03,290.7935791015625,0,R_A3,41,26,STANDARD,0.0,18,290.7935791015625,0.6487634181976318
29,1638.6810302734375,2018-07-03,286.2977294921875,0,R_A3,41,27,STANDARD,0.0,19,286.2977294921875,0.04514467343688011
29,1642.1910400390625,2018-07-03,286.5322265625,0,R_A3,41,28,STANDARD,0.0,20,286.5322265625,0.05098632723093033
29,1645.701171875,2018-07-03,286.7556457519531,0,R_A3,41,29,STANDARD,0.0,21,286.7556457519531,0.6497704982757568
29,1649.211181640625,2018-07-03,286.94720458984375,0,R_A3,41,30,STANDARD,0.0,22,286.94720458984375,0.06137119233608246
30,1632.370849609375,2018-09-12,279.8918762207031,0,R_A4,52,1,STANDARD,0.0,1,279.8918762207031,0.050645675510168076
31,1627.73583984375,2018-09-12,279.6059265136719,0,R_A4,52,1,STANDARD,0.0,2,279.6059265136719,0.07502272725105286
31,1629.765625,2018-09-12,279.7412414550781,0,R_A4,52,2,STANDARD,0.0,3,279.7412414550781,0.15777088701725006
31,1631.7952880859375,2018-09-12,279.87646484375,0,R_A4,52,3,STANDARD,0.0,4,279.87646484375,0.11499857902526855
31,1633.824951171875,2018-09-12,280.01171875,0,R_A4,52,4,STANDARD,0.0,5,280.01171875,0.0528537891805172
32,1633.0965576171875,2018-09-12,279.97100830078125,0,R_A4,52,4,STANDARD,0.0,6,279.97100830078125,0.05477388575673103
32,1635.9644775390625,2018-09-12,280.0953674316406,0,R_A4,51,4,STANDARD,0.0,7,280.0953674316406,0.05748201161623001
33,1636.662841796875,2018-09-12,280.0910339355469,0,R_A4,51,4,STANDARD,0.0,8,280.0910339355469,0.07699673622846603
33,1640.86572265625,2018-09-12,280.3460693359375,0,R_A4,50,4,STANDARD,0.0,9,280.3460693359375,0.05824980512261391
34,1639.487548828125,2018-09-12,280.1953125,0,R_A4,50,4,STANDARD,0.0,10,280.1953125,0.058682940900325775
35,1640.0465087890625,2018-09-12,280.1518249511719,0,R_A4,50,4,STANDARD,0.0,11,280.1518249511719,0.057217732071876526
35,1638.263427734375,2018-09-12,280.0331115722656,0,R_A4,50,3,STANDARD,0.0,12,280.0331115722656,0.22433002293109894
35,1642.8656005859375,2018-09-12,280.32958984375,0,R_A4,49,3,STANDARD,0.0,13,280.32958984375,0.22951361536979675
36,1642.300537109375,2018-09-12,276.3388977050781,0,R_A4,49,29,STANDARD,0.0,14,276.3388977050781,0.13149721920490265
36,1640.88037109375,2018-09-12,275.7616882324219,0,R_A4,48,29,STANDARD,0.0,15,275.7616882324219,0.05468445271253586
37,1646.998291015625,2018-09-12,276.6306457519531,0,R_A4,48,29,STANDARD,0.0,16,276.6306457519531,0.6671249270439148
38,1650.3013916015625,2018-09-12,277.4223327636719,0,R_A4,48,29,STANDARD,0.0,17,277.4223327636719,0.24296733736991882
38,1657.53662109375,2018-09-12,277.49566650390625,0,R_A4,47,29,STANDARD,0.0,18,277.49566650390625,0.6628226041793823
17,1694.2235107421875,2018-11-07,276.631591796875,0,R_A6,42,1,STANDARD,-4.547352349271866e-13,1,276.631591796875,1.0
17,1695.7603759765625,2018-11-07,276.7753601074219,0,R_A6,42,2,STANDARD,-2.8333536688726624e-13,2,276.7753601074219,1.0
17,1697.2972412109375,2018-11-07,276.9165344238281,0,R_A6,42,3,STANDARD,-4.683412403554132e-13,3,276.9165344238281,1.0
17,1698.8341064453125,2018-11-07,277.0541076660156,0,R_A6,42,4,STANDARD,-5.155910420828747e-13,4,277.0541076660156,1.0
17,1700.3709716796875,2018-11-07,277.1898498535156,0,R_A6,42,5,STANDARD,-4.405877789340207e-13,5,277.1898498535156,1.0
17,1701.9078369140625,2018-11-07,277.3287353515625,0,R_A6,42,6,STANDARD,-3.652116803420924e-11,6,277.3287353515625,1.0
17,1703.444580078125,2018-11-07,277.17291259765625,0,R_A6,42,7,STANDARD,-7.606935220616506e-11,7,277.17291259765625,1.0
17,1704.9814453125,2018-11-07,277.3228454589844,0,R_A6,42,8,STANDARD,-4.634489320087809e-11,8,277.3228454589844,1.0
17,1706.518310546875,2018-11-07,277.79180908203125,0,R_A6,42,9,STANDARD,-2.6697190465274634e-12,9,277.79180908203125,1.0
17,1708.05517578125,2018-11-07,277.710693359375,0,R_A6,42,10,STANDARD,-1.2228453926538263e-12,10,277.710693359375,1.0
17,1709.95703125,2018-11-07,282.6608581542969,0,R_A6,42,11,STANDARD,3.711410952872418e-12,11,282.6608581542969,1.0
17,1712.2236328125,2018-11-07,282.8684997558594,0,R_A6,42,12,STANDARD,1.2386170214484515e-11,12,282.8684997558594,1.0
17,1714.4903564453125,2018-11-07,283.1037292480469,0,R_A6,42,13,STANDARD,2.02046148908841e-12,13,283.1037292480469,1.0
17,1716.757080078125,2018-11-07,283.318359375,0,R_A6,42,14,STANDARD,2.4654768244342096e-12,14,283.318359375,1.0
17,1719.0238037109375,2018-11-07,283.533203125,0,R_A6,42,15,STANDARD,1.3143443581761782e-12,15,283.533203125,1.0
17,1721.2904052734375,2018-11-07,283.8935546875,0,R_A6,42,16,STANDARD,3.6507054974529995e-13,16,283.8935546875,1.0
17,1723.55712890625,2018-11-07,284.108642578125,0,R_A6,42,17,STANDARD,8.848157666621614e-13,17,284.108642578125,1.0
17,1725.171875,2018-11-07,284.2615661621094,0,R_A6,42,18,STANDARD,7.848136203414402e-13,18,284.2615661621094,1.0
